station,arrival_time_s,truth_arrival_time_s,arrival_error_s,missed_arrival,peak_Q_relative_error,peak_Qdebris_relative_error,peak_hmax_relative_error,peak_stage_absolute_error,wet_width_relative_error,method,scenario_id
gyirong_cctv_arrival,10.0,370.0,360.0,False,0.8989427368893259,0.8775993660875667,40.94587271341464,1341.820556640625,0.7857142857142857,EngineeringROI_B20,JILONG_EI_0009
rasuwagadhi_signal_loss,10.0,400.0,390.0,False,0.7696767035517728,0.7194283976959512,4.804456156398911,221.7760009765625,0.8,EngineeringROI_B20,JILONG_EI_0009
syabrubesi_signal_loss,240.0,1060.0,820.0,False,3.761893867431796,4.98419303959916,11.002213391657063,88.3074951171875,0.6,EngineeringROI_B20,JILONG_EI_0009
gyirong_cctv_arrival,10.0,400.0,390.0,False,0.7398224518517303,0.6719282248342363,43.08309733072917,1319.7855224609375,0.8235294117647058,EngineeringROI_B20,JILONG_EI_0019
rasuwagadhi_signal_loss,10.0,430.0,420.0,False,0.7428109409981464,0.6671171625557418,4.067516172552384,177.34765625,0.7777777777777778,EngineeringROI_B20,JILONG_EI_0019
syabrubesi_signal_loss,1070.0,1170.0,100.0,False,1.6743389823699104,3.2332173244649947,4.401961836120892,13.6241455078125,0.6,EngineeringROI_B20,JILONG_EI_0019
gyirong_cctv_arrival,10.0,360.0,350.0,False,0.636697712044955,0.5356635235614537,40.46415322058061,1251.79345703125,0.6666666666666666,EngineeringROI_B20,JILONG_EI_0029
rasuwagadhi_signal_loss,10.0,390.0,380.0,False,0.6542287979770517,0.5675075824105593,8.351028608119117,362.47412109375,0.7777777777777778,EngineeringROI_B20,JILONG_EI_0029
syabrubesi_signal_loss,790.0,1010.0,220.0,False,3.624175343364804,4.973769529193588,6.8347725891410045,261.282470703125,0.6,EngineeringROI_B20,JILONG_EI_0029
gyirong_cctv_arrival,10.0,380.0,370.0,False,0.8244872168591899,0.760072943157171,19.846769241266376,599.297119140625,0.6666666666666666,EngineeringROI_B20,JILONG_EI_0039
rasuwagadhi_signal_loss,10.0,400.0,390.0,False,0.6747232668323879,0.5941501898813858,10.5859367298403,422.166015625,0.7777777777777778,EngineeringROI_B20,JILONG_EI_0039
