time_s,front_distance_m,remaining_distance_m
0.0,0.0,17624.0
10.0,70.19529852959417,17553.804701470406
20.0,70.19529852959417,17553.804701470406
30.0,70.19529852959417,17553.804701470406
40.0,70.19529852959417,17553.804701470406
50.0,70.19529852959417,17553.804701470406
60.0,70.19529852959417,17553.804701470406
70.0,70.19529852959417,17553.804701470406
80.0,70.19529852959417,17553.804701470406
90.0,70.19529852959417,17553.804701470406
100.0,70.19529852959417,17553.804701470406
110.0,70.19529852959417,17553.804701470406
120.0,70.19529852959417,17553.804701470406
130.0,70.19529852959417,17553.804701470406
140.0,70.19529852959417,17553.804701470406
150.0,70.19529852959417,17553.804701470406
160.0,70.19529852959417,17553.804701470406
170.0,70.19529852959417,17553.804701470406
180.0,70.19529852959417,17553.804701470406
190.0,70.19529852959417,17553.804701470406
200.0,70.19529852959417,17553.804701470406
210.0,70.19529852959417,17553.804701470406
220.0,70.19529852959417,17553.804701470406
230.0,70.19529852959417,17553.804701470406
240.0,70.19529852959417,17553.804701470406
250.0,70.19529852959417,17553.804701470406
260.0,70.19529852959417,17553.804701470406
270.0,70.19529852959417,17553.804701470406
280.0,70.19529852959417,17553.804701470406
290.0,70.19529852959417,17553.804701470406
300.0,70.19529852959417,17553.804701470406
310.0,70.19529852959417,17553.804701470406
320.0,70.19529852959417,17553.804701470406
330.0,70.19529852959417,17553.804701470406
340.0,70.19529852959417,17553.804701470406
350.0,70.19529852959417,17553.804701470406
360.0,70.19529852959417,17553.804701470406
370.0,70.19529852959417,17553.804701470406
380.0,70.19529852959417,17553.804701470406
390.0,70.19529852959417,17553.804701470406
400.0,70.19529852959417,17553.804701470406
410.0,70.19529852959417,17553.804701470406
420.0,70.19529852959417,17553.804701470406
430.0,70.19529852959417,17553.804701470406
440.0,70.19529852959417,17553.804701470406
450.0,70.19529852959417,17553.804701470406
460.0,70.19529852959417,17553.804701470406
470.0,70.19529852959417,17553.804701470406
480.0,70.19529852959417,17553.804701470406
490.0,70.19529852959417,17553.804701470406
500.0,70.19529852959417,17553.804701470406
510.0,70.19529852959417,17553.804701470406
520.0,70.19529852959417,17553.804701470406
530.0,70.19529852959417,17553.804701470406
540.0,70.19529852959417,17553.804701470406
550.0,70.19529852959417,17553.804701470406
560.0,70.19529852959417,17553.804701470406
570.0,70.19529852959417,17553.804701470406
580.0,70.19529852959417,17553.804701470406
590.0,70.19529852959417,17553.804701470406
600.0,70.19529852959417,17553.804701470406
