step,train_total_loss,h_loss,hu_loss,hv_loss,c_loss,ice_loss,gpu_vram_mib
3150,0.0012405955931171775,0.0017787169199436903,0.00012766332656610757,0.0005246571963652968,0.002271923003718257,0.0015000173589214683,1331.849609375
3200,0.002473952015861869,0.002077818848192692,0.00045922791468910873,0.0015862799482420087,0.0039417557418346405,0.004304676782339811,1331.849609375
3250,0.0008864595438353717,0.0010414973367005587,0.00014424098480958492,0.000558538711629808,0.0024137073196470737,0.0002743133227340877,1331.849609375
3300,0.0016565233236178756,0.0021486689802259207,0.00048416893696412444,0.0012881102738901973,0.0034432613756507635,0.0009184078080579638,1331.849609375
3350,0.001584329060278833,0.0014539165422320366,0.0006674011237919331,0.0007709318306297064,0.004194488748908043,0.000834907463286072,1331.849609375
3400,0.2702464461326599,0.19890262186527252,0.1939568817615509,0.7374424934387207,0.1524839550256729,0.06844622641801834,1331.849609375
3450,0.26270732283592224,0.19128404557704926,0.08868499100208282,0.07217517495155334,0.565304696559906,0.39608776569366455,1331.849609375
3500,0.4420349597930908,0.37740957736968994,0.6160034537315369,0.8875357508659363,0.22227677702903748,0.1069493368268013,1331.849609375
3550,0.016611887142062187,0.023041190579533577,0.01058182492852211,0.014529313892126083,0.014988542534410954,0.019918564707040787,1331.849609375
3600,0.027438988909125328,0.03105900250375271,0.026204582303762436,0.031331390142440796,0.026336539536714554,0.022263433784246445,1331.849609375
3650,0.005061324220150709,0.007917128503322601,0.0024231465067714453,0.00579168600961566,0.006539125461131334,0.0026355325244367123,1331.849609375
3700,0.05772602558135986,0.07071772962808609,0.0606534406542778,0.09081216156482697,0.04526185989379883,0.02118491753935814,1331.849609375
3750,0.001604038872756064,0.0016583290416747332,0.000280965818092227,0.0008403022075071931,0.0032334867864847183,0.0020071109756827354,1331.849609375
3800,0.0011876205680891871,0.0014040068490430713,0.00012414985394570976,0.000628587557002902,0.0018414170481264591,0.0019399408483877778,1331.849609375
3850,0.020257383584976196,0.027463354170322418,0.008822102099657059,0.034851204603910446,0.023027898743748665,0.007122351322323084,1331.849609375
3900,0.033247072249650955,0.03632153943181038,0.032006293535232544,0.04363778233528137,0.02382517419755459,0.030444568023085594,1331.849609375
3950,0.0024679817724972963,0.003185739740729332,0.0004910503630526364,0.0015063476748764515,0.004815129097551107,0.002341642277315259,1331.849609375
4000,0.0017044105334207416,0.002003828762099147,0.0008066801819950342,0.000746750389225781,0.003942207433283329,0.0010225853184238076,1331.849609375
4050,0.08376551419496536,0.07443200796842575,0.08485830575227737,0.10531332343816757,0.0636434257030487,0.09058049321174622,1331.849609375
4100,0.001621709787286818,0.0012898097047582269,0.0002975554089061916,0.000918237550649792,0.0030474006198346615,0.0025555454194545746,1331.849609375
4150,0.0013935978058725595,0.0013249159092083573,0.0003854919341392815,0.0009462694288231432,0.003258330514654517,0.0010529805440455675,1331.849609375
4200,0.0018414190271869302,0.0010853868443518877,9.934405534295365e-05,0.0005664273048751056,0.003336939960718155,0.004118996672332287,1331.849609375
4250,0.0014267460210248828,0.0014356321189552546,0.0003186657268088311,0.00047961194650270045,0.0020892908796668053,0.0028105289675295353,1331.849609375
4300,0.07455147802829742,0.08012022078037262,0.11227963864803314,0.09875994175672531,0.07288747280836105,0.008710104040801525,1331.849609375
4350,0.011262624524533749,0.016894835978746414,0.007098588161170483,0.014545240439474583,0.01219354197382927,0.005580917000770569,1331.849609375
4400,0.11214911937713623,0.12654568254947662,0.14585421979427338,0.16423358023166656,0.07197728753089905,0.05213482305407524,1331.849609375
4450,0.09271249175071716,0.11049777269363403,0.12431805580854416,0.13908696174621582,0.0609397366642952,0.0287199467420578,1331.849609375
4500,0.0012460789876058698,0.0014132829383015633,0.0002568640047684312,0.0009974627755582333,0.002972743473947048,0.000590041687246412,1331.849609375
4550,0.017028754577040672,0.026096785441040993,0.010491759516298771,0.02567886747419834,0.019413527101278305,0.0034628252033144236,1331.849609375
4600,0.020802436396479607,0.02548307366669178,0.010387995280325413,0.020408689975738525,0.021340059116482735,0.026392357423901558,1331.849609375
4650,0.028994649648666382,0.03415125235915184,0.03437165543437004,0.03589905798435211,0.033212192356586456,0.007339098956435919,1331.849609375
4700,0.3695295751094818,0.34114760160446167,0.4402513802051544,0.7533860802650452,0.11465856432914734,0.19820436835289001,1331.849609375
4750,0.4344511032104492,0.3056628108024597,0.46815165877342224,0.7154266238212585,0.34505483508110046,0.3379594683647156,1331.849609375
4800,0.028546620160341263,0.032495591789484024,0.03243833780288696,0.03641381114721298,0.033561330288648605,0.007824026048183441,1331.849609375
4850,0.0010077881161123514,0.0010728456545621157,0.00018817429372575134,0.0008301892667077482,0.0024903423618525267,0.0004573885235004127,1331.849609375
4900,0.0026600004639476538,0.0016284133307635784,0.0004939052741974592,0.0014842916280031204,0.004522058181464672,0.005171332973986864,1331.849609375
4950,0.03600515425205231,0.03516591712832451,0.01814804971218109,0.050852756947278976,0.02439284324645996,0.0514662005007267,1331.849609375
5000,0.02261464297771454,0.02802043966948986,0.023213692009449005,0.028082186356186867,0.027282098308205605,0.006474798545241356,1331.849609375
5050,0.00411459943279624,0.003887432161718607,0.0011962391436100006,0.003861059434711933,0.005760906729847193,0.005867359694093466,1331.849609375
5100,0.0011347326217219234,0.001787775312550366,0.0003043266187887639,0.0006225560791790485,0.0026084280107170343,0.0003505765926092863,1331.849609375
5150,0.005106042139232159,0.00610661506652832,0.0017438100185245275,0.0038281904999166727,0.007573250215500593,0.00627834303304553,1331.849609375
5200,0.0009050521184690297,0.0008821437950246036,0.00015801108384039253,0.0002952168870251626,0.0018251650035381317,0.001364723895676434,1331.849609375
5250,0.014750154688954353,0.02039969339966774,0.007973112165927887,0.015883300453424454,0.015425573103129864,0.01406908966600895,1331.849609375
5300,0.040081631392240524,0.04859013110399246,0.035520002245903015,0.059144847095012665,0.0369974747300148,0.020155692473053932,1331.849609375
5350,0.002456989139318466,0.001955088460817933,0.00040726829320192337,0.0018015668028965592,0.004403581842780113,0.003717439714819193,1331.849609375
5400,0.0012967853108420968,0.0012250597355887294,0.0002138315758202225,0.0005305181257426739,0.0017841106746345758,0.0027304065879434347,1331.849609375
5450,0.0013148218858987093,0.000945675594266504,0.00016140045772772282,0.00027973524993285537,0.0030347362626343966,0.0021525616757571697,1331.849609375
5500,0.04064028337597847,0.05270526930689812,0.042146168649196625,0.05053121969103813,0.034596364945173264,0.023222390562295914,1331.849609375
5550,0.27993112802505493,0.22221726179122925,0.27799680829048157,0.6262412667274475,0.1427401453256607,0.13046014308929443,1331.849609375
5600,0.0036743301898241043,0.004336774814873934,0.0010005185613408685,0.0028907989617437124,0.005972016137093306,0.0041715423576533794,1331.849609375
5650,0.02013913355767727,0.026471316814422607,0.008996209129691124,0.02372211217880249,0.02122974954545498,0.020276276394724846,1331.849609375
5700,0.0010650809854269028,0.0010477958712726831,0.0002172499953303486,0.00044761024764738977,0.0019571578595787287,0.0016555909533053637,1331.849609375
5750,0.22151951491832733,0.15990108251571655,0.19012483954429626,0.402327299118042,0.14877375960350037,0.2064705640077591,1331.849609375
5800,0.1961376816034317,0.2330598682165146,0.273486852645874,0.2878709137439728,0.12312175333499908,0.06314899772405624,1331.849609375
5850,0.0012084530899301171,0.001086463569663465,0.0001682737929513678,0.000415809074183926,0.0024150211829692125,0.001956698251888156,1331.849609375
5900,0.0025195793714374304,0.002414324786514044,0.00048281627823598683,0.0029118522070348263,0.0049993121065199375,0.0017895903438329697,1331.849609375
5950,0.0018056862754747272,0.001373100676573813,0.0003291812026873231,0.0008958493126556277,0.0033181030303239822,0.0031121971551328897,1331.849609375
6000,0.0016580403316766024,0.0018917197594419122,0.0003479662409517914,0.0010862430790439248,0.004265453200787306,0.0006988188833929598,1331.849609375
6050,0.0009801769629120827,0.0013849276583641768,0.00013388034130912274,0.0007129107252694666,0.002047831192612648,0.0006213348242454231,1331.849609375
6100,0.1362178772687912,0.12414878606796265,0.3230285048484802,0.0983600988984108,0.1125815212726593,0.02297051250934601,1331.849609375
6150,0.026273775845766068,0.03004288114607334,0.011127888225018978,0.03797866776585579,0.02457346022129059,0.027645975351333618,1331.849609375
6200,0.003221016377210617,0.003994136117398739,0.0009148077224381268,0.0026411914732307196,0.006139073986560106,0.002415872411802411,1331.849609375
6250,0.001238680793903768,0.0016183366533368826,0.00035404914524406195,0.0008397356723435223,0.0028894194401800632,0.0004918630002066493,1331.849609375
6300,0.001136542297899723,0.0017326773377135396,0.00041200712439604104,0.0005087757017463446,0.0021224271040409803,0.0009068240178748965,1331.849609375
6350,0.20187078416347504,0.16667422652244568,0.19347268342971802,0.3907063901424408,0.1305413395166397,0.12795914709568024,1331.849609375
6400,0.0014111021300777793,0.0014554139925166965,0.0002053553325822577,0.0006584300426766276,0.003249834291636944,0.0014864766271784902,1331.849609375
6450,0.0062107364647090435,0.009990489110350609,0.0026837405748665333,0.007524739485234022,0.00880200881510973,0.0020527057349681854,1331.849609375
6500,0.00326014356687665,0.003839310258626938,0.0006857507396489382,0.002689901739358902,0.003548454027622938,0.005537300370633602,1331.849609375
6550,0.001141235581599176,0.0011602864833548665,0.000612257921602577,0.001110845129005611,0.0026394075248390436,0.00018338060181122273,1331.849609375
6600,0.04028354212641716,0.047511372715234756,0.0474686436355114,0.05315511301159859,0.0379491001367569,0.01533348485827446,1331.849609375
6650,0.001968534430488944,0.0014721823390573263,0.00026003443053923547,0.0009143315837718546,0.004085191525518894,0.0031109319534152746,1331.849609375
6700,0.00535644730553031,0.0055177523754537106,0.0016500691417604685,0.0038092576432973146,0.006719438824802637,0.009085719473659992,1331.849609375
6750,0.0014003727119415998,0.0017133238725364208,0.00015760655514895916,0.0004770941159222275,0.002785698277875781,0.0018681403016671538,1331.849609375
6800,0.006314997561275959,0.007114525884389877,0.0019086441025137901,0.006446609273552895,0.009392697364091873,0.0067125107161700726,1331.849609375
6850,0.0016106432303786278,0.0016407660441473126,0.00033955476828850806,0.0011192257516086102,0.0029814201407134533,0.001972249476239085,1331.849609375
6900,0.01316712237894535,0.017614727839827538,0.00657954066991806,0.015519658103585243,0.016734620556235313,0.009387065656483173,1331.849609375
6950,0.0021435364615172148,0.0018170250114053488,0.00047107585123740137,0.0017347446409985423,0.005119692534208298,0.0015751448227092624,1331.849609375
7000,0.0011000264203175902,0.0009707869030535221,0.00022842346515972167,0.00025182432727888227,0.002167681697756052,0.0018814154900610447,1331.849609375
7050,0.025276172906160355,0.029545532539486885,0.013406189158558846,0.02007073350250721,0.0190809965133667,0.04427741467952728,1331.849609375
7100,0.0007080715731717646,0.0008509577019140124,0.00018243645899929106,0.0003084017662331462,0.0018659293418750167,0.00033263256773352623,1331.849609375
7150,0.002025602152571082,0.002338481368497014,0.0004763673059642315,0.002209370257332921,0.0038311576936393976,0.0012726328568533063,1331.849609375
7200,0.004122456070035696,0.002968651708215475,0.0004704422317445278,0.001867636339738965,0.007026574574410915,0.008278973400592804,1331.849609375
7250,0.001353097497485578,0.0010473465081304312,0.0002619599108584225,0.0005802669911645353,0.003033129498362541,0.0018427845789119601,1331.849609375
7300,0.022509528324007988,0.028386259451508522,0.014693891629576683,0.0316120870411396,0.016381315886974335,0.02147407829761505,1331.849609375
7350,0.0021792880725115538,0.001543486607261002,0.0004884087829850614,0.0007754163234494627,0.004511297680437565,0.0035778312012553215,1331.849609375
7400,0.0014785234816372395,0.0012227335246279836,0.0002696244919206947,0.0006834628293290734,0.0031704807188361883,0.002046315697953105,1331.849609375
7450,0.0010739340214058757,0.001801545498892665,0.0005542568978853524,0.0005253468407317996,0.0017990836640819907,0.0006894369143992662,1331.849609375
7500,0.029351849108934402,0.035361167043447495,0.012304714880883694,0.04761882498860359,0.032138947397470474,0.019335594028234482,1331.849609375
7550,0.21237912774085999,0.16440372169017792,0.20034468173980713,0.4538593590259552,0.14706167578697205,0.09622622281312943,1331.849609375
7600,0.002106970874592662,0.001517471973784268,0.00036503589944913983,0.0013697047252207994,0.0055359648540616035,0.0017466761637479067,1331.849609375
7650,0.002911555115133524,0.0024628115352243185,0.0005930649349465966,0.001424954505637288,0.003886464750394225,0.006190479267388582,1331.849609375
7700,0.008750133216381073,0.01048023160547018,0.00344496569596231,0.006061963737010956,0.012465824373066425,0.011297682300209999,1331.849609375
7750,0.0012716137571260333,0.0008217045105993748,0.0002468939928803593,0.00039938229019753635,0.002813621424138546,0.00207646656781435,1331.849609375
7800,0.0046791196800768375,0.004131780471652746,0.0011058576637879014,0.005869196727871895,0.0070440564304590225,0.005244705360382795,1331.849609375
7850,0.0030886007007211447,0.0028397070709615946,0.0006224968819878995,0.002074614865705371,0.004926344845443964,0.00497983954846859,1331.849609375
7900,0.0022913936991244555,0.0020567115861922503,0.0003697870415635407,0.0010933689773082733,0.004319930914789438,0.003617169102653861,1331.849609375
7950,0.005112360697239637,0.006840709131211042,0.0026312556583434343,0.005376363173127174,0.006580202840268612,0.004133271053433418,1331.849609375
8000,0.054307710379362106,0.06604409217834473,0.06610191613435745,0.08004345744848251,0.05139956623315811,0.007949511520564556,1331.849609375
8050,0.0036345773842185736,0.002328568836674094,0.0006337400991469622,0.00285236700437963,0.0057494319044053555,0.006608777679502964,1331.849609375
8100,0.0024170060642063618,0.0025501574855297804,0.0006335302605293691,0.0025557205080986023,0.0053100730292499065,0.0010355485137552023,1331.849609375
8150,0.03700270876288414,0.04803643748164177,0.03924800828099251,0.04304204508662224,0.03343730419874191,0.02124975062906742,1331.849609375
8200,0.13577395677566528,0.12450288981199265,0.28557342290878296,0.14225070178508759,0.09714120626449585,0.02940152771770954,1331.849609375
8250,0.0020173140801489353,0.00127686548512429,0.00029167174943722785,0.0006240683142095804,0.0036620914470404387,0.00423187343403697,1331.849609375
8300,0.038211751729249954,0.04548804089426994,0.03334727883338928,0.04220851510763168,0.03471700847148895,0.03529790788888931,1331.849609375
8350,0.000764761061873287,0.000741795520298183,7.947367703309283e-05,0.0004083026433363557,0.002465861150994897,0.00012837222311645746,1331.849609375
8400,0.1635318249464035,0.17687556147575378,0.22293703258037567,0.33120161294937134,0.0517323762178421,0.034912534058094025,1331.849609375
8450,0.0030596614815294743,0.002702574711292982,0.0009666383848525584,0.002752726199105382,0.0035265935584902763,0.005349774844944477,1331.849609375
8500,0.006796840578317642,0.007806434761732817,0.002454108325764537,0.005329893436282873,0.008579296059906483,0.009814471937716007,1331.849609375
8550,0.002129175467416644,0.0022240777034312487,0.00039701309287920594,0.002181889256462455,0.002555570797994733,0.00328732724301517,1331.849609375
8600,0.007917416281998158,0.010538876056671143,0.003283166792243719,0.007621407974511385,0.012364835478365421,0.005778791382908821,1331.849609375
8650,0.0014065681025385857,0.001458201091736555,0.0001783942134352401,0.0010109918657690287,0.0034032920375466347,0.0009819614933803678,1331.849609375
8700,0.0034433945547789335,0.0055017233826220036,0.001176578109152615,0.003867590334266424,0.005941961891949177,0.000729120394680649,1331.849609375
8750,0.0007109874859452248,0.0007544928230345249,0.00011764522059820592,0.0003767244634218514,0.0021431513596326113,0.0001629237667657435,1331.849609375
8800,0.0023406322579830885,0.002397045260295272,0.0005343571538105607,0.0016997334314510226,0.004213165026158094,0.002858860185369849,1331.849609375
8850,0.001378359622322023,0.0014411519514396787,0.00021633632422890514,0.00041295759729109704,0.0041638645343482494,0.0006574876606464386,1331.849609375
8900,0.0010903485817834735,0.0013143805554136634,0.0002590502263046801,0.000433797191362828,0.002964582061395049,0.00047993243788369,1331.849609375
8950,0.019723989069461823,0.023181915283203125,0.013583483174443245,0.020006421953439713,0.02409251220524311,0.01775561459362507,1331.849609375
9000,0.0011201472952961922,0.0012079389998689294,0.0002721214550547302,0.0004263660521246493,0.0027997884899377823,0.0008945216541178524,1331.849609375
9050,0.0036512487567961216,0.003050491912290454,0.000466875295387581,0.002388330642133951,0.0072664180770516396,0.005084127187728882,1331.849609375
9100,0.015978503972291946,0.02215418592095375,0.00867348164319992,0.018769150599837303,0.017245344817638397,0.013050355948507786,1331.849609375
9150,0.0012868385529145598,0.0015300153754651546,0.00036090193316340446,0.0005742687499150634,0.0023410420399159193,0.0016279646661132574,1331.849609375
9200,0.0012026692274957895,0.0009928809013217688,0.00011691109102685004,0.0004593145567923784,0.0039210268296301365,0.0005232120165601373,1331.849609375
9250,0.0008904961287043989,0.0011899226810783148,0.00022926666133571416,0.00031348035554401577,0.00188007194083184,0.0008397389319725335,1331.849609375
9300,0.004743674304336309,0.005291851237416267,0.0012996298028156161,0.003538654651492834,0.007053173612803221,0.006535061635077,1331.849609375
9350,0.0008381303632631898,0.0010761560406535864,0.00026070786407217383,0.000304002984194085,0.002425271552056074,0.00012451298243831843,1331.849609375
9400,0.0064681218937039375,0.009878715500235558,0.0033248921390622854,0.008510586805641651,0.009710131213068962,0.0009162826463580132,1331.849609375
9450,0.011993213556706905,0.013513666577637196,0.0036969350185245275,0.009835644625127316,0.011725153774023056,0.021194670349359512,1331.849609375
9500,0.0005283261416479945,0.0006722057005390525,0.00015106116188690066,0.0003633042215369642,0.0011899833334609866,0.0002650761744007468,1331.849609375
9550,0.001338366069830954,0.0008395059267058969,0.00011805940448539332,0.0004833389539271593,0.004488413222134113,0.0007625130820088089,1331.849609375
9600,0.0019575445912778378,0.0009164726361632347,0.0001620350667508319,0.0007193034398369491,0.0028663526754826307,0.005123558454215527,1331.849609375
9650,0.002197669818997383,0.002084737177938223,0.0005051298066973686,0.001057124463841319,0.0049422685988247395,0.0023990890476852655,1331.849609375
9700,0.0014132059877738357,0.0008619868895038962,0.00011128811456728727,0.00043064833153039217,0.002642983803525567,0.003019122639670968,1331.849609375
9750,0.001768882037140429,0.0014448841102421284,0.0003992051933892071,0.0014417581260204315,0.0035503641702234745,0.0020081987604498863,1331.849609375
9800,0.004989223089069128,0.0059986053965985775,0.0018100091256201267,0.004939633887261152,0.0071112713776528835,0.005086597520858049,1331.849609375
9850,0.0011034765047952533,0.0012670051073655486,0.0001909455459099263,0.0008381352527067065,0.0029195218812674284,0.0003017749113496393,1331.849609375
9900,0.09673827141523361,0.09609609842300415,0.10298657417297363,0.16103492677211761,0.06919130682945251,0.05438242852687836,1331.849609375
9950,0.00183338753413409,0.0007519789505749941,0.00018800562247633934,0.000555632053874433,0.0035498994402587414,0.004121420439332724,1331.849609375
10000,0.001380506786517799,0.001059905276633799,0.0003261790843680501,0.0003150204138364643,0.002148403786122799,0.0030530255753546953,1331.849609375
10050,0.14240029454231262,0.14949633181095123,0.18511007726192474,0.29075440764427185,0.043658483773469925,0.04298209398984909,1331.849609375
10100,0.0010263773147016764,0.0008872775360941887,0.00017278968880418688,0.0005528260953724384,0.0033663329668343067,0.00015266000991687179,1331.849609375
10150,0.10239007323980331,0.05867282301187515,0.06804665923118591,0.036407869309186935,0.12651555240154266,0.2223074734210968,1331.849609375
10200,0.0028398623690009117,0.0035925337579101324,0.0010137096978724003,0.0031404695473611355,0.0058523607440292835,0.0006002382142469287,1331.849609375
10250,0.001102777081541717,0.0011622015153989196,0.000241960005951114,0.00037598644848912954,0.0019112721784040332,0.0018224648665636778,1331.849609375
10300,0.047553081065416336,0.052347660064697266,0.045810140669345856,0.0594954751431942,0.0346517451107502,0.045460380613803864,1331.849609375
10350,0.2189408391714096,0.17585618793964386,0.21661525964736938,0.34350916743278503,0.13163283467292786,0.22709065675735474,1331.849609375
10400,0.0026869713328778744,0.0035140933468937874,0.0007112573948688805,0.0020102793350815773,0.00477980263531208,0.00241942354477942,1331.849609375
10450,0.0028074688743799925,0.0035775871947407722,0.0008445843704976141,0.0024314101319760084,0.0029659310821443796,0.004217830952256918,1331.849609375
