time_s,h_rmse,h_rell2,wet_iou
360,1.7550650835037231,1.2709109783172607,0.010413341626553383
370,1.752354621887207,1.2923589944839478,0.01029028890423363
380,1.7510640621185303,1.3138550519943237,0.010193642807474852
390,1.7554560899734497,1.3332382440567017,0.010096361963033965
400,1.759236454963684,1.3533596992492676,0.010013429990495419
410,1.7685794830322266,1.3723469972610474,0.009936264095440432
420,1.778761863708496,1.3912862539291382,0.00983648789125075
430,1.7899563312530518,1.4115148782730103,0.009737799195738648
440,1.8038181066513062,1.4293532371520996,0.009629562539625033
450,1.8195972442626953,1.4466155767440796,0.00954699292346117
460,1.835351586341858,1.4638938903808594,0.00948454578016404
470,1.851603388786316,1.4811711311340332,0.009416958479691801
480,1.8691350221633911,1.497172236442566,0.009363421054057814
490,1.886684536933899,1.5145411491394043,0.009265293963657372
500,1.904475450515747,1.5323439836502075,0.00915264085809617
510,1.9229507446289062,1.5499778985977173,0.009075709671077669
520,1.9406256675720215,1.5691331624984741,0.009013962628110944
530,1.9585520029067993,1.5889297723770142,0.008956191951858893
540,1.9762037992477417,1.6096946001052856,0.008927381985374863
550,1.9930680990219116,1.6321510076522827,0.008896227467147272
560,2.0099637508392334,1.6552197933197021,0.00889634295411076
570,2.0278427600860596,1.6774345636367798,0.008860045754755944
580,2.046358108520508,1.699546456336975,0.008808541180692625
590,2.0661048889160156,1.721187949180603,0.00878709099058718
600,2.0871360301971436,1.7418835163116455,0.008760836856057892
610,2.109351396560669,1.7613383531570435,0.008738993485575202
620,2.132079839706421,1.7809909582138062,0.008693833705407014
630,2.1551694869995117,1.8010119199752808,0.008693742041600663
640,2.1779439449310303,1.8216032981872559,0.008659506904056802
650,2.2011666297912598,1.8420004844665527,0.00864118752161188
660,2.2246358394622803,1.862451195716858,0.0086347791098878
670,2.2477591037750244,1.8834364414215088,0.00862958246480226
680,2.27091121673584,1.904705286026001,0.008625882980141277
690,2.2942557334899902,1.926171064376831,0.008585931216677585
700,2.317842960357666,1.948159098625183,0.008598966137913302
710,2.341884136199951,1.9704890251159668,0.008578505192812624
720,2.366039276123047,1.9938130378723145,0.008575843556789076
730,2.390714168548584,2.0169150829315186,0.008583197793649671
740,2.4158213138580322,2.0395045280456543,0.008583493905895943
750,2.4408366680145264,2.0616681575775146,0.008586772806023973
760,2.466390609741211,2.084268808364868,0.008579174481406795
770,2.49234938621521,2.107419013977051,0.008568168531965995
780,2.51857852935791,2.1309356689453125,0.008554133383982808
790,2.5450921058654785,2.1551384925842285,0.008549711115678453
800,2.5719552040100098,2.1797032356262207,0.008537757693980942
810,2.599256753921509,2.204563617706299,0.008539851765690993
820,2.6270320415496826,2.22967267036438,0.008523149629987214
830,2.655303716659546,2.2550954818725586,0.008509218465580552
840,2.684051036834717,2.280935287475586,0.008493143038553183
850,2.71331787109375,2.306748390197754,0.008496352857349423
860,2.743128776550293,2.3327486515045166,0.008509098752161192
870,2.7731878757476807,2.360025405883789,0.008515998992189468
880,2.8035433292388916,2.388076066970825,0.008516277190079491
890,2.834200143814087,2.4166781902313232,0.008498622828139346
900,2.865206718444824,2.4454143047332764,0.008482871689864136
910,2.8965818881988525,2.474240303039551,0.00849002849002849
920,2.928378105163574,2.50346040725708,0.008479953651656333
930,2.960430145263672,2.5328805446624756,0.008484088890113144
940,2.9926788806915283,2.562767267227173,0.008479485420888791
950,3.025261640548706,2.5930681228637695,0.008459319238472483
960,3.057803153991699,2.623859167098999,0.008469797852558334
970,3.0904734134674072,2.654684543609619,0.008494792575784022
980,3.1233248710632324,2.6850695610046387,0.008512827349060103
990,3.156327247619629,2.7155587673187256,0.008519610970747743
1000,3.189131259918213,2.7458906173706055,0.00853323704344627
1010,3.2219882011413574,2.776588201522827,0.008536093903834611
1020,3.254822254180908,2.807509422302246,0.008520157300433985
1030,3.287515640258789,2.8381900787353516,0.00851624797090988
1040,3.3202548027038574,2.8688178062438965,0.00850443404412225
1050,3.35270094871521,2.8990695476531982,0.00849954496873876
1060,3.385153293609619,2.9292635917663574,0.008510035944369642
1070,3.4175121784210205,2.958967447280884,0.008512764100053994
1080,3.449784994125366,2.9883716106414795,0.008512938995641107
1090,3.4818432331085205,3.0178022384643555,0.008501100566460635
1100,3.513707399368286,3.0477828979492188,0.00849432735534798
1110,3.54541015625,3.077755928039551,0.00848966475594928
1120,3.5769495964050293,3.1083669662475586,0.008507730132933284
1130,3.608447313308716,3.139087677001953,0.00852625851336263
1140,3.639888286590576,3.170006275177002,0.008519721269403585
1150,3.671332597732544,3.200993776321411,0.008492195867639793
1160,3.7025530338287354,3.231823444366455,0.008511941212492345
1170,3.733813762664795,3.2629170417785645,0.008493617808676343
1180,3.765072822570801,3.2940502166748047,0.008514835806517594
1190,3.796408176422119,3.3246774673461914,0.008515556697109947
1200,3.827897787094116,3.355304479598999,0.00851713701888697
1210,3.859253168106079,3.3863470554351807,0.008530877245961044
1220,3.8905715942382812,3.4173378944396973,0.008551475985738254
1230,3.9218688011169434,3.448073625564575,0.008556643178163055
1240,3.9531843662261963,3.479015827178955,0.008564121491633487
1250,3.984529733657837,3.5099079608917236,0.008562353040931668
1260,4.015803813934326,3.54091477394104,0.008576549941146112
1270,4.047159671783447,3.572244167327881,0.008584890787251713
1280,4.078480243682861,3.6037468910217285,0.0085885388772579
1290,4.109814643859863,3.6356327533721924,0.008605606604543865
1300,4.141064643859863,3.667898416519165,0.008586668909433206
1310,4.172293663024902,3.6999592781066895,0.008615149097791227
1320,4.203601360321045,3.73160719871521,0.008626333050626095
1330,4.234803676605225,3.7629034519195557,0.008640731057044602
1340,4.265722751617432,3.793917655944824,0.008666199411000657
1350,4.2966179847717285,3.8256428241729736,0.008683551171155842
1360,4.327483654022217,3.857370376586914,0.00869519232464188
1370,4.358109951019287,3.889068841934204,0.008705979898934442
1380,4.388876914978027,3.9210691452026367,0.00869558267596966
1390,4.419572830200195,3.9527511596679688,0.008703077119509704
1400,4.450366497039795,3.9842700958251953,0.008710187860235427
1410,4.4813551902771,4.0157790184021,0.008724376222216211
1420,4.512239933013916,4.047129154205322,0.008722805790837002
1430,4.543154239654541,4.078069686889648,0.008710442058900992
1440,4.574028968811035,4.108689785003662,0.008704717722513753
