time_s,dt_s,wall_s,total_volume_m3,debris_volume_m3,entrained_m3,ice_volume_m3,melted_m3,max_h_m,max_speed_m_s,debris_front_route_km,debris_front_upper_km,flood_front_route_km,gyirong_cctv_arrival_Q,gyirong_cctv_arrival_Qdebris,gyirong_cctv_arrival_hmax,gyirong_cctv_arrival_stage,gyirong_cctv_arrival_cmax,gyirong_cctv_arrival_wet_width_m,rasuwagadhi_signal_loss_Q,rasuwagadhi_signal_loss_Qdebris,rasuwagadhi_signal_loss_hmax,rasuwagadhi_signal_loss_stage,rasuwagadhi_signal_loss_cmax,rasuwagadhi_signal_loss_wet_width_m,syabrubesi_signal_loss_Q,syabrubesi_signal_loss_Qdebris,syabrubesi_signal_loss_hmax,syabrubesi_signal_loss_stage,syabrubesi_signal_loss_cmax,syabrubesi_signal_loss_wet_width_m,series_origin
760.0,0.0787381812509693,41.1,42624963.28125,31437861.328125,5486498.805529042,492894.9645996094,6591092.710108927,47.44564437866211,36.53195571899414,9.33,31.17,9.33,22101.33203125,17898.869140625,13.402780532836914,1805.933837890625,0.8083641529083252,180.0,17391.693359375,14022.234375,37.62853240966797,1802.33447265625,0.806854248046875,240.0,210.62193298339844,0.0,3.109729290008545,1439.9345703125,0.0,60.0,ZENODO_V2_RELEASED
765.0,0.0698721539533835,41.3,42622034.765625,31430278.125,5499181.8134875735,492092.578125,6591894.677703393,47.552040100097656,36.650672912597656,9.39,31.26,9.39,23005.0390625,18629.2265625,13.71969985961914,1806.0316162109373,0.8083616495132446,180.0,17116.2421875,13796.0185546875,37.46309280395508,1802.1715087890625,0.8069667816162109,240.0,210.7333068847656,0.0,3.110752582550049,1439.935546875,0.0,60.0,ZENODO_V2_RELEASED
770.0,0.066005842180516,41.4,42617492.578125,31421678.90625,5509864.326228364,491282.9956054688,6592703.667376198,47.63994216918945,36.66182327270508,9.45,31.32,9.45,23721.955078125,19208.53125,13.871042251586914,1806.124267578125,0.8083623051643372,180.0,16882.431640625,13602.37890625,37.31401062011719,1802.0167236328125,0.8070247769355774,240.0,210.8411865234375,0.0,3.1117334365844727,1439.9366455078125,0.0,60.0,ZENODO_V2_RELEASED
775.0,0.0667459725507342,41.6,42613140.234375,31413346.875,5520249.031679495,490468.4692382813,6593517.643091155,47.693809509277344,36.59258270263672,9.54,31.38,9.54,23955.2890625,19396.904296875,13.86518096923828,1806.209228515625,0.8083633780479431,180.0,16725.533203125,13469.7822265625,37.19178771972656,1801.8819580078125,0.8070228695869446,240.0,210.94151306152344,0.0,3.112689971923828,1439.9376220703125,0.0,60.0,ZENODO_V2_RELEASED
780.0,0.0710173639962477,41.7,42608738.671875,31405067.578125,5530303.220610484,489653.61328125,6594331.968390472,47.71135330200195,36.50445938110352,9.66,31.53,9.66,23815.40234375,19283.61328125,13.792584419250488,1806.2855224609373,0.8083660006523132,180.0,16708.548828125,13448.734375,37.108375549316406,1801.77978515625,0.8069710731506348,240.0,211.0366668701172,0.0,3.1136934757232666,1439.9384765625,0.0,60.0,ZENODO_V2_RELEASED
785.0,0.0790550536003138,41.9,42603813.28125,31396475.390625,5539654.173337086,488837.3840332031,6595147.520873658,47.69643783569336,36.34796905517578,9.72,31.59,9.72,23447.888671875,18986.369140625,13.697799682617188,1806.3515625,0.8083704710006714,180.0,16887.208984375,13583.796875,37.07337188720703,1801.71826171875,0.8068844079971313,240.0,211.1258544921875,0.0,3.114665031433105,1439.9395751953125,0.0,60.0,ZENODO_V2_RELEASED
790.0,0.0879951403857148,42.0,42599467.96875,31388350.78125,5549381.01794289,488021.484375,6595962.659456703,47.7870979309082,36.168399810791016,9.81,31.68,9.81,22988.384765625,18614.841796875,13.602996826171877,1806.406982421875,0.8083768486976624,180.0,17302.25390625,13907.5810546875,37.09560012817383,1801.703857421875,0.8067793846130371,240.0,211.20921325683597,0.0,3.1156320571899414,1439.9404296875,0.0,60.0,ZENODO_V2_RELEASED
795.0,0.0946017239670027,42.2,42595776.5625,31380767.578125,5559488.144426211,487208.935546875,6596774.378913861,47.99908447265625,35.98515701293945,9.9,31.77,9.9,22554.97265625,18264.482421875,13.523783683776855,1806.45166015625,0.8083848357200623,180.0,17982.71484375,14443.36328125,37.1817512512207,1801.7386474609373,0.8066702485084534,240.0,211.28729248046875,0.0,3.1165671348571777,1439.94140625,0.0,60.0,ZENODO_V2_RELEASED
800.0,0.0967666241119786,42.3,42592953.515625,31373855.859375,5570254.519006773,486397.3205566406,6597585.187690251,48.19967651367188,35.873775482177734,9.99,31.89,9.99,22160.83203125,17945.923828125,13.441179275512695,1806.48486328125,0.8083947896957397,180.0,18909.572265625,15175.92578125,37.323238372802734,1801.8045654296875,0.8065671324729919,240.0,211.35675048828125,0.0,3.117516279220581,1439.9423828125,0.0,60.0,ZENODO_V2_RELEASED
805.0,0.0938759933422943,42.5,42591167.578125,31367714.0625,5581904.9930767855,485583.72802734375,6598397.86629606,48.3944091796875,35.86238479614258,10.11,31.95,10.08,21736.15234375,17602.8515625,13.346410751342772,1806.5108642578125,0.8084062933921814,180.0,19948.5703125,15998.109375,37.48408126831055,1801.8985595703125,0.8064749836921692,240.0,211.42446899414065,0.0,3.1184544563293457,1439.943359375,0.0,60.0,ZENODO_V2_RELEASED
810.0,0.0868347108532816,42.6,42589712.109375,31361821.875,5593826.659707888,484769.6960449219,6599211.057356552,48.58675384521485,35.84405517578125,10.17,32.04,10.17,21396.28515625,17328.521484375,13.260363578796388,1806.5352783203125,0.8084197640419006,180.0,20854.861328125,16714.84765625,37.6141471862793,1801.981201171875,0.8063979148864746,240.0,211.485595703125,0.0,3.1193740367889404,1439.9443359375,0.0,60.0,ZENODO_V2_RELEASED
815.0,0.080551853453926,42.8,42587943.75,31355753.90625,5605288.33151625,483958.63037109375,6600021.250156624,48.785282135009766,35.8406867980957,10.26,32.16,10.23,21199.61328125,17170.1015625,13.225171089172363,1806.5638427734373,0.8084357380867004,180.0,21390.17578125,17136.80859375,37.67669677734375,1802.0211181640625,0.8063452243804932,240.0,211.53924560546875,0.0,3.120323181152344,1439.9451904296875,0.0,60.0,ZENODO_V2_RELEASED
820.0,0.0743333214054473,42.9,42586273.828125,31349770.3125,5616817.1359585365,483149.9816894531,6600829.042175817,48.9896240234375,35.81570816040039,10.32,32.22,10.35,21147.623046875,17128.75390625,13.229063034057615,1806.6016845703125,0.808454155921936,180.0,21450.85546875,17182.19921875,37.66669464111328,1802.0159912109373,0.8063337206840515,240.0,211.5879821777344,0.0,3.1212363243103027,1439.9461669921875,0.0,60.0,ZENODO_V2_RELEASED
825.0,0.098663181701454,43.1,42584994.140625,31344004.6875,5628920.5061035,482345.068359375,6601633.068799067,49.19267654418945,35.71567153930664,10.41,32.31,10.44,21253.189453125,17214.828125,13.275373458862305,1806.65185546875,0.8084747791290283,180.0,21089.134765625,16893.3046875,37.60858917236328,1801.98583984375,0.8063767552375793,240.0,211.63156127929688,0.0,3.122119903564453,1439.947021484375,0.0,60.0,ZENODO_V2_RELEASED
830.0,0.1257566271401629,43.2,42584280.46875,31338551.953125,5641886.6775767645,481545.3186035156,6602431.972503465,49.387481689453125,35.82612991333008,10.5,32.43,10.53,21517.015625,17428.841796875,13.371578216552734,1806.7144775390625,0.8084976077079773,180.0,20439.93359375,16377.90234375,37.53530502319336,1801.9500732421875,0.8064745664596558,240.0,211.67062377929688,0.0,3.123023509979248,1439.9478759765625,0.0,60.0,ZENODO_V2_RELEASED
835.0,0.1498866665979221,43.4,42583788.28125,31333060.546875,5655727.221991285,480743.0419921875,6603233.381205542,49.569366455078125,35.928897857666016,10.56,32.49,10.59,21979.93359375,17803.796875,13.55208683013916,1806.785888671875,0.8085245490074158,180.0,19643.517578125,15747.427734375,37.46794128417969,1801.9140625,0.8066142201423645,240.0,211.70465087890625,0.0,3.123900413513184,1439.9488525390625,0.0,60.0,ZENODO_V2_RELEASED
840.0,0.1740007247702806,43.5,42583176.5625,31327308.984375,5670007.97543095,479934.6130371094,6604040.919940506,49.73360443115234,35.97770309448242,10.62,32.55,10.65,22377.94140625,18126.197265625,13.681268692016602,1806.860107421875,0.8085538744926453,180.0,18809.4375,15088.443359375,37.41079330444336,1801.872802734375,0.8067750930786133,240.0,211.7353515625,0.0,3.124778509140014,1439.94970703125,0.0,60.0,ZENODO_V2_RELEASED
845.0,0.2002892336082595,43.7,42582150.0,31321230.46875,5683966.726137861,479121.7895507813,6604852.878946038,49.87778091430664,35.96213912963867,10.71,32.61,10.74,22626.83203125,18327.998046875,13.73728847503662,1806.9300537109373,0.808586835861206,180.0,18025.068359375,14469.8388671875,37.36030578613281,1801.821533203125,0.8069372773170471,240.0,211.7627868652344,0.0,3.125638484954834,1439.9505615234375,0.0,60.0,ZENODO_V2_RELEASED
850.0,0.2279311082520507,43.8,42581242.96875,31315260.9375,5697999.352874025,478313.41552734375,6605660.410626648,50.003299713134766,35.89201736450195,10.77,32.7,10.8,22649.435546875,18346.8203125,13.708653450012209,1806.9910888671875,0.8086218237876892,180.0,17366.28515625,13951.458984375,37.3137321472168,1801.762451171875,0.8070861101150513,240.0,211.78680419921875,0.0,3.1264870166778564,1439.951416015625,0.0,60.0,ZENODO_V2_RELEASED
855.0,0.1985207216569051,44.0,42580501.171875,31309396.875,5712208.143504127,477505.2062988281,6606467.712521872,50.115535736083984,35.783164978027344,10.86,32.79,10.89,22485.81640625,18215.27734375,13.642815589904783,1807.040771484375,0.8086591958999634,180.0,16895.173828125,13582.16015625,37.27198028564453,1801.700439453125,0.8072142004966736,240.0,211.8065948486328,0.0,3.12731671333313,1439.9522705078125,0.0,60.0,ZENODO_V2_RELEASED
860.0,0.1536882814474438,44.2,42579260.15625,31303167.1875,5725988.115377887,476697.7661132813,6607274.276545344,50.21921157836914,35.67347717285156,10.95,32.91,10.98,22228.1640625,18007.841796875,13.562013626098633,1806.9219970703125,0.808698296546936,210.0,16654.798828125,13395.884765625,37.23994064331055,1801.640625,0.8073208928108215,240.0,211.8233642578125,0.0,3.128148317337036,1439.953125,0.0,60.0,ZENODO_V2_RELEASED
865.0,0.1319359304940235,44.3,42577185.9375,31296350.390625,5738944.967784151,475892.1936035156,6608079.011526308,50.31673812866211,35.56026840209961,11.04,32.97,11.07,21871.46875,17720.47265625,13.460933685302734,1806.956787109375,0.8087389469146729,210.0,16663.78125,13407.2724609375,37.223628997802734,1801.587890625,0.8074085712432861,240.0,211.8353271484375,0.0,3.128957271575928,1439.953857421875,0.0,60.0,ZENODO_V2_RELEASED
870.0,0.1315610603082859,44.5,42574144.921875,31288865.625,5750905.012454256,475087.939453125,6608882.379242244,50.40951919555664,35.438655853271484,11.13,33.09,11.13,21510.47265625,17429.75390625,13.358654975891112,1806.998291015625,0.8087807297706604,210.0,16905.033203125,13602.69140625,37.2251091003418,1801.5452880859373,0.8074799180030823,240.0,211.8423767089844,0.0,3.129751205444336,1439.9547119140625,0.0,60.0,ZENODO_V2_RELEASED
875.0,0.1422427244865503,44.7,42571290.234375,31281528.515625,5763005.412830575,474284.0148925781,6609685.40212711,50.4974479675293,35.286529541015625,11.19,33.15,11.22,21135.58984375,17127.83984375,13.247632026672363,1807.044677734375,0.8088226914405823,210.0,17312.734375,13929.7607421875,37.236698150634766,1801.510498046875,0.807537317276001,240.0,211.8457946777344,0.0,3.130530595779419,1439.9554443359375,0.0,60.0,ZENODO_V2_RELEASED
880.0,0.1605946252033163,44.8,42567011.71875,31273224.609375,5773584.888042673,473480.4748535156,6610487.977495472,50.579376220703125,35.14569091796875,11.25,33.21,11.28,20739.734375,16808.923828125,13.138494491577148,1807.09375,0.8088645935058594,210.0,17781.501953125,14304.9072265625,37.24479675292969,1801.4757080078125,0.80758136510849,240.0,211.84564208984372,0.0,3.131296157836914,1439.9561767578125,0.0,60.0,ZENODO_V2_RELEASED
885.0,0.1826653358755265,45.0,42561696.09375,31264228.125,5782998.694126471,472676.5502929688,6611290.952562206,50.65428924560547,35.01530075073242,11.34,33.33,11.37,20353.41796875,16497.630859375,13.031001091003418,1807.1429443359373,0.8089057207107544,210.0,18196.25,14636.94140625,37.236778259277344,1801.4337158203125,0.8076127171516418,240.0,211.84349060058597,0.0,3.1320509910583496,1439.95703125,0.0,60.0,ZENODO_V2_RELEASED
890.0,0.2050962870165449,45.2,42556429.6875,31255298.4375,5792366.910194024,471870.4833984375,6612095.989510972,50.72159576416016,34.85838317871094,11.43,33.42,11.43,19972.6015625,16190.638671875,12.918549537658691,1807.190185546875,0.808945894241333,210.0,18468.123046875,14855.1875,37.2055549621582,1801.3826904296875,0.8076327443122864,240.0,211.839599609375,0.0,3.132786512374878,1439.957763671875,0.0,60.0,ZENODO_V2_RELEASED
895.0,0.2259300150109311,45.3,42551634.375,31246720.3125,5802096.129708155,471063.53759765625,6612901.887196659,50.781036376953125,34.79328155517578,11.49,33.48,11.52,19682.16796875,15956.6005859375,12.8517484664917,1807.2247314453125,0.8089848756790161,210.0,18554.24609375,14925.623046875,37.151832580566406,1801.32666015625,0.8076427578926086,240.0,211.8318023681641,0.0,3.1335041522979736,1439.95849609375,0.0,60.0,ZENODO_V2_RELEASED
900.0,0.2419445968414493,45.5,42547816.40625,31238873.4375,5812681.156610115,470256.48193359375,6613707.9176976215,50.83279800415039,34.70744323730469,11.58,33.54,11.61,19471.71484375,15787.125,12.808511734008787,1807.2545166015625,0.8090226054191589,210.0,18453.40234375,14847.310546875,37.08072280883789,1801.269287109375,0.8076445460319519,240.0,211.81976318359372,0.0,3.1342101097106934,1439.9591064453125,0.0,60.0,ZENODO_V2_RELEASED
905.0,0.2512446984495682,45.6,42544402.734375,31231350.0,5823506.344376667,469445.0866699219,6614518.19978271,50.87766647338867,34.618038177490234,11.67,33.66,11.73,19290.25390625,15640.9892578125,12.769932746887209,1807.2882080078125,0.8090589642524719,210.0,18192.51953125,14641.564453125,36.99874496459961,1801.2115478515625,0.8076461553573608,240.0,211.8045654296875,0.0,3.1348938941955566,1439.9598388671875,0.0,60.0,ZENODO_V2_RELEASED
910.0,0.253437052647655,45.8,42541291.40625,31224079.6875,5834473.398308619,468630.72509765625,6615331.425436594,50.91628646850586,34.532100677490234,11.76,33.72,11.76,19120.91015625,15504.552734375,12.73176383972168,1807.3232421875,0.8090937733650208,210.0,17813.76171875,14341.83203125,36.91202163696289,1801.152099609375,0.8076736330986023,240.0,211.78726196289065,0.0,3.1355600357055664,1439.9605712890625,0.0,60.0,ZENODO_V2_RELEASED
915.0,0.2467052708199162,45.9,42538591.40625,31217153.90625,5845692.951481207,467814.1662597656,6616146.844936692,50.94775772094727,34.46070861816406,11.82,33.78,11.82,18976.265625,15389.2265625,12.69731903076172,1807.3565673828125,0.809226393699646,210.0,17362.484375,13984.12890625,36.82405853271485,1801.0892333984375,0.8076848387718201,240.0,211.76708984375,0.0,3.136205673217773,1439.961181640625,0.0,60.0,ZENODO_V2_RELEASED
920.0,0.2299909603740388,46.1,42536295.703125,31210558.59375,5857117.370920046,466996.1242675781,6616963.755562729,50.97084426879883,34.403289794921875,11.88,33.87,11.91,18867.31640625,15305.390625,12.667717933654783,1807.385986328125,0.8094663619995117,210.0,16881.00390625,13601.98828125,36.73541259765625,1801.0211181640625,0.8076865077018738,240.0,211.74349975585935,0.0,3.13683557510376,1439.9617919921875,0.0,60.0,ZENODO_V2_RELEASED
925.0,0.2064584804264768,46.3,42533602.734375,31203738.28125,5867977.63154672,466177.1484375,6617781.593846487,50.98481369018555,34.3487548828125,11.94,33.9,11.97,18762.71875,15225.0234375,12.62884521484375,1807.4110107421875,0.8096997141838074,210.0,16409.125,13227.025390625,36.645626068115234,1800.947509765625,0.8076831698417664,240.0,211.7172088623047,0.0,3.137451648712158,1439.96240234375,0.0,60.0,ZENODO_V2_RELEASED
930.0,0.1844797686936772,46.4,42530888.671875,31196946.09375,5878657.209105953,465349.658203125,6618607.979654997,50.98948287963867,34.2698974609375,12.03,34.02,12.09,18609.806640625,15105.2119140625,12.577832221984863,1807.431884765625,0.809913694858551,210.0,15984.2802734375,12888.9375,36.55476379394531,1800.8685302734375,0.8076779842376709,240.0,211.68765258789065,0.0,3.1380486488342285,1439.9630126953125,0.0,60.0,ZENODO_V2_RELEASED
935.0,0.189797539181427,46.6,42527721.09375,31189879.6875,5888709.206350311,464519.0368652344,6619437.357593026,50.985233306884766,34.173057556152344,12.09,34.11,12.15,18441.966796875,14972.8984375,12.531740188598633,1807.4483642578125,0.8101069927215576,210.0,15636.7607421875,12611.666015625,36.46345901489258,1800.7847900390625,0.8076728582382202,240.0,211.65689086914065,0.0,3.138613224029541,1439.963623046875,0.0,60.0,ZENODO_V2_RELEASED
940.0,0.1991925663432994,46.7,42523839.84375,31182370.3125,5897868.553866609,463687.8112792969,6620267.3881556885,50.97291946411133,34.07805633544922,12.12,34.17,12.27,18259.94140625,14829.06640625,12.486122131347656,1807.4609375,0.810310959815979,210.0,15380.654296875,12406.3046875,36.371826171875,1800.6962890625,0.807668924331665,240.0,211.62286376953125,0.0,3.139181613922119,1439.9642333984375,0.0,60.0,ZENODO_V2_RELEASED
945.0,0.2100950642530961,46.8,42519839.0625,31174825.78125,5906735.433311923,462854.55322265625,6621099.42224688,50.95376586914063,33.98918914794922,12.27,34.23,12.3,18083.16796875,14689.494140625,12.441554069519045,1807.4705810546875,0.8105221390724182,210.0,15213.216796875,12270.67578125,36.2796516418457,1800.6031494140625,0.8076671361923218,240.0,211.58583068847656,0.0,3.1397135257720947,1439.9647216796875,0.0,60.0,ZENODO_V2_RELEASED
950.0,0.2223865306456218,47.0,42515514.84375,31167112.5,5915106.860687002,462025.8544921875,6621926.840548774,50.92955780029297,33.9176025390625,12.3,34.29,12.36,17894.04296875,14539.5791015625,12.386499404907228,1807.477783203125,0.8107162714004517,210.0,15122.185546875,12195.1416015625,36.18819046020508,1800.5067138671875,0.8076684474945068,240.0,211.54574584960935,0.0,3.1402385234832764,1439.9652099609375,0.0,60.0,ZENODO_V2_RELEASED
955.0,0.2360961648472539,47.2,42512083.59375,31160088.28125,5924178.706713184,461205.2307128906,6622746.160244044,50.902626037597656,33.855560302734375,12.42,34.47,12.45,17661.138671875,14353.84375,12.31460666656494,1807.483154296875,0.8108967542648315,210.0,15093.33203125,12168.599609375,36.09906005859375,1800.409912109375,0.8076731562614441,240.0,211.50511169433597,0.0,3.140734910964966,1439.9656982421875,0.0,60.0,ZENODO_V2_RELEASED
960.0,0.2286955845698912,47.4,42509390.625,31153647.65625,5933760.415674909,460391.5283203125,6623558.535960853,50.875633239746094,33.805564880371094,12.48,34.5,12.51,17387.017578125,14134.3720703125,12.231280326843262,1807.486572265625,0.8110641241073608,210.0,15109.9296875,12177.947265625,36.01348114013672,1800.3155517578125,0.8076819777488708,240.0,211.46331787109372,0.0,3.1412179470062256,1439.96630859375,0.0,60.0,ZENODO_V2_RELEASED
965.0,0.205306514084782,47.5,42507021.09375,31147505.859375,5943467.3480169615,459581.5887451172,6624367.118254899,50.85093307495117,33.7620849609375,12.51,34.56,12.63,17112.203125,13914.060546875,12.150663375854492,1807.48828125,0.8112198710441589,210.0,15148.2724609375,12204.470703125,35.9304313659668,1800.2261962890625,0.8076949715614319,240.0,211.4182891845703,0.0,3.1416983604431152,1439.9666748046875,0.0,60.0,ZENODO_V2_RELEASED
970.0,0.1845153101742198,47.7,42504967.96875,31141638.28125,5953335.664315685,458782.2235107422,6625165.130829212,50.83080291748047,33.71464920043945,12.63,34.65,12.69,16864.017578125,13715.138671875,12.079306602478027,1807.488525390625,0.811367392539978,210.0,15181.8125,12227.18359375,35.84807205200195,1800.1416015625,0.8077118396759033,240.0,211.3709716796875,0.0,3.142141342163086,1439.9671630859375,0.0,60.0,ZENODO_V2_RELEASED
975.0,0.1694748235731822,47.8,42503069.53125,31135928.90625,5963228.384854062,457993.7072753906,6625952.290127037,50.81778335571289,33.67509460449219,12.66,34.71,12.78,16611.70703125,13512.6796875,12.003402709960938,1807.487060546875,0.8115071058273315,210.0,15185.9140625,12226.673828125,35.763824462890625,1800.0594482421875,0.8077319860458374,240.0,211.32144165039065,3.432907345403159e-36,3.142575025558472,1439.9676513671875,2.771228302006337e-38,60.0,ZENODO_V2_RELEASED
980.0,0.1668406448854966,48.0,42501389.0625,31130409.375,5973249.6858255705,457218.0725097656,6626726.613236193,50.81394577026367,33.635650634765625,12.81,34.83,12.84,16358.525390625,13309.361328125,11.91922378540039,1807.4844970703125,0.8116406798362732,210.0,15148.779296875,12193.796875,35.67741012573242,1799.9766845703125,0.8077555894851685,240.0,211.26837158203125,6.310391629839901e-32,3.1429672241210938,1439.968017578125,5.0842141870429795e-34,60.0,ZENODO_V2_RELEASED
985.0,0.1643625439144216,48.1,42500415.234375,31125403.125,5983930.181880458,456449.49645996094,6627493.936224648,50.8198471069336,33.60258865356445,12.84,34.86,12.93,16127.4638671875,13123.849609375,11.826831817626951,1807.4805908203125,0.8117692470550537,210.0,15073.376953125,12131.0625,35.59129333496094,1799.8963623046875,0.8077818155288696,240.0,211.21389770507807,7.781913014773551e-28,3.143354654312134,1439.9683837890625,6.269273237116216e-30,60.0,ZENODO_V2_RELEASED
990.0,0.1615814873415502,48.3,42499360.546875,31120358.203125,5994506.789650186,455688.4460449219,6628253.698455163,50.834381103515625,33.57529067993164,12.96,35.04,12.99,15931.587890625,12966.759765625,11.734872817993164,1807.47607421875,0.8118910193443298,210.0,14961.171875,12039.5087890625,35.50534439086914,1799.8179931640625,0.8078100681304932,240.0,211.15635681152344,5.9861416060811926e-24,3.143720865249634,1439.96875,4.820078181558796e-26,60.0,ZENODO_V2_RELEASED
995.0,0.1586844533630937,48.4,42498239.0625,31115260.546875,6005034.07749699,454932.5317382813,6629008.340248055,50.85345077514648,33.54265594482422,12.99,35.07,13.05,15706.783203125,12786.056640625,11.640466690063477,1807.47021484375,0.8120050430297852,210.0,14814.41796875,11920.763671875,35.41844940185547,1799.7398681640625,0.8078402280807495,240.0,211.0975341796875,1.9118801596935723e-20,3.144073247909546,1439.9691162109375,1.5375745963825365e-22,60.0,ZENODO_V2_RELEASED
1000.0,0.155874467028525,48.6,42497367.1875,31110338.671875,6015827.223111852,454179.52880859375,6629760.045053328,50.90513610839844,33.50023651123047,13.05,35.13,13.11,15501.6376953125,12621.146484375,11.57239055633545,1807.46484375,0.8121116757392883,210.0,14638.697265625,11779.166015625,35.32999801635742,1799.6612548828125,0.8078712821006775,240.0,211.03628540039065,2.7647431676704962e-17,3.1444027423858643,1439.969482421875,2.221672966961834e-19,60.0,ZENODO_V2_RELEASED
1005.0,0.1533684698674733,48.7,42497012.109375,31105792.96875,6027103.291876777,453433.1451416016,6630505.119810735,51.03938293457031,33.457130432128906,13.17,35.22,13.26,15342.8671875,12493.6806640625,11.525567054748535,1807.4593505859373,0.812209963798523,210.0,14439.134765625,11618.716796875,35.2387809753418,1799.580810546875,0.8079030513763428,240.0,210.97406005859372,3.7771597915375876e-14,3.144726276397705,1439.9698486328125,3.037897429612941e-16,60.0,ZENODO_V2_RELEASED
1010.0,0.151355645900594,48.9,42497395.3125,31101778.125,6039070.888440474,452692.2546386719,6631244.7131696055,51.15821838378906,33.41508102416992,13.26,35.28,13.29,15234.833984375,12407.2880859375,11.496352195739746,1807.453125,0.8123009204864502,210.0,14223.34765625,11445.39453125,35.144771575927734,1799.4970703125,0.8079348802566528,240.0,210.91192626953125,6.664990087612566e-11,3.1450183391571045,1439.9700927734375,5.363162171312387e-13,60.0,ZENODO_V2_RELEASED
1015.0,0.150023044982845,49.0,42498239.0625,31098111.328125,6051423.9229189,451951.171875,6631984.499553996,51.26386260986328,33.37457656860352,13.32,35.37,13.38,15155.8203125,12344.3330078125,11.47776699066162,1807.4461669921875,0.8123849034309387,210.0,14001.998046875,11267.6337890625,35.04897689819336,1799.41015625,0.8079654574394226,240.0,210.9920959472656,1.0615247703071873e-07,3.1458163261413574,1439.9705810546875,8.522749173067722e-10,60.0,ZENODO_V2_RELEASED
1020.0,0.1495289724392705,49.2,42498734.765625,31094226.5625,6063348.206232651,451207.6721191406,6632726.69999736,51.35574722290039,33.33551788330078,13.41,35.46,13.44,15108.4970703125,12307.041015625,11.473356246948242,1807.438232421875,0.8124639391899109,210.0,13788.044921875,11095.6884765625,34.95281982421875,1799.3204345703125,0.8079939484596252,240.0,216.62643432617188,0.0001933614112203,3.1652066707611084,1439.9810791015625,1.4887338011249085e-06,60.0,ZENODO_V2_RELEASED
1025.0,0.1499391574359379,49.3,42499501.171875,31090549.21875,6075468.667815789,450465.51818847656,6633467.578031872,51.432655334472656,33.29792785644531,13.47,35.52,13.53,15088.3046875,12291.7060546875,11.478190422058104,1807.428955078125,0.8125392198562622,210.0,13593.72265625,10939.125,34.857398986816406,1799.228515625,0.8080199956893921,240.0,380.0489501953125,0.3179002106189728,3.568299531936645,1440.3193359375,0.00125775905326,60.0,ZENODO_V2_RELEASED
1030.0,0.1511638800263881,49.5,42500380.078125,31086984.375,6087604.398973449,449723.9959716797,6634207.905007065,51.49766159057617,33.262290954589844,13.5,35.55,13.62,15053.0,12264.0244140625,11.474871635437012,1807.4176025390625,0.8126102685928345,210.0,13423.369140625,10801.205078125,34.7618408203125,1799.133544921875,0.8080424666404724,240.0,1904.70166015625,62.78020477294922,5.845038890838623,1442.5828857421875,0.0477318279445171,60.0,ZENODO_V2_RELEASED
1035.0,0.1529055649425572,49.6,42500861.71875,31083166.40625,6099240.793873533,448981.3751220703,6634949.360211352,51.55609893798828,33.22956848144531,13.56,35.61,13.68,15000.125,12221.93359375,11.461348533630373,1807.404296875,0.8126731514930725,210.0,13273.072265625,10678.771484375,34.66398620605469,1799.03466796875,0.8080612421035767,240.0,4065.28564453125,468.0531311035156,8.279337882995605,1444.859375,0.1576802432537078,60.0,ZENODO_V2_RELEASED
1040.0,0.1546735253018596,49.7,42501410.15625,31079429.296875,6110854.190762504,448238.9465332031,6635690.731487015,51.61078643798828,33.20244216918945,13.62,35.7,13.74,14948.048828125,12180.318359375,11.445305824279783,1807.388427734375,0.8127244710922241,210.0,13139.552734375,10569.33984375,34.563682556152344,1798.931396484375,0.8080756664276123,240.0,5078.92578125,945.5995483398438,9.375872611999512,1445.80078125,0.2353792339563369,60.0,ZENODO_V2_RELEASED
1045.0,0.1558704827000383,49.9,42502394.53125,31076022.65625,6122791.804011329,447493.44177246094,6636435.164559295,51.66447067260742,33.16978454589844,13.68,35.73,13.8,14907.7890625,12148.0771484375,11.432998657226562,1807.3702392578125,0.8127613663673401,210.0,13026.8681640625,10476.29296875,34.463871002197266,1798.8260498046875,0.8080858588218689,240.0,5550.34326171875,1325.775634765625,9.913788795471191,1446.19189453125,0.2819088995456695,60.0,ZENODO_V2_RELEASED
1050.0,0.1559616812994591,50.0,42503832.421875,31072964.0625,6135085.416884883,446750.9033203125,6637176.636882833,51.71936798095703,33.120201110839844,13.74,35.79,13.89,14872.6640625,12119.8173828125,11.422186851501465,1807.349853515625,0.8127836585044861,210.0,12943.189453125,10406.1572265625,34.36821365356445,1798.72119140625,0.8080918192863464,240.0,5833.7353515625,1624.850830078125,10.18069839477539,1446.3238525390625,0.3150040507316589,60.0,ZENODO_V2_RELEASED
1055.0,0.1546085005813893,50.2,42505059.375,31069782.421875,6147099.192209705,446007.9254150391,6637918.544027258,51.77804565429688,33.069454193115234,13.8,35.85,13.92,14826.3095703125,12082.263671875,11.40384006500244,1807.3282470703125,0.8127942681312561,210.0,12893.513671875,10362.8193359375,34.27901077270508,1798.618896484375,0.8080942034721375,240.0,6085.07421875,1890.439453125,10.312007904052734,1446.28857421875,0.3429622054100036,60.0,ZENODO_V2_RELEASED
