time_s,dt_s,wall_s,total_volume_m3,debris_volume_m3,entrained_m3,ice_volume_m3,melted_m3,max_h_m,max_speed_m_s,debris_front_route_km,debris_front_upper_km,flood_front_route_km,gyirong_cctv_arrival_Q,gyirong_cctv_arrival_Qdebris,gyirong_cctv_arrival_hmax,gyirong_cctv_arrival_stage,gyirong_cctv_arrival_cmax,gyirong_cctv_arrival_wet_width_m,rasuwagadhi_signal_loss_Q,rasuwagadhi_signal_loss_Qdebris,rasuwagadhi_signal_loss_hmax,rasuwagadhi_signal_loss_stage,rasuwagadhi_signal_loss_cmax,rasuwagadhi_signal_loss_wet_width_m,syabrubesi_signal_loss_Q,syabrubesi_signal_loss_Qdebris,syabrubesi_signal_loss_hmax,syabrubesi_signal_loss_stage,syabrubesi_signal_loss_cmax,syabrubesi_signal_loss_wet_width_m,series_origin
50.0,0.0139290646650991,3.5,39743296.875,33949975.78125,949663.0987714744,4954680.17578125,2129319.8639900857,137.9024200439453,79.48577117919922,,2.82,,-42.20517349243164,0.0,1.2833441495895386,1809.7303466796875,0.0,90.0,154.95347595214844,0.0,2.8618509769439697,1772.960693359375,0.0,60.0,195.4369201660156,0.0,2.988013505935669,1439.8121337890625,0.0,60.0,ZENODO_V2_RELEASED
55.0,0.1063568443828941,3.9,39781993.359375,33890217.1875,997644.470651052,4861481.8359375,2222517.990933473,97.07760620117188,81.84917449951172,,3.27,,-42.80901718139648,0.0,1.2909729480743408,1809.738037109375,0.0,90.0,156.78494262695312,0.0,2.8645575046539307,1772.96337890625,0.0,60.0,196.73858642578125,0.0,2.988996982574463,1439.8131103515625,0.0,60.0,ZENODO_V2_RELEASED
60.0,0.0279858447755572,4.2,39826680.46875,33852673.828125,1049638.2361095166,4787629.98046875,2296369.5499433503,70.20773315429688,84.55140686035156,,3.72,,-43.49398040771485,0.0,1.3007310628890991,1809.747802734375,0.0,90.0,158.64212036132812,0.0,2.8673503398895264,1772.9661865234375,0.0,60.0,198.02252197265625,0.0,2.9899826049804688,1439.81396484375,0.0,60.0,ZENODO_V2_RELEASED
65.0,0.0221861611834555,4.6,39878859.375,33827069.53125,1108614.5390849328,4721038.76953125,2362960.835198594,69.01629638671875,87.06812286376953,,4.11,,-44.16249465942383,0.0,1.3105570077896118,1809.757568359375,0.0,90.0,160.4755096435547,0.0,2.870075464248657,1772.968994140625,0.0,60.0,199.42242431640625,0.0,2.9913156032562256,1439.8153076171875,0.0,60.0,ZENODO_V2_RELEASED
70.0,0.0550537554820209,4.9,39943335.9375,33799521.09375,1181080.9931497788,4643098.2421875,2440901.2170867934,74.7386474609375,92.61599731445312,,4.65,,-44.7148551940918,0.0,1.318505048751831,1809.7655029296875,0.0,90.0,162.22988891601562,0.0,2.872596740722656,1772.971435546875,0.0,60.0,201.0271453857422,0.0,2.9932494163513184,1439.8170166015625,0.0,60.0,ZENODO_V2_RELEASED
75.0,0.0504214726473861,5.3,40046892.1875,33785012.109375,1294172.572694323,4549755.322265625,2534244.107796232,69.50950622558594,95.68309783935548,,5.13,,-45.0933723449707,0.0,1.3234721422195437,1809.7705078125,0.0,90.0,163.84661865234375,0.0,2.874752283096313,1772.9736328125,0.0,60.0,202.85757446289065,0.0,2.995826482772827,1439.819580078125,0.0,60.0,ZENODO_V2_RELEASED
80.0,0.0417054719909373,5.7,40138878.515625,33747387.890625,1397384.9539499497,4440261.62109375,2643737.7331777764,70.958984375,97.62561798095705,,5.61,,-45.28830337524414,0.0,1.3252049684524536,1809.772216796875,0.0,90.0,165.2684783935547,0.0,2.876426219940185,1772.975341796875,0.0,60.0,204.86102294921875,0.0,2.998911142349243,1439.822509765625,0.0,60.0,ZENODO_V2_RELEASED
85.0,0.0508019718709533,6.1,40223151.5625,33691151.953125,1494420.775936148,4316583.69140625,2767415.9407111285,74.20218658447266,96.3455810546875,,6.51,,-45.3216438293457,0.0,1.3240615129470823,1809.7711181640625,0.0,90.0,166.4524383544922,0.0,2.877497434616089,1772.976318359375,0.0,60.0,206.9193420410156,0.0,3.0022192001342773,1439.82568359375,0.0,60.0,ZENODO_V2_RELEASED
90.0,0.052198939604338,6.5,40325892.1875,33628788.28125,1612076.9432883477,4172440.869140625,2911558.5316571128,85.7887954711914,101.78424835205078,,6.84,,-45.230018615722656,0.0,1.320781946182251,1809.767822265625,0.0,90.0,167.39266967773438,0.0,2.8779819011688232,1772.976806640625,0.0,60.0,208.88705444335935,0.0,3.0053935050964355,1439.8287353515625,0.0,60.0,ZENODO_V2_RELEASED
95.0,0.0489591294515463,7.0,40462776.5625,33574331.25,1765714.7474866128,4011123.33984375,3072876.7065851367,82.45726013183594,104.7165985107422,,6.99,,-45.055294036865234,0.0,1.3162139654159546,1809.76318359375,0.0,90.0,168.10781860351562,0.0,2.87795639038086,1772.976806640625,0.0,60.0,210.614990234375,0.0,3.0080692768096924,1439.8314208984375,0.0,60.0,ZENODO_V2_RELEASED
100.0,0.0661682475263631,7.4,40543136.71875,33472807.03125,1863736.3780598852,3841766.455078125,3242232.990715363,75.63582611083984,104.20436096191406,,7.11,,-44.83553695678711,0.0,1.311130166053772,1809.7581787109373,0.0,90.0,168.64431762695312,0.0,2.87756609916687,1772.9764404296875,0.0,60.0,211.9879150390625,0.0,3.0100021362304688,1439.833251953125,0.0,60.0,ZENODO_V2_RELEASED
105.0,0.0412393126651267,7.8,40570934.765625,33337511.71875,1908950.3751020648,3675675.3662109375,3408324.327189445,75.74400329589844,102.1988754272461,,7.29,,-44.59754943847656,0.0,1.3060611486434937,1809.7530517578125,0.0,90.0,169.05514526367188,0.0,2.877017021179199,1772.9759521484375,0.0,60.0,212.93603515625,0.0,3.011071920394897,1439.8343505859375,0.0,60.0,ZENODO_V2_RELEASED
110.0,0.0136088580233746,8.3,40582096.875,33200486.71875,1936640.8017065143,3520300.341796875,3563699.2447156734,84.3884048461914,98.56163787841795,,7.65,,-44.35251998901367,0.0,1.3012263774871826,1809.748291015625,0.0,90.0,169.38894653320312,0.0,2.876473426818848,1772.975341796875,0.0,60.0,213.44378662109372,0.0,3.0113120079040527,1439.83447265625,0.0,60.0,ZENODO_V2_RELEASED
115.0,0.0896657667435221,8.6,40593705.46875,33071568.75,1964066.8371882057,3373352.05078125,3710647.4990314418,91.65380859375,95.42098999023438,,7.8,,-44.1040153503418,0.0,1.2966485023498535,1809.74365234375,0.0,90.0,169.67333984375,0.0,2.8760781288146973,1772.9749755859375,0.0,60.0,213.54885864257807,0.0,3.010838270187378,1439.8341064453125,0.0,60.0,ZENODO_V2_RELEASED
120.0,0.0609503266473865,9.1,40611283.59375,32953732.03125,1996690.880390606,3233815.13671875,3850184.55416068,94.52001953125,93.45647430419922,,7.92,,-43.84390258789063,0.0,1.2921262979507446,1809.7391357421875,0.0,90.0,169.92282104492188,0.0,2.875884294509888,1772.9747314453125,0.0,60.0,213.32275390625,0.0,3.009913444519043,1439.8331298828125,0.0,60.0,ZENODO_V2_RELEASED
125.0,0.041221314404936,9.5,40657886.71875,32857875.0,2058348.8137211415,3096130.95703125,3987868.476939664,106.4204559326172,93.35517120361328,,8.07,,-43.5625228881836,0.0,1.2874860763549805,1809.7344970703125,0.0,90.0,170.13265991210938,0.0,2.875953435897827,1772.974853515625,0.0,60.0,212.86215209960935,0.0,3.0087883472442627,1439.83203125,0.0,60.0,ZENODO_V2_RELEASED
130.0,0.0473905759533295,9.8,40745130.46875,32800696.875,2160419.414755306,2969747.0947265625,4114252.379051928,96.8311538696289,91.84884643554688,,8.37,,-43.25880813598633,0.0,1.2826530933380127,1809.7296142578125,0.0,90.0,170.29287719726562,0.0,2.876248359680176,1772.97509765625,0.0,60.0,212.26426696777344,0.0,3.0077452659606934,1439.8310546875,0.0,60.0,ZENODO_V2_RELEASED
135.0,0.0406064275282176,10.3,40803841.40625,32731477.734375,2233134.7940172767,2851914.55078125,4232084.990759867,86.10212707519531,88.32105255126953,,8.52,,-42.93764114379883,0.0,1.277652382850647,1809.7247314453125,0.0,90.0,170.40023803710938,0.0,2.876775026321411,1772.9757080078125,0.0,60.0,211.62152099609372,0.0,3.0070066452026367,1439.830322265625,0.0,60.0,ZENODO_V2_RELEASED
