method,total_worker_wall_runtime_seconds,mean_case_wall_runtime_seconds,mean_selected_patch_count,mean_active_coverage,mean_consecutive_overlap,mean_support_fraction,mean_blocked_local_change_fraction,mean_blocked_wet_creation_count,mean_raw_local_new_wet_fraction,mean_depth_guard_activation_fraction,mean_depth_guard_abs_clip_m,max_depth_guard_abs_clip_m,global_forward_mean_ms_step,global_forward_p95_ms_step,roi_scoring_mean_ms_step,roi_scoring_p95_ms_step,local_correction_mean_ms_step,local_correction_p95_ms_step,support_guard_mean_ms_step,support_guard_p95_ms_step,depth_guard_mean_ms_step,depth_guard_p95_ms_step,mean_zone_A,mean_zone_B,mean_zone_C,mean_softened_local_change_fraction
RiskTemporal_v2A_B10,504.1436348000134,25.20718174000067,19.0,0.0776055107166649,0.0,0.1243612930829842,0.6576935262731297,404.2215277777778,0.0042769824617826,0.0,0.0,0.0,54.92049291663332,57.05726001324365,2.1599976388996662,3.107060011097928,73.33838100699823,76.50958500744309,4.541577673621254,5.989995002164504,0.7653821180509921,1.124614992295392,0.12436129308298424,0.06974271187226613,0.8058959950447495,0.1255023811763591
