method,total_worker_wall_runtime_seconds,mean_case_wall_runtime_seconds,mean_selected_patch_count,mean_active_coverage,mean_consecutive_overlap,mean_support_fraction,mean_blocked_local_change_fraction,mean_blocked_wet_creation_count,mean_raw_local_new_wet_fraction,mean_depth_guard_activation_fraction,mean_depth_guard_abs_clip_m,max_depth_guard_abs_clip_m,global_forward_mean_ms_step,global_forward_p95_ms_step,roi_scoring_mean_ms_step,roi_scoring_p95_ms_step,local_correction_mean_ms_step,local_correction_p95_ms_step,support_guard_mean_ms_step,support_guard_p95_ms_step,depth_guard_mean_ms_step,depth_guard_p95_ms_step
EngineeringROI_v2_B05,379.5468224999786,18.97734112499893,10.0,0.016009696091018644,0.0,0.09944730164746757,0.6992820138740654,260.3329861111111,0.0019934986799328026,0.01094429203901234,0.0018148356172534214,39.06671142578125,54.75269010431576,55.839369995374,1.8663420137727371,2.4149150085577276,37.97018906240939,39.18079499708256,1.8435316667667696,2.4084250027954113,1.3708607986700372,1.8932450089778283
