__change_den_c,__change_den_dz,__change_den_h,__change_den_hu,__change_den_hv,__change_den_ice,__change_num_c,__change_num_dz,__change_num_h,__change_num_hu,__change_num_hv,__change_num_ice,__new_intersection,__new_pred,__new_truth,__new_union,active_cell_coverage_fraction,budget_fraction,budget_max_count,case_wall_runtime_seconds,change_region_c_rel_l2,change_region_dz_rel_l2,change_region_h_rel_l2,change_region_hu_rel_l2,change_region_hv_rel_l2,change_region_ice_rel_l2,change_region_momentum_rel_l2,debris_front_final_error_km,debris_front_mae_km,false_positive_wet_fraction,final_wet_iou,front_zone_h_rel_l2,front_zone_momentum_rel_l2,front_zone_wet_iou,mean_wet_iou,method,mixture_volume_relative_error,newly_wet_iou,newly_wet_precision,newly_wet_recall,scenario_id,selected_patch_count,trajectory_c_rel_l2,trajectory_dz_rel_l2,trajectory_h_rel_l2,trajectory_hu_rel_l2,trajectory_hv_rel_l2,trajectory_ice_rel_l2,trajectory_momentum_rel_l2,wet_overprediction_ratio
40222.31467985641,72501.22977417707,34331585.49860616,43822686784.623886,44527558414.58065,256.1750057976751,8381.331727743149,62914.921182990074,22785544.49796021,14053112657.658264,14952379111.199219,87.2119873146086,9850,1162001,15222,1167373,0.014606087794037194,0.05,10,19.288916699995752,0.4564812939254952,0.9315456492997898,0.8146719725676493,0.5662872238591906,0.5794830121331048,0.5834715894537046,0.5729757436627212,2.520000457763672,11.21218321168087,0.5840185036202735,0.22098227606373455,0.947587278040354,0.9498276905859553,0.5983030614073593,0.36579807329001884,EngineeringROI_v2_B05,0.2777988916519244,0.008437748688722456,0.008476756904684248,0.647089738536329,JILONG_EI_0009,10.0,1.639826375610627,1.1136790128457281,1.0128729756546748,0.7737612855950989,3.6372033918710422,1.0043771993673625,2.5935201461660653,1.6347049303351688
34723.52818476036,80957.28886890411,25376808.590233617,29555542556.124622,32695617830.375175,132.39841732103378,7232.620282649994,72222.882874012,16946830.437551852,9345283033.409664,8435293557.167584,55.65076504010684,9658,1041036,13878,1045256,0.016707804434370584,0.05,10,18.991834499989636,0.45638977851571966,0.9445162452525082,0.8171950740433134,0.5623112358084082,0.5079317097950986,0.6483270959140036,0.5344402942977752,4.1399993896484375,11.874893724548478,0.5631418091254856,0.2360655737704918,0.9420932771429043,0.9558226569673746,0.6036909104490816,0.37995453124739137,EngineeringROI_v2_B05,0.31145294224534226,0.009239841722984608,0.009277296846602808,0.6959216025363886,JILONG_EI_0019,10.0,1.5232037616950154,1.1029483144623886,1.0022313257455386,0.7373430299547457,4.985420712426183,1.0887981989879174,3.487285366244852,1.5741091106190843
37156.73530562222,92481.5048237443,28811680.589952502,36007318607.353355,38825466307.84117,337.49634789254924,8951.787941277027,81668.96558475494,19489492.113984764,13836388170.186954,12328638775.020409,110.61791434115173,8907,1131862,14980,1137935,0.01615274236186091,0.05,10,18.955584900002577,0.4908356725383477,0.9397256551042853,0.8224622341784739,0.6198919233364273,0.5635068812753891,0.5725035632613543,0.5913092042454289,1.9500007629394531,11.21366220135504,0.5889503222215865,0.2278848529775142,0.9459071689715945,0.9409682432029753,0.6101707737372393,0.3615121607738383,EngineeringROI_v2_B05,0.25137931116924284,0.007827336359282384,0.00786933389406129,0.5945927903871829,JILONG_EI_0029,10.0,1.6980205717135184,1.088182188660982,1.0187132536453647,0.7639543603672855,4.578571504563478,1.0232814056580513,3.2526069822710766,1.6560803081672593
31955.091040883213,76885.32242523134,20727144.440217003,24945357901.363438,27596105776.552704,365.74111234099837,8080.695682823658,67252.53691726923,14229575.334273688,9965397244.221142,7161761154.857678,117.05003802018291,8426,1035170,13648,1040392,0.017103654412121305,0.05,10,18.967671699996572,0.5028684006834669,0.9352605498629762,0.8285643297434967,0.6320514587945426,0.50943175882825,0.5657165560856425,0.57094144996052,3.1499996185302734,11.813450871848724,0.5793845033304487,0.2359336776297907,0.9419362801525443,0.9352858478328485,0.6354118941197904,0.3646819665799599,EngineeringROI_v2_B05,0.23884578583461455,0.008098870425762596,0.00813972584213221,0.6173798358733881,JILONG_EI_0039,10.0,1.7093544285596052,1.0808098594807927,1.0165070533966722,0.7600402052342902,4.770810210575275,1.011885050452364,3.371983011840015,1.606070842972979
41456.80176700652,81330.60382030904,34403119.76943549,44620929967.68163,47197874190.75491,157.03875714167316,10368.385049581528,70676.56802034378,23571807.459092833,17746598737.908913,15611685730.836222,69.72709679521415,8524,1101200,15879,1108555,0.015410018471580907,0.05,10,18.963072600003215,0.5001009288065337,0.9322034972927118,0.8277468349419469,0.6306497910416999,0.5751268999022222,0.6663422742745236,0.6027483605930576,1.470001220703125,10.299230977580264,0.5847428804583418,0.21784335699165733,0.9493407464607843,0.9464699610328007,0.5860796392464799,0.3545095788337248,EngineeringROI_v2_B05,0.34952224282532945,0.007689289209827208,0.007740646567381039,0.5368096227722149,JILONG_EI_0049,10.0,1.5636431648026832,1.1176527170871886,1.010519456537182,0.8162158640402236,3.3662994739397925,1.0848784352496743,2.4411343031464097,1.5646201408294025
35336.20548405871,71319.21658104658,25095066.9514793,30098298892.845074,32967696484.868633,158.63836451845418,8083.285498738289,62270.48248553276,17067643.113811467,10665934605.227577,9457497817.187523,59.81633141381644,9230,1026353,14334,1031457,0.015697972210097853,0.05,10,18.92395779999788,0.47828196321250527,0.9344107655554706,0.8246935486865395,0.5952898572733825,0.5356040141802322,0.6140528833766296,0.5648763633110574,3.030000686645508,11.427464941044299,0.5657942120306864,0.23474684824378075,0.9451386769716154,0.9435137615897962,0.6051557119055644,0.3737883876625185,EngineeringROI_v2_B05,0.30167651144495866,0.008948506820933884,0.008993007279171981,0.6439235384400726,JILONG_EI_0059,10.0,1.5506801670234414,1.1025057506394835,1.009246670363962,0.7592275693010914,4.194340173696254,1.0767075373795032,2.969668011645399,1.5555238156512041
41179.61009020358,93895.09017384052,32519565.917531945,41913293246.8365,43899213296.85787,56.4482686781848,10520.055552870035,83989.31275177002,22305126.62785519,17080771603.290281,13588630467.768372,84.8219833329266,8569,1080526,15482,1087439,0.015372156410302226,0.05,10,18.93846009999106,0.5054380132999413,0.9457809716977225,0.8281899891890975,0.6383779088685907,0.5563645824771902,1.2258261970720616,0.5978295263261205,1.470001220703125,10.306363753401316,0.588649957238366,0.2147437973699553,0.9500381511244914,0.9550823855508204,0.5795207455577008,0.3491305099905737,EngineeringROI_v2_B05,0.3382273904575548,0.0078799822334862,0.007930396862268933,0.5534814623433665,JILONG_EI_0069,10.0,1.5584748411652105,1.1039446768504073,1.0122732060893622,0.8340524456826831,3.8162783564866705,1.364267292208663,2.74585295664347,1.5651763811718074
34522.367499114014,70680.4330277443,22762082.71220981,27021347192.559578,30356389200.495186,84.34853874377063,8428.843497633934,61992.59905433655,15645943.392976165,10299986342.123234,8213264221.574356,55.677367136957855,8844,977184,14159,982499,0.016047079558826158,0.05,10,18.853251299995463,0.49412145248493694,0.9365270408898383,0.8290770219575975,0.617397441709066,0.5201550760767799,0.8124573341993213,0.5680278561249149,3.0600013732910156,11.286760755853964,0.5647895188953774,0.23116717454468144,0.9456657984314979,0.943543451488096,0.5939553756606435,0.36804371867120184,EngineeringROI_v2_B05,0.3234784977092353,0.009001535879425832,0.009050496119461637,0.6246203827953951,JILONG_EI_0079,10.0,1.5340649552988037,1.1022953020051824,1.007662644506705,0.7784190302551449,4.089157081471111,1.2067676821603754,2.9014730195650817,1.5147535528838998
41530.304752483964,92778.21813547611,36418069.187190264,48247420689.86666,49005519897.72861,335.1282274788109,9573.541962981224,80840.52659583092,24573987.070194244,17363117588.456055,17064894439.313477,111.97057023635637,9145,1179945,15977,1186777,0.015866118049652902,0.05,10,18.897752299992135,0.48012438470885016,0.9334510600676754,0.8214466340463118,0.5998971556385473,0.5901050110433652,0.5780247575584262,0.5949830616544542,1.5,10.63090921532024,0.591558846066914,0.2166724880661311,0.947892968107126,0.9501367960627719,0.6034214164293844,0.3576364467640063,EngineeringROI_v2_B05,0.30439660140935487,0.007705744213108275,0.0077503612456512804,0.5723853038743193,JILONG_EI_0089,10.0,1.6336264117834873,1.109193078385718,1.0117055294513437,0.7979412307275112,3.177459762529204,0.9879499391871857,2.302948364569427,1.633701442141581
35330.011182207614,81570.61096382141,25931617.838365976,31422612033.22519,34421923012.18359,374.22750192903914,8120.148891091347,72552.23287653923,17598977.74912834,11893790593.25293,12143435286.814453,129.58638359807065,8846,1040682,14577,1046413,0.01588898418216671,0.05,10,18.983667499996955,0.47941333384118906,0.9431017133562459,0.8238135193877006,0.6152321217948878,0.5939545545425762,0.5884530724464114,0.6042022033028205,2.7900009155273438,11.383310124068194,0.5655166268493067,0.23544386422976502,0.9460689416370194,0.9377319700123342,0.6173650053366248,0.3752508738306467,EngineeringROI_v2_B05,0.30819352204038064,0.008453641153158456,0.008500195064390467,0.6068464018659532,JILONG_EI_0099,10.0,1.5667817552810406,1.0980442390907303,1.0035167397701223,0.7514151195487402,4.800987580606952,1.005851206287324,3.390176903032141,1.5555650404889267
35432.725008778274,74914.23455935717,26718022.109859217,30719942261.082848,34298382133.7913,100.19410660531139,7158.256339967251,66195.41092300415,17900572.525327682,9802757962.660149,8357866130.330078,49.44356996162829,9703,1018209,13949,1022455,0.01662654989836802,0.05,10,18.964010399999097,0.44947065875050085,0.9400084725324924,0.8185237934198389,0.5648900723627438,0.49364061872707016,0.7024797695017163,0.5285030500741815,4.350000381469727,11.971489510214921,0.5521386331791747,0.23578270480273295,0.9428400102915249,0.9598213126558073,0.5903566994031663,0.3858050142534639,EngineeringROI_v2_B05,0.36979201736636125,0.009489904201162887,0.009529477739835339,0.6956054197433508,JILONG_EI_0109,10.0,1.4309392464587087,1.1165283431673991,0.9949246260852787,0.7458150446392697,4.783422724772075,1.157342699182035,3.34658652985299,1.5247535160844672
29664.164619132876,49934.99145291746,18274056.568535265,19964594959.49474,23527586264.43009,437.5020383175179,6558.537817895412,43668.81881546974,12338996.174005643,7047813531.500124,6332260969.723407,160.0849988348382,8602,942177,12548,946123,0.01566542785405494,0.05,10,19.023668599998928,0.4702052266368187,0.9351542082519506,0.8217173034530837,0.5941511618783996,0.5187889477040637,0.6049023590638974,0.5546559437784301,6.59999942779541,12.900634032949595,0.5453263121566956,0.2467523397122503,0.9324640966545262,0.9450551319487622,0.6388576598144783,0.3906958027428555,EngineeringROI_v2_B05,0.27825843757885843,0.009091841124251286,0.00912991932513742,0.6855275741153969,JILONG_EI_0119,10.0,1.5984579961146028,1.095371611342575,1.0042972249638442,0.7670456459660904,5.191838477060348,0.9392973846815156,3.6332732863591195,1.5121023101385522
40077.152742907405,102325.2629685998,33278552.74885588,42683483816.23633,45267366764.873924,275.5953811859654,9888.080228209496,90793.21066790819,22241929.06412363,15681827223.203077,14266744463.998268,107.53319021455127,9163,1214950,15637,1221424,0.01610897764777052,0.05,10,19.02953119999438,0.4967153267121257,0.9419660541971678,0.8175305867801494,0.6061336609217308,0.5613966609917906,0.6246479194282607,0.5835365124000944,1.5900001525878906,10.811748359691013,0.6101552409831779,0.21405017076904959,0.9460385572319865,0.952633360410261,0.5883698076406328,0.3452213615681586,EngineeringROI_v2_B05,0.23725509623381236,0.007501899422313627,0.0075418741511996375,0.585981965850227,JILONG_EI_0129,10.0,1.8042579860771746,1.081064354624749,1.0235047942586493,0.8203643595332043,3.4596049484990736,1.0413247911905692,2.5029782267105576,1.7201273392587937
34078.62169221509,68648.96600997448,22901121.856757905,27420508326.108334,30356588774.160496,272.2324782969081,8272.822712242603,59808.16843688488,15384860.954181075,9372432343.621899,8306587270.975338,87.6474156779943,9029,1065474,14236,1070681,0.016569331390031132,0.05,10,18.986449800009723,0.4927037276151199,0.9333902311604443,0.8196310623948209,0.5846398392542058,0.5231001353130521,0.5674134017815499,0.5531605884428856,3.210000991821289,11.640422777443284,0.579571420723386,0.23711819389110225,0.9424454241140763,0.9419756293761413,0.6163273012565894,0.3665314721686165,EngineeringROI_v2_B05,0.24432903841115236,0.008432950617410787,0.008474162673138903,0.634237145265524,JILONG_EI_0139,10.0,1.692677988140613,1.0914393003077187,1.0169714911726906,0.7518053093026236,4.714583875621467,1.0414482475133262,3.330766887501805,1.619346797847322
37309.28019087389,61085.04558469355,28859161.51000511,35094244483.431915,37345145842.27022,324.94154228115826,7875.506577014923,53036.69505047798,18845368.575926013,10573334920.607916,11568203640.10889,101.99528914223629,9793,1147754,14504,1152465,0.014578807966177693,0.05,10,18.996406999998726,0.4594421272919559,0.9317958579335546,0.8080913602791476,0.5488934469624852,0.5565649880990835,0.5602571890880712,0.5528616996719048,3.3900012969970703,12.078591813293981,0.5842688903048946,0.22849478753886485,0.944021024567434,0.954047019070681,0.59123316401811,0.3686669264871055,EngineeringROI_v2_B05,0.23289303778088977,0.008497438100072453,0.00853231615834055,0.6751930501930502,JILONG_EI_0149,10.0,1.7130737558286826,1.098607173904412,1.0161494517470664,0.7516040701789467,4.571483039939105,1.0017300742897033,3.219937496211498,1.6648299231467842
32328.623210713267,76689.6539349556,21810423.04252069,25000767984.394268,28560699926.19287,183.4296433017298,7298.036455869675,67885.31012010574,14920053.678849185,9393528715.177202,8044123989.873286,58.33972166530657,8951,971799,13511,976359,0.01651051757012352,0.05,10,18.98460619999969,0.4751266703861735,0.9408481042325882,0.8270907201421345,0.6129678673699952,0.5307071697138471,0.563958849175581,0.5705816183987571,3.8100013732910156,11.915281857193357,0.5566622579402919,0.23991268220547848,0.943142996617934,0.9400406951311543,0.6162645217982312,0.37941537195231306,EngineeringROI_v2_B05,0.301561715636734,0.00916773440916712,0.00921075242925749,0.662497224483754,JILONG_EI_0159,10.0,1.5482628110355863,1.0926252970318386,1.0066104308644708,0.7558377041766091,4.496432721943488,1.029289099005223,3.166950211860592,1.5275511284902312
38451.372286666185,84426.82640565932,33327082.84270499,40651093598.545715,43246621440.80403,295.98925423133187,7601.2609124183655,74131.46783638,22080692.917172134,13207529347.419233,11797223066.757826,89.32391905554569,9749,1132242,14841,1137334,0.017381132271323787,0.05,10,18.953889500000514,0.44461785382466074,0.9370463373391579,0.8139686876404714,0.5699997634393814,0.5222925165861076,0.5493459314907467,0.5459290603925198,3.1499996185302734,11.65361720556063,0.5671110139750596,0.2290893861433529,0.9482229471025477,0.9626707187217498,0.6011216378302805,0.3819568517429905,EngineeringROI_v2_B05,0.3348229218787139,0.00857180036822956,0.008610350084169285,0.6568964355501651,JILONG_EI_0169,10.0,1.4909416993104825,1.1112807190939846,1.0016968079960622,0.7356156993016852,4.68044409919187,0.9947597483028157,3.2856296577924846,1.6006372344889728
36491.659354142845,68698.8699157536,27100964.614665315,32932665280.280052,35219395577.81594,152.8823588847772,7981.774785161018,59712.42277300358,18492334.24077588,11430162885.949226,10182281289.956215,54.24466271625421,9004,1017124,14387,1022507,0.015399170352899937,0.05,10,18.95985520000977,0.46768444824186084,0.9323040048057242,0.82604459276443,0.5891322124224697,0.5376895499137638,0.5956618953926539,0.5631349030836649,3.0900001525878906,11.439929825948997,0.5592971706415559,0.2325814871829195,0.9466704806313261,0.944739456431143,0.5860721672358258,0.3761783181125743,EngineeringROI_v2_B05,0.35171325925214614,0.008805807686402147,0.008852411308748982,0.6258427747271843,JILONG_EI_0179,10.0,1.485631070648614,1.1125742883532874,1.000547010579067,0.7541668851062181,4.402150525729268,1.1020199206306946,3.1064640664095005,1.5179406342675466
33691.83037099242,55903.44233979285,24481840.55096493,26994969340.09335,31369451238.91772,210.35014229263106,6611.610454982581,48240.52119064331,16090494.80306708,8010814735.599958,7814911168.342531,60.8361598815481,9605,1022517,13435,1026347,0.016138065495410178,0.05,10,18.969631800006027,0.4429873515336578,0.9289379812088229,0.8107046558617161,0.5447496059066899,0.49912412536476375,0.537785998796754,0.5207241630710171,5.159999847412109,12.426595953775319,0.5484827915089597,0.24294722867573848,0.935546516271272,0.9631226777920633,0.6152858765959007,0.39374161585003453,EngineeringROI_v2_B05,0.3344643706732748,0.009358433356359984,0.009393486856453243,0.7149237067361369,JILONG_EI_0189,10.0,1.4737832759016352,1.1146107713540165,0.9977914770758035,0.7353840957561321,4.9120579341621715,1.0252760372761782,3.4293164476352476,1.549574889301457
32012.059092477895,72230.42800281942,20442455.090043806,23060578331.027157,26804702911.097485,91.30969125659489,7579.586422815919,64600.715940237045,13965872.745245334,8489981775.186743,6625400523.198727,57.5874759101704,8893,985612,13170,989889,0.016363323489197404,0.05,10,18.914603400000487,0.48659310379469217,0.9457112849705486,0.8265469241795429,0.6067618707313374,0.49716502599167883,0.7941555670072185,0.5505673226391857,4.260000228881836,11.914859312730776,0.5679101732961784,0.23815657649921282,0.9401959401782926,0.9459461724964098,0.6097357421491152,0.3712195916377867,EngineeringROI_v2_B05,0.2716871848306117,0.00898383556136092,0.00902282033903808,0.6752467729688686,JILONG_EI_0199,10.0,1.5956205796095058,1.0799233298721058,1.0124932732836647,0.7733397135084245,4.444531618508623,1.1367242087794471,3.1310734709319235,1.565984713143501
