budget_fraction,budget_max_count,pre_refresh_candidate_count,candidate_count,selected_count,actual_active_fraction,mean_selected_support_risk_rank,first_pass_count,second_pass_count,selected_patch_consecutive_overlap_count,selected_patch_consecutive_overlap_fraction,support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,depth_guard_activation_fraction,depth_guard_mean_abs_clip_m,depth_guard_max_abs_clip_m,roi_scoring_runtime_ms,local_correction_runtime_ms,support_guard_runtime_ms,depth_guard_runtime_ms,method,time_s,selected_patch_ids
0.1,19,105,87,19,0.08929405548621268,0.7558897243107768,19,0,0,0.0,10854,0.08311445658582904,10079,0.8643341051367808,622,0.0047629622255745034,0.0,0.0,0.0,1.8555999995442107,71.70010000118054,1.6254999936791137,0.6340999971143901,RiskTemporal_B10,340,89;157;219;201;4;78;232;29;34;121;155;252;103;176;36;41;23;10;178
0.1,19,103,87,19,0.07679702276573423,0.766990291262136,19,0,0,0.0,10772,0.08248654195158932,8309,0.828497357662778,831,0.006363378793331853,0.0,0.0,0.0,1.7297000013059005,71.28629999351688,1.6991999873425812,0.638999990769662,RiskTemporal_B10,350,13;105;49;235;35;202;74;172;158;233;206;44;46;135;177;24;87;3;213
0.1,19,103,84,19,0.0913922092640381,0.709759836484415,19,0,0,0.0,10708,0.08199646223706075,10378,0.8695433598659406,701,0.005367904373195702,0.0,0.0,0.0,2.143000005162321,72.604400003911,2.3166999890236184,0.8640000014565885,RiskTemporal_B10,360,90;104;4;217;157;57;29;78;34;155;252;100;203;60;102;178;241;32;144
0.1,19,103,84,19,0.07952309117779939,0.7572815533980584,19,0,0,0.0,10643,0.08149872502699267,8674,0.8352431391429948,820,0.006279146342397256,0.0,0.0,0.0,1.9346999906701967,71.20130000112113,1.5991999971447513,0.6018999993102625,RiskTemporal_B10,370,13;218;105;49;35;232;74;174;46;103;156;206;41;44;112;5;135;177;93
0.1,19,105,86,19,0.10642387300809397,0.7483709273182958,19,0,0,0.0,10607,0.08122305518757035,12029,0.8655202187365089,909,0.0069606634454135435,0.0,0.0,0.0,1.661500005866401,73.67499999236315,2.154999994672835,0.8895000064512715,RiskTemporal_B10,380,217;90;88;157;4;235;34;58;78;192;121;29;155;36;203;213;102;26;68
0.1,19,106,87,19,0.06362613043777902,0.7984111221449851,19,0,0,0.0,10559,0.08085549540167393,6661,0.8016608496810688,564,0.00431882748428299,0.0,0.0,0.0,2.350099995965138,72.89540000783745,1.649599988013506,0.6295000057434663,RiskTemporal_B10,390,13;105;218;49;3;57;35;206;103;158;91;147;176;172;232;46;44;252;170
0.1,19,105,86,19,0.08344372889402792,0.7042606516290727,19,0,0,0.0,10551,0.08079423543735786,9403,0.8628980453335781,629,0.004816564694351066,0.0,0.0,0.0,1.6885000077309087,71.26080000307411,1.590500003658235,0.5729999975301325,RiskTemporal_B10,400,90;217;157;104;34;4;192;235;78;14;155;128;24;58;203;135;60;36;213
0.1,19,105,87,19,0.051351165087946335,0.8030075187969924,19,0,0,0.0,10504,0.08043433314700094,5159,0.7693110647181628,486,0.0037215428322013,0.0,0.0,0.0,2.329399998416193,71.16570000653155,1.6423999913968146,0.5630999949062243,RiskTemporal_B10,410,13;147;218;57;88;46;35;3;206;49;174;176;106;120;232;5;156;252;44
0.1,19,105,88,19,0.09313046075150662,0.7418546365914788,19,0,0,0.0,10491,0.08033478570498732,10787,0.886942937016938,660,0.00505394705607584,0.0,0.0,0.0,2.005299989832565,71.87219998741057,1.6517999902134761,0.6285000126808882,RiskTemporal_B10,420,105;192;217;34;157;4;103;235;78;29;74;171;41;128;178;135;203;213;66
0.1,19,107,88,19,0.06769226056925821,0.8052139695031971,19,0,0,0.0,10421,0.0797987610172217,7104,0.8036199095022625,634,0.0048548521720486095,0.0,0.0,0.0,1.6586999990977347,71.23469999351073,1.570199994603172,0.5703000060748309,RiskTemporal_B10,430,147;90;13;201;57;3;88;35;46;49;158;176;172;206;121;170;93;44;232
0.1,19,107,89,19,0.09663759370860167,0.7599606492867682,19,0,0,0.0,10455,0.08005911586556501,11262,0.8923930269413629,490,0.003752172814359336,0.0,0.0,0.0,2.1960000012768432,72.44540000101551,1.630800004932098,0.6169000116642565,RiskTemporal_B10,440,105;217;34;192;157;219;4;58;103;29;78;91;171;128;178;36;24;213;68
0.1,19,106,87,19,0.07798393457435811,0.7845084409136046,19,0,0,0.0,10405,0.07967624108858956,8504,0.8350353495679497,780,0.005972846520816901,0.0,0.0,0.0,1.6882000054465607,71.27840000612196,2.2296000097412616,0.6465999904321507,RiskTemporal_B10,450,13;147;90;218;57;3;46;35;88;158;206;121;177;172;49;170;216;102;44
0.1,19,106,87,19,0.08882694825830265,0.7557100297914598,19,0,0,0.0,10401,0.07964561110643154,10301,0.8880172413793104,349,0.002672465943288588,0.0,0.0,0.0,1.697899991995655,72.6546999940183,2.2409000084735453,0.6876999977976084,RiskTemporal_B10,460,105;217;192;34;157;219;103;58;20;29;171;78;72;91;66;178;68;60;23
0.1,19,106,88,19,0.06720218085472965,0.8028798411122144,19,0,0,0.0,10409,0.0797068710707476,6991,0.7966043755697356,690,0.005283671922261105,0.0,0.0,0.0,1.6922000068007037,71.35420000122394,1.6082000074675307,0.6404000014299527,RiskTemporal_B10,470,147;13;90;46;57;3;35;201;88;206;174;235;120;156;170;49;128;44;176
0.1,19,106,87,19,0.09021295495095374,0.7432969215491559,19,0,0,0.0,10386,0.0795307486733389,10499,0.8911807147101265,340,0.0026035484834330083,0.0,0.0,0.0,1.7971999914152548,71.78790000034496,1.7500999965704978,0.6748000014340505,RiskTemporal_B10,480,105;217;192;157;51;103;4;29;171;58;78;112;91;178;213;165;60;203;72
0.1,19,105,87,19,0.05133585009686732,0.7954887218045112,19,0,0,0.0,10329,0.07909427142758689,6093,0.9088603818615751,639,0.004893139649746154,0.0,0.0,0.0,1.7551000055391341,72.81220000004396,1.664300012635067,0.5958000110695139,RiskTemporal_B10,490,147;13;3;57;35;90;218;84;46;206;158;88;170;66;121;172;102;176;216
