method,active_cell_coverage_fraction,budget_fraction,budget_max_count,case_wall_runtime_seconds,change_region_c_rel_l2,change_region_dz_rel_l2,change_region_h_rel_l2,change_region_hu_rel_l2,change_region_hv_rel_l2,change_region_ice_rel_l2,change_region_momentum_rel_l2,debris_front_final_error_km,debris_front_mae_km,false_positive_wet_fraction,final_wet_iou,front_zone_h_rel_l2,front_zone_momentum_rel_l2,front_zone_wet_iou,mean_wet_iou,mixture_volume_relative_error,newly_wet_iou,newly_wet_precision,newly_wet_recall,selected_patch_count,trajectory_c_rel_l2,trajectory_dz_rel_l2,trajectory_h_rel_l2,trajectory_hu_rel_l2,trajectory_hv_rel_l2,trajectory_ice_rel_l2,trajectory_momentum_rel_l2,wet_overprediction_ratio,arrival_MAE_s,peak_Q_relative_error,peak_Qdebris_relative_error,peak_hmax_relative_error,peak_stage_absolute_error,wet_width_relative_error,missed_arrival_count,truth_no_arrival_count
EngineeringROI_NoDiversity_B10,0.11781592646336869,0.10000000000000002,19.0,24.667627404999802,0.5046262297659123,0.894767095093943,0.8817930030859885,0.6482588457028534,0.5808134329051848,0.6078646474108574,0.6141092959368458,4.250999879837036,11.967705580805594,0.485395551693387,0.30364847477550827,16.93146525657263,1.9303330539186891,0.5869935800023769,0.3938126680105631,0.5189585515951514,0.011786512173528458,0.01189130992881027,0.572175173571374,19.0,1.4433490781760518,1.0767202354502776,4.7012373274781565,0.7586182440087699,2.6701088881358386,0.9451087908055559,1.9397128649502016,1.2033628028663155,406.3333333333333,1.5021022356022866,2.0599826180658134,3.836968729486555,102.15281982421875,0.6948834988540871,0,0
