method,scenario_id,eligible_patch_count,total_selections,unique_selected_patches,unique_patch_fraction,unique_to_selection_ratio,top1_selection_share,top5_share,top10_share,consecutive_overlap_count,consecutive_denominator_count,consecutive_reselection_fraction,revisit_fraction,mean_selection_count_per_used_patch,maximum_selection_count,mean_revisit_gap_steps,mean_longest_consecutive_streak
RandomAll_B10,JILONG_EI_0059,182,2736,182,1.0,0.06652046783625731,0.009502923976608187,0.04312865497076023,0.08260233918128655,281,2717,0.1034228928965771,1.0,15.032967032967033,26,8.939310884886453,1.956043956043956
RandomAll_B10,JILONG_EI_0069,182,2736,182,1.0,0.06652046783625731,0.008771929824561403,0.041666666666666664,0.0800438596491228,287,2717,0.10563121089436879,1.0,15.032967032967033,24,8.839467501957714,1.945054945054945
RandomAll_B10,JILONG_EI_0079,182,2736,182,1.0,0.06652046783625731,0.009868421052631578,0.043859649122807015,0.08333333333333333,270,2717,0.09937430990062569,1.0,15.032967032967033,27,8.95301487862177,1.9175824175824177
RandomAll_B10,JILONG_EI_0089,182,2736,182,1.0,0.06652046783625731,0.009137426900584795,0.043859649122807015,0.08442982456140351,282,2717,0.10379094589620906,1.0,15.032967032967033,25,8.982772122161316,1.9615384615384615
RandomAll_B10,JILONG_EI_0099,182,2736,182,1.0,0.06652046783625731,0.008406432748538011,0.04057017543859649,0.07931286549707603,269,2717,0.09900625690099374,1.0,15.032967032967033,23,8.958888018794049,1.9065934065934067
RandomAll_B10,JILONG_EI_0109,182,2736,182,1.0,0.06652046783625731,0.008771929824561403,0.04239766081871345,0.08187134502923976,301,2717,0.11078395288921605,1.0,15.032967032967033,24,8.919342208300705,1.9285714285714286
RandomAll_B10,JILONG_EI_0119,182,2736,182,1.0,0.06652046783625731,0.008406432748538011,0.04057017543859649,0.07821637426900585,291,2717,0.10710342289289658,1.0,15.032967032967033,23,9.04698512137823,2.010989010989011
RandomAll_B10,JILONG_EI_0129,182,2736,182,1.0,0.06652046783625731,0.01023391812865497,0.04532163742690058,0.08406432748538012,280,2717,0.10305483989694517,1.0,15.032967032967033,28,8.915035238841034,1.9285714285714286
RandomAll_B10,JILONG_EI_0139,182,2736,182,1.0,0.06652046783625731,0.01023391812865497,0.04349415204678363,0.08223684210526316,286,2717,0.10526315789473684,1.0,15.032967032967033,28,8.944400939702428,1.9505494505494505
RandomAll_B10,JILONG_EI_0149,182,2736,182,1.0,0.06652046783625731,0.01023391812865497,0.04349415204678363,0.08333333333333333,299,2717,0.11004784688995216,1.0,15.032967032967033,28,9.00234925606891,1.9285714285714286
RandomAll_B10,JILONG_EI_0159,182,2736,182,1.0,0.06652046783625731,0.009502923976608187,0.047149122807017545,0.08808479532163743,270,2717,0.09937430990062569,1.0,15.032967032967033,26,9.027799530148787,1.8461538461538463
RandomAll_B10,JILONG_EI_0169,182,2736,182,1.0,0.06652046783625731,0.009137426900584795,0.041301169590643276,0.07967836257309942,299,2717,0.11004784688995216,1.0,15.032967032967033,25,8.969068128425999,1.8736263736263736
RandomAll_B10,JILONG_EI_0179,182,2736,182,1.0,0.06652046783625731,0.008771929824561403,0.04239766081871345,0.08114035087719298,295,2717,0.10857563489142437,1.0,15.032967032967033,24,8.862568519968677,1.9615384615384615
RandomAll_B10,JILONG_EI_0189,182,2736,182,1.0,0.06652046783625731,0.009502923976608187,0.0402046783625731,0.07675438596491228,270,2717,0.09937430990062569,1.0,15.032967032967033,26,8.992952231793266,1.8571428571428572
RandomAll_B10,JILONG_EI_0199,182,2736,182,1.0,0.06652046783625731,0.008406432748538011,0.04057017543859649,0.07967836257309942,285,2717,0.1048951048951049,1.0,15.032967032967033,23,8.991386061080657,1.8626373626373627
RandomSupport_B10,JILONG_EI_0009,182,2736,135,0.7417582417582418,0.049342105263157895,0.013157894736842105,0.05847953216374269,0.1118421052631579,420,2717,0.15458225984541774,0.9777777777777777,20.266666666666666,36,6.410611303344868,2.3777777777777778
RandomSupport_B10,JILONG_EI_0019,182,2736,130,0.7142857142857143,0.04751461988304093,0.011330409356725146,0.05555555555555555,0.10818713450292397,445,2717,0.1637835848362164,1.0,21.046153846153846,31,6.227935533384497,2.3846153846153846
RandomSupport_B10,JILONG_EI_0029,182,2736,132,0.7252747252747253,0.04824561403508772,0.01206140350877193,0.056286549707602336,0.10928362573099415,391,2717,0.14390872285609127,0.9924242424242424,20.727272727272727,33,6.367511520737327,2.257575757575758
RandomSupport_B10,JILONG_EI_0039,182,2736,131,0.7197802197802198,0.04788011695906433,0.012792397660818713,0.057383040935672515,0.10928362573099415,426,2717,0.15679057784320943,0.9923664122137404,20.885496183206108,35,6.254126679462572,2.3282442748091605
RandomSupport_B10,JILONG_EI_0049,182,2736,137,0.7527472527472527,0.05007309941520468,0.012426900584795321,0.05847953216374269,0.11147660818713451,429,2717,0.15789473684210525,0.9635036496350365,19.970802919708028,34,6.3947672181608315,2.2481751824817517
RandomSupport_B10,JILONG_EI_0059,182,2736,132,0.7252747252747253,0.04824561403508772,0.011695906432748537,0.05665204678362573,0.1070906432748538,406,2717,0.1494295178505705,0.9924242424242424,20.727272727272727,32,6.319508448540707,2.3181818181818183
RandomSupport_B10,JILONG_EI_0069,182,2736,132,0.7252747252747253,0.04824561403508772,0.013523391812865496,0.06140350877192982,0.11366959064327485,431,2717,0.15863084284136916,0.9848484848484849,20.727272727272727,37,6.3018433179723505,2.3636363636363638
RandomSupport_B10,JILONG_EI_0079,182,2736,129,0.7087912087912088,0.047149122807017545,0.012792397660818713,0.0581140350877193,0.11293859649122807,413,2717,0.1520058888479941,0.9844961240310077,21.209302325581394,35,6.187188339087073,2.294573643410853
RandomSupport_B10,JILONG_EI_0089,182,2736,134,0.7362637362637363,0.0489766081871345,0.010964912280701754,0.05445906432748538,0.10562865497076024,438,2717,0.16120721383879277,0.9850746268656716,20.417910447761194,30,6.407763259031515,2.3805970149253732
RandomSupport_B10,JILONG_EI_0099,182,2736,133,0.7307692307692307,0.04861111111111111,0.011330409356725146,0.05555555555555555,0.10782163742690058,423,2717,0.15568641884431358,0.9774436090225563,20.571428571428573,31,6.291202458701498,2.3759398496240602
RandomSupport_B10,JILONG_EI_0109,182,2736,131,0.7197802197802198,0.04788011695906433,0.013157894736842105,0.06030701754385965,0.11440058479532164,438,2717,0.16120721383879277,0.9923664122137404,20.885496183206108,36,6.306333973128599,2.435114503816794
RandomSupport_B10,JILONG_EI_0119,182,2736,131,0.7197802197802198,0.04788011695906433,0.011330409356725146,0.05445906432748538,0.10599415204678363,428,2717,0.15752668384247331,0.9923664122137404,20.885496183206108,31,6.233781190019194,2.33587786259542
RandomSupport_B10,JILONG_EI_0129,182,2736,135,0.7417582417582418,0.049342105263157895,0.011695906432748537,0.05665204678362573,0.10891812865497076,403,2717,0.14832535885167464,0.9777777777777777,20.266666666666666,32,6.341022683583237,2.274074074074074
RandomSupport_B10,JILONG_EI_0139,182,2736,131,0.7197802197802198,0.04788011695906433,0.01206140350877193,0.05555555555555555,0.1074561403508772,432,2717,0.1589988958410011,0.9923664122137404,20.885496183206108,33,6.331669865642994,2.3740458015267176
RandomSupport_B10,JILONG_EI_0149,182,2736,135,0.7417582417582418,0.049342105263157895,0.01425438596491228,0.06067251461988304,0.11513157894736842,440,2717,0.16194331983805668,0.9703703703703703,20.266666666666666,39,6.28719723183391,2.362962962962963
RandomSupport_B10,JILONG_EI_0159,182,2736,131,0.7197802197802198,0.04788011695906433,0.011330409356725146,0.05555555555555555,0.10928362573099415,380,2717,0.13986013986013987,0.9923664122137404,20.885496183206108,31,6.3078694817658345,2.2519083969465647
RandomSupport_B10,JILONG_EI_0169,182,2736,133,0.7307692307692307,0.04861111111111111,0.012792397660818713,0.059941520467836254,0.11403508771929824,423,2717,0.15568641884431358,0.9924812030075187,20.571428571428573,35,6.310026892047637,2.2481203007518795
RandomSupport_B10,JILONG_EI_0179,182,2736,132,0.7252747252747253,0.04824561403508772,0.012426900584795321,0.06030701754385965,0.11366959064327485,415,2717,0.152741994847258,0.9772727272727273,20.727272727272727,34,6.299539170506913,2.2045454545454546
RandomSupport_B10,JILONG_EI_0189,182,2736,132,0.7252747252747253,0.04824561403508772,0.011695906432748537,0.05665204678362573,0.11038011695906433,416,2717,0.15311004784688995,0.9848484848484849,20.727272727272727,32,6.317588325652841,2.340909090909091
RandomSupport_B10,JILONG_EI_0199,182,2736,130,0.7142857142857143,0.04751461988304093,0.010964912280701754,0.05226608187134503,0.1023391812865497,427,2717,0.15715863084284137,1.0,21.046153846153846,30,6.2970069071373755,2.3692307692307693
SupportRiskOnly_B10,JILONG_EI_0009,182,2736,107,0.5879120879120879,0.039108187134502925,0.03983918128654971,0.17616959064327486,0.3048245614035088,1091,2717,0.40154582259845417,0.9252336448598131,25.570093457943926,109,3.9608216051730696,4.364485981308412
SupportRiskOnly_B10,JILONG_EI_0019,182,2736,110,0.6043956043956044,0.0402046783625731,0.039473684210526314,0.17214912280701755,0.29385964912280704,1160,2717,0.4269414795730585,0.9636363636363636,24.87272727272727,108,4.228865194211729,4.709090909090909
SupportRiskOnly_B10,JILONG_EI_0029,182,2736,106,0.5824175824175825,0.03874269005847953,0.03289473684210526,0.1524122807017544,0.27960526315789475,950,2717,0.34965034965034963,0.9433962264150944,25.81132075471698,90,3.938022813688213,4.10377358490566
SupportRiskOnly_B10,JILONG_EI_0039,182,2736,111,0.6098901098901099,0.04057017543859649,0.03983918128654971,0.17690058479532164,0.3165204678362573,1287,2717,0.47368421052631576,0.9279279279279279,24.64864864864865,109,3.967619047619048,6.288288288288288
SupportRiskOnly_B10,JILONG_EI_0049,182,2736,103,0.5659340659340659,0.03764619883040936,0.04239766081871345,0.1652046783625731,0.28399122807017546,985,2717,0.36253220463746777,0.9514563106796117,26.563106796116504,116,4.05051272312951,4.611650485436893
SupportRiskOnly_B10,JILONG_EI_0059,182,2736,111,0.6098901098901099,0.04057017543859649,0.04093567251461988,0.17105263157894737,0.29641812865497075,1216,2717,0.44755244755244755,0.918918918918919,24.64864864864865,112,4.152380952380953,5.36036036036036
SupportRiskOnly_B10,JILONG_EI_0069,182,2736,104,0.5714285714285714,0.038011695906432746,0.041666666666666664,0.16739766081871346,0.2905701754385965,961,2717,0.3536989326463011,0.9134615384615384,26.307692307692307,114,3.9604863221884496,4.096153846153846
SupportRiskOnly_B10,JILONG_EI_0079,182,2736,113,0.6208791208791209,0.041301169590643276,0.04057017543859649,0.17105263157894737,0.2916666666666667,1181,2717,0.4346705925653294,0.9292035398230089,24.212389380530972,111,4.400686237133054,5.327433628318584
SupportRiskOnly_B10,JILONG_EI_0089,182,2736,104,0.5714285714285714,0.038011695906432746,0.03764619883040936,0.16447368421052633,0.28618421052631576,867,2717,0.319101950680898,0.9326923076923077,26.307692307692307,103,4.009878419452887,3.576923076923077
SupportRiskOnly_B10,JILONG_EI_0099,182,2736,107,0.5879120879120879,0.039108187134502925,0.039473684210526314,0.17105263157894737,0.2905701754385965,997,2717,0.36694884063305117,0.9532710280373832,25.570093457943926,108,3.9494104222137696,4.457943925233645
SupportRiskOnly_B10,JILONG_EI_0109,182,2736,106,0.5824175824175825,0.03874269005847953,0.03874269005847953,0.17178362573099415,0.2953216374269006,1088,2717,0.40044166359955835,0.9622641509433962,25.81132075471698,106,4.095057034220532,5.39622641509434
SupportRiskOnly_B10,JILONG_EI_0119,182,2736,114,0.6263736263736264,0.041666666666666664,0.04239766081871345,0.1739766081871345,0.31469298245614036,1279,2717,0.47073978652926024,0.9385964912280702,24.0,116,4.379099923722349,5.675438596491228
SupportRiskOnly_B10,JILONG_EI_0129,182,2736,109,0.5989010989010989,0.03983918128654971,0.038011695906432746,0.15423976608187134,0.28289473684210525,900,2717,0.3312476996687523,0.9174311926605505,25.10091743119266,104,3.9779215835553865,3.944954128440367
SupportRiskOnly_B10,JILONG_EI_0139,182,2736,114,0.6263736263736264,0.041666666666666664,0.0402046783625731,0.17105263157894737,0.30628654970760233,1248,2717,0.45933014354066987,0.9210526315789473,24.0,110,4.2105263157894735,5.614035087719298
SupportRiskOnly_B10,JILONG_EI_0149,182,2736,116,0.6373626373626373,0.04239766081871345,0.03874269005847953,0.1560672514619883,0.26937134502923976,1054,2717,0.38792786161207216,0.8793103448275862,23.586206896551722,106,4.240458015267175,4.974137931034483
SupportRiskOnly_B10,JILONG_EI_0159,182,2736,109,0.5989010989010989,0.03983918128654971,0.043859649122807015,0.18165204678362573,0.3077485380116959,1174,2717,0.4320942215679058,0.926605504587156,25.10091743119266,120,4.008374571754853,5.064220183486238
SupportRiskOnly_B10,JILONG_EI_0169,182,2736,105,0.5769230769230769,0.03837719298245614,0.035818713450292396,0.1564327485380117,0.28289473684210525,864,2717,0.3179977916820022,0.9428571428571428,26.057142857142857,98,4.179019384264538,4.3428571428571425
SupportRiskOnly_B10,JILONG_EI_0179,182,2736,106,0.5824175824175825,0.03874269005847953,0.04239766081871345,0.17763157894736842,0.29641812865497075,1145,2717,0.42142068457857934,0.9716981132075472,25.81132075471698,116,4.029657794676806,5.30188679245283
SupportRiskOnly_B10,JILONG_EI_0189,182,2736,110,0.6043956043956044,0.0402046783625731,0.039108187134502925,0.1699561403508772,0.29385964912280704,1145,2717,0.42142068457857934,0.9636363636363636,24.87272727272727,107,4.1995430312262,4.8545454545454545
SupportRiskOnly_B10,JILONG_EI_0199,182,2736,114,0.6263736263736264,0.041666666666666664,0.0402046783625731,0.16191520467836257,0.2891081871345029,1280,2717,0.4711078395288922,0.9298245614035088,24.0,110,4.239893211289092,5.87719298245614
