method,scenario_id,eligible_patch_count,total_selections,unique_selected_patches,unique_patch_fraction,unique_to_selection_ratio,top1_selection_share,top5_share,top10_share,consecutive_overlap_count,consecutive_denominator_count,consecutive_reselection_fraction,revisit_fraction,mean_selection_count_per_used_patch,maximum_selection_count,mean_revisit_gap_steps,mean_longest_consecutive_streak
DynamicOnly_B10,JILONG_EI_0179,182,2736,106,0.5824175824175825,0.03874269005847953,0.04861111111111111,0.2364766081871345,0.4546783625730994,2400,2717,0.8833271991166728,0.8773584905660378,25.81132075471698,133,1.5612167300380229,21.235849056603772
DynamicOnly_B10,JILONG_EI_0189,182,2736,105,0.5769230769230769,0.03837719298245614,0.0489766081871345,0.23391812865497075,0.4480994152046784,2402,2717,0.8840633051159367,0.8761904761904762,26.057142857142857,134,1.5819080197643482,21.076190476190476
DynamicOnly_B10,JILONG_EI_0199,182,2736,98,0.5384615384615384,0.035818713450292396,0.049342105263157895,0.23793859649122806,0.46345029239766083,2430,2717,0.8943687891056312,0.9183673469387755,27.918367346938776,135,1.5902198635329796,23.551020408163264
EngineeringROI_B05,JILONG_EI_0009,182,1440,85,0.46703296703296704,0.059027777777777776,0.09236111111111112,0.3277777777777778,0.5125,803,1430,0.5615384615384615,0.8705882352941177,16.941176470588236,133,4.014760147601476,6.235294117647059
EngineeringROI_B05,JILONG_EI_0019,182,1440,88,0.4835164835164835,0.06111111111111111,0.09722222222222222,0.33541666666666664,0.5138888888888888,817,1430,0.5713286713286714,0.8522727272727273,16.363636363636363,140,4.000739644970414,6.795454545454546
EngineeringROI_B05,JILONG_EI_0029,182,1440,89,0.489010989010989,0.06180555555555556,0.08680555555555555,0.30069444444444443,0.5034722222222222,765,1430,0.534965034965035,0.8651685393258427,16.179775280898877,125,4.148778682457439,6.089887640449438
EngineeringROI_B05,JILONG_EI_0039,182,1440,89,0.489010989010989,0.06180555555555556,0.09791666666666667,0.325,0.5215277777777778,830,1430,0.5804195804195804,0.8202247191011236,16.179775280898877,141,4.0799407846039975,6.382022471910112
EngineeringROI_B05,JILONG_EI_0049,182,1440,75,0.41208791208791207,0.052083333333333336,0.09375,0.32013888888888886,0.5104166666666666,843,1430,0.5895104895104896,0.84,19.2,135,3.5545787545787544,9.04
EngineeringROI_B05,JILONG_EI_0059,182,1440,84,0.46153846153846156,0.058333333333333334,0.09652777777777778,0.3138888888888889,0.5118055555555555,844,1430,0.5902097902097903,0.8690476190476191,17.142857142857142,139,3.9033923303834808,6.773809523809524
EngineeringROI_B05,JILONG_EI_0069,182,1440,82,0.45054945054945056,0.05694444444444444,0.1,0.34305555555555556,0.5201388888888889,830,1430,0.5804195804195804,0.8536585365853658,17.5609756097561,144,3.877761413843888,7.987804878048781
EngineeringROI_B05,JILONG_EI_0079,182,1440,87,0.47802197802197804,0.06041666666666667,0.09722222222222222,0.3229166666666667,0.5194444444444445,872,1430,0.6097902097902098,0.8275862068965517,16.551724137931036,140,3.9053954175905394,7.367816091954023
EngineeringROI_B05,JILONG_EI_0089,182,1440,83,0.45604395604395603,0.05763888888888889,0.09305555555555556,0.3423611111111111,0.5166666666666667,740,1430,0.5174825174825175,0.8313253012048193,17.349397590361445,134,3.6816507000736918,6.301204819277109
EngineeringROI_B05,JILONG_EI_0099,182,1440,83,0.45604395604395603,0.05763888888888889,0.09930555555555555,0.325,0.5180555555555556,763,1430,0.5335664335664335,0.8795180722891566,17.349397590361445,143,4.115696389093589,6.409638554216867
EngineeringROI_B05,JILONG_EI_0109,182,1440,85,0.46703296703296704,0.059027777777777776,0.09652777777777778,0.33125,0.5402777777777777,786,1430,0.5496503496503496,0.8588235294117647,16.941176470588236,139,3.795571955719557,5.929411764705883
EngineeringROI_B05,JILONG_EI_0119,182,1440,86,0.4725274725274725,0.059722222222222225,0.09513888888888888,0.3194444444444444,0.5118055555555555,879,1430,0.6146853146853147,0.872093023255814,16.74418604651163,137,4.144017725258493,6.686046511627907
EngineeringROI_B05,JILONG_EI_0129,182,1440,88,0.4835164835164835,0.06111111111111111,0.09236111111111112,0.2965277777777778,0.4798611111111111,723,1430,0.5055944055944056,0.875,16.363636363636363,133,4.247781065088757,6.443181818181818
EngineeringROI_B05,JILONG_EI_0139,182,1440,94,0.5164835164835165,0.06527777777777778,0.09652777777777778,0.3215277777777778,0.5097222222222222,856,1430,0.5986013986013986,0.7872340425531915,15.319148936170214,139,4.044576523031203,7.031914893617022
EngineeringROI_B05,JILONG_EI_0149,182,1440,96,0.5274725274725275,0.06666666666666667,0.09861111111111111,0.2847222222222222,0.45555555555555555,818,1430,0.5720279720279721,0.8333333333333334,15.0,142,4.553571428571429,6.802083333333333
EngineeringROI_B05,JILONG_EI_0159,182,1440,86,0.4725274725274725,0.059722222222222225,0.09652777777777778,0.3277777777777778,0.5319444444444444,836,1430,0.5846153846153846,0.872093023255814,16.74418604651163,139,3.827178729689808,6.1976744186046515
