output_time,total_wall_time,total_cpu_time, wall time ( 1), CPU time ( 1), cells updated ( 1),                                                                                                                                                                                                                                                                                                                                                                                                                                  
    0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00,     0.000000E+00
    0.300000E+03,     0.415393E+01,     0.140799E+02,     0.353611E+01,     0.132500E+02,     0.427205E+07
    0.600000E+03,     0.773845E+01,     0.261843E+02,     0.678513E+01,     0.248644E+02,     0.803880E+07
    0.900000E+03,     0.111953E+02,     0.382767E+02,     0.991546E+01,     0.364630E+02,     0.117596E+08
    0.120000E+04,     0.156926E+02,     0.538262E+02,     0.140775E+02,     0.515134E+02,     0.166288E+08
    0.150000E+04,     0.203129E+02,     0.699057E+02,     0.183551E+02,     0.671086E+02,     0.216818E+08
    0.180000E+04,     0.250116E+02,     0.857659E+02,     0.227110E+02,     0.824803E+02,     0.267348E+08
