method,total_worker_wall_runtime_seconds,mean_case_wall_runtime_seconds,mean_selected_patch_count,mean_active_coverage,mean_consecutive_overlap,mean_support_fraction,mean_blocked_local_change_fraction,mean_blocked_wet_creation_count,mean_raw_local_new_wet_fraction,mean_depth_guard_activation_fraction,mean_depth_guard_abs_clip_m,max_depth_guard_abs_clip_m,global_forward_mean_ms_step,global_forward_p95_ms_step,roi_scoring_mean_ms_step,roi_scoring_p95_ms_step,local_correction_mean_ms_step,local_correction_p95_ms_step,support_guard_mean_ms_step,support_guard_p95_ms_step,depth_guard_mean_ms_step,depth_guard_p95_ms_step
RiskTemporal_B05,376.35021620002226,18.817510810001114,10.0,0.023247696476445926,0.0,0.09511014935094213,0.8254153653299248,302.60069444444446,0.0023171634679605628,0.0,0.0,0.0,54.28612295148317,57.68081500209519,1.8864421529643651,2.9585550008050627,37.714299027528696,41.43295500398381,1.828974826457852,2.609219990699785,0.6947754512616989,1.074055000208318
