chainage_m,x,y
2408.372140696895,352761.9696460031,3132467.8421843476
2428.37214069712,352750.8752400933,3132484.4829222374
2448.3721406969576,352739.78083418345,3132501.1236601267
2468.372140696795,352728.6864282736,3132517.764398016
2488.3721406970203,352717.5920223638,3132534.405135906
2508.372140696858,352706.49761645397,3132551.045873795
2528.372140697083,352695.40321054414,3132567.686611685
2548.372140696953,352684.30880463426,3132584.3273495743
2568.372140697178,352673.21439872443,3132600.968087464
2588.3721406970158,352662.1199928146,3132617.6088253534
2608.2890574907665,352647.6182797199,3132631.2610739553
2628.2890574907815,352632.5664383707,3132644.430814727
2648.28905749049,352617.51459702145,3132657.6005554986
2668.289057490505,352602.4627556722,3132670.7702962705
2688.28905749052,352587.410914323,3132683.9400370424
2708.289057490535,352572.3590729738,3132697.1097778142
2728.28905749055,352557.30723162455,3132710.279518586
2748.289057490565,352542.2553902753,3132723.449259358
2768.28905749058,352527.2035489261,3132736.61900013
2788.289057490595,352512.1517075769,3132749.7887409017
2808.2890574905664,352497.0998662277,3132762.9584816736
2828.2890574905814,352482.0480248785,3132776.1282224455
2848.2890574905964,352466.99618352926,3132789.2979632174
2868.2890574906114,352451.94434218004,3132802.4677039892
2888.2890574906264,352436.8925008308,3132815.637444761
2908.2890574906414,352421.8406594816,3132828.807185533
2928.249656550087,352404.1363628428,3132838.025829432
2948.249656549986,352386.24765725096,3132846.969777791
2968.249656549885,352368.3589516591,3132855.9137261496
2988.2496565499923,352350.47024606727,3132864.857674509
3008.2496565498914,352332.5815404754,3132873.8016228676
3028.2496565499987,352314.6928348836,3132882.745571227
3048.2496565498977,352296.80412929173,3132891.6895195856
3068.249656550005,352278.9154236999,3132900.633467945
3088.249656549956,352261.026718108,3132909.5774163036
3108.2496565500633,352243.13801251614,3132918.521364663
3128.2496565499623,352225.2493069243,3132927.4653130216
3148.2496565500696,352207.36060133245,3132936.409261381
3168.2496565499687,352189.4718957406,3132945.3532097396
3188.249656550076,352171.58319014875,3132954.297158099
3208.249656549975,352153.6944845569,3132963.2411064575
3228.2496565500824,352135.80577896506,3132972.185054817
3248.0946086677127,352118.6084295958,3132982.0882512312
