method,total_worker_wall_runtime_seconds,mean_case_wall_runtime_seconds,mean_selected_patch_count,mean_active_coverage,mean_consecutive_overlap,mean_support_fraction,mean_blocked_local_change_fraction,mean_blocked_wet_creation_count,mean_raw_local_new_wet_fraction,mean_depth_guard_activation_fraction,mean_depth_guard_abs_clip_m,max_depth_guard_abs_clip_m,global_forward_mean_ms_step,global_forward_p95_ms_step,roi_scoring_mean_ms_step,roi_scoring_p95_ms_step,local_correction_mean_ms_step,local_correction_p95_ms_step,support_guard_mean_ms_step,support_guard_p95_ms_step,depth_guard_mean_ms_step,depth_guard_p95_ms_step
SupportRisk_Temporal_B10,481.2580366000184,24.062901830000918,19.0,0.07555537847597116,0.0,0.08591524407416196,0.8655529564657533,682.5020833333333,0.005226256658830446,0.0,0.0,0.0,54.64101315961266,55.68256499536801,1.91442489562582,2.4857749951479486,72.87852861100974,74.27056500018807,1.820655972318895,2.32752001247718,0.672002187664273,0.9386000019731
