method,total_worker_wall_runtime_seconds,mean_case_wall_runtime_seconds,mean_selected_patch_count,mean_active_coverage,mean_consecutive_overlap,mean_support_fraction,mean_blocked_local_change_fraction,mean_blocked_wet_creation_count,mean_raw_local_new_wet_fraction,mean_depth_guard_activation_fraction,mean_depth_guard_abs_clip_m,max_depth_guard_abs_clip_m,global_forward_mean_ms_step,global_forward_p95_ms_step,roi_scoring_mean_ms_step,roi_scoring_p95_ms_step,local_correction_mean_ms_step,local_correction_p95_ms_step,support_guard_mean_ms_step,support_guard_p95_ms_step,depth_guard_mean_ms_step,depth_guard_p95_ms_step
SupportRisk_Base_B10,481.9093885000184,24.09546942500092,19.0,0.0688381037403462,0.3997076023391813,0.08655239024469097,0.8566628417281834,659.5753472222223,0.005050695279324117,0.0,0.0,0.0,54.684693541508345,55.732439996063476,1.9253078818261808,2.4699300054635387,72.88305635402139,74.20838999241823,1.8313087151454965,2.3454500034858934,0.6797381945034431,0.9466349903959779
