global_step,stage,stage_step,K,burn_in_steps,seed_time_s,gradient_start_time_s,sampler_stratum,total_loss,multi_loss,one_step_anchor,delta_loss,delta_h,delta_hu,delta_hv,delta_c,delta_ice,delta_dz,weighted_delta_contribution,weighted_state_contribution,weighted_wet_contribution,weighted_integral_contribution,state_loss,wet_loss,integral_loss,amplitude_guard,max_channel_saturation_fraction,learning_rate,step_seconds,peak_vram_gib,raw_delta_over_bound_rms_h,saturation_fraction_h,raw_delta_over_bound_rms_hu,saturation_fraction_hu,raw_delta_over_bound_rms_hv,saturation_fraction_hv,raw_delta_over_bound_rms_c,saturation_fraction_c,raw_delta_over_bound_rms_ice,saturation_fraction_ice,raw_delta_over_bound_rms_dz,saturation_fraction_dz
2050,STAGE_B,50,2,0,70,70,early_evolution,0.0525040477514267,0.03817020356655121,0.028667692095041275,0.0015959807205945253,0.00190185965038836,0.0011455646017566323,0.0031967374961823225,0.002638790523633361,0.0005312119028531015,0.00016171952302102,0.0007979903602972627,0.04102880507707596,0.001532877702265978,0.004313036054372788,0.04102880507707596,0.015328777022659779,0.08626072108745575,0.0,0.0,0.00048391237895988287,0.44673129997681826,2.0999083518981934,0.0028541607316583395,0.0,0.012371941469609737,0.0,0.013377289287745953,0.0,0.02677629515528679,0.0,0.009011119604110718,0.0,0.0019832400139421225,0.0
2100,STAGE_B,100,2,2,80,100,early_evolution,0.06800071895122528,0.046912387013435364,0.04217667132616043,0.0011882723774760962,0.001176759717054665,0.0009079682058654726,0.002177910879254341,0.002605283400043845,0.000227076729061082,3.463456596364267e-05,0.0005941361887380481,0.041432857513427734,0.0043720297515392305,0.005249080061912537,0.041432857513427734,0.0437202975153923,0.10498160123825073,0.0,0.0,0.00048286993473153564,0.5727169999736361,2.0999083518981934,0.003776301397010684,0.0,0.013331360183656216,0.0,0.011788539588451385,0.0,0.01957748271524906,0.0,0.005145893432199955,0.0,0.0010884359944611788,0.0
2150,STAGE_B,150,2,2,530,550,uniform,0.008750205859541893,0.006099493242800236,0.0053014252334833145,7.196330989245325e-05,3.1187893910100684e-05,3.3200692996615544e-05,3.8856564060552046e-05,0.00020118245447520167,0.00010363422188675031,2.371803748246748e-05,3.598165494622663e-05,0.004570446442812681,0.001133545394986868,0.0011575872078537941,0.004570446442812681,0.011335453949868679,0.023151744157075882,0.0,0.0,0.00048179596364169685,0.5684584999689832,2.0999717712402344,0.0003865710168611258,0.0,0.003484420944005251,0.0,0.0025529374834150076,0.0,0.005042693577706814,0.0,0.004026996903121471,0.0,0.004157042596489191,0.0
2200,STAGE_B,200,2,2,990,1010,uniform,0.0035862773656845093,0.0025429034139961004,0.0020867479033768177,3.667121927719563e-05,3.821663995040581e-06,1.1488178643048741e-05,1.867333776317537e-05,0.00012694329780060798,5.6582506658742204e-05,2.5183164780173684e-06,1.8335609638597816e-05,0.0008348379051312804,0.0005360011942684651,0.0016098842024803162,0.0008348379051312804,0.00536001194268465,0.03219768404960632,0.0,0.0,0.0004806906110888606,0.5731648000073619,2.0999717712402344,0.0003535463474690914,0.0,0.0025321391876786947,0.0,0.0022026316728442907,0.0,0.00719836400821805,0.0,0.004284107591956854,0.0,0.0005567288608290255,0.0
2250,STAGE_B,250,2,0,1020,1020,uniform,0.0007823369232937694,0.0005856842617504299,0.00039330535219050944,2.433700683468487e-05,4.357606030680472e-06,9.39404981181724e-06,2.6066763894050382e-05,7.351839303737506e-05,2.9033453756710514e-05,3.6517660646495642e-06,1.2168503417342436e-05,0.00036388178705237806,0.00012045092880725862,0.0002815619809553027,0.00036388178705237806,0.001204509288072586,0.005631239619106054,0.0,0.0,0.0004795540267200685,0.4453897000057623,2.0999717712402344,0.00027054367819800973,0.0,0.0025182925164699554,0.0,0.002909770468249917,0.0,0.004120522644370794,0.0,0.0014032006729394197,0.0,0.0004943727399222553,0.0
2300,STAGE_B,300,2,0,10,10,source_active,0.02497951313853264,0.01699911430478096,0.015960795804858208,0.0007232497446238995,0.0005885286373086274,0.0008079210529103875,0.0011781061766669154,0.001434676581993699,0.00023237486311700195,9.789111936697736e-05,0.00036162487231194973,0.015062550082802773,0.000989686232060194,0.0016235705465078355,0.015062550082802773,0.00989686232060194,0.03247141093015671,0.0,0.0,0.0004783863644106502,0.44467470003291965,2.0999717712402344,0.009808598086237907,0.0,0.019991619512438774,0.0,0.016516469419002533,0.0,0.02956876903772354,0.0,0.008187229745090008,0.0,0.000774725223891437,0.0
2350,STAGE_B,350,2,0,240,240,uniform,0.029087170958518982,0.021719345822930336,0.014735652133822441,0.0004517741035670042,0.0004040927451569587,0.0003953145642299205,0.0005432486650533974,0.0011244562920182943,0.00019477395107969642,4.8758545744931325e-05,0.0002258870517835021,0.02538616582751274,0.001726546883583069,0.0013644397258758545,0.02538616582751274,0.01726546883583069,0.02728879451751709,0.0,0.0,0.0004771877822433911,0.43737380002858117,2.0999717712402344,0.0003731631441041827,0.0,0.005565301980823278,0.0,0.0044745332561433315,0.0,0.008267958648502827,0.0,0.005283460486680269,0.0,0.00169367587659508,0.0
2400,STAGE_B,400,2,0,20,20,source_active,0.04569952189922333,0.03455734625458717,0.02228435128927231,0.0013554512988775969,0.0016444333596155047,0.0012915540719404817,0.002366564702242613,0.002074735937640071,0.0006552287959493697,0.00010019014007411897,0.0006777256494387984,0.02060817740857601,0.0011924052610993387,0.024352030456066133,0.02060817740857601,0.011924052610993385,0.48704060912132263,0.0,0.0,0.0004759584424871302,0.4397886999649927,2.0999717712402344,0.00774142611771822,0.0,0.018983863294124603,0.0,0.020250996574759483,0.0,0.030938053503632545,0.0,0.011426384560763836,0.0,0.002105588326230645,0.0
2450,STAGE_B,450,2,0,1260,1260,uniform,0.002441451419144869,0.0019311878131702542,0.0010205269791185856,2.5389270376763307e-05,3.782407702601631e-06,1.9681639969348907e-05,2.1042109437985346e-05,7.21461619832553e-05,2.970288369397167e-05,5.98041833654861e-06,1.2694635188381653e-05,0.0004523354582488537,0.0016140792518854143,0.0007627392187714577,0.0004523354582488537,0.01614079251885414,0.015254784375429153,0.0,0.0,0.00047469851157479177,0.44117710000136867,2.0999717712402344,0.0001903849479276687,0.0,0.003622694406658411,0.0,0.0024774717167019844,0.0,0.004273265600204468,0.0,0.0033322665840387344,0.0,0.0016945510869845748,0.0
2500,STAGE_B,500,2,0,1230,1230,uniform,0.0007655335939489305,0.0005834436160512269,0.0003641799557954073,1.7082958947867155e-05,2.4979381123557687e-06,1.1302818165859208e-05,1.9173490727553144e-05,5.793915988761e-05,9.33263982005883e-06,2.251710156997433e-06,8.541479473933578e-06,0.0002818569482769817,0.00018883816665038466,0.0003234706586226821,0.0002818569482769817,0.0018883816665038466,0.006469413172453642,0.0,0.0,0.00047340816008085306,0.4438501999829896,2.0999717712402344,0.0002009239251492545,0.0,0.0025137944612652063,0.0,0.002505263313651085,0.0,0.004489513114094734,0.0,0.0029656512197107077,0.0,0.0001301627780776471,0.0
2550,STAGE_B,550,2,2,500,520,uniform,0.012100117281079292,0.008596444502472878,0.007007344625890255,7.663325231987983e-05,4.455139423953369e-05,3.4733722714008763e-05,6.616875907639042e-05,0.0002733607543632388,3.4660144592635334e-05,6.324743480945472e-06,3.8316626159939915e-05,0.006221323274075985,0.00306696854531765,0.0008589341305196285,0.006221323274075985,0.0306696854531765,0.01717868261039257,0.0,0.0,0.00047208756269825105,0.5782944999518804,2.0999717712402344,0.00021794963686261326,0.0,0.003099156077951193,0.0,0.0029218895360827446,0.0,0.006189949810504913,0.0,0.002338551450520754,0.0,0.00018317768990527838,0.0
2600,STAGE_B,600,2,0,1340,1340,uniform,0.0008014329941943288,0.0005822491366416216,0.00043836768600158393,1.4116783859208226e-05,3.907828613591846e-06,1.19501564768143e-05,1.757568315952085e-05,4.1505671106278896e-05,5.557271833822597e-06,4.204091055726167e-06,7.058391929604113e-06,0.0003185777459293604,0.0002270073164254427,0.00017348717665299773,0.0003185777459293604,0.002270073164254427,0.0034697435330599546,0.0,0.0,0.00047073689821473173,0.43695299996761605,2.0999717712402344,0.0002639044832903892,0.0,0.0026856176555156708,0.0,0.0023394133895635605,0.0,0.003938040696084499,0.0,0.002550247125327587,0.0,0.00018401382840238512,0.0
2650,STAGE_B,650,2,0,400,400,uniform,0.00842288974672556,0.006194267421960831,0.004457244649529457,0.00014048565935809165,8.282917406177148e-05,0.00010476652823854238,8.703397179488093e-05,0.00046065947390161455,8.88142894837074e-05,1.8810469555319287e-05,7.024282967904583e-05,0.00649295374751091,0.0009586933068931104,0.0004094002302736044,0.00649295374751091,0.009586933068931103,0.008188004605472088,0.0,0.0,0.00046935634948864547,0.44513399997958913,2.0999717712402344,0.0003297260554973036,0.0,0.004456161987036467,0.0,0.0031914180144667625,0.0,0.006309879943728447,0.0,0.0035161760170012712,0.0,0.00025423060287721455,0.0
2700,STAGE_B,700,2,2,880,900,uniform,0.0035628103651106358,0.0024910825304687023,0.002143455669283867,2.7457015676191077e-05,2.360173311899416e-06,1.2406423593347427e-05,1.7467449652031064e-05,6.086253051762469e-05,6.864259921712801e-05,3.0029218578420114e-06,1.3728507838095538e-05,0.0005105460295453668,0.00033775344491004944,0.001976681314408779,0.0005105460295453668,0.0033775344491004944,0.03953362628817558,0.0,0.0,0.0004679461034241906,0.5733856000006199,2.0999717712402344,0.00036131133674643934,0.0,0.003288889303803444,0.0,0.0023111237678676844,0.0,0.005815401673316956,0.0,0.006898756604641676,0.0,0.00018264491518493742,0.0
2750,STAGE_B,750,2,0,60,60,early_evolution,0.03812307119369507,0.02647583745419979,0.023294469341635704,0.0012228217674419284,0.0021909584756940603,0.0008198788273148239,0.001384588424116373,0.0025222282856702805,0.0003254915645811707,9.378461982123554e-05,0.0006114108837209642,0.026527732610702515,0.0011756931431591512,0.001342369429767132,0.026527732610702515,0.01175693143159151,0.026847388595342636,0.0,0.0,0.00046650635094610973,0.43940989999100566,2.0999717712402344,0.003624399658292532,0.0,0.020774327218532562,0.0,0.02091207355260849,0.0,0.0336216576397419,0.0,0.00949013326317072,0.0,0.0007701680879108608,0.0
2800,STAGE_B,800,2,0,0,0,source_active,0.03005266934633255,0.02087198570370674,0.01616794615983963,0.0003958516754209995,0.00023005287221167237,0.0004227054596412927,0.0002187688514823094,0.0008971222559921443,0.0005714010330848396,3.5059703805018216e-05,0.00019792583771049976,0.011743692681193352,0.0012686856091022492,0.012365721911191941,0.011743692681193352,0.012686856091022491,0.2473144382238388,0.10967110842466354,0.0,0.0004650372869738414,0.4308585000107996,2.0999717712402344,0.00904371589422226,0.0,0.01756398193538189,0.0,0.009680505841970444,0.0,0.025565236806869507,0.0,0.007199371233582497,0.0,0.0009002191363833845,0.0
2850,STAGE_B,850,2,0,810,810,uniform,0.0012471864465624094,0.0009633434237912297,0.0005676860455423594,3.1378480343846604e-05,2.1395835574367084e-06,1.1208006071683485e-05,1.9799759684246965e-05,8.673551201354712e-05,6.554747960763052e-05,2.8405461307556834e-06,1.5689240171923302e-05,0.0003789321053773165,0.000748420786112547,0.00021595857106149197,0.0003789321053773165,0.007484207861125469,0.004319171421229839,0.0,0.0,0.0004635391103951314,0.443614800053183,2.0999717712402344,0.00017960192053578794,0.0,0.003386738244444132,0.0,0.002545291557908058,0.0,0.00576052675023675,0.0,0.0014974633231759071,0.0,0.0010552622843533754,0.0
2900,STAGE_B,900,2,0,120,120,early_evolution,0.03682578355073929,0.025729071348905563,0.0221934225410223,0.0008789817802608013,0.000878558901604265,0.0008338451734744012,0.0013662467245012522,0.0019187036668881774,0.0002336362231289968,4.290032302378677e-05,0.00043949089013040066,0.023992186412215233,0.0015211445279419422,0.003311898186802864,0.023992186412215233,0.015211445279419422,0.06623796373605728,0.0,0.0,0.00046201202403910646,0.44764750002650544,2.0999717712402344,0.002676962874829769,0.0,0.012731066904962063,0.0,0.008104256354272366,0.0,0.01610657572746277,0.0,0.006969934329390526,0.0,0.0017695860005915165,0.0
2950,STAGE_B,950,2,0,110,110,early_evolution,0.032636310905218124,0.0236799418926239,0.017912738025188446,0.0010824913624674082,0.001688301214016974,0.0009181710775010288,0.0015454591484740376,0.0018759052036330104,0.00035979345557279885,0.00010731770453276113,0.0005412456812337041,0.024708323180675507,0.0012490693479776382,0.0029485076665878296,0.024708323180675507,0.012490693479776382,0.05897015333175659,0.0,0.0,0.00046045623464881436,0.4513677999493666,2.0999717712402344,0.0024183376226574183,0.0,0.012755714356899261,0.0,0.010058616288006306,0.0,0.016777582466602325,0.0,0.003244894789531827,0.0,0.0032677913550287485,0.0
3000,STAGE_B,1000,2,0,1230,1230,uniform,0.0030586873181164265,0.002275211038067937,0.0015669525600969791,1.580384559929371e-05,2.819375822582515e-06,1.1796442777267657e-05,2.5050869226106443e-05,4.03856611228548e-05,1.0627180017763749e-05,4.143537353229476e-06,7.901922799646854e-06,0.00020903155382256955,0.0001753866788931191,0.00259114932268858,0.00020903155382256955,0.001753866788931191,0.05182298645377159,0.0,0.0,0.0004588719528532341,0.44544400001177564,2.0999717712402344,0.00034049744135700166,0.0,0.0032447928097099066,0.0,0.0029078382067382336,0.0,0.004470614716410637,0.0,0.001244532992132008,0.0,0.0010718120029196143,0.0
3050,STAGE_B,1050,2,0,1210,1210,uniform,0.0012865180615335703,0.0009406926110386848,0.0006916509591974318,1.863692159531638e-05,2.845386461558519e-06,1.1874487427121494e-05,2.8825344998040237e-05,6.058665894670412e-05,5.507776677404763e-06,2.1818771074322285e-06,9.31846079765819e-06,0.0002786854456644505,0.0001927863690070808,0.0007089438848197461,0.0002786854456644505,0.001927863690070808,0.01417887769639492,0.0,0.0,0.00045725939313876043,0.44068360002711415,2.0999717712402344,0.0002663539198692888,0.0,0.0034400366712361574,0.0,0.0033726398833096027,0.0,0.0050711845979094505,0.0,0.0022032931447029114,0.0,0.00017384893726557493,0.0
3100,STAGE_B,1100,2,2,1330,1350,uniform,0.0026364235673099756,0.0018649144330993295,0.0015430182684212923,1.561872886668425e-05,2.0332863641669974e-06,9.508133189228829e-06,1.490723207098199e-05,5.736061211791821e-05,8.867457836458925e-06,1.0356445727666141e-06,7.809364433342125e-06,0.0004410261753946543,0.0006671609356999398,0.0010708141140639783,0.0004410261753946543,0.006671609356999397,0.021416282281279564,0.0,0.0,0.0004556187738201656,0.5688387000118382,2.0999717712402344,0.00018159186583943665,0.0,0.0023908792063593864,0.0,0.0024276848416775465,0.0,0.004215619061142206,0.0,0.0029062568210065365,0.0,0.00016948745178524405,0.0
3150,STAGE_B,1150,2,0,110,110,early_evolution,0.032666318118572235,0.02356407418847084,0.018204491585493088,0.0013603972038254142,0.0018573354464024305,0.001122217858210206,0.0016654139617457986,0.0022592954337596893,0.0011867110151797533,7.14097695890814e-05,0.0006801986019127071,0.024521684274077415,0.0019003871828317644,0.0018213853240013123,0.024521684274077415,0.019003871828317642,0.036427706480026245,0.0,0.0,0.00045395031701104307,0.4485026000184007,2.0999717712402344,0.003769219620153308,0.0,0.01601294055581093,0.0,0.012188758701086044,0.0,0.021361419931054115,0.0,0.005391526967287064,0.0,0.0008741064229980111,0.0
3200,STAGE_B,1200,2,0,1400,1400,uniform,0.0008526705205440521,0.0006516315042972565,0.0004020780907012522,2.080747071886435e-05,3.2201676276599756e-06,1.510844685981283e-05,2.9583205105154775e-05,5.313842120813206e-05,1.9355593394720927e-05,4.438990345079219e-06,1.0403735359432176e-05,0.0003147493116557598,0.00025579242501407864,0.0003202394349500537,0.0003147493116557598,0.002557924250140786,0.006404788699001074,0.0,0.0,0.0004522542485937369,0.44598810002207756,2.0999717712402344,0.0003167945542372763,0.0,0.0037598533090204,0.0,0.003619168419390917,0.0,0.004258413799107075,0.0,0.002605295740067959,0.0,0.0006572619313374162,0.0
3250,STAGE_B,1250,2,2,410,430,uniform,0.01778516359627247,0.012341916561126709,0.010886493138968945,0.00014766417734790593,0.00011507229646667838,7.422599446726963e-05,0.00015413192159030586,0.000455079396488145,6.757036317139864e-05,1.990505916182883e-05,7.383208867395297e-05,0.011094512417912483,0.001852400228381157,0.0007765938993543387,0.011094512417912483,0.01852400228381157,0.015531877987086773,0.0,0.0,0.00045053079818876095,0.5739848000230268,2.0999717712402344,0.000509164237882942,0.0,0.005053653847426176,0.0,0.003942018840461969,0.0,0.007020347286015749,0.0,0.0030869189649820328,0.0,0.001059149275533855,0.0
3300,STAGE_B,1300,2,0,0,0,source_active,0.06790648400783539,0.025171440094709396,0.022875187918543816,0.00039395372732542455,0.00021491081861313432,0.0003251184825785458,0.00017249381926376373,0.0007698577246628702,0.0008305342053063214,5.0807171646738425e-05,0.00019697686366271228,0.009214984253048897,0.0010614671744406223,0.016994261741638185,0.009214984253048897,0.010614671744406223,0.33988523483276367,3.1297454833984375,0.0,0.00044878019912371195,0.4282979000126943,2.0999717712402344,0.007510665338486433,0.0,0.016880303621292114,0.0,0.009299431927502155,0.0,0.02633156254887581,0.0,0.009451348334550858,0.0,0.0042272512800991535,0.0
3350,STAGE_B,1350,2,0,60,60,early_evolution,0.03479445353150368,0.024442434310913086,0.020704038441181183,0.0011669582454487681,0.001799946534447372,0.0008096640813164413,0.001163058215752244,0.0026678370777517557,0.00027047074399888515,0.0002907727612182498,0.0005834791227243841,0.024120371788740158,0.001093186065554619,0.0023837912827730182,0.024120371788740158,0.010931860655546188,0.04767582565546036,0.0,0.0,0.00044700268840168044,0.44958040001802146,2.0999717712402344,0.003606316400691867,0.0,0.02035588026046753,0.0,0.02028021402657032,0.0,0.030083587393164635,0.0,0.008342873305082321,0.0,0.0021305219270288944,0.0
3400,STAGE_B,1400,2,2,610,630,uniform,0.004514508880674839,0.003151309909299016,0.002726397942751646,5.531816714210436e-05,1.0931558790616691e-05,1.968210744962562e-05,3.702024696394801e-05,0.0001360058377031237,4.502629963099025e-05,8.32429577712901e-05,2.765908357105218e-05,0.0017191004008054733,0.0009051443077623845,0.0009243180975317955,0.0017191004008054733,0.009051443077623844,0.01848636195063591,0.0,0.0,0.00044519850666916485,0.5719000999815762,2.0999717712402344,0.00048605783376842737,0.0,0.004483194090425968,0.0,0.003482166677713394,0.0,0.005320929456502199,0.0,0.0032536324579268694,0.0,0.009339210577309132,0.0
3450,STAGE_B,1450,2,0,0,0,source_active,0.019532183185219765,0.013200217857956886,0.012206729501485825,0.0003112134581897408,0.00023584238078910857,0.0003607760008890182,0.00020585276070050895,0.000828146527055651,0.00016107918054331094,7.558387005701661e-05,0.0001556067290948704,0.010061968117952347,0.0012015108950436115,0.002774620056152344,0.010061968117952347,0.012015108950436115,0.055492401123046875,0.022860011085867882,0.0,0.000443367898183491,0.4310479999985546,2.0999717712402344,0.008541366085410118,0.0,0.017114555463194847,0.0,0.009488092735409737,0.0,0.027104053646326065,0.0,0.008740890771150589,0.0,0.0026764734648168087,0.0
3500,STAGE_B,1500,2,0,20,20,source_active,0.017586402595043182,0.014362679794430733,0.006447445601224899,0.0010890198173001409,0.0015899775316938758,0.0008360178326256573,0.0016849213279783726,0.0015455615939572453,0.0006662692758254707,0.00021137119620107114,0.0005445099086500704,0.01961185410618782,0.0007333965506404639,0.0013881525024771692,0.01961185410618782,0.007333965506404638,0.02776305004954338,0.0,0.0,0.0004415111107797445,0.4469851999892853,2.0999717712402344,0.006202095188200474,0.0,0.020170368254184723,0.0,0.02318723313510418,0.0,0.028037406504154205,0.0,0.008000594563782215,0.0,0.0017451021121814847,0.0
3550,STAGE_B,1550,2,0,1170,1170,uniform,0.000539628614205867,0.0003993218997493386,0.0002806133998092264,1.6768028217484243e-05,2.527356173231965e-06,1.0031805686594453e-05,1.7887343346956186e-05,4.173254274064675e-05,2.487856545485556e-05,3.5505497635313077e-06,8.384014108742122e-06,0.00022862755577079952,0.00012435098178684712,0.0001566678285598755,0.00022862755577079952,0.0012435098178684711,0.0031333565711975098,0.0,0.0,0.00043962839583721724,0.44530439999653026,2.0999717712402344,0.00034704513382166624,0.0,0.003246781649067998,0.0,0.0026770844124257565,0.0,0.004082787316292524,0.0,0.001928673475049436,0.0,0.00020590001076925546,0.0
3600,STAGE_B,1600,2,2,50,70,early_evolution,0.07111786305904388,0.048678651452064514,0.04487842321395874,0.001092254533432424,0.0009724764968268573,0.000768414989579469,0.0018350670579820871,0.0025729562621563673,0.0002401182136964053,0.00016449426766484976,0.000546127266716212,0.025823097676038742,0.0016347127035260202,0.024474941194057465,0.025823097676038742,0.0163471270352602,0.4894988238811493,0.0,0.0,0.0004377200082453748,0.5720966999651864,2.0999717712402344,0.0037932477425783873,0.0,0.0158245712518692,0.0,0.017548298463225365,0.0,0.025388145819306374,0.0,0.00805592816323042,0.0,0.0011017322540283203,0.0
3650,STAGE_B,1650,2,0,20,20,source_active,0.015239467844367027,0.01180029846727848,0.006878337822854519,0.0007415045402012765,0.0017029116861522198,0.000399965385440737,0.000817366293631494,0.0010068562114611268,0.0004332242242526263,8.870339661370963e-05,0.00037075227010063827,0.013181915506720543,0.0007089820224791765,0.0024606097489595414,0.013181915506720543,0.007089820224791765,0.049212194979190826,0.0,0.0,0.00043578620636934855,0.4490593000082299,2.0999717712402344,0.0047549111768603325,0.0,0.01496870443224907,0.0,0.018146328628063202,0.0,0.023604677990078926,0.0,0.006937731988728046,0.0,0.0013249210314825177,0.0
3700,STAGE_B,1700,2,0,540,540,uniform,0.002383377170190215,0.0017487590666860342,0.00126923609059304,5.49446813238319e-05,2.867262446670793e-05,2.5335612008348107e-05,6.562040653079748e-05,0.00018888046906795353,1.5485155017813668e-05,5.673797204508446e-06,2.747234066191595e-05,0.0017721771728247404,0.00035820878110826015,7.042387733235955e-05,0.0017721771728247404,0.0035820878110826015,0.001408477546647191,0.0,0.0,0.0004338272520149572,0.451499100017827,2.0999717712402344,0.00042509520426392555,0.0,0.004415321629494429,0.0,0.0038821601774543524,0.0,0.006077697966247797,0.0,0.002796198707073927,0.0,0.0002792946179397404,0.0
3750,STAGE_B,1750,2,2,260,280,uniform,0.03499193489551544,0.02387930080294609,0.022225271910429,0.00028182059759274125,0.00019116037583444268,0.0002666407963261008,0.00023593849618919194,0.0007842848426662385,0.00017570496129337698,3.719405867741443e-05,0.00014091029879637063,0.020879780873656273,0.003108349442481995,0.001404290832579136,0.020879780873656273,0.031083494424819946,0.028085816651582718,0.0,0.0,0.0004318434103932622,0.5711673999903724,2.0999717712402344,0.0005313560250215232,0.0,0.006680272985249758,0.0,0.005684670526534319,0.0,0.008194547146558762,0.0,0.0019065884407609701,0.0,0.0003749113529920578,0.0
3800,STAGE_B,1800,2,2,200,220,uniform,0.06168726459145546,0.04314398020505905,0.037086568772792816,0.0009457356063649058,0.0007778835133649409,0.0013353588292375207,0.0014955137157812715,0.001664628623984754,0.000280212756479159,0.00012081587192369625,0.0004728678031824529,0.040204741060733795,0.00758916661143303,0.0009346194565296173,0.040204741060733795,0.07589166611433029,0.018692389130592346,0.0,0.0,0.0004298349500846628,0.5808409000164829,2.0999717712402344,0.0023621961008757353,0.0,0.016011429950594902,0.0,0.01050625555217266,0.0,0.016814500093460083,0.0,0.00418813107535243,0.0,0.0008863886469043791,0.0
3850,STAGE_B,1850,2,0,0,0,source_active,0.0237763449549675,0.01703348569571972,0.01348571851849556,0.00029993054340593517,0.0002198147849412635,0.0003159790358040482,0.00020549602049868554,0.0007866480154916644,0.00017245823983103037,9.91871565929614e-05,0.00014996527170296758,0.00862431712448597,0.0011364481411874296,0.01067052334547043,0.00862431712448597,0.011364481411874294,0.21341046690940857,0.0,0.0,0.00042780214300253426,0.4304647000390105,2.0999717712402344,0.008330166339874268,0.0,0.018013112246990204,0.0,0.010112590156495571,0.0,0.028286509215831757,0.0,0.009649278596043587,0.0,0.0014791195280849934,0.0
3900,STAGE_B,1900,2,0,0,0,source_active,0.020198553800582886,0.013998622074723244,0.012399861589074135,0.00031488254899159074,0.00022397229622583836,0.0003325116413179785,0.00020826795662287623,0.000771528051700443,0.00015220895875245333,0.000200806200155057,0.00015744127449579537,0.007517974358052015,0.0013634315691888332,0.0065585352480411535,0.007517974358052015,0.013634315691888332,0.13117070496082306,0.0,0.0,0.0004257452643564155,0.4330369000090286,2.0999717712402344,0.009936350397765636,0.0,0.020687278360128403,0.0,0.012798947282135487,0.0,0.0279548279941082,0.0,0.009562852792441845,0.0,0.001784646650776267,0.0
3950,STAGE_B,1950,2,0,50,50,early_evolution,0.03335440903902054,0.022895239293575287,0.020918335765600204,0.0013539583887904882,0.0019460662733763456,0.001053558778949082,0.001635900465771556,0.002242565155029297,0.0010802143951877952,0.00016544520622119308,0.0006769791943952441,0.020471004769206047,0.0011994870379567148,0.002524670772254467,0.020471004769206047,0.011994870379567146,0.05049341544508934,0.0,0.0,0.00042366459261474935,0.4386256000143476,2.0999717712402344,0.00598281342536211,0.0,0.02239772118628025,0.0,0.023870103061199188,0.0,0.0371052585542202,0.0,0.008142329752445221,0.0,0.004907755646854639,0.0
4000,STAGE_B,2000,2,2,0,20,uniform,0.036477766931056976,0.025731448084115982,0.021492639556527138,0.0006963246269151568,0.0014628767967224121,0.00044406435335986316,0.001000824267975986,0.0010318468557670712,0.00014069120516069233,9.76439769146964e-05,0.0003481623134575784,0.011635839939117432,0.0018775369971990585,0.016108720004558565,0.011635839939117432,0.018775369971990585,0.32217440009117126,0.0,0.0,0.00042156040946718344,0.5661245000083,2.0999717712402344,0.004652772564440966,0.0,0.014546329155564308,0.0,0.017915045842528343,0.0,0.020804524421691895,0.0,0.007461668457835913,0.0,0.001197278848849237,0.0
4050,STAGE_C,50,4,8,470,550,uniform,0.03461097925901413,0.02368563786149025,0.02185068093240261,5.470222095027566e-05,3.467761416686699e-05,2.8559839847730473e-05,5.484981738845818e-05,0.00014567867037840188,5.675280772265978e-05,7.694591658946592e-06,2.735111047513783e-05,0.01448789518326521,0.005042978748679161,0.005964112281799317,0.01448789518326521,0.05042978748679161,0.11928224563598633,0.0,0.0,0.00041943299978643313,1.4030085999984294,2.836212158203125,0.0003602743672672659,0.0,0.004409358836710453,0.0,0.004022730980068445,0.0,0.005195246543735266,0.0,0.006416391581296921,0.0,0.00026903985417447984,0.0
4100,STAGE_C,100,4,4,30,70,uniform,0.05559363216161728,0.0388253778219223,0.03353651240468025,0.0012105677742511034,0.001284584403038025,0.0010555876651778817,0.001744355191476643,0.002463837154209614,0.0006405629101209342,7.44792923796922e-05,0.0006052838871255517,0.03183429688215256,0.003986379876732826,0.006750308722257615,0.03183429688215256,0.03986379876732826,0.13500617444515228,0.0,0.0,0.0004172826515897146,1.1303323000320233,2.836212158203125,0.003031789790838957,0.0,0.015423499047756195,0.0,0.013477982021868229,0.0,0.019244400784373283,0.0,0.008355824276804924,0.0,0.0010909204138442874,0.0
4150,STAGE_C,150,4,0,10,10,source_active,0.016549373045563698,0.013421658426523209,0.006255428306758404,0.001010036445222795,0.0015116973081603646,0.0007147913565859199,0.0011823116801679134,0.0017487563891336322,0.000743382319342345,0.0001592792250448838,0.0005050182226113975,0.018630042672157288,0.0009875399060547353,0.003562627732753754,0.018630042672157288,0.009875399060547352,0.07125255465507507,0.0,0.0,0.0004151096559997519,0.8616652999771759,2.836212158203125,0.007791453972458839,0.0,0.02297266758978367,0.0,0.022412659600377083,0.0,0.02980760857462883,0.0,0.009681540541350842,0.0,0.001294717425480485,0.0
4200,STAGE_C,200,4,8,780,860,uniform,0.009317394345998764,0.006463665049523115,0.005707459524273872,2.688275526452344e-05,7.288668712135404e-06,1.3778447282675188e-05,2.6526500732870772e-05,7.085713150445372e-05,3.425210525165312e-05,8.593680831836537e-06,1.344137763226172e-05,0.004185739904642105,0.0016100287437438967,0.0013736730441451074,0.004185739904642105,0.016100287437438965,0.027473460882902145,0.0,0.0,0.0004129143072053638,1.3973493999801576,2.836212158203125,0.00037928036181256175,0.0,0.003984551876783371,0.0,0.00335682462900877,0.0,0.004707807675004005,0.0,0.0032323815394192934,0.0,0.0003807231259997934,0.0
