method,scenario_id,time_s,budget_fraction,selected_patch_count,eligible_patch_count,active_cell_coverage_fraction
SmoothOracleV2_B10,JILONG_EI_0019,970,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,980,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,990,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1000,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1010,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1020,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1030,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1040,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1050,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1060,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1070,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1080,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1090,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1100,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1110,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1120,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1130,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1140,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1150,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1160,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1170,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1180,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1190,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1200,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1210,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1220,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1230,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1240,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1250,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1260,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1270,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1280,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1290,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1300,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1310,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1320,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1330,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1340,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1350,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1360,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1370,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1380,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1390,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1400,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1410,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1420,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1430,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0019,1440,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,10,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,20,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,30,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,40,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,50,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,60,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,70,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,80,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,90,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,100,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,110,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,120,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,130,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,140,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,150,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,160,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,170,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,180,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,190,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,200,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,210,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,220,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,230,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,240,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,250,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,260,0.1,19,182,0.10529822116378618
SmoothOracleV2_B10,JILONG_EI_0029,270,0.1,19,182,0.10529822116378618
