change_region_h_rel_l2,change_region_hu_rel_l2,change_region_hv_rel_l2,change_region_c_rel_l2,change_region_ice_rel_l2,change_region_dz_rel_l2,change_region_momentum_rel_l2,newly_wet_iou,newly_wet_precision,newly_wet_recall,front_zone_h_rel_l2,front_zone_momentum_rel_l2,front_zone_wet_iou,method,scenario_id
0.8022433415832705,0.5501303117390279,0.6620351555809946,0.44789403604056677,0.6567876836067564,0.9674957832143052,0.6091043099966342,0.008813971276580854,0.008846873471114814,0.7032584417290764,0.9474652190096193,0.9522262298561278,0.5753343574729302,FrozenGlobal,JILONG_EI_0009
0.8018834694740863,0.5420612473033399,0.5293723366241737,0.44592401909121504,0.6645004019463956,0.9690468022715261,0.5354342586795394,0.009446767971849677,0.009477952916866945,0.7416774751405102,0.9425433650652951,0.9505037243457831,0.6049987455302209,FrozenGlobal,JILONG_EI_0019
0.8003802150296607,0.5427893418270993,0.6035797428389665,0.4735122989466186,0.6674346736016302,0.9684653039773531,0.5751318037408467,0.00848260239626459,0.008513267013782343,0.701935914552737,0.9456017494518016,0.9448559728108163,0.5971409667448065,FrozenGlobal,JILONG_EI_0029
0.802134198312757,0.5432503599991004,0.5119148955457495,0.4882268599565907,0.6746239496997244,0.9673195073244646,0.5270245302081243,0.008915091907155724,0.008943886411661394,0.7346864009378663,0.9421803664765495,0.9412011673237198,0.6359549353129123,FrozenGlobal,JILONG_EI_0039
0.8091115017410052,0.5669829356437057,0.6003061497997162,0.4744819090142925,0.6961493880342086,0.9638914278247707,0.5843495577124268,0.008608552200360584,0.008651013348206496,0.6368788966559608,0.9487051073839355,0.9461457598852107,0.580717671381555,FrozenGlobal,JILONG_EI_0049
0.802377091400228,0.5366215352178447,0.5651132619904842,0.4639761808418066,0.6561109170902404,0.9659211683211828,0.551699138320177,0.009318380414722317,0.009352749690212912,0.7171759453048695,0.945349733128861,0.9435564631674895,0.5991852411197106,FrozenGlobal,JILONG_EI_0059
0.8083136138827857,0.5645000644805501,0.5763242738031166,0.4766204447848681,1.0730952520080987,0.9725484249415156,0.5705796040891604,0.00874216611929175,0.008782812998875579,0.6538560909443224,0.949595424820844,0.9515242581490367,0.5752821727594108,FrozenGlobal,JILONG_EI_0069
0.8048957301278932,0.5393986717804916,0.5227347497895254,0.472412456824638,0.7469341269436799,0.9665444269961331,0.5306476163407499,0.009552347448605806,0.009588764931867806,0.715516632530546,0.9459630306704323,0.9414994142808505,0.5911123118462718,FrozenGlobal,JILONG_EI_0079
0.8076544903656772,0.5601004516449162,0.6313475327853139,0.4607893042641677,0.6693032288268164,0.9643084902467409,0.5970652936172636,0.008476353047494728,0.008513453547944652,0.6604493960067597,0.947763996111553,0.9524424390596384,0.5817253977419119,FrozenGlobal,JILONG_EI_0089
0.8048251808147314,0.53976421979629,0.5801393336568373,0.46353761108384595,0.673176793269643,0.9653084945587805,0.5612337847638483,0.009312661712504508,0.009348156774592513,0.7103656445084723,0.9464672047128545,0.9375112949539558,0.6148541833962098,FrozenGlobal,JILONG_EI_0099
0.806410912432322,0.5400717349559011,0.4991394638925353,0.43698742510358907,0.68755729176531,0.9659175047524869,0.5188817505445789,0.00982020383216727,0.009855013434288223,0.735464907878701,0.9433486501488652,0.9502228311585531,0.5940200020736881,FrozenGlobal,JILONG_EI_0109
0.8005812413304574,0.5309086672190559,0.49500772750519173,0.4624994521992562,0.6868426714417012,0.9632243769012793,0.5118004216962028,0.00919858393671421,0.00922615626503841,0.7547816385081287,0.9329913000921968,0.9512308412930262,0.6393368430109502,FrozenGlobal,JILONG_EI_0119
0.8023409037289521,0.5525656762074002,0.6204665588614142,0.47825118638062414,0.6894360375451825,0.9720126865649852,0.5884928162631882,0.008067656317534875,0.008099199449506338,0.674426040800665,0.945627535207563,0.9556156536690656,0.5854766660562968,FrozenGlobal,JILONG_EI_0129
0.796890219386443,0.5319141169828197,0.5512110768168842,0.4806074840803016,0.6530902886092441,0.9687081741604383,0.5421385497301706,0.008932108142931142,0.00896313321784345,0.7207080640629391,0.9425815763447943,0.9444713378177347,0.6157843748814256,FrozenGlobal,JILONG_EI_0139
0.7944949695964446,0.5400840810324171,0.6247461457135779,0.452808340356319,0.6529455054766792,0.9737694802311639,0.5852618535557875,0.00868338047136933,0.008712258912698136,0.7237313844456702,0.9439569341942422,0.9571328560970157,0.5837800390658168,FrozenGlobal,JILONG_EI_0149
0.8039074215121133,0.5391705331430792,0.5286701990438973,0.46231795056246905,0.638498692698305,0.9672169431655615,0.5335971320149508,0.009454298101980174,0.009485361256623684,0.742728147435423,0.9436349899593757,0.9391220950191566,0.6179977352414286,FrozenGlobal,JILONG_EI_0159
0.800789016849913,0.5496129000353476,0.5621070289135169,0.4326780613277143,0.6427937376150078,0.9663386225498829,0.5560882858389599,0.008989554420831833,0.009021928380841565,0.7147092513981538,0.9484967802374158,0.9634388763689931,0.5820945705661001,FrozenGlobal,JILONG_EI_0169
0.8087183620368427,0.5410303147353562,0.5411189494248946,0.45080889562295007,0.6450707469418522,0.9649846818449416,0.5410761208886141,0.009549316551961007,0.009587201989796639,0.7073052060888302,0.9470844919775774,0.941620113488121,0.5857026327477908,FrozenGlobal,JILONG_EI_0179
0.7961921678611631,0.5281901974327823,0.5032122105134661,0.43440200217533315,0.6222074238381672,0.9646105226750354,0.5149157672050194,0.009435997336028705,0.009466477028412662,0.7455898771864533,0.9361973905992771,0.9534720923686993,0.619900231411568,FrozenGlobal,JILONG_EI_0189
0.8018385017151535,0.5372876587819271,0.5140292269854868,0.46995899137711494,0.7342171728787035,0.9729520373505319,0.52491337491718,0.009154761087814114,0.009182845789211273,0.74958238420653,0.9406730555151677,0.9396105064583322,0.6105012831383244,FrozenGlobal,JILONG_EI_0199
0.9973856916017493,0.9999733728349237,0.9999597897972237,1.0,1.0,1.0,0.9999665271553699,0.0010803434354921249,0.007969798657718121,0.0012481934042832743,0.9350296051776347,0.9952835522443543,0.7225489760728221,Persistence,JILONG_EI_0009
0.9970744102616159,0.9999697327356704,0.9999554360792693,1.0,1.0,1.0,0.9999622238567265,0.0009349872218413015,0.006880733944954129,0.00108084738434933,0.9297896960706208,0.9947464633773244,0.7440307935701735,Persistence,JILONG_EI_0019
0.996908949157125,0.9999682922707223,0.9999482643971966,1.0,1.0,1.0,0.9999579012665286,0.0017526006331976482,0.011317999269806499,0.0020694259012016022,0.9346624455547108,0.9953158359678369,0.7281132046879726,Persistence,JILONG_EI_0029
0.9965919128364675,0.9999636336139092,0.999945290449974,1.0,1.0,1.0,0.9999539993621682,0.0016955310645512898,0.009675190048375951,0.0020515826494724504,0.9297941894478857,0.9948306811994605,0.7453578032453121,Persistence,JILONG_EI_0039
0.997096295215389,0.9999720617711364,0.9999516114015703,1.0,1.0,1.0,0.9999615496632697,0.0014596961669459912,0.010207939508506616,0.0017003589646703192,0.9337186740529145,0.9955932869391522,0.7082764642381713,Persistence,JILONG_EI_0049
0.9970300472671195,0.9999677355938387,0.9999524818450212,1.0,1.0,1.0,0.999959761738392,0.001321083288296403,0.009397693293464331,0.0015348123343100321,0.9312795078108123,0.9948972792904249,0.7397941965076619,Persistence,JILONG_EI_0059
0.9970472082775149,0.9999707116785883,0.9999500880965386,1.0,1.0,1.0,0.9999601612995851,0.0016707087038534088,0.009987113402061855,0.0020023252809714506,0.9336292318479362,0.9954119816956097,0.7156004353415479,Persistence,JILONG_EI_0069
0.9968540389570988,0.9999659300154293,0.999950001477419,1.0,1.0,1.0,0.9999575028602994,0.0019206530220274892,0.012628255722178374,0.0022600466134614027,0.9302845629545448,0.9948187856930044,0.7410958727157154,Persistence,JILONG_EI_0079
0.9971678433985895,0.9999723888908739,0.9999516889073301,1.0,1.0,1.0,0.9999619582731419,0.001412275936990766,0.01057340382269215,0.0016273393002441008,0.9354761744546202,0.9956036679917989,0.71133890824199,Persistence,JILONG_EI_0089
0.9969005411352665,0.9999671975390925,0.999948652229799,1.0,1.0,1.0,0.9999575025449169,0.0014997000599880025,0.011803588290840416,0.0017150305275433902,0.9342928976842099,0.9951176919346139,0.738688530827969,Persistence,JILONG_EI_0099
0.9971971005745195,0.9999712931150498,0.9999573480347511,1.0,1.0,1.0,0.9999639368486176,0.000951655881233346,0.008205689277899343,0.0010753459029321098,0.930202873471759,0.9948251699958175,0.7422281029235663,Persistence,JILONG_EI_0109
0.9967164060938621,0.9999636450943727,0.9999513869633121,1.0,1.0,1.0,0.9999570139386937,0.001085481682496608,0.007246376811594203,0.001275103602167676,0.9202429369696418,0.9943946582122583,0.756247396103797,Persistence,JILONG_EI_0119
0.9969976318436012,0.9999705927118073,0.9999490119492509,1.0,1.0,1.0,0.9999594853811641,0.0018054265965129475,0.009249471458773785,0.0022382810001918526,0.9338980820614574,0.9954890430134811,0.7144963175242786,Persistence,JILONG_EI_0129
0.9969043129564156,0.9999668245524473,0.9999507862046958,1.0,1.0,1.0,0.9999583978972721,0.001942776404097492,0.011857707509881422,0.0023180668727170554,0.9293921785966043,0.9947549736023052,0.7389282146837938,Persistence,JILONG_EI_0139
0.9973199397917195,0.9999717097214366,0.9999602799712471,1.0,1.0,1.0,0.9999658172849594,0.0010625737898465172,0.007334963325183374,0.0012410369553226695,0.9316985219650495,0.9949506799818416,0.728168079730074,Persistence,JILONG_EI_0149
0.9967433387057323,0.9999656392974676,0.999949340925473,1.0,1.0,1.0,0.9999569485136024,0.00139099645928174,0.009454232917920068,0.0016283028643327658,0.9307063001526826,0.9950929967328187,0.748445432221852,Persistence,JILONG_EI_0159
0.9974416208830063,0.9999740428784746,0.9999601445838792,1.0,1.0,1.0,0.9999668787708359,0.0009012256669069935,0.00825082508250825,0.001010713563776026,0.9373704651673065,0.9953586588720845,0.7297569045319158,Persistence,JILONG_EI_0169
0.9971410304017909,0.9999700087979686,0.9999551836426439,1.0,1.0,1.0,0.9999623475308991,0.001221971039286369,0.01,0.0013901438798915688,0.9327614950542081,0.9952080039512697,0.7353465793309788,Persistence,JILONG_EI_0179
0.9973132259332198,0.9999702829580951,0.999962031979021,1.0,1.0,1.0,0.9999658482667323,0.0007841599686336013,0.006382978723404255,0.000893189430591738,0.9235807478493203,0.994296531769234,0.7464404151086832,Persistence,JILONG_EI_0189
0.996682137016786,0.9999642209342527,0.9999500501283607,1.0,1.0,1.0,0.9999566035502173,0.0015816047204817811,0.007890743550834597,0.0019741837509491267,0.9267298729956808,0.9948713563950253,0.746578036357372,Persistence,JILONG_EI_0199
0.7590592790860402,0.5254537656983208,0.5821988373378033,0.46453909762806717,0.5987505758378097,0.8051820030844362,0.5547786060333694,0.043207379898926764,0.04404336038846111,0.69478386545789,0.9027582043701415,0.8872445724756122,0.7459082284492996,RandomPerfect_B05,JILONG_EI_0009
0.7579308857989681,0.5130228991145774,0.4938140615654024,0.48295558073109757,0.7119783788868156,0.8297069363329543,0.5030254789691043,0.10740039521193499,0.11143194504079004,0.7480184464620262,0.8112305860847164,0.730966013055699,0.7702674859093571,RandomPerfect_B05,JILONG_EI_0019
0.792650399164331,0.5333451644501466,0.5285109953126783,0.49206251223353453,0.6637988452065344,0.85838446510718,0.5308425493302982,0.045549952533988275,0.04646452082907631,0.69826435246996,0.8605849826524753,0.8535498954664872,0.7566981523973697,RandomPerfect_B05,JILONG_EI_0029
0.7479307387422479,0.5006145881241646,0.476575214729929,0.5050755639403378,0.721051944100462,0.7693527904490302,0.48813613099827263,0.07256354040948661,0.07441666300478973,0.7445046893317703,0.8841786965126427,0.8674976448176837,0.7627242408040885,RandomPerfect_B05,JILONG_EI_0039
0.7471824180103913,0.5355473590178886,0.5463711439948699,0.4902944790880305,0.7045063193649824,0.8641232083057305,0.5411381805614117,0.04976009126597993,0.051106964745499035,0.6537565337867624,0.9056845059862961,0.8761185845576894,0.7163125957089328,RandomPerfect_B05,JILONG_EI_0049
0.7790000431828753,0.5286115882234887,0.48157238268796543,0.49508000324166,0.6873153443471957,0.835286160897012,0.5045692072425297,0.05902401328689073,0.060453028557928,0.7140365564392354,0.8394670769547556,0.7910722075253733,0.7768194459206019,RandomPerfect_B05,JILONG_EI_0059
0.7551497453391778,0.5301405043900603,0.5069739132278845,0.4912842197671861,1.0879850884666482,0.827130216626334,0.5184184944819185,0.04483268276045022,0.04576441662941439,0.6877018473065496,0.8520952774821187,0.8159466333944252,0.7369538615835733,RandomPerfect_B05,JILONG_EI_0069
0.803055042917884,0.5362571102740563,0.481087637820491,0.5034846945791401,0.7431170484484003,0.8261190544206802,0.5078162542792483,0.05482215188835501,0.05608840817193958,0.7083127339501377,0.8441544223655187,0.8385859018611134,0.7769339475064089,RandomPerfect_B05,JILONG_EI_0079
0.7217044958711611,0.5232684736257877,0.5548893217173309,0.4801227660280421,0.688758833919627,0.8459474384173356,0.5394338738149148,0.05034765391168209,0.0515445935689469,0.6843587657257307,0.9158395792128671,0.8965099591458854,0.7268722750256882,RandomPerfect_B05,JILONG_EI_0089
0.7312963401920071,0.5243670631176436,0.47974338766674696,0.4855401663999568,0.7030230640965649,0.8658349418590477,0.5015343999446555,0.0531997705670272,0.05436608661520345,0.7126294848048296,0.9085409428025777,0.8755359633988491,0.7582933721354272,RandomPerfect_B05,JILONG_EI_0099
0.7990009808743959,0.5280704761813642,0.47526762361004793,0.4852153847759334,0.7020175770621928,0.8826857784821547,0.500910126124892,0.06146812597614759,0.06285105914314035,0.7363968743279088,0.8676756870097897,0.8635179567867068,0.7695068524611951,RandomPerfect_B05,JILONG_EI_0109
0.8141108288691099,0.525117619694508,0.4402247806282313,0.49873935780321865,0.6952023542668582,0.8037770140885667,0.48105756592747284,0.0777491617668497,0.0796508637140534,0.7650621613006057,0.8713866471157957,0.8523529026228714,0.7627830777582547,RandomPerfect_B05,JILONG_EI_0119
0.7385197590861853,0.5310811662761074,0.5865975837606563,0.4897954338274804,0.6601144255538415,0.7377707874455416,0.5603422461302575,0.0832641683762156,0.08665889773532935,0.6800537187440046,0.8781026009495613,0.876354644061985,0.7433806587266398,RandomPerfect_B05,JILONG_EI_0129
0.7859424058271329,0.5319340328957282,0.5052114152155114,0.5110513949287666,0.6837914127130243,0.8730486543653638,0.5180656201624568,0.045558890258499025,0.04639496436579298,0.7165636414723237,0.8715708886390013,0.8654742169409049,0.7584719716095868,RandomPerfect_B05,JILONG_EI_0139
0.7798402607333773,0.5198749623689808,0.49072456598178904,0.4629736560005808,0.5929631818691208,0.7697776736811247,0.5050570206018812,0.032630333446169425,0.033040464899812584,0.7244208494208494,0.8908392507519671,0.858563921414605,0.7535771507773867,RandomPerfect_B05,JILONG_EI_0149
0.7997209168929541,0.5193913668876089,0.47735838632247213,0.4926500998678086,0.7044945935654374,0.8889715239271406,0.49742024661702305,0.06165390691457042,0.06294040293767368,0.751017689290208,0.897232810383479,0.8833927437346362,0.7651985633949995,RandomPerfect_B05,JILONG_EI_0159
0.787385990128572,0.5522999683951877,0.5315490970354202,0.46846588370970804,0.6878156476841056,0.9333606719707846,0.5417028260994313,0.04977742754082059,0.050784839203675346,0.7150461559194125,0.8332745175399092,0.852743751564775,0.7745792541791456,RandomPerfect_B05,JILONG_EI_0169
0.8083108541910884,0.5238110061977229,0.4948559973057323,0.47692344430641653,0.6342339211364029,0.8629084758669071,0.50905341315574,0.052220003072668615,0.05336508268787942,0.7087648571627163,0.8341869134174483,0.7629963952651355,0.7566425496640645,RandomPerfect_B05,JILONG_EI_0179
0.7712077734772197,0.5244459179040514,0.4741474684944029,0.4705520587875173,0.6640399538001246,0.87281305011772,0.49804353104688615,0.05400942768116328,0.05497424776362158,0.7547450688500186,0.7723558320485778,0.8295705483304929,0.8086390991722324,RandomPerfect_B05,JILONG_EI_0189
0.74782766560714,0.5182005345582749,0.46599660328559167,0.4821404452069838,0.74912070134728,0.8096606639919239,0.49082932342380226,0.04136991869918699,0.04187945203224598,0.7727410782080486,0.8372476975270731,0.8206217869265552,0.784530608970456,RandomPerfect_B05,JILONG_EI_0199
0.7054905633298403,0.4964768111445471,0.5280623911856432,0.46132504159561877,0.6834507467975645,0.703408956768581,0.5126389037483752,0.13500497964020525,0.1431493115893597,0.7035212192878728,0.8727272397821324,0.8652582244290605,0.7601623075718187,RandomPerfect_B10,JILONG_EI_0009
0.7142810469107426,0.49248419378887676,0.48300582281858706,0.4856040202504546,0.7506635396468033,0.781820850138469,0.4875289304779301,0.1615737083267499,0.17146785606492504,0.7368496901570831,0.801900434698543,0.8455531336622888,0.8095122551760578,RandomPerfect_B10,JILONG_EI_0019
0.7159501698015324,0.5103339533996987,0.46654750579183135,0.47704693186351615,0.64079912333145,0.787745441480774,0.48810678922802503,0.10317386707228848,0.10700063484734806,0.7425901201602136,0.7172473448401228,0.6999171785617722,0.8193182700001569,RandomPerfect_B10,JILONG_EI_0029
