method,scenario_id,time_s,total_normalized_error,top1_fraction,top5_fraction,top10_fraction,top20_fraction,top30_fraction,top50_fraction,error_mass_true_wet,error_mass_false_positive_wet,error_mass_both_dry
OraclePerfectV2_B05,JILONG_EI_0009,520,1857.2073974609375,0.6096099496560163,1.0,1.0,1.0,1.0,1.0,988.3090209960938,724.4353637695312,144.46299743652344
OraclePerfectV2_B05,JILONG_EI_0009,530,1867.81884765625,0.6107343257861807,1.0,1.0,1.0,1.0,1.0,989.5177612304688,729.3290405273438,148.97186279296875
OraclePerfectV2_B05,JILONG_EI_0009,540,1879.2889404296875,0.6125448543156157,1.0,1.0,1.0,1.0,1.0,988.765625,736.017578125,154.5057373046875
OraclePerfectV2_B05,JILONG_EI_0009,550,1891.94482421875,0.613600586341676,1.0,1.0,1.0,1.0,1.0,989.0193481445312,740.931884765625,161.99362182617188
OraclePerfectV2_B05,JILONG_EI_0009,560,1901.54931640625,0.6138921947819492,1.0,1.0,1.0,1.0,1.0,986.6800537109375,748.453369140625,166.41567993164062
OraclePerfectV2_B05,JILONG_EI_0009,570,1910.5252685546875,0.6142255670042213,1.0,1.0,1.0,1.0,1.0,983.6149291992188,753.3814697265625,173.52879333496094
OraclePerfectV2_B05,JILONG_EI_0009,580,1919.6064453125,0.6139869237220629,1.0,1.0,1.0,1.0,1.0,982.251708984375,758.6455078125,178.7093048095703
OraclePerfectV2_B05,JILONG_EI_0009,590,1929.0400390625,0.6129760910337542,1.0,1.0,1.0,1.0,1.0,981.7694091796875,763.5955810546875,183.67507934570312
OraclePerfectV2_B05,JILONG_EI_0009,600,1939.5693359375,0.6122748942625883,1.0,1.0,1.0,1.0,1.0,980.6148681640625,770.8289794921875,188.12557983398438
OraclePerfectV2_B05,JILONG_EI_0009,610,1950.474609375,0.6099645193862271,1.0,1.0,1.0,1.0,1.0,980.314453125,778.3643798828125,191.79562377929688
OraclePerfectV2_B05,JILONG_EI_0009,620,1963.1610107421875,0.6074973347541424,1.0,1.0,1.0,1.0,1.0,979.7632446289062,785.6204833984375,197.77734375
OraclePerfectV2_B05,JILONG_EI_0009,630,1975.6817626953125,0.6050789961625139,1.0,1.0,1.0,1.0,1.0,980.13330078125,790.8171997070312,204.73123168945312
OraclePerfectV2_B05,JILONG_EI_0009,640,1984.73681640625,0.6035117014321834,1.0,1.0,1.0,1.0,1.0,979.0607299804688,796.008056640625,209.66812133789062
OraclePerfectV2_B05,JILONG_EI_0009,650,1994.721923828125,0.6029264591326772,1.0,1.0,1.0,1.0,1.0,978.6328735351562,800.7259521484375,215.36294555664062
OraclePerfectV2_B05,JILONG_EI_0009,660,2006.8319091796875,0.6024198527924868,1.0,1.0,1.0,1.0,1.0,978.3367919921875,808.7764282226562,219.7187957763672
OraclePerfectV2_B05,JILONG_EI_0009,670,2019.456787109375,0.6012473277726398,1.0,1.0,1.0,1.0,1.0,978.872314453125,815.8956298828125,224.6887664794922
OraclePerfectV2_B05,JILONG_EI_0009,680,2034.9515380859375,0.6000765697497297,1.0,1.0,1.0,1.0,1.0,981.1390991210938,823.33740234375,230.47491455078125
OraclePerfectV2_B05,JILONG_EI_0009,690,2052.1181640625,0.6000531712767867,1.0,1.0,1.0,1.0,1.0,982.9041137695312,830.3382568359375,238.875732421875
OraclePerfectV2_B05,JILONG_EI_0009,700,2067.540283203125,0.6004062184418635,1.0,1.0,1.0,1.0,1.0,985.0665283203125,837.693603515625,244.78021240234375
OraclePerfectV2_B05,JILONG_EI_0009,710,2083.94580078125,0.6001240325601581,1.0,1.0,1.0,1.0,1.0,988.645263671875,845.8582763671875,249.44212341308594
OraclePerfectV2_B05,JILONG_EI_0009,720,2101.431640625,0.599493447035941,1.0,1.0,1.0,1.0,1.0,991.3660888671875,852.27392578125,257.79150390625
OraclePerfectV2_B05,JILONG_EI_0009,730,2115.1259765625,0.5979902099578353,1.0,1.0,1.0,1.0,1.0,991.6694946289062,860.0941162109375,263.36224365234375
OraclePerfectV2_B05,JILONG_EI_0009,740,2132.115478515625,0.5977061576132575,1.0,1.0,1.0,1.0,1.0,995.9450073242188,865.3414306640625,270.8291320800781
OraclePerfectV2_B05,JILONG_EI_0009,750,2145.632080078125,0.5964343058266856,1.0,1.0,1.0,1.0,1.0,996.9725341796875,871.1693725585938,277.4900817871094
