method,scenario_id,time_s,total_normalized_error,top1_fraction,top5_fraction,top10_fraction,top20_fraction,top30_fraction,top50_fraction,error_mass_true_wet,error_mass_false_positive_wet,error_mass_both_dry
OraclePerfectV2_B05,JILONG_EI_0089,1000,2521.59765625,0.5534602357116356,1.0,1.0,1.0,1.0,1.0,1092.8212890625,944.9056396484375,483.870849609375
OraclePerfectV2_B05,JILONG_EI_0089,1010,2536.69580078125,0.5519066291271687,1.0,1.0,1.0,1.0,1.0,1092.3934326171875,948.4630126953125,495.8393249511719
OraclePerfectV2_B05,JILONG_EI_0089,1020,2547.55322265625,0.5510423339549056,1.0,1.0,1.0,1.0,1.0,1094.6846923828125,948.6466674804688,504.2218933105469
OraclePerfectV2_B05,JILONG_EI_0089,1030,2559.05322265625,0.5496590814974609,1.0,1.0,1.0,1.0,1.0,1096.80419921875,951.045166015625,511.2039794921875
OraclePerfectV2_B05,JILONG_EI_0089,1040,2574.865234375,0.5483537085747707,1.0,1.0,1.0,1.0,1.0,1098.891845703125,951.7159423828125,524.2573852539062
OraclePerfectV2_B05,JILONG_EI_0089,1050,2587.7763671875,0.5475503230724494,1.0,1.0,1.0,1.0,1.0,1101.602783203125,953.630859375,532.5428466796875
OraclePerfectV2_B05,JILONG_EI_0089,1060,2601.991455078125,0.5466385347410788,1.0,1.0,1.0,1.0,1.0,1102.114013671875,957.7447509765625,542.1329345703125
OraclePerfectV2_B05,JILONG_EI_0089,1070,2618.387451171875,0.5460712780065724,1.0,1.0,1.0,1.0,1.0,1104.943603515625,962.9959106445312,550.447998046875
OraclePerfectV2_B05,JILONG_EI_0089,1080,2632.5859375,0.5450818985992426,1.0,1.0,1.0,1.0,1.0,1106.255615234375,966.2493286132812,560.0811767578125
OraclePerfectV2_B05,JILONG_EI_0089,1090,2644.876708984375,0.543384896558522,1.0,1.0,1.0,1.0,1.0,1107.917236328125,971.6007080078125,565.35888671875
OraclePerfectV2_B05,JILONG_EI_0089,1100,2658.578369140625,0.5424702206613712,1.0,1.0,1.0,1.0,1.0,1108.7850341796875,976.1213989257812,573.671875
OraclePerfectV2_B05,JILONG_EI_0089,1110,2673.3203125,0.5412603899321647,1.0,1.0,1.0,1.0,1.0,1111.105712890625,980.373779296875,581.840576171875
OraclePerfectV2_B05,JILONG_EI_0089,1120,2687.88720703125,0.5399493824201076,1.0,1.0,1.0,1.0,1.0,1111.9017333984375,985.7648315429688,590.220703125
OraclePerfectV2_B05,JILONG_EI_0089,1130,2703.916748046875,0.5388896217717088,1.0,1.0,1.0,1.0,1.0,1115.465087890625,985.7208862304688,602.7308349609375
OraclePerfectV2_B05,JILONG_EI_0089,1140,2718.032958984375,0.5382571519971477,1.0,1.0,1.0,1.0,1.0,1118.558837890625,989.3577270507812,610.1163940429688
OraclePerfectV2_B05,JILONG_EI_0089,1150,2735.170654296875,0.5376317271989508,1.0,1.0,1.0,1.0,1.0,1118.29736328125,996.9126586914062,619.96044921875
OraclePerfectV2_B05,JILONG_EI_0089,1160,2752.0244140625,0.5362811365932654,1.0,1.0,1.0,1.0,1.0,1121.82666015625,1001.4586181640625,628.7393798828125
OraclePerfectV2_B05,JILONG_EI_0089,1170,2768.60546875,0.5346491380012304,1.0,1.0,1.0,1.0,1.0,1125.7427978515625,998.7213134765625,644.141357421875
OraclePerfectV2_B05,JILONG_EI_0089,1180,2782.059326171875,0.5340567539670953,1.0,1.0,1.0,1.0,1.0,1129.5489501953125,998.5313720703125,653.9791259765625
OraclePerfectV2_B05,JILONG_EI_0089,1190,2794.12353515625,0.53298431270258,1.0,1.0,1.0,1.0,1.0,1131.6571044921875,1001.2205810546875,661.245849609375
OraclePerfectV2_B05,JILONG_EI_0089,1200,2812.5927734375,0.5317066766630049,1.0,1.0,1.0,1.0,1.0,1136.4013671875,1005.804443359375,670.3868408203125
OraclePerfectV2_B05,JILONG_EI_0089,1210,2826.953125,0.5309522739739586,1.0,1.0,1.0,1.0,1.0,1138.8896484375,1009.3387451171875,678.724609375
OraclePerfectV2_B05,JILONG_EI_0089,1220,2844.981689453125,0.5299443091194449,1.0,1.0,1.0,1.0,1.0,1140.2484130859375,1014.5135498046875,690.2195434570312
OraclePerfectV2_B05,JILONG_EI_0089,1230,2862.288818359375,0.5282435879694594,1.0,1.0,1.0,1.0,1.0,1143.921875,1018.5335693359375,699.83349609375
OraclePerfectV2_B05,JILONG_EI_0089,1240,2877.3681640625,0.5257298661091399,1.0,1.0,1.0,1.0,1.0,1148.2747802734375,1020.7293090820312,708.364013671875
OraclePerfectV2_B05,JILONG_EI_0089,1250,2894.0380859375,0.5243843366955988,1.0,1.0,1.0,1.0,1.0,1150.2431640625,1029.218994140625,714.5760498046875
OraclePerfectV2_B05,JILONG_EI_0089,1260,2914.7724609375,0.5230901865062015,1.0,1.0,1.0,1.0,1.0,1151.136962890625,1035.9556884765625,727.6799926757812
OraclePerfectV2_B05,JILONG_EI_0089,1270,2929.4384765625,0.5219198550676412,1.0,1.0,1.0,1.0,1.0,1153.73876953125,1040.5341796875,735.1656494140625
OraclePerfectV2_B05,JILONG_EI_0089,1280,2946.865234375,0.5213195640200496,1.0,1.0,1.0,1.0,1.0,1153.191162109375,1048.2576904296875,745.4163818359375
OraclePerfectV2_B05,JILONG_EI_0089,1290,2964.52587890625,0.5201828612288468,1.0,1.0,1.0,1.0,1.0,1156.6112060546875,1053.798583984375,754.115966796875
OraclePerfectV2_B05,JILONG_EI_0089,1300,2981.15625,0.5196823891158597,1.0,1.0,1.0,1.0,1.0,1155.612548828125,1059.458984375,766.084716796875
OraclePerfectV2_B05,JILONG_EI_0089,1310,3000.07568359375,0.5183970074427118,1.0,1.0,1.0,1.0,1.0,1158.943115234375,1065.595458984375,775.537109375
OraclePerfectV2_B05,JILONG_EI_0089,1320,3017.039306640625,0.5176433655751144,1.0,1.0,1.0,1.0,1.0,1162.287353515625,1069.299072265625,785.45263671875
OraclePerfectV2_B05,JILONG_EI_0089,1330,3036.859375,0.516870324499762,1.0,1.0,1.0,1.0,1.0,1165.65966796875,1074.126708984375,797.0732421875
OraclePerfectV2_B05,JILONG_EI_0089,1340,3056.80078125,0.5158878655180493,1.0,1.0,1.0,1.0,1.0,1169.463623046875,1077.65478515625,809.682373046875
OraclePerfectV2_B05,JILONG_EI_0089,1350,3074.824951171875,0.5154809371986272,1.0,1.0,1.0,1.0,1.0,1172.99755859375,1082.75927734375,819.068115234375
OraclePerfectV2_B05,JILONG_EI_0089,1360,3093.14013671875,0.5145365767203912,1.0,1.0,1.0,1.0,1.0,1174.6412353515625,1089.675048828125,828.8238525390625
OraclePerfectV2_B05,JILONG_EI_0089,1370,3112.917724609375,0.5143025084543243,1.0,1.0,1.0,1.0,1.0,1172.3448486328125,1098.87744140625,841.695556640625
OraclePerfectV2_B05,JILONG_EI_0089,1380,3132.03466796875,0.5134102520855812,1.0,1.0,1.0,1.0,1.0,1174.71044921875,1101.765380859375,855.5587158203125
OraclePerfectV2_B05,JILONG_EI_0089,1390,3149.02197265625,0.5130090991292271,1.0,1.0,1.0,1.0,1.0,1177.4898681640625,1106.1148681640625,865.417236328125
OraclePerfectV2_B05,JILONG_EI_0089,1400,3167.44921875,0.5125152619462829,1.0,1.0,1.0,1.0,1.0,1180.63525390625,1110.4722900390625,876.3416137695312
OraclePerfectV2_B05,JILONG_EI_0089,1410,3185.2724609375,0.5122564652497931,1.0,1.0,1.0,1.0,1.0,1182.790283203125,1116.677734375,885.8043212890625
OraclePerfectV2_B05,JILONG_EI_0089,1420,3204.671875,0.5114004513462547,1.0,1.0,1.0,1.0,1.0,1184.869140625,1120.6270751953125,899.17578125
OraclePerfectV2_B05,JILONG_EI_0089,1430,3223.60107421875,0.51070142951836,1.0,1.0,1.0,1.0,1.0,1187.724609375,1125.81103515625,910.0655517578125
OraclePerfectV2_B05,JILONG_EI_0089,1440,3244.720458984375,0.5103849742428148,1.0,1.0,1.0,1.0,1.0,1188.252685546875,1133.97705078125,922.4908447265625
OraclePerfectV2_B05,JILONG_EI_0099,10,29.732080459594727,0.996568816567648,1.0,1.0,1.0,1.0,1.0,23.6314640045166,5.828279495239258,0.2723384201526642
OraclePerfectV2_B05,JILONG_EI_0099,20,56.68606185913086,0.9955638322373604,1.0,1.0,1.0,1.0,1.0,49.559078216552734,6.778084754943848,0.3488991856575012
OraclePerfectV2_B05,JILONG_EI_0099,30,131.50338745117188,0.9971896667435058,1.0,1.0,1.0,1.0,1.0,107.8589859008789,22.05246353149414,1.591936707496643
OraclePerfectV2_B05,JILONG_EI_0099,40,236.237060546875,0.9901621775472,1.0,1.0,1.0,1.0,1.0,201.6163330078125,33.64578628540039,0.9749450087547302
OraclePerfectV2_B05,JILONG_EI_0099,50,313.5436706542969,0.8804171319226072,1.0,1.0,1.0,1.0,1.0,252.21839904785156,59.6748161315918,1.6504608392715454
OraclePerfectV2_B05,JILONG_EI_0099,60,360.8126220703125,0.894983789608723,1.0,1.0,1.0,1.0,1.0,277.0633544921875,81.1839370727539,2.565352201461792
OraclePerfectV2_B05,JILONG_EI_0099,70,402.20166015625,0.8231699853292462,1.0,1.0,1.0,1.0,1.0,318.2938232421875,79.73211669921875,4.17570686340332
OraclePerfectV2_B05,JILONG_EI_0099,80,517.751220703125,0.7168631164276362,1.0,1.0,1.0,1.0,1.0,384.71630859375,126.8534927368164,6.18142032623291
OraclePerfectV2_B05,JILONG_EI_0099,90,673.6404418945312,0.647184524771721,1.0,1.0,1.0,1.0,1.0,451.2863464355469,211.89170837402344,10.462408065795898
OraclePerfectV2_B05,JILONG_EI_0099,100,716.1700439453125,0.6812777482889465,1.0,1.0,1.0,1.0,1.0,485.21539306640625,220.95433044433594,10.000324249267578
OraclePerfectV2_B05,JILONG_EI_0099,110,718.60546875,0.6627745637323607,1.0,1.0,1.0,1.0,1.0,502.5131530761719,206.1072998046875,9.985008239746094
OraclePerfectV2_B05,JILONG_EI_0099,120,748.3233032226562,0.6708666199016549,1.0,1.0,1.0,1.0,1.0,529.8297729492188,204.9431915283203,13.550331115722656
OraclePerfectV2_B05,JILONG_EI_0099,130,763.5970458984375,0.6737059263541683,1.0,1.0,1.0,1.0,1.0,519.2235717773438,229.30474853515625,15.068696975708008
OraclePerfectV2_B05,JILONG_EI_0099,140,825.0147705078125,0.6835340244423669,1.0,1.0,1.0,1.0,1.0,549.60400390625,258.51593017578125,16.894901275634766
OraclePerfectV2_B05,JILONG_EI_0099,150,855.406982421875,0.6839646163738371,1.0,1.0,1.0,1.0,1.0,560.09130859375,279.03912353515625,16.276586532592773
OraclePerfectV2_B05,JILONG_EI_0099,160,917.7918090820312,0.6843377833605929,1.0,1.0,1.0,1.0,1.0,598.5996704101562,300.35333251953125,18.838787078857422
OraclePerfectV2_B05,JILONG_EI_0099,170,1050.229736328125,0.6845918588157183,1.0,1.0,1.0,1.0,1.0,648.3292236328125,382.6197204589844,19.280771255493164
OraclePerfectV2_B05,JILONG_EI_0099,180,1121.266357421875,0.6882000955115366,1.0,1.0,1.0,1.0,1.0,685.7213745117188,413.8664245605469,21.678504943847656
OraclePerfectV2_B05,JILONG_EI_0099,190,1190.5560302734375,0.7060228058366661,1.0,1.0,1.0,1.0,1.0,696.103271484375,471.3465576171875,23.106189727783203
OraclePerfectV2_B05,JILONG_EI_0099,200,1266.4658203125,0.7411984561835543,1.0,1.0,1.0,1.0,1.0,708.032470703125,531.2537231445312,27.17966079711914
OraclePerfectV2_B05,JILONG_EI_0099,210,1315.416259765625,0.7638393050127565,1.0,1.0,1.0,1.0,1.0,713.2728271484375,573.6815185546875,28.46171760559082
OraclePerfectV2_B05,JILONG_EI_0099,220,1360.035888671875,0.7843578482611262,1.0,1.0,1.0,1.0,1.0,719.90380859375,609.0743408203125,31.057769775390625
OraclePerfectV2_B05,JILONG_EI_0099,230,1391.804443359375,0.795732286425686,1.0,1.0,1.0,1.0,1.0,754.3988037109375,602.7935180664062,34.6121826171875
OraclePerfectV2_B05,JILONG_EI_0099,240,1426.707275390625,0.7952594346275562,1.0,1.0,1.0,1.0,1.0,805.15869140625,585.5712890625,35.97722625732422
OraclePerfectV2_B05,JILONG_EI_0099,250,1460.8563232421875,0.7612428642164856,1.0,1.0,1.0,1.0,1.0,845.8795776367188,576.7557373046875,38.22101593017578
OraclePerfectV2_B05,JILONG_EI_0099,260,1487.7874755859375,0.7349370836992886,1.0,1.0,1.0,1.0,1.0,875.4264526367188,570.2349853515625,42.12596130371094
OraclePerfectV2_B05,JILONG_EI_0099,270,1508.5013427734375,0.7112439885523005,1.0,1.0,1.0,1.0,1.0,896.7481689453125,566.8469848632812,44.90620040893555
OraclePerfectV2_B05,JILONG_EI_0099,280,1519.2188720703125,0.6850651010663782,1.0,1.0,1.0,1.0,1.0,905.5929565429688,565.0523681640625,48.57350158691406
OraclePerfectV2_B05,JILONG_EI_0099,290,1529.42578125,0.6798609526273847,1.0,1.0,1.0,1.0,1.0,910.3496704101562,569.576416015625,49.49968719482422
OraclePerfectV2_B05,JILONG_EI_0099,300,1543.6259765625,0.6676097510047896,1.0,1.0,1.0,1.0,1.0,917.6956787109375,572.3468627929688,53.58338165283203
OraclePerfectV2_B05,JILONG_EI_0099,310,1560.00927734375,0.6566117523315224,1.0,1.0,1.0,1.0,1.0,927.628662109375,574.8771362304688,57.50352478027344
OraclePerfectV2_B05,JILONG_EI_0099,320,1570.136962890625,0.6567552563036188,1.0,1.0,1.0,1.0,1.0,931.9910278320312,577.375244140625,60.770721435546875
OraclePerfectV2_B05,JILONG_EI_0099,330,1578.945556640625,0.6594923495412527,1.0,1.0,1.0,1.0,1.0,934.1670532226562,580.3753662109375,64.40309143066406
OraclePerfectV2_B05,JILONG_EI_0099,340,1587.4114990234375,0.6659499246910998,1.0,1.0,1.0,1.0,1.0,936.747802734375,585.2789306640625,65.38482666015625
OraclePerfectV2_B05,JILONG_EI_0099,350,1597.013427734375,0.6726752912160134,1.0,1.0,1.0,1.0,1.0,938.23828125,587.90478515625,70.87040710449219
OraclePerfectV2_B05,JILONG_EI_0099,360,1607.45751953125,0.668835126317787,1.0,1.0,1.0,1.0,1.0,940.9033203125,591.3135986328125,75.24055480957031
OraclePerfectV2_B05,JILONG_EI_0099,370,1621.89111328125,0.6572823032814548,1.0,1.0,1.0,1.0,1.0,948.8307495117188,594.6304931640625,78.42981719970703
OraclePerfectV2_B05,JILONG_EI_0099,380,1637.03271484375,0.6441180091258408,1.0,1.0,1.0,1.0,1.0,957.8275146484375,597.3108520507812,81.8943862915039
OraclePerfectV2_B05,JILONG_EI_0099,390,1648.0802001953125,0.6307773048397601,1.0,1.0,1.0,1.0,1.0,961.9066162109375,601.263671875,84.90996551513672
OraclePerfectV2_B05,JILONG_EI_0099,400,1654.4898681640625,0.6184339929029486,1.0,1.0,1.0,1.0,1.0,958.3543701171875,607.9776000976562,88.15785217285156
OraclePerfectV2_B05,JILONG_EI_0099,410,1659.940673828125,0.6072644914573043,1.0,1.0,1.0,1.0,1.0,953.841552734375,615.4048461914062,90.69434356689453
OraclePerfectV2_B05,JILONG_EI_0099,420,1663.8946533203125,0.6023048822095006,1.0,1.0,1.0,1.0,1.0,948.6591796875,621.0098266601562,94.22569274902344
OraclePerfectV2_B05,JILONG_EI_0099,430,1664.205078125,0.600891030635316,1.0,1.0,1.0,1.0,1.0,941.6787109375,624.8099365234375,97.7164535522461
OraclePerfectV2_B05,JILONG_EI_0099,440,1665.999755859375,0.6004824058395385,1.0,1.0,1.0,1.0,1.0,935.9918823242188,626.5825805664062,103.42539978027344
OraclePerfectV2_B05,JILONG_EI_0099,450,1665.211669921875,0.6017300077892632,1.0,1.0,1.0,1.0,1.0,929.8720703125,629.3482666015625,105.99142456054688
OraclePerfectV2_B05,JILONG_EI_0099,460,1663.30712890625,0.6039149562397695,1.0,1.0,1.0,1.0,1.0,921.7472534179688,633.3697509765625,108.18995666503906
OraclePerfectV2_B05,JILONG_EI_0099,470,1660.2369384765625,0.6077698609317633,1.0,1.0,1.0,1.0,1.0,912.2500610351562,636.7266845703125,111.26020812988281
OraclePerfectV2_B05,JILONG_EI_0099,480,1661.4619140625,0.6113881921950508,1.0,1.0,1.0,1.0,1.0,906.337890625,639.4865112304688,115.63750457763672
OraclePerfectV2_B05,JILONG_EI_0099,490,1663.602783203125,0.6147010410516871,1.0,1.0,1.0,1.0,1.0,903.1461181640625,640.1588134765625,120.29791259765625
OraclePerfectV2_B05,JILONG_EI_0099,500,1666.7020263671875,0.6170438342250133,1.0,1.0,1.0,1.0,1.0,900.5546875,640.964111328125,125.18330383300781
OraclePerfectV2_B05,JILONG_EI_0099,510,1673.4930419921875,0.6185547749529254,1.0,1.0,1.0,1.0,1.0,899.5299072265625,644.8846435546875,129.07858276367188
OraclePerfectV2_B05,JILONG_EI_0099,520,1681.9271240234375,0.6212325824033841,1.0,1.0,1.0,1.0,1.0,900.6314697265625,649.305908203125,131.9897918701172
OraclePerfectV2_B05,JILONG_EI_0099,530,1688.3798828125,0.6235098749470439,1.0,1.0,1.0,1.0,1.0,898.4459838867188,653.2083740234375,136.72552490234375
OraclePerfectV2_B05,JILONG_EI_0099,540,1692.902099609375,0.6245513475585976,1.0,1.0,1.0,1.0,1.0,895.3106689453125,654.9203491210938,142.67112731933594
OraclePerfectV2_B05,JILONG_EI_0099,550,1699.455322265625,0.6253486550932956,1.0,1.0,1.0,1.0,1.0,894.8629150390625,658.1583862304688,146.43414306640625
OraclePerfectV2_B05,JILONG_EI_0099,560,1708.45654296875,0.6262367015782876,1.0,1.0,1.0,1.0,1.0,893.465087890625,664.1181640625,150.87319946289062
OraclePerfectV2_B05,JILONG_EI_0099,570,1715.536865234375,0.6255561625101104,1.0,1.0,1.0,1.0,1.0,892.136962890625,668.1090698242188,155.2908935546875
OraclePerfectV2_B05,JILONG_EI_0099,580,1724.18994140625,0.6250467459895082,1.0,1.0,1.0,1.0,1.0,889.2646484375,674.5939331054688,160.33132934570312
OraclePerfectV2_B05,JILONG_EI_0099,590,1732.2041015625,0.6244975716658121,1.0,1.0,1.0,1.0,1.0,887.8597412109375,679.79248046875,164.55191040039062
OraclePerfectV2_B05,JILONG_EI_0099,600,1739.4146728515625,0.6225859413989074,1.0,1.0,1.0,1.0,1.0,886.426025390625,685.5333251953125,167.45526123046875
OraclePerfectV2_B05,JILONG_EI_0099,610,1748.5947265625,0.6210338135373539,1.0,1.0,1.0,1.0,1.0,885.9426879882812,689.2144775390625,173.43768310546875
OraclePerfectV2_B05,JILONG_EI_0099,620,1756.7452392578125,0.6190250279674603,1.0,1.0,1.0,1.0,1.0,883.403564453125,695.2894287109375,178.05242919921875
OraclePerfectV2_B05,JILONG_EI_0099,630,1764.9473876953125,0.6173985756345242,1.0,1.0,1.0,1.0,1.0,883.2174072265625,698.5477905273438,183.1821746826172
OraclePerfectV2_B05,JILONG_EI_0099,640,1773.501708984375,0.6149563057549388,1.0,1.0,1.0,1.0,1.0,880.6769409179688,704.847412109375,187.97732543945312
OraclePerfectV2_B05,JILONG_EI_0099,650,1782.177734375,0.6137424886419336,1.0,1.0,1.0,1.0,1.0,878.9225463867188,709.11572265625,194.13946533203125
OraclePerfectV2_B05,JILONG_EI_0099,660,1791.938232421875,0.6131247969550727,1.0,1.0,1.0,1.0,1.0,878.4464111328125,714.3790893554688,199.11273193359375
OraclePerfectV2_B05,JILONG_EI_0099,670,1803.2655029296875,0.6121656335103881,1.0,1.0,1.0,1.0,1.0,881.36181640625,720.5072021484375,201.39642333984375
OraclePerfectV2_B05,JILONG_EI_0099,680,1818.654052734375,0.6116038854365373,1.0,1.0,1.0,1.0,1.0,884.230712890625,724.3355712890625,210.08779907226562
OraclePerfectV2_B05,JILONG_EI_0099,690,1830.0576171875,0.6110718618702726,1.0,1.0,1.0,1.0,1.0,887.1416015625,727.8773193359375,215.038818359375
OraclePerfectV2_B05,JILONG_EI_0099,700,1841.898193359375,0.6104212972296577,1.0,1.0,1.0,1.0,1.0,888.4304809570312,733.1976928710938,220.2700958251953
OraclePerfectV2_B05,JILONG_EI_0099,710,1853.20263671875,0.6099171155077631,1.0,1.0,1.0,1.0,1.0,889.8471069335938,737.7113037109375,225.64422607421875
OraclePerfectV2_B05,JILONG_EI_0099,720,1862.28369140625,0.609395676435718,1.0,1.0,1.0,1.0,1.0,888.2589111328125,741.4058227539062,232.6189422607422
OraclePerfectV2_B05,JILONG_EI_0099,730,1873.01708984375,0.609034964533297,1.0,1.0,1.0,1.0,1.0,887.927734375,747.1076049804688,237.98178100585938
OraclePerfectV2_B05,JILONG_EI_0099,740,1884.126708984375,0.608048660419451,1.0,1.0,1.0,1.0,1.0,889.4913330078125,751.1506958007812,243.48480224609375
OraclePerfectV2_B05,JILONG_EI_0099,750,1896.47021484375,0.6073499805413768,1.0,1.0,1.0,1.0,1.0,890.936767578125,755.1005859375,250.43295288085938
OraclePerfectV2_B05,JILONG_EI_0099,760,1908.27001953125,0.6069192331926941,1.0,1.0,1.0,1.0,1.0,893.5899658203125,759.81201171875,254.86801147460938
OraclePerfectV2_B05,JILONG_EI_0099,770,1919.25830078125,0.6064417940038277,1.0,1.0,1.0,1.0,1.0,894.8384399414062,764.095703125,260.3242492675781
OraclePerfectV2_B05,JILONG_EI_0099,780,1931.768310546875,0.6048593238356758,1.0,1.0,1.0,1.0,1.0,897.3214721679688,767.18408203125,267.2628173828125
OraclePerfectV2_B05,JILONG_EI_0099,790,1944.4788818359375,0.6041120784582765,1.0,1.0,1.0,1.0,1.0,901.88330078125,769.3326416015625,273.26300048828125
OraclePerfectV2_B05,JILONG_EI_0099,800,1956.1612548828125,0.602525265086044,1.0,1.0,1.0,1.0,1.0,905.2074584960938,771.924072265625,279.02978515625
OraclePerfectV2_B05,JILONG_EI_0099,810,1967.340087890625,0.6002825283132998,1.0,1.0,1.0,1.0,1.0,906.0052490234375,776.0992431640625,285.2355651855469
OraclePerfectV2_B05,JILONG_EI_0099,820,1978.158203125,0.5981551064698506,1.0,1.0,1.0,1.0,1.0,905.3965454101562,781.0864868164062,291.6753234863281
OraclePerfectV2_B05,JILONG_EI_0099,830,1989.9451904296875,0.5959866589380365,1.0,1.0,1.0,1.0,1.0,906.7850952148438,783.4215087890625,299.73858642578125
OraclePerfectV2_B05,JILONG_EI_0099,840,1998.540771484375,0.5939150291103954,1.0,1.0,1.0,1.0,1.0,909.9279174804688,785.2406005859375,303.37225341796875
OraclePerfectV2_B05,JILONG_EI_0099,850,2012.6103515625,0.5919404528087863,1.0,1.0,1.0,1.0,1.0,911.4913330078125,791.37646484375,309.74261474609375
OraclePerfectV2_B05,JILONG_EI_0099,860,2025.0794677734375,0.589794331268718,1.0,1.0,1.0,1.0,1.0,914.140625,791.8630981445312,319.0758056640625
OraclePerfectV2_B05,JILONG_EI_0099,870,2036.80029296875,0.5874507599538382,1.0,1.0,1.0,1.0,1.0,916.927490234375,795.8712158203125,324.0015869140625
OraclePerfectV2_B05,JILONG_EI_0099,880,2049.8896484375,0.5848596759732183,1.0,1.0,1.0,1.0,1.0,920.7076416015625,797.446533203125,331.7355041503906
OraclePerfectV2_B05,JILONG_EI_0099,890,2063.70751953125,0.5823530044071474,1.0,1.0,1.0,1.0,1.0,925.0761108398438,797.32470703125,341.3065490722656
OraclePerfectV2_B05,JILONG_EI_0099,900,2073.93896484375,0.5795949471454572,1.0,1.0,1.0,1.0,1.0,927.0897827148438,802.869140625,343.97979736328125
OraclePerfectV2_B05,JILONG_EI_0099,910,2087.7109375,0.5770747752316406,1.0,1.0,1.0,1.0,1.0,930.3915405273438,808.0892944335938,349.2300720214844
OraclePerfectV2_B05,JILONG_EI_0099,920,2102.455810546875,0.5751841496828494,1.0,1.0,1.0,1.0,1.0,933.8526611328125,811.2166748046875,357.3865661621094
OraclePerfectV2_B05,JILONG_EI_0099,930,2115.994384765625,0.5732494472140834,1.0,1.0,1.0,1.0,1.0,936.3626098632812,813.4056396484375,366.22625732421875
OraclePerfectV2_B05,JILONG_EI_0099,940,2127.46435546875,0.571700676450994,1.0,1.0,1.0,1.0,1.0,939.9302368164062,817.23193359375,370.30218505859375
OraclePerfectV2_B05,JILONG_EI_0099,950,2141.69384765625,0.569127858837634,1.0,1.0,1.0,1.0,1.0,943.7478637695312,820.0701293945312,377.8758850097656
OraclePerfectV2_B05,JILONG_EI_0099,960,2156.619140625,0.5674405444031485,1.0,1.0,1.0,1.0,1.0,946.6605834960938,823.6983642578125,386.26025390625
OraclePerfectV2_B05,JILONG_EI_0099,970,2169.17626953125,0.565184908780633,1.0,1.0,1.0,1.0,1.0,949.37109375,828.0902709960938,391.7149353027344
OraclePerfectV2_B05,JILONG_EI_0099,980,2181.92431640625,0.5634720265081419,1.0,1.0,1.0,1.0,1.0,953.05029296875,830.16064453125,398.7135314941406
OraclePerfectV2_B05,JILONG_EI_0099,990,2195.408935546875,0.5613121760659363,1.0,1.0,1.0,1.0,1.0,955.0786743164062,833.0655517578125,407.2647399902344
OraclePerfectV2_B05,JILONG_EI_0099,1000,2207.786865234375,0.5588402908400792,1.0,1.0,1.0,1.0,1.0,956.5048828125,838.13037109375,413.1513977050781
OraclePerfectV2_B05,JILONG_EI_0099,1010,2219.951416015625,0.5568935309220102,1.0,1.0,1.0,1.0,1.0,956.9340209960938,839.9246826171875,423.09259033203125
OraclePerfectV2_B05,JILONG_EI_0099,1020,2231.215087890625,0.555900503540951,1.0,1.0,1.0,1.0,1.0,959.01123046875,842.0648803710938,430.1390380859375
OraclePerfectV2_B05,JILONG_EI_0099,1030,2243.133056640625,0.5538303254937578,1.0,1.0,1.0,1.0,1.0,959.52587890625,844.8949584960938,438.7122802734375
OraclePerfectV2_B05,JILONG_EI_0099,1040,2254.031005859375,0.5521050563864545,1.0,1.0,1.0,1.0,1.0,962.4082641601562,848.3093872070312,443.313232421875
OraclePerfectV2_B05,JILONG_EI_0099,1050,2268.426513671875,0.5503465995177172,1.0,1.0,1.0,1.0,1.0,965.0667724609375,852.3419799804688,451.0177917480469
OraclePerfectV2_B05,JILONG_EI_0099,1060,2282.156005859375,0.5487149850481823,1.0,1.0,1.0,1.0,1.0,967.8369140625,854.7506713867188,459.56854248046875
OraclePerfectV2_B05,JILONG_EI_0099,1070,2296.619140625,0.5473186499413515,1.0,1.0,1.0,1.0,1.0,968.6868896484375,858.5316772460938,469.4005126953125
OraclePerfectV2_B05,JILONG_EI_0099,1080,2310.356201171875,0.5460702746914978,1.0,1.0,1.0,1.0,1.0,972.351318359375,860.2203369140625,477.7845764160156
OraclePerfectV2_B05,JILONG_EI_0099,1090,2323.3349609375,0.5445322326011621,1.0,1.0,1.0,1.0,1.0,976.3231201171875,862.9208374023438,484.09100341796875
OraclePerfectV2_B05,JILONG_EI_0099,1100,2334.08203125,0.5437223394194078,1.0,1.0,1.0,1.0,1.0,978.6055908203125,865.0684204101562,490.4081115722656
OraclePerfectV2_B05,JILONG_EI_0099,1110,2349.219970703125,0.5428324937932671,1.0,1.0,1.0,1.0,1.0,982.2450561523438,868.290283203125,498.6844787597656
OraclePerfectV2_B05,JILONG_EI_0099,1120,2362.2236328125,0.5417368748153821,1.0,1.0,1.0,1.0,1.0,985.5776977539062,871.6367797851562,505.0091552734375
OraclePerfectV2_B05,JILONG_EI_0099,1130,2376.119140625,0.5406718476403174,1.0,1.0,1.0,1.0,1.0,988.5890502929688,875.0210571289062,512.509033203125
OraclePerfectV2_B05,JILONG_EI_0099,1140,2391.16650390625,0.5398471534235443,1.0,1.0,1.0,1.0,1.0,990.4074096679688,879.6431884765625,521.1157836914062
OraclePerfectV2_B05,JILONG_EI_0099,1150,2403.558349609375,0.5385377911638708,1.0,1.0,1.0,1.0,1.0,992.3748168945312,882.782958984375,528.4005126953125
