method,scenario_id,time_s,budget_fraction,selected_patch_count,eligible_patch_count,active_cell_coverage_fraction
RandomPerfect_B05,JILONG_EI_0019,40,0.05,10,182,0.03190878391313337
RandomPerfect_B05,JILONG_EI_0019,50,0.05,10,182,0.015337963565636223
RandomPerfect_B05,JILONG_EI_0019,60,0.05,10,182,0.07025752157499368
RandomPerfect_B05,JILONG_EI_0019,70,0.05,10,182,0.08938594543268678
RandomPerfect_B05,JILONG_EI_0019,80,0.05,10,182,0.041335160922268764
RandomPerfect_B05,JILONG_EI_0019,90,0.05,10,182,0.026778261901662444
RandomPerfect_B05,JILONG_EI_0019,100,0.05,10,182,0.043364397240238606
RandomPerfect_B05,JILONG_EI_0019,110,0.05,10,182,0.05310473156649386
RandomPerfect_B05,JILONG_EI_0019,120,0.05,10,182,0.03870098245667772
RandomPerfect_B05,JILONG_EI_0019,130,0.05,10,182,0.028769210741934743
RandomPerfect_B05,JILONG_EI_0019,140,0.05,10,182,0.06805982035515465
RandomPerfect_B05,JILONG_EI_0019,150,0.05,10,182,0.057806433827752295
RandomPerfect_B05,JILONG_EI_0019,160,0.05,10,182,0.09990734430397194
RandomPerfect_B05,JILONG_EI_0019,170,0.05,10,182,0.06019557243607906
RandomPerfect_B05,JILONG_EI_0019,180,0.05,10,182,0.06990527678017627
RandomPerfect_B05,JILONG_EI_0019,190,0.05,10,182,0.12084293710898913
RandomPerfect_B05,JILONG_EI_0019,200,0.05,10,182,0.06070862463722615
RandomPerfect_B05,JILONG_EI_0019,210,0.05,10,182,0.08097035783476657
RandomPerfect_B05,JILONG_EI_0019,220,0.05,10,182,0.054529025736842505
RandomPerfect_B05,JILONG_EI_0019,230,0.05,10,182,0.06994356425787382
RandomPerfect_B05,JILONG_EI_0019,240,0.05,10,182,0.05304347160217779
RandomPerfect_B05,JILONG_EI_0019,250,0.05,10,182,0.06866476250277584
RandomPerfect_B05,JILONG_EI_0019,260,0.05,10,182,0.03318758566823135
RandomPerfect_B05,JILONG_EI_0019,270,0.05,10,182,0.03783568546071322
RandomPerfect_B05,JILONG_EI_0019,280,0.05,10,182,0.08488333805545559
RandomPerfect_B05,JILONG_EI_0019,290,0.05,10,182,0.09414125016272178
RandomPerfect_B05,JILONG_EI_0019,300,0.05,10,182,0.03304209325298068
RandomPerfect_B05,JILONG_EI_0019,310,0.05,10,182,0.04816564694351066
RandomPerfect_B05,JILONG_EI_0019,320,0.05,10,182,0.04054643888169935
RandomPerfect_B05,JILONG_EI_0019,330,0.05,10,182,0.01495508878866078
RandomPerfect_B05,JILONG_EI_0019,340,0.05,10,182,0.05665015200128646
RandomPerfect_B05,JILONG_EI_0019,350,0.05,10,182,0.013377644707521959
RandomPerfect_B05,JILONG_EI_0019,360,0.05,10,182,0.012244335367674648
RandomPerfect_B05,JILONG_EI_0019,370,0.05,10,182,0.06981338683370217
RandomPerfect_B05,JILONG_EI_0019,380,0.05,10,182,0.09491465721221218
RandomPerfect_B05,JILONG_EI_0019,390,0.05,10,182,0.03811135530013554
RandomPerfect_B05,JILONG_EI_0019,400,0.05,10,182,0.050983605302049914
RandomPerfect_B05,JILONG_EI_0019,410,0.05,10,182,0.06521123201445735
RandomPerfect_B05,JILONG_EI_0019,420,0.05,10,182,0.04118966850701809
RandomPerfect_B05,JILONG_EI_0019,430,0.05,10,182,0.08829858106607653
RandomPerfect_B05,JILONG_EI_0019,440,0.05,10,182,0.05488127053165991
RandomPerfect_B05,JILONG_EI_0019,450,0.05,10,182,0.06622202142567252
RandomPerfect_B05,JILONG_EI_0019,460,0.05,10,182,0.06933096461471311
RandomPerfect_B05,JILONG_EI_0019,470,0.05,10,182,0.06714857838595309
RandomPerfect_B05,JILONG_EI_0019,480,0.05,10,182,0.0707093138118247
RandomPerfect_B05,JILONG_EI_0019,490,0.05,10,182,0.047308007443085665
RandomPerfect_B05,JILONG_EI_0019,500,0.05,10,182,0.07420113177784074
RandomPerfect_B05,JILONG_EI_0019,510,0.05,10,182,0.054475423268065946
RandomPerfect_B05,JILONG_EI_0019,520,0.05,10,182,0.0538245361472077
RandomPerfect_B05,JILONG_EI_0019,530,0.05,10,182,0.052645281834123335
RandomPerfect_B05,JILONG_EI_0019,540,0.05,10,182,0.04156488578845403
RandomPerfect_B05,JILONG_EI_0019,550,0.05,10,182,0.06622202142567252
RandomPerfect_B05,JILONG_EI_0019,560,0.05,10,182,0.08123837017864938
RandomPerfect_B05,JILONG_EI_0019,570,0.05,10,182,0.054797038080725315
RandomPerfect_B05,JILONG_EI_0019,580,0.05,10,182,0.11192195480546133
RandomPerfect_B05,JILONG_EI_0019,590,0.05,10,182,0.06313605072325046
RandomPerfect_B05,JILONG_EI_0019,600,0.05,10,182,0.08554188267185335
