method,scenario_id,time_s,true_wet_error_fraction,false_positive_error_fraction,both_dry_error_fraction
OraclePerfectV2_B05,JILONG_EI_0079,190,0.5638281067504215,0.4106517694213098,0.025520082269822584
OraclePerfectV2_B05,JILONG_EI_0079,200,0.5388243247837595,0.4355181835171077,0.02565741726039008
OraclePerfectV2_B05,JILONG_EI_0079,210,0.5207574520557731,0.45373019985559454,0.025512454150111937
OraclePerfectV2_B05,JILONG_EI_0079,220,0.5121230007350762,0.4617423023540821,0.026134646410963563
OraclePerfectV2_B05,JILONG_EI_0079,230,0.5249349683840946,0.44670102548216206,0.02836404900957802
OraclePerfectV2_B05,JILONG_EI_0079,240,0.5471208950933779,0.42436404480961865,0.028515027303637377
OraclePerfectV2_B05,JILONG_EI_0079,250,0.5649028649844335,0.40433446702628373,0.03076264485583932
OraclePerfectV2_B05,JILONG_EI_0079,260,0.5771462423617604,0.39131211627774365,0.03154164984617167
OraclePerfectV2_B05,JILONG_EI_0079,270,0.5846557601013646,0.3811700299441455,0.03417419880160962
OraclePerfectV2_B05,JILONG_EI_0079,280,0.5851879369272808,0.3789972128442085,0.03581478114429286
OraclePerfectV2_B05,JILONG_EI_0079,290,0.5859990489436268,0.3765423427466519,0.037458537063796274
OraclePerfectV2_B05,JILONG_EI_0079,300,0.5851163664885696,0.3754647866415429,0.03941883059242581
OraclePerfectV2_B05,JILONG_EI_0079,310,0.5851583039936087,0.37434617823932115,0.0404955553343973
OraclePerfectV2_B05,JILONG_EI_0079,320,0.5825337300674346,0.3743224589334192,0.04314385360375329
OraclePerfectV2_B05,JILONG_EI_0079,330,0.5825723365210478,0.3735903727304681,0.04383722981419854
OraclePerfectV2_B05,JILONG_EI_0079,340,0.580014996313224,0.37428026199936587,0.04570479956954216
OraclePerfectV2_B05,JILONG_EI_0079,350,0.5784839481848097,0.3737398513719888,0.04777631005765428
OraclePerfectV2_B05,JILONG_EI_0079,360,0.5746914409037646,0.3751165912348556,0.05019193682005002
OraclePerfectV2_B05,JILONG_EI_0079,370,0.5734052404317379,0.3744728050593651,0.052121923745946264
OraclePerfectV2_B05,JILONG_EI_0079,380,0.5716595294598625,0.3745688688553089,0.053771591520956036
OraclePerfectV2_B05,JILONG_EI_0079,390,0.5707250476851649,0.37375440045503733,0.05552064231728111
OraclePerfectV2_B05,JILONG_EI_0079,400,0.5687589407742695,0.37272915499554,0.05851191419983181
OraclePerfectV2_B05,JILONG_EI_0079,410,0.5677222376622861,0.3716106324691309,0.060667124905705326
OraclePerfectV2_B05,JILONG_EI_0079,420,0.5650054807159044,0.3722675379944256,0.06272697140738381
OraclePerfectV2_B05,JILONG_EI_0079,430,0.562102195434958,0.3731051819752073,0.06479259299825299
OraclePerfectV2_B05,JILONG_EI_0079,440,0.55880303657534,0.3740249704018369,0.06717208166366812
OraclePerfectV2_B05,JILONG_EI_0079,450,0.555327353890923,0.37578120406895493,0.06889141252619754
OraclePerfectV2_B05,JILONG_EI_0079,460,0.549548870423285,0.3788195602085639,0.0716316431380643
OraclePerfectV2_B05,JILONG_EI_0079,470,0.5443136290484416,0.38168481276141986,0.07400158770131542
OraclePerfectV2_B05,JILONG_EI_0079,480,0.5392736079232654,0.3848681927612929,0.0758581993154416
OraclePerfectV2_B05,JILONG_EI_0079,490,0.5341694928892532,0.38679139095863424,0.07903912104425376
OraclePerfectV2_B05,JILONG_EI_0079,500,0.5292123541219544,0.3891217632607717,0.0816658826172739
OraclePerfectV2_B05,JILONG_EI_0079,510,0.5262833335600426,0.3901204215239143,0.08359624491604306
OraclePerfectV2_B05,JILONG_EI_0079,520,0.5234473678965437,0.3899695761221924,0.08658307529457826
OraclePerfectV2_B05,JILONG_EI_0079,530,0.5199219418838158,0.3912779362075608,0.0888000450237701
OraclePerfectV2_B05,JILONG_EI_0079,540,0.5175165184033156,0.39032202227979423,0.09216150710102881
OraclePerfectV2_B05,JILONG_EI_0079,550,0.5153390407383845,0.3903186547050357,0.09434226654066673
OraclePerfectV2_B05,JILONG_EI_0079,560,0.511881830963312,0.39113966564824526,0.09697850338844279
OraclePerfectV2_B05,JILONG_EI_0079,570,0.5079742391278019,0.3919002032121879,0.10012560467549013
OraclePerfectV2_B05,JILONG_EI_0079,580,0.5052455943144797,0.3928833507840535,0.10187116730143926
OraclePerfectV2_B05,JILONG_EI_0079,590,0.5025491858437318,0.3934634565139806,0.10398733900761577
OraclePerfectV2_B05,JILONG_EI_0079,600,0.49929826572604785,0.39499408788781504,0.10570771126884324
OraclePerfectV2_B05,JILONG_EI_0079,610,0.4958028632544107,0.39606600835582373,0.10813108235318382
OraclePerfectV2_B05,JILONG_EI_0079,620,0.49215127541088904,0.39579181364717847,0.11205684694593933
OraclePerfectV2_B05,JILONG_EI_0079,630,0.489977063958082,0.39660271297615435,0.11342024126261706
OraclePerfectV2_B05,JILONG_EI_0079,640,0.4876793018500423,0.39582659393305486,0.11649409516262568
