scenario_id,validation_status,finite_rollout,first_nonfinite_step,trajectory_h_rel_l2,final_h_rel_l2,trajectory_momentum_rel_l2,trajectory_c_rel_l2,trajectory_ice_rel_l2,trajectory_dz_rel_l2,mean_wet_iou,final_wet_iou,mixture_volume_relative_error,debris_front_mae_km,debris_front_final_error_km
JILONG_EI_0109,FINITE,True,,0.9773086905479431,0.9569464921951294,0.999491274356842,1.0,1.0,1.0,0.6396994590759277,0.704961895942688,0.9230765000813537,23.940000534057617,23.940000534057617
JILONG_EI_0129,FINITE,True,,0.9758825302124023,0.9518768191337585,0.9994332194328308,1.0,1.0,1.0,0.6635263562202454,0.7120675444602966,0.9260190067191919,23.940000534057617,23.940000534057617
JILONG_EI_0119,FINITE,True,,0.9726285338401794,0.9486668109893799,0.9994258880615234,1.0,1.0,1.0,0.6742689609527588,0.732600212097168,0.9057885126935111,23.940000534057617,23.940000534057617
JILONG_EI_0049,FINITE,True,,0.9766599535942078,0.9546889066696167,0.999435544013977,1.0,1.0,1.0,0.6390121579170227,0.6913272142410278,0.929901992281278,23.940000534057617,23.940000534057617
JILONG_EI_0199,FINITE,True,,0.9722765684127808,0.9467686414718628,0.9994171261787415,1.0,1.0,1.0,0.6939331889152527,0.7469673156738281,0.9058921221229765,23.940000534057617,23.940000534057617
JILONG_EI_0149,FINITE,True,,0.9767547249794006,0.9551125764846802,0.9994738698005676,1.0,1.0,1.0,0.6555817723274231,0.717717707157135,0.9230342126554913,23.940000534057617,23.940000534057617
JILONG_EI_0099,FINITE,True,,0.9747532606124878,0.9526860117912292,0.9994335770606995,1.0,1.0,1.0,0.6513084769248962,0.7081037759780884,0.9192622763415178,23.940000534057617,23.940000534057617
JILONG_EI_0159,FINITE,True,,0.973320484161377,0.9497453570365906,0.9994276762008667,1.0,1.0,1.0,0.6746577024459839,0.7341613173484802,0.9113090249399344,23.940000534057617,23.940000534057617
