global_step,stage,stage_step,K,total_loss,multi_loss,one_step_anchor,state_loss,wet_loss,integral_loss,amplitude_guard,learning_rate,step_seconds,peak_vram_gib
1600,STAGE_A,1600,1,0.0014470051974058151,0.0009646700927987695,0.0009646700927987695,0.0004897142644040287,0.001568974694237113,0.006361166946589947,0.0,0.000491853804865716,0.18002530001103878,2.9902453422546387
1650,STAGE_A,1650,1,0.0018044556491076946,0.0012029703939333558,0.0012029703939333558,0.0001294455141760409,0.000858103740029037,0.01975429058074951,0.0,0.0004911009350287347,0.18085170001722872,2.9902453422546387
1700,STAGE_A,1700,1,0.00207476201467216,0.0013831746764481068,0.0013831746764481068,0.0009830419439822435,0.0025793120730668306,0.0028440298046916723,0.0,0.0004903154239845797,0.18013749999227002,2.9902453422546387
1750,STAGE_A,1750,1,0.0008875543135218322,0.0005917028756812215,0.0005917028756812215,0.00040178370545618236,0.001389135723002255,0.0010201119584962726,0.0,0.0004894973780788722,0.17886809998890385,2.9902453422546387
1800,STAGE_A,1800,1,0.0010192382615059614,0.0006794921355322003,0.0006794921355322003,0.0004548141732811928,0.0014756704913452268,0.0015422179130837321,0.0,0.000488646908061933,0.17872929997975007,2.9902453422546387
1850,STAGE_A,1850,1,0.0005057185189798474,0.00033714566961862147,0.00033714566961862147,9.483298345003277e-05,0.0008365561370737851,0.0031731415074318647,0.0,0.0004877641290737884,0.1785323999938555,2.9902453422546387
1900,STAGE_A,1900,1,0.010311480611562729,0.006874320562928915,0.006874320562928915,0.005684827920049429,0.00626478111371398,0.011260299012064934,0.0,0.0004868491606285823,0.17853590002050623,2.9902453422546387
1950,STAGE_A,1950,1,0.0018178028985857964,0.0012118685990571976,0.0012118685990571976,0.00015203315706457943,0.003037975635379553,0.01512075588107109,0.0,0.0004859021265983959,0.1808485999936238,2.9902453422546387
2000,STAGE_A,2000,1,0.001546652871184051,0.0010311019141227007,0.0010311019141227007,0.00023132671776693314,0.0010428400710225105,0.013909824192523956,0.0,0.0004849231551964771,0.1747867000522092,2.9902453422546387
2050,STAGE_B,50,2,0.0019349857466295362,0.0014425551053136587,0.0009848612826317549,0.0004134642076678574,0.0034586437977850437,0.02281840704381466,0.0,0.00048391237895988287,0.4409078000462614,2.9902453422546387
2100,STAGE_B,100,2,0.0011133423540741205,0.0008354390156455338,0.0005558067932724953,0.0003362655988894403,0.002724358579143882,0.010127394460141659,0.0,0.00048286993473153564,0.43742590001784265,2.9902453422546387
2150,STAGE_B,150,2,0.0011001527309417725,0.000837216037325561,0.0005258733872324228,0.0002566019829828292,0.005214865319430828,0.00740940123796463,0.0,0.00048179596364169685,0.4387296000495553,2.9902453422546387
2200,STAGE_B,200,2,0.004868284799158573,0.003653277875855565,0.0024300143122673035,0.002484044060111046,0.011964150704443455,0.023921646177768707,0.0,0.0004806906110888606,0.438632300007157,2.9902453422546387
2250,STAGE_B,250,2,0.0017229518853127956,0.0012881194707006216,0.0008696648292243481,0.00024785540881566703,0.003436874598264694,0.02230062335729599,0.0,0.0004795540267200685,0.43881870002951473,2.9902453422546387
2300,STAGE_B,300,2,0.00707471277564764,0.005178418476134539,0.003792588133364916,0.003992057405412197,0.008034760132431984,0.03537430614233017,0.0,0.0004783863644106502,0.44293740001739934,2.9902453422546387
2350,STAGE_B,350,2,0.0012981579639017582,0.0009598194155842066,0.0006766770966351032,0.0006523068877868354,0.004653987009078264,0.002505122683942318,0.0,0.0004771877822433911,0.4392931999755092,2.9902453422546387
2400,STAGE_B,400,2,0.05569421127438545,0.04017305001616478,0.031042324379086494,0.046091996133327484,0.025907788425683975,0.012420013546943665,0.0,0.0004759584424871302,0.43918280000798404,2.9902453422546387
2450,STAGE_B,450,2,0.002882929751649499,0.0021704386454075575,0.001424982212483883,0.0015994757413864136,0.007102270144969225,0.012123847380280495,0.0,0.00047469851157479177,0.4364607999450527,2.9902453422546387
2500,STAGE_B,500,2,0.003844732651486993,0.0029327492229640484,0.001823966740630567,0.0029857330955564976,0.006147139240056276,0.008821696043014526,0.0,0.00047340816008085306,0.4371779999928549,2.9902453422546387
2550,STAGE_B,550,2,0.003052984131500125,0.0023236675187945366,0.0014586332254111767,0.0016233723144978285,0.01200248021632433,0.007301628589630127,0.0,0.00047208756269825105,0.4389161999570206,2.9902453422546387
2600,STAGE_B,600,2,0.0011444943957030773,0.0008494137437082827,0.0005901611875742674,0.00011354148591635749,0.0010680780978873372,0.01776633970439434,0.0,0.00047073689821473173,0.43820939998840913,2.9902453422546387
2650,STAGE_B,650,2,0.0023952920455485582,0.001942094531841576,0.0009063950856216252,0.00021459683193825185,0.022319406270980835,0.010625130496919155,0.0,0.00046935634948864547,0.43577350000850856,2.9902453422546387
2700,STAGE_B,700,2,0.004516107961535454,0.0034278128296136856,0.00217659049667418,0.002805109601467848,0.016229314729571342,0.005019876640290022,0.0,0.0004679461034241906,0.4265727000311017,2.9902453422546387
2750,STAGE_B,750,2,0.0014523916179314256,0.0011006066342815757,0.0007035699672996998,0.00022820562298875302,0.004118761047720909,0.017151232808828354,0.0,0.00046650635094610973,0.433108999975957,2.9902453422546387
2800,STAGE_B,800,2,0.002010039519518614,0.0014809274580329657,0.0010582242393866181,0.00031511031556874514,0.005713167600333691,0.020344071090221405,0.0,0.0004650372869738414,0.4355428999988362,2.9902453422546387
2850,STAGE_B,850,2,0.01317056454718113,0.009714169427752495,0.006912791170179844,0.009512055665254593,0.017901945859193802,0.024265922605991364,0.0,0.0004635391103951314,0.4364617000101134,2.9902453422546387
2900,STAGE_B,900,2,0.02214488759636879,0.01651286706328392,0.011264041997492313,0.01853431761264801,0.02469051070511341,0.015166450291872025,0.0,0.00046201202403910646,0.44060430000536144,2.9902453422546387
2950,STAGE_B,950,2,0.0006510802777484059,0.00048624438932165504,0.0003296718350611627,0.00029293802799656987,0.0023325809743255377,0.0023324156645685434,0.0,0.00046045623464881436,0.43247230001725256,2.9902453422546387
3000,STAGE_B,1000,2,0.0031363838352262974,0.0024768421426415443,0.0013190836180001497,0.00011996387911494821,0.02042643167078495,0.029439862817525864,0.0,0.0004588719528532341,0.43633180001052096,2.9902453422546387
3050,STAGE_B,1050,2,0.0015182693023234606,0.0011296190787106752,0.0007773003308102489,0.00019083876395598054,0.002883890178054571,0.020054202526807785,0.0,0.00045725939313876043,0.42607390001649037,2.9902453422546387
3100,STAGE_B,1100,2,0.0004499700735323131,0.00033398380037397146,0.00023197257542051375,0.00016672073979862034,0.0012856373796239495,0.002814211416989565,0.0,0.0004556187738201656,0.4451355999917723,2.9902453422546387
3150,STAGE_B,1150,2,0.02317989058792591,0.016900841146707535,0.012558099813759327,0.01802174001932144,0.021260514855384827,0.021915804594755173,0.0,0.00045395031701104307,0.4318263999884948,2.9902453422546387
3200,STAGE_B,1200,2,0.0012900592992082238,0.0009648775449022651,0.0006503635668195784,0.0009279578225687146,0.003029885469004512,0.0009689006838016212,0.0,0.0004522542485937369,0.4413026999682188,2.9902453422546387
3250,STAGE_B,1250,2,0.00288640265353024,0.0023241613525897264,0.001124482718296349,0.00031020038295537233,0.026140492409467697,0.011991806328296661,0.0,0.00045053079818876095,0.4492555999895558,2.9902453422546387
3300,STAGE_B,1300,2,0.0010033906437456608,0.0007171151228249073,0.0005725509254261851,0.00043594464659690857,0.0031813718378543854,0.00215194933116436,0.0,0.00044878019912371195,0.42898949998198077,2.9902453422546387
3300,STAGE_B,1300,2,0.0010033906437456608,0.0007171151228249073,0.0005725509254261851,0.00043594464659690857,0.0031813718378543854,0.00215194933116436,0.0,0.00044878019912371195,0.43890800001099706,2.003420352935791
3350,STAGE_B,1350,2,0.002065685112029314,0.0015585084911435843,0.0010143533581867814,0.00034487791708670557,0.0035701068118214607,0.02801549807190895,0.0,0.00044700268840168044,0.4256359999999404,2.003420352935791
3400,STAGE_B,1400,2,0.0026436566840857267,0.002121635479852557,0.0010440422920510173,0.000276186503469944,0.02111680619418621,0.016227228567004204,0.0,0.00044519850666916485,0.42783900001086295,2.003420352935791
3450,STAGE_B,1450,2,0.0015559892635792494,0.0011547295143827796,0.0008025195566006005,0.00034051010152325034,0.0025116533506661654,0.018305283039808273,0.0,0.000443367898183491,0.43064370000502095,2.003420352935791
3500,STAGE_B,1500,2,0.0010299237910658121,0.0007764806505292654,0.0005068862228654325,0.00018168165115639567,0.002436678158119321,0.012414510361850262,0.0,0.0004415111107797445,0.43027640000218526,2.003420352935791
3550,STAGE_B,1550,2,0.00041039905045181513,0.0002899829705711454,0.00024083218886516988,8.096368401311338e-05,0.0011285855434834957,0.0029062300454825163,0.0,0.00043962839583721724,0.4326471000094898,2.003420352935791
3600,STAGE_B,1600,2,0.004746589809656143,0.0035838324110955,0.0023255147971212864,0.0033249163534492254,0.008966132067143917,0.01241240929812193,0.0,0.0004377200082453748,0.42737930000294,2.003420352935791
3650,STAGE_B,1650,2,0.0029170531779527664,0.0021443648729473352,0.0015453763771802187,0.0019828523509204388,0.006481813732534647,0.0022463917266577482,0.0,0.00043578620636934855,0.42798930004937574,2.003420352935791
3700,STAGE_B,1700,2,0.0013180493842810392,0.0009583627688698471,0.0007193731144070625,0.0004140710807405412,0.0018766470020636916,0.011912332847714424,0.0,0.0004338272520149572,0.42998710001120344,2.003420352935791
3750,STAGE_B,1750,2,0.0008077302481979132,0.0005969041958451271,0.00042165210470557213,0.0001285447651753202,0.0008215740672312677,0.011229082942008972,0.0,0.0004318434103932622,0.42875520000234246,2.003420352935791
3800,STAGE_B,1800,2,0.13045275211334229,0.08991478383541107,0.08107592165470123,0.047127287834882736,0.03766573220491409,0.9571956396102905,0.0,0.0004298349500846628,0.4201265999581665,2.003420352935791
3850,STAGE_B,1850,2,0.0014370585558936,0.0010760605800896883,0.0007219960098154843,0.0003352651256136596,0.0018770616734400392,0.018143078312277794,0.0,0.00042780214300253426,0.42496450000908226,2.003420352935791
3900,STAGE_B,1900,2,0.001901383395306766,0.0014314870350062847,0.0009397927206009626,0.00022158466163091362,0.0033153623808175325,0.027401207014918327,0.0,0.0004257452643564155,0.42784419999225065,2.003420352935791
3950,STAGE_B,1950,2,0.0014852117747068405,0.0011185458861291409,0.0007333316607400775,0.0002579887805040926,0.0022000051103532314,0.02051541581749916,0.0,0.00042366459261474935,0.42739579995395616,2.003420352935791
4000,STAGE_B,2000,2,0.0011132999788969755,0.0008439695811830461,0.0005386607954278588,0.0002867855364456773,0.0038463096134364605,0.009557237848639488,0.0,0.00042156040946718344,0.42841509997379035,2.003420352935791
4050,STAGE_C,50,4,0.0010106293484568596,0.000839031592477113,0.0003431955701671541,0.0003369571059010923,0.0026971835177391768,0.015384018421173096,0.0,0.00041943299978643313,0.8200811999849975,2.5877442359924316
4100,STAGE_C,100,4,0.02844901755452156,0.023498067632317543,0.00990190077573061,0.028934020549058914,0.051187772303819656,0.03807996213436127,0.0,0.0004172826515897146,0.8209904999821447,2.5877442359924316
4150,STAGE_C,150,4,0.08910049498081207,0.06640839576721191,0.040388092398643494,0.04566577076911926,0.0699242427945137,0.5993211269378662,0.2498050183057785,0.0004151096559997519,0.821912000013981,2.5877442359924316
4200,STAGE_C,200,4,0.02621878683567047,0.02408112958073616,0.004275313578546047,0.0036414391361176968,0.4027498960494995,0.04019582271575928,0.0,0.0004129143072053638,0.8239535999600776,2.5877442359924316
4250,STAGE_C,250,4,0.009670929051935673,0.007974047213792801,0.0033937636762857437,0.009088115766644478,0.027432626113295555,0.013055684044957161,0.0,0.0004106969024216348,0.8222348999697715,2.5877442359924316
4300,STAGE_C,300,4,0.001644014730118215,0.001406923052854836,0.0004741832672152668,0.0004731582885142416,0.013494971208274364,0.014320291578769684,0.0,0.00040845774184967754,0.8237973999930546,2.5877442359924316
4350,STAGE_C,350,4,0.0014293675776571035,0.0011939984979107976,0.0004707382177002728,0.00040911854011937976,0.006138465367257595,0.01885579340159893,0.0,0.00040619712863599,0.8220192000153475,2.5877442359924316
4400,STAGE_C,400,4,0.0007040371419861913,0.0005912880878895521,0.00022549816640093923,0.0002724009973462671,0.002938453573733568,0.006958893500268459,0.0,0.00040391536883141455,0.8217084999778308,2.5877442359924316
4450,STAGE_C,450,4,0.0025307759642601013,0.002114430535584688,0.0008326906245201826,0.00037639570655301213,0.008117010816931725,0.045495472848415375,0.0,0.00040161277134970343,0.8224122999818064,2.5877442359924316
4500,STAGE_C,500,4,0.0009311911417171359,0.0007620395044796169,0.00033830333268269897,0.0002513578801881522,0.004517216235399246,0.010503328405320644,0.0,0.00039928964792569654,0.8204646999947727,2.5877442359924316
4550,STAGE_C,550,4,0.0018796350341290236,0.0015444924356415868,0.0006702851969748735,0.00038002501241862774,0.005127264186739922,0.03180127590894699,0.0,0.0003969463130731183,0.8237340000341646,2.5877442359924316
4600,STAGE_C,600,4,0.0031558640766888857,0.0026148357428610325,0.0010820566676557064,0.0018947615753859282,0.01467117015272379,0.01503373309969902,0.0,0.0003945830840419966,0.8187505000387318,2.5877442359924316
4650,STAGE_C,650,4,0.06746900081634521,0.05297687649726868,0.028984252363443375,0.05211392045021057,0.03329507261514664,0.21156111359596252,0.0,0.00039220028077571295,0.8261745999916457,2.5877442359924316
4700,STAGE_C,700,4,0.0014263441553339362,0.001173070864751935,0.0005065465229563415,0.0011339751072227955,0.005781328305602074,0.004516801796853542,0.0,0.0003897982258676867,0.8200944000273012,2.5877442359924316
4750,STAGE_C,750,4,0.003895399160683155,0.0032730214297771454,0.0012447554618120193,0.0003275076742284,0.008224639110267162,0.08526910841464996,0.0,0.0003873772445177015,0.8192949999938719,2.5877442359924316
4800,STAGE_C,800,4,0.07301615178585052,0.05567089468240738,0.034690506756305695,0.0314268134534359,0.06315773725509644,0.5793765783309937,0.0,0.00038493766448787826,0.8218519000220113,2.5877442359924316
4850,STAGE_C,850,4,0.003527630353346467,0.003002150682732463,0.0010509593412280083,0.0005178487626835704,0.016457850113511086,0.0598079189658165,0.0,0.00038247981605830125,0.8225289999973029,2.5877442359924316
4900,STAGE_C,900,4,0.0018920869333669543,0.0015821786364540458,0.0006198165938258171,0.0004842519701924175,0.011708706617355347,0.020171772688627243,0.0,0.0003800040319823038,0.8279152999748476,2.5877442359924316
4950,STAGE_C,950,4,0.0007562300888821483,0.0006319846725091338,0.0002484908327460289,0.00024658109759911895,0.0059970892034471035,0.004326946102082729,0.0,0.00037751064744141885,0.8238702999660745,2.5877442359924316
5000,STAGE_C,1000,4,0.002502555027604103,0.0021537384018301964,0.0006976333097554743,0.0003974093124270439,0.017821090295910835,0.032072246074676514,0.0,0.000375,0.8203856000327505,2.5877442359924316
