support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,method,scenario_id,time_s,budget,mean_support_fraction,mean_blocked_new_wet_cells_per_step,total_blocked_new_wet_cells,fraction_steps_with_blocked_new_wet,mean_blocked_local_change_fraction
10873.0,0.0832599490010797,9551.0,0.9318048780487804,961.0,0.007358853213468,LearnedSupportGuard_B10,JILONG_EI_0009,1120.0,B10,,,,,
10866.0,0.0832063465323031,13889.0,0.8685510599712338,701.0,0.0053679043731957,LearnedSupportGuard_B10,JILONG_EI_0009,1130.0,B10,,,,,
10716.0,0.0820577222013768,13361.0,0.8686691372472531,847.0,0.0064858987219639,LearnedSupportGuard_B10,JILONG_EI_0009,1140.0,B10,,,,,
10644.0,0.0815063825225321,8498.0,0.9577369548067172,368.0,0.0028179583585392,LearnedSupportGuard_B10,JILONG_EI_0009,1150.0,B10,,,,,
10654.0,0.0815829574779272,16427.0,0.9541705390334572,990.0,0.0075809205841137,LearnedSupportGuard_B10,JILONG_EI_0009,1160.0,B10,,,,,
10667.0,0.0816825049199408,10308.0,0.8615127455077309,471.0,0.0036066803991086,LearnedSupportGuard_B10,JILONG_EI_0009,1170.0,B10,,,,,
10582.0,0.0810316177990826,18428.0,0.8523983533003376,589.0,0.0045102648727707,LearnedSupportGuard_B10,JILONG_EI_0009,1180.0,B10,,,,,
10411.0,0.0797221860618266,8439.0,0.9309431880860451,480.0,0.0036755978589642,LearnedSupportGuard_B10,JILONG_EI_0009,1190.0,B10,,,,,
10382.0,0.0795001186911808,12327.0,0.9135171187194308,889.0,0.0068075135346233,LearnedSupportGuard_B10,JILONG_EI_0009,1200.0,B10,,,,,
10366.0,0.0793775987625487,6189.0,0.9559777571825764,484.0,0.0037062278411222,LearnedSupportGuard_B10,JILONG_EI_0009,1210.0,B10,,,,,
10382.0,0.0795001186911808,11954.0,0.942224324111295,1162.0,0.0088980098169092,LearnedSupportGuard_B10,JILONG_EI_0009,1220.0,B10,,,,,
10400.0,0.079637953610892,12695.0,0.9333186296132922,549.0,0.0042039650511903,LearnedSupportGuard_B10,JILONG_EI_0009,1230.0,B10,,,,,
10357.0,0.0793086813026931,18678.0,0.9578952766808554,1182.0,0.0090511597276994,LearnedSupportGuard_B10,JILONG_EI_0009,1240.0,B10,,,,,
10383.0,0.0795077761867203,7602.0,0.9454048003979604,365.0,0.0027949858719207,LearnedSupportGuard_B10,JILONG_EI_0009,1250.0,B10,,,,,
10398.0,0.079622638619813,9752.0,0.8697823760256868,599.0,0.0045868398281658,LearnedSupportGuard_B10,JILONG_EI_0009,1260.0,B10,,,,,
10323.0,0.0790483264543498,12215.0,0.9580392156862744,720.0,0.0055133967884463,LearnedSupportGuard_B10,JILONG_EI_0009,1270.0,B10,,,,,
10333.0,0.0791249014097449,15434.0,0.9298150490993432,652.0,0.0049926870917597,LearnedSupportGuard_B10,JILONG_EI_0009,1280.0,B10,,,,,
10327.0,0.0790789564365078,6580.0,0.8924454089244541,192.0,0.0014702391435856,LearnedSupportGuard_B10,JILONG_EI_0009,1290.0,B10,,,,,
10296.0,0.0788415740747831,14148.0,0.9079124687159084,456.0,0.003491817966016,LearnedSupportGuard_B10,JILONG_EI_0009,1300.0,B10,,,,,
