time_s,gyirong_cctv_arrival_Q,gyirong_cctv_arrival_Qdebris,gyirong_cctv_arrival_hmax,gyirong_cctv_arrival_stage,gyirong_cctv_arrival_cmax,gyirong_cctv_arrival_wet_width_m,rasuwagadhi_signal_loss_Q,rasuwagadhi_signal_loss_Qdebris,rasuwagadhi_signal_loss_hmax,rasuwagadhi_signal_loss_stage,rasuwagadhi_signal_loss_cmax,rasuwagadhi_signal_loss_wet_width_m,syabrubesi_signal_loss_Q,syabrubesi_signal_loss_Qdebris,syabrubesi_signal_loss_hmax,syabrubesi_signal_loss_stage,syabrubesi_signal_loss_cmax,syabrubesi_signal_loss_wet_width_m,method,series_role
400,12476.1953125,3255.5341796875,1.118694543838501,1809.45849609375,0.2994367182254791,90.0,8046.896484375,494.8031921386719,2.3482279777526855,1772.349853515625,0.0626426711678505,60.0,1241.470458984375,0.0,2.444497585296631,1439.007080078125,0.0,60.0,FrozenGlobal,frozen_method
410,12885.8076171875,3513.34619140625,1.1171936988830566,1809.45458984375,0.31197279691696167,90.0,8118.2353515625,492.679931640625,2.3440732955932617,1772.3436279296875,0.062071602791547775,60.0,1374.215576171875,0.0,2.4374501705169678,1438.9957275390625,0.0,60.0,FrozenGlobal,frozen_method
420,13224.3154296875,3746.6953125,1.1157174110412598,1809.4505615234375,0.3232071101665497,90.0,8178.90625,489.68902587890625,2.3400022983551025,1772.33740234375,0.06148725748062134,60.0,1511.17822265625,0.0,2.4305789470672607,1438.984619140625,0.0,60.0,FrozenGlobal,frozen_method
430,13498.7568359375,3956.95458984375,1.11423659324646,1809.4466552734375,0.33338502049446106,90.0,8230.2578125,485.9205322265625,2.3359811305999756,1772.331298828125,0.060900598764419556,60.0,1650.6981201171875,0.0,2.4239211082458496,1438.9736328125,0.0,60.0,FrozenGlobal,frozen_method
440,13712.427734375,4143.1416015625,1.1127523183822632,1809.4427490234375,0.34259670972824097,90.0,8273.611328125,481.5096130371094,2.3320560455322266,1772.3251953125,0.06031080335378647,60.0,1794.2652587890625,0.0,2.4174551963806152,1438.9630126953125,0.0,60.0,FrozenGlobal,frozen_method
450,13867.0927734375,4304.140625,1.111268162727356,1809.438720703125,0.3509232997894287,90.0,8309.3408203125,476.46368408203125,2.328165292739868,1772.319091796875,0.05969724431633949,60.0,1941.670654296875,0.0,2.411139488220215,1438.95263671875,0.0,60.0,FrozenGlobal,frozen_method
460,13971.9462890625,4443.162109375,1.1097161769866943,1809.4345703125,0.35854095220565796,90.0,8336.728515625,470.6268005371094,2.3243820667266846,1772.31298828125,0.05905522406101227,60.0,2092.37841796875,0.0,2.405033826828003,1438.9425048828125,0.0,60.0,FrozenGlobal,frozen_method
470,14029.8369140625,4560.3115234375,1.1081465482711792,1809.4305419921875,0.3655039370059967,90.0,8356.15234375,464.18157958984375,2.320582628250122,1772.306884765625,0.058398500084877014,60.0,2245.807861328125,0.0,2.3990845680236816,1438.9324951171875,0.0,60.0,FrozenGlobal,frozen_method
480,14040.296875,4653.6669921875,1.106488585472107,1809.42626953125,0.3718143105506897,90.0,8368.08984375,457.04736328125,2.3169074058532715,1772.3009033203125,0.05770329013466835,60.0,2401.824462890625,0.0,2.3933663368225098,1438.9227294921875,0.0,60.0,FrozenGlobal,frozen_method
490,14013.279296875,4727.638671875,1.1048020124435425,1809.422119140625,0.3776148855686188,90.0,8372.7666015625,449.355224609375,2.3133013248443604,1772.294921875,0.05700015649199486,60.0,2559.0400390625,0.0,2.387801170349121,1438.913330078125,0.0,60.0,FrozenGlobal,frozen_method
500,13951.994140625,4783.62548828125,1.103028655052185,1809.417724609375,0.3829577565193176,90.0,8371.4853515625,441.13458251953125,2.309770107269287,1772.2890625,0.056276869028806686,60.0,2717.879150390625,0.0,2.3824403285980225,1438.9039306640625,0.0,60.0,FrozenGlobal,frozen_method
510,13862.6611328125,4823.111328125,1.1011605262756348,1809.413330078125,0.3878514766693115,90.0,8364.7783203125,432.34027099609375,2.3062591552734375,1772.2830810546875,0.05550603196024895,60.0,2880.43505859375,0.0,2.37715744972229,1438.894775390625,0.0,60.0,FrozenGlobal,frozen_method
520,13749.5751953125,4848.765625,1.0991774797439575,1809.4085693359375,0.39239177107810974,90.0,8350.7783203125,422.80194091796875,2.302824020385742,1772.27734375,0.05469575896859169,60.0,3045.529296875,0.0,2.372016429901123,1438.885986328125,0.0,60.0,FrozenGlobal,frozen_method
530,13609.9013671875,4857.94921875,1.097118616104126,1809.404052734375,0.39651158452033997,90.0,8332.6005859375,412.89178466796875,2.299426794052124,1772.271484375,0.0538499616086483,60.0,3211.82763671875,0.0,2.3670268058776855,1438.8770751953125,0.0,60.0,FrozenGlobal,frozen_method
540,13450.912109375,4854.51416015625,1.0950039625167847,1809.3992919921875,0.40029916167259216,90.0,8308.306640625,402.346923828125,2.296088218688965,1772.2657470703125,0.05296320468187332,60.0,3381.51953125,0.0,2.3621585369110107,1438.8685302734375,0.0,60.0,FrozenGlobal,frozen_method
550,13278.4736328125,4841.9453125,1.0928300619125366,1809.3944091796875,0.403858482837677,90.0,8280.228515625,391.28607177734375,2.2928247451782227,1772.2601318359375,0.052020102739334106,60.0,3553.1904296875,0.0,2.3574459552764893,1438.860107421875,0.0,60.0,FrozenGlobal,frozen_method
560,13096.3388671875,4821.1357421875,1.0905390977859497,1809.3895263671875,0.4071652889251709,90.0,8248.154296875,379.7342834472656,2.2895712852478027,1772.25439453125,0.051025304943323135,60.0,3726.602783203125,0.0,2.3529000282287598,1438.851806640625,0.0,60.0,FrozenGlobal,frozen_method
570,12905.4775390625,4792.642578125,1.0881820917129517,1809.384521484375,0.41021889448165894,90.0,8211.7490234375,367.57794189453125,2.286404848098755,1772.2486572265625,0.04996676743030548,60.0,3901.65673828125,0.0,2.348498582839966,1438.84375,0.0,60.0,FrozenGlobal,frozen_method
580,12709.3271484375,4757.81298828125,1.0858047008514404,1809.3795166015625,0.4130646884441376,90.0,8171.49951171875,354.9411315917969,2.2832868099212646,1772.2431640625,0.048858411610126495,60.0,4077.247802734375,0.0,2.344167470932007,1438.8358154296875,0.0,60.0,FrozenGlobal,frozen_method
590,12506.3115234375,4715.84033203125,1.0833115577697754,1809.374267578125,0.41568073630332947,90.0,8127.9677734375,341.9173583984375,2.2802481651306152,1772.2376708984375,0.047685783356428146,60.0,4254.3544921875,0.0,2.339953660964966,1438.8280029296875,0.0,60.0,FrozenGlobal,frozen_method
600,12297.1279296875,4667.34375,1.080682396888733,1809.3690185546875,0.4180436134338379,90.0,8083.2919921875,328.4692077636719,2.2772598266601562,1772.232177734375,0.04646246135234833,60.0,4434.24462890625,0.0,2.3358566761016846,1438.8203125,0.0,60.0,FrozenGlobal,frozen_method
610,12081.56640625,4611.869140625,1.0779625177383423,1809.36376953125,0.42014211416244507,90.0,8037.20361328125,314.52850341796875,2.2742528915405273,1772.2266845703125,0.04515981674194336,60.0,4616.294921875,0.0953989326953888,2.331912040710449,1438.812744140625,2.9571354389190674e-05,60.0,FrozenGlobal,frozen_method
620,11861.767578125,4550.70166015625,1.075121521949768,1809.358154296875,0.4220063090324402,90.0,7988.7265625,300.06146240234375,2.2712819576263428,1772.22119140625,0.043773017823696136,60.0,4800.98974609375,0.5267689824104309,2.3280956745147705,1438.8052978515625,0.00015837326645851135,60.0,FrozenGlobal,frozen_method
630,11639.509765625,4484.64306640625,1.0722087621688843,1809.3526611328125,0.423625648021698,90.0,7941.1533203125,285.45745849609375,2.268390655517578,1772.2156982421875,0.042351800948381424,60.0,4988.10400390625,1.4860132932662964,2.3243391513824463,1438.7979736328125,0.00043356604874134064,60.0,FrozenGlobal,frozen_method
640,11416.39453125,4414.373046875,1.0691545009613037,1809.3468017578125,0.4249998927116394,90.0,7895.2001953125,270.7435302734375,2.2655532360076904,1772.21044921875,0.04087553173303604,60.0,5177.7392578125,2.864871025085449,2.32067608833313,1438.7906494140625,0.0008115377277135849,60.0,FrozenGlobal,frozen_method
650,11195.2705078125,4342.20458984375,1.0660343170166016,1809.3409423828125,0.4261934161186218,90.0,7851.93701171875,255.98776245117188,2.262709856033325,1772.2052001953125,0.03935502842068672,60.0,5369.322265625,4.548508644104004,2.3171353340148926,1438.78369140625,0.0012516621500253677,60.0,FrozenGlobal,frozen_method
660,10978.5009765625,4269.5439453125,1.062799334526062,1809.3349609375,0.4272732734680176,90.0,7807.353515625,241.02328491210938,2.25991153717041,1772.1998291015625,0.0377882681787014,60.0,5564.87109375,6.678600788116455,2.313723564147949,1438.776611328125,0.0017858054488897324,60.0,FrozenGlobal,frozen_method
670,10766.8037109375,4196.19873046875,1.0595237016677856,1809.3291015625,0.42813119292259216,90.0,7763.626953125,226.10523986816406,2.2571523189544678,1772.194580078125,0.03619341924786568,60.0,5762.271484375,9.369610786437988,2.3104782104492188,1438.77001953125,0.0024357009679079056,60.0,FrozenGlobal,frozen_method
680,10560.61328125,4122.1806640625,1.056065320968628,1809.3228759765625,0.4288122355937958,90.0,7724.1474609375,211.22833251953125,2.2544689178466797,1772.189453125,0.034580279141664505,60.0,5961.78076171875,12.499653816223145,2.3073830604553223,1438.763427734375,0.0031606685370206833,60.0,FrozenGlobal,frozen_method
690,10361.8828125,4049.77197265625,1.0526273250579834,1809.3167724609375,0.4293905198574066,90.0,7682.7548828125,196.10940551757812,2.251805543899536,1772.184326171875,0.032909754663705826,60.0,6164.33251953125,16.244041442871094,2.3044486045837402,1438.7569580078125,0.003996621817350388,60.0,FrozenGlobal,frozen_method
700,10169.609375,3978.3779296875,1.0490607023239136,1809.3104248046875,0.4298070967197418,90.0,7643.45654296875,180.62298583984375,2.2492172718048096,1772.17919921875,0.031161170452833176,60.0,6368.13623046875,20.521703720092773,2.301659345626831,1438.750732421875,0.004915766417980194,60.0,FrozenGlobal,frozen_method
710,9982.7900390625,3907.349365234375,1.0453953742980957,1809.3040771484375,0.43007296323776245,90.0,7607.12255859375,165.17872619628906,2.2466602325439453,1772.174072265625,0.029383141547441483,60.0,6573.3134765625,25.533519744873047,2.299038887023926,1438.74462890625,0.005941348150372505,60.0,FrozenGlobal,frozen_method
720,9802.099609375,3837.37548828125,1.0416322946548462,1809.297607421875,0.4301995635032654,90.0,7572.4736328125,149.47630310058594,2.2440359592437744,1772.1690673828125,0.027543582022190094,60.0,6781.13330078125,31.27986717224121,2.29649019241333,1438.7386474609375,0.007028736174106598,60.0,FrozenGlobal,frozen_method
730,9631.54296875,3770.595458984375,1.0378086566925049,1809.291015625,0.4302380681037903,90.0,7540.73876953125,133.8143310546875,2.2414982318878174,1772.1639404296875,0.025679336860775948,60.0,6989.0673828125,37.79328918457031,2.2940776348114014,1438.7327880859375,0.00818590261042118,60.0,FrozenGlobal,frozen_method
740,9464.2060546875,3703.11328125,1.0339539051055908,1809.284423828125,0.43010035157203674,90.0,7512.51171875,118.12069702148438,2.239009380340576,1772.1588134765625,0.02377641387283802,60.0,7199.86279296875,45.056793212890625,2.291788339614868,1438.7271728515625,0.009400922805070877,60.0,FrozenGlobal,frozen_method
750,9302.375,3636.4951171875,1.0300031900405884,1809.27783203125,0.42981553077697754,90.0,7484.142578125,101.95186614990234,2.236480712890625,1772.1539306640625,0.021798117086291313,60.0,7410.904296875,52.94000244140625,2.289586067199707,1438.721435546875,0.01064743846654892,60.0,FrozenGlobal,frozen_method
