time_s,gyirong_cctv_arrival_Q,gyirong_cctv_arrival_Qdebris,gyirong_cctv_arrival_hmax,gyirong_cctv_arrival_stage,gyirong_cctv_arrival_cmax,gyirong_cctv_arrival_wet_width_m,rasuwagadhi_signal_loss_Q,rasuwagadhi_signal_loss_Qdebris,rasuwagadhi_signal_loss_hmax,rasuwagadhi_signal_loss_stage,rasuwagadhi_signal_loss_cmax,rasuwagadhi_signal_loss_wet_width_m,syabrubesi_signal_loss_Q,syabrubesi_signal_loss_Qdebris,syabrubesi_signal_loss_hmax,syabrubesi_signal_loss_stage,syabrubesi_signal_loss_cmax,syabrubesi_signal_loss_wet_width_m,method,series_role
230,3251.0048828125,245.39273071289062,1.1559937000274658,1809.541015625,0.07371620833873749,60.0,4011.950927734375,172.0755615234375,2.421344518661499,1772.462890625,0.043150924146175385,60.0,-411.2950134277344,-4.0146379470825195,2.597115993499756,1439.245849609375,0.022090869024395943,60.0,FrozenGlobal,frozen_method
240,3246.8291015625,212.85833740234375,1.152089238166809,1809.5341796875,0.06529019773006439,60.0,4491.36865234375,212.24209594726562,2.4164650440216064,1772.453857421875,0.0473075807094574,60.0,-329.9933776855469,-1.9612903594970703,2.585874080657959,1439.2283935546875,0.02081933245062828,60.0,FrozenGlobal,frozen_method
250,3375.352783203125,203.64828491210938,1.1488138437271118,1809.52783203125,0.06131373718380928,60.0,4924.0361328125,252.96133422851562,2.412109851837158,1772.446044921875,0.051493898034095764,60.0,-243.67996215820312,0.25171947479248047,2.575117349624634,1439.2119140625,0.018726792186498642,60.0,FrozenGlobal,frozen_method
260,3641.968505859375,218.4667205810547,1.1459853649139404,1809.5220947265625,0.06234888732433319,60.0,5315.982421875,291.95904541015625,2.407855272293091,1772.438720703125,0.05516333878040314,60.0,-159.58709716796875,2.2321205139160156,2.5647294521331787,1439.1956787109375,0.01602739468216896,60.0,FrozenGlobal,frozen_method
270,4031.955078125,258.4613037109375,1.1434279680252075,1809.5167236328125,0.06822293996810913,60.0,5671.9677734375,328.2773742675781,2.403611660003662,1772.4317626953125,0.058209389448165894,60.0,-74.38958740234375,3.8498425483703613,2.5547163486480713,1439.18017578125,0.012850455939769745,60.0,FrozenGlobal,frozen_method
280,4526.5341796875,326.93804931640625,1.1410871744155884,1809.5115966796875,0.08829479664564133,90.0,5993.0556640625,360.8194885253906,2.399374485015869,1772.4251708984375,0.06058529019355774,60.0,8.1456298828125,4.957342624664307,2.544997215270996,1439.1650390625,0.009366591461002827,60.0,FrozenGlobal,frozen_method
290,5111.021484375,428.1068115234375,1.138829231262207,1809.506591796875,0.09863293915987015,90.0,6283.005859375,389.43890380859375,2.395113468170166,1772.4185791015625,0.06237030401825905,60.0,90.2403564453125,3.9698333740234375,2.5355684757232666,1439.1502685546875,0.005668355152010918,60.0,FrozenGlobal,frozen_method
300,5762.30517578125,564.23681640625,1.1366206407546997,1809.501708984375,0.11100392043590546,90.0,6545.439453125,414.0887451171875,2.390805959701538,1772.4122314453125,0.06362157315015793,60.0,173.6964111328125,1.3997048139572144,2.5263617038726807,1439.1358642578125,0.001856870949268341,60.0,FrozenGlobal,frozen_method
310,6465.37890625,737.5548095703125,1.134504795074463,1809.4969482421875,0.1292475014925003,90.0,6782.93798828125,435.0338134765625,2.3865115642547607,1772.406005859375,0.06444089114665985,60.0,258.80670166015625,0.0,2.5173211097717285,1439.121826171875,0.0,60.0,FrozenGlobal,frozen_method
320,7202.02880859375,947.05517578125,1.132462739944458,1809.4923095703125,0.15015070140361786,90.0,6994.54541015625,452.146240234375,2.3822765350341797,1772.399658203125,0.06485547125339508,60.0,348.5648193359375,0.0,2.508514404296875,1439.1080322265625,0.0,60.0,FrozenGlobal,frozen_method
330,7954.85888671875,1189.394287109375,1.1305030584335327,1809.48779296875,0.17168408632278442,90.0,7183.63623046875,465.88470458984375,2.377995014190674,1772.3934326171875,0.06496231257915497,60.0,442.12127685546875,0.0,2.4999008178710938,1439.094482421875,0.0,60.0,FrozenGlobal,frozen_method
340,8707.6708984375,1459.83203125,1.1286001205444336,1809.4832763671875,0.19322875142097473,90.0,7354.203125,476.51922607421875,2.3737125396728516,1772.3873291015625,0.06482347100973129,60.0,540.7587890625,0.0,2.491434335708618,1439.081298828125,0.0,60.0,FrozenGlobal,frozen_method
350,9446.650390625,1751.820068359375,1.1267955303192139,1809.4791259765625,0.21417534351348877,90.0,7506.69873046875,484.3796691894531,2.3694350719451904,1772.381103515625,0.06470389664173126,60.0,646.0238647460938,0.0,2.483146905899048,1439.0682373046875,0.0,60.0,FrozenGlobal,frozen_method
360,10157.248046875,2057.6640625,1.1250450611114502,1809.4747314453125,0.2341107279062271,90.0,7642.8896484375,489.8424377441406,2.3651087284088135,1772.374755859375,0.06443951278924942,60.0,756.9462890625,0.0,2.4750139713287354,1439.0555419921875,0.0,60.0,FrozenGlobal,frozen_method
370,10825.787109375,2369.0546875,1.1233593225479126,1809.470703125,0.25273704528808594,90.0,7763.4970703125,493.41973876953125,2.3608174324035645,1772.36865234375,0.06408164650201797,60.0,870.4569091796875,0.0,2.46710205078125,1439.04296875,0.0,60.0,FrozenGlobal,frozen_method
380,11440.0888671875,2677.06689453125,1.1217390298843384,1809.466552734375,0.2698521912097931,90.0,7870.541015625,495.30584716796875,2.3565709590911865,1772.3624267578125,0.0636531338095665,60.0,989.4241943359375,0.0,2.459362745285034,1439.03076171875,0.0,60.0,FrozenGlobal,frozen_method
390,11993.3056640625,2975.17919921875,1.1201785802841187,1809.4625244140625,0.2854200303554535,90.0,7964.2529296875,495.66595458984375,2.3523972034454346,1772.3560791015625,0.06315833330154419,60.0,1113.425048828125,0.0,2.4518072605133057,1439.018798828125,0.0,60.0,FrozenGlobal,frozen_method
