time_s,C3_route_front_m,E4_route_front_m,front_gain_m,C3_max_depth_m,E4_max_depth_m,C3_max_speed_ms,E4_max_speed_ms
90,1808.3721406969867,1888.3721406971122,80.00000000012551,15.21367150837654,15.88540438359869,35.28380353787404,35.253090840634975
180,3468.094608667549,3907.457947973987,439.36333930643787,14.25362942547809,17.15025204680207,25.582798926889684,36.35365128057303
300,6404.29789913417,7600.225458078729,1195.9275589445597,14.21473728768661,20.14296981766888,32.52141521100843,41.543032952199056
420,9238.329285249292,11237.313119347911,1998.983834098619,7.127117464989859,13.69375491608506,28.339186450108738,40.73236408170307
600,12016.769096386,13775.611321880913,1758.8422254949128,15.59878779162515,48.23752895548542,27.211563436188918,31.017472248079105
900,2128.372140697166,14435.312244148674,12306.940103451509,23.84041930947457,43.49739950438772,18.734465060557465,28.83244097107105
