time_s,route_front_chainage_m,front_x,front_y,front_distance_to_route_m,max_depth_m,max_speed_ms,p99_wet_speed_ms,wet_volume_m3,bdif_state_integral_m3
0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
30.0,708.4566329351558,353614.0,3130940.0,259.55048847839214,5.883425599533715,44.505151997893805,43.28042782472981,532770.9055331093,35175.497486326494
60.0,1208.4566329348393,353422.0,3131452.0,33.88236282123535,20.80625948903034,49.616415151456785,48.87718005970258,1624045.6295557255,128103.72166952243
90.0,1888.3721406971122,353038.0,3132028.0,14.35117468917304,15.88540438359869,35.253090840634975,34.6852205772275,2253911.6056074994,260708.740142842
120.0,2488.3721406970203,352718.0,3132540.0,5.60971924286871,16.58964243221085,39.8629300010851,38.51608595351357,2420831.1015102123,430943.07686010055
150.0,3108.2496565500633,352206.0,3132860.0,69.310764644785,21.89610646236723,31.27251225207914,30.28960008358947,2586540.432844418,603065.3347794092
180.0,3907.457947973987,352142.0,3133500.0,350.45357962654197,17.15025204680207,36.35365128057303,35.3192698007829,2759816.755183628,793504.0348112351
210.0,4906.535324602614,351694.0,3134396.0,223.6141788060836,12.81500141238116,45.2104714602624,40.118043528660934,3029121.979664353,1101571.1905391559
240.0,5684.29789913417,351246.0,3135036.0,21.111657204075378,11.26420697911869,42.754539882301096,39.25034638551615,3351669.194142044,1490741.3513823904
270.0,6663.14595328992,350286.0,3135036.0,41.513909564584054,21.39265915580012,39.04244283933743,36.97732793342097,3684531.0011845203,1909175.1595933193
300.0,7600.225458078729,349454.0,3135356.0,14.629524514521721,20.14296981766888,41.543032952199056,39.61601215538396,4038339.8045243328,2369611.8393208906
330.0,8638.633178201459,348494.0,3135356.0,77.52332227845447,16.80662949827617,40.99426929326917,39.285824288128254,4395893.622253023,2869339.3039221223
360.0,9358.329285249296,347726.0,3135292.0,57.82177914024479,12.95945067462808,38.30641520054086,36.728524577090404,4747789.581156202,3394447.7092526704
390.0,10397.803400648374,346702.0,3135228.0,9.004122701902133,15.74057147290305,44.51224857717971,41.14425264422728,5095326.00574513,3922975.744250101
420.0,11237.313119347911,345998.0,3134844.0,23.99845942507061,13.69375491608506,40.73236408170307,38.138535656268154,5443107.210585437,4460839.547333217
450.0,12056.769096386046,345230.0,3134652.0,30.19407804711896,18.01757329794047,37.69194300711678,34.68278543237483,5738191.513792796,4934283.687587652
480.0,12636.5638001613,344718.0,3134460.0,29.029347436940792,20.28265955363243,37.074747279651106,33.87090070786746,5967265.262202644,5306501.6845729
510.0,12816.563800161319,344590.0,3134332.0,12.74513936442899,29.02246263056379,35.93191390749946,31.819880608184008,6207841.659395317,5622264.031079495
540.0,12996.563800161372,344462.0,3134204.0,4.386837831987171,40.52047383687719,34.74730510488791,30.748907845938696,6415962.175899214,5844513.398582726
570.0,13395.65865719994,344398.0,3133820.0,3.799341339262217,45.75908105002672,32.90538948057096,29.071358948425768,6562380.816910116,6032924.447120131
600.0,13775.611321880913,344398.0,3133436.0,12.572129460694686,48.23752895548542,31.017472248079105,27.550542416360724,6637708.259265273,6148707.950787442
630.0,14155.611321881272,344398.0,3133052.0,39.14746954845987,49.55757718117341,30.17720855639674,27.785252364696856,6706365.43348773,6280100.852178205
660.0,14295.611321881068,344398.0,3132924.0,48.58149997758385,49.42364709731462,31.560654081716933,27.582791508878998,6769214.822828078,6407628.460463647
690.0,14395.312244148521,344398.0,3132860.0,37.507137791892006,49.05077573258195,31.9037604175129,26.715556677753003,6817323.218888819,6489846.1494089635
720.0,14395.312244148521,344398.0,3132860.0,37.507137791892006,48.37390650866018,31.83372075439796,25.740234050912857,6841636.28075256,6560318.246102916
750.0,14395.312244148521,344398.0,3132860.0,37.507137791892006,47.77031214982341,31.617418149378512,24.061713234155256,6857539.580182378,6592386.495898684
780.0,14435.312244148674,344398.0,3132796.0,8.055063266670512,46.89907301947367,30.185623207226985,21.61547147238924,6867405.098239833,6615543.819104724
810.0,14435.312244148674,344398.0,3132796.0,8.055063266670512,46.00286012583202,29.855956082667543,21.999137331869022,6868920.928785324,6613595.227559031
840.0,14435.312244148674,344398.0,3132796.0,8.055063266670512,44.94264193886973,29.488125457369353,21.052243410593707,6869264.651403255,6623109.749032176
870.0,14435.312244148674,344398.0,3132796.0,8.055063266670512,44.21271126363774,29.088204076401823,20.202749783812827,6868305.3315942865,6608185.733473064
900.0,14435.312244148674,344398.0,3132796.0,8.055063266670512,43.49739950438772,28.83244097107105,19.7489888881735,6866911.756508544,6589965.918775568
