time_s,instantaneous_published_route_reach_m,historical_published_route_reach_m,published_fraction,R4_h0001_reached,R4_h005_reached,R4_h010_reached,R4_h020_reached,R4_h050_reached,R4_h100_reached,post_R4_extension_reach_h0001_m,post_R4_extension_reach_h010_m,total_diagnostic_reach_h010_m,max_depth_m,global_max_speed_ms,P99_wet_speed_ms,wet_volume_m3,bdif_state_integral_m3,furthest_downstream_x,furthest_downstream_y,furthest_downstream_distance_from_R4_m,minimum_distance_wet_to_domain_boundary_m,wet_h010_touches_domain_boundary
3120.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.11301202830263,87.03771606294242,15.22116956521059,18296109.327325575,16251463.981785892,340238.0,3127228.0,2134.1299366775347,32.0,True
3150.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.07796529444275,86.11687762925874,14.576667928711961,18218829.608943686,16226424.317693569,340238.0,3127228.0,2134.1299366775347,32.0,True
3180.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.99347787541274,84.66374533862903,14.563429810764188,18143507.451238416,16217770.807011131,340238.0,3127228.0,2134.1299366775347,32.0,True
3210.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.86498990025202,82.78502605333588,14.355804672919255,18068834.10284945,16222925.101196349,340238.0,3127228.0,2134.1299366775347,32.0,True
3240.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.70017905877845,83.07232192342502,14.358970997532504,17998372.5994396,16223144.419970114,340238.0,3127228.0,2134.1299366775347,32.0,True
3270.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.55240243193798,81.62196110547856,13.953625830731015,17927682.618147865,16229396.770099102,340238.0,3127228.0,2134.1299366775347,32.0,True
3300.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.42709426407623,80.25640122365635,14.14178771475905,17858808.423003815,16235235.198234206,340238.0,3127228.0,2134.1299366775347,32.0,True
3330.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.33978484730883,78.8838358384163,14.728136774678175,17792379.204044946,16241187.953120448,340238.0,3127228.0,2134.1299366775347,32.0,True
3360.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.21307188900099,77.46456416422886,13.821449617792144,17729297.233770397,16207297.597541315,340238.0,3127228.0,2134.1299366775347,32.0,True
3390.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.11233509953593,76.10065576695673,13.46937834285849,17668513.878513057,16190074.875962466,340238.0,3127228.0,2134.1299366775347,32.0,True
3420.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,60.01289693699617,74.645712298879,13.772669388442074,17607508.738001898,16195534.382559778,340238.0,3127228.0,2134.1299366775347,32.0,True
3450.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.89793314342007,72.94307595206784,13.398677438602272,17548921.85624225,16158190.693597902,340238.0,3127228.0,2134.1299366775347,32.0,True
3480.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.80593672843447,70.73477870537664,13.36450623406629,17492153.892731465,16066032.390374701,340238.0,3127228.0,2134.1299366775347,32.0,True
3510.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.70049012079537,68.61939181063802,13.363431254954817,17434487.202024225,16069170.232821021,340238.0,3127228.0,2134.1299366775347,32.0,True
3540.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.63574938723139,72.54485286964308,12.994578547015994,17377317.892029747,16055077.877766564,340238.0,3127228.0,2134.1299366775347,32.0,True
3570.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.6431767276052,70.02525236032271,12.018307526641008,17320938.504119746,16016397.801579796,340238.0,3127228.0,2134.1299366775347,32.0,True
3600.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,59.65876364286694,61.8744689610488,12.615066158001568,17267788.917948112,16018337.199384471,340238.0,3127228.0,2134.1299366775347,32.0,True
