time_s,instantaneous_published_route_reach_m,historical_published_route_reach_m,published_fraction,R4_h0001_reached,R4_h005_reached,R4_h010_reached,R4_h020_reached,R4_h050_reached,R4_h100_reached,post_R4_extension_reach_h0001_m,post_R4_extension_reach_h010_m,total_diagnostic_reach_h010_m,max_depth_m,global_max_speed_ms,P99_wet_speed_ms,wet_volume_m3,bdif_state_integral_m3,furthest_downstream_x,furthest_downstream_y,furthest_downstream_distance_from_R4_m,minimum_distance_wet_to_domain_boundary_m,wet_h010_touches_domain_boundary
2550.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,63.12957380312844,112.27824082242849,18.338332273695148,20299583.92040898,16599575.374919172,340238.0,3127228.0,2134.1299366775347,32.0,True
2580.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,63.03179918323523,111.72079107839915,18.301344871525494,20153503.28444869,16619006.900776869,340238.0,3127228.0,2134.1299366775347,32.0,True
2610.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.87668049230285,111.12666780942435,17.72991349609215,20008400.108693827,16627802.067610368,340238.0,3127228.0,2134.1299366775347,32.0,True
2640.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.72198130288583,110.09765335146223,17.91513179528147,19866894.90558943,16611946.111663796,340238.0,3127228.0,2134.1299366775347,32.0,True
2670.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.5844395121562,109.29198811080323,17.87606670352414,19732429.759183142,16508295.506646447,340238.0,3127228.0,2134.1299366775347,32.0,True
2700.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.48872103412553,107.92375625191544,17.305972188268267,19597238.440585375,16523119.438525848,340238.0,3127228.0,2134.1299366775347,32.0,True
2730.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.39519146397195,105.27442669612728,17.45140786831913,19473690.75434912,16540164.837127866,340238.0,3127228.0,2134.1299366775347,32.0,True
2760.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.29889698761642,105.12197853334875,17.766991777530585,19355413.765105397,16541453.392329521,340238.0,3127228.0,2134.1299366775347,32.0,True
2790.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.20537789928422,99.60404859904745,17.093378204011433,19241114.514793545,16542302.054312386,340238.0,3127228.0,2134.1299366775347,32.0,True
2820.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.11196150340639,82.61376133359849,16.843643413712027,19163696.84057229,16532679.865294272,340238.0,3127228.0,2134.1299366775347,32.0,True
2850.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,62.02091218087341,91.46156764000298,16.828839013706705,19086110.99978829,16504667.424179485,340238.0,3127228.0,2134.1299366775347,32.0,True
2880.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.931259629526,95.04353977065229,16.705564945464122,18995644.776364107,16468162.42525494,340238.0,3127228.0,2134.1299366775347,32.0,True
2910.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.84199894159081,95.15633766892752,16.542941815401143,18902222.97273727,16388330.979152646,340238.0,3127228.0,2134.1299366775347,32.0,True
2940.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.75407588377412,95.3810870870847,16.490304262576977,18808739.963730298,16398651.58570727,340238.0,3127228.0,2134.1299366775347,32.0,True
2970.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.66497257446488,94.65609725226999,16.489388854837973,18714571.30021039,16407345.685478717,340238.0,3127228.0,2134.1299366775347,32.0,True
3000.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.5781736209717,92.84085054431516,16.0933238749673,18622163.309749622,16398262.685022693,340238.0,3127228.0,2134.1299366775347,32.0,True
3030.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.489699380544,90.46350097021428,15.446931987169183,18534961.511665076,16365304.17014921,340238.0,3127228.0,2134.1299366775347,32.0,True
3060.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.37872174843259,87.89312607717125,14.88235361633748,18453434.861366533,16333810.844156368,340238.0,3127228.0,2134.1299366775347,32.0,True
3090.0,19707.465910023548,19707.465910023548,1.0,True,True,True,True,True,True,2328.6256838944155,2328.6256838944155,22036.09159391796,61.19087195770076,87.64243316868121,14.766107726681154,18376176.242192052,16294237.984201938,340238.0,3127228.0,2134.1299366775347,32.0,True
