chainage_m,corridor_x,corridor_y,robust_offset_m,robust_low_x,robust_low_y,robust_floor_z
4300.0,336936.088,3140227.887,-70.0,336880.8333824762,3140184.9111085925,2470.287
4350.0,336966.785,3140188.419,-70.0,336911.53038247605,3140145.4431085926,2471.551
4400.0,336997.482,3140148.952,-70.0,336941.1209857738,3140107.4377123946,2478.075
4450.0,337025.958,3140108.084,-40.0,336991.567079457,3140087.6569447983,2477.899
4500.0,337048.319,3140063.363,20.0,337066.2075838198,3140072.3071919098,2477.039
4550.0,337070.679,3140018.641,20.0,337088.5675838198,3140027.5851919097,2474.555
4600.0,337093.04,3139973.92,20.0,337111.4364905859,3139981.766600163,2453.08
4650.0,337109.365,3139927.941,50.0,337158.8627946056,3139935.009827992,2445.992
4700.0,337106.737,3139878.01,50.0,337156.6678887042,3139875.382005858,2436.53
4750.0,337104.109,3139828.079,20.0,337124.08135548164,3139827.027802343,2422.492
4800.0,337101.481,3139778.148,20.0,337121.41028206213,3139776.4676082334,2416.854
4850.0,337095.722,3139728.61,20.0,337115.47720405145,3139725.490398601,2425.043
4900.0,337085.916,3139679.581,80.0,337164.3623925162,3139663.8914014963,2435.114
4950.0,337076.11,3139630.552,50.0,337125.1390914761,3139620.7464817055,2441.044
5000.0,337066.305,3139581.523,20.0,337086.17771802965,3139579.2702065976,2439.026
5050.0,337065.037,3139532.873,20.0,337084.862669156,3139535.507927422,2444.834
5100.0,337079.146,3139484.905,50.0,337127.1142432315,3139499.013424479,2468.561
5150.0,337093.254,3139436.936,80.0,337170.0034057283,3139459.5087428633,2487.146
5200.0,337107.362,3139388.968,110.0,337202.1445630804,3139444.7915231413,2500.713
5250.0,337141.744,3139354.605,-130.0,337055.13259358215,3139257.659323055,2477.282
5300.0,337180.787,3139323.37,-100.0,337118.31725134316,3139245.2833141778,2460.245
5350.0,337219.831,3139292.135,-40.0,337194.84334443987,3139260.900130549,2438.593
5400.0,337258.874,3139260.901,-10.0,337253.87157141406,3139252.242148561,2419.301
5450.0,337305.377,3139242.713,20.0,337312.5793216963,3139261.3711500205,2403.798
5500.0,337352.101,3139224.914,20.0,337359.22079843294,3139243.603795886,2391.572
5550.0,337398.826,3139207.114,50.0,337416.6259327155,3139253.8383233803,2377.421
5600.0,337445.55,3139189.314,20.0,337452.66997308616,3139208.003729352,2382.605
5650.0,337492.275,3139171.514,20.0,337499.39479843294,3139190.203795886,2378.845
5700.0,337538.999,3139153.715,-40.0,337524.75927006546,3139116.3354589194,2364.077
5750.0,337585.723,3139135.915,-40.0,337571.4830538277,3139098.535541296,2361.215
5800.0,337632.448,3139118.115,-70.0,337607.5280941983,3139052.700947268,2371.349
5850.0,337679.172,3139100.315,-70.0,337653.4722074401,3139035.203398404,2369.701
5900.0,337725.457,3139081.404,-70.0,337698.966902143,3139016.609905242,2362.126
5950.0,337771.735,3139062.472,-70.0,337745.23034646566,3138997.6838580216,2357.133
6000.0,337818.012,3139043.54,-40.0,337802.8666861712,3139006.518121752,2356.74
6050.0,337864.289,3139024.609,-10.0,337860.6435309744,3139015.297149723,2351.096
6100.0,337911.047,3139007.118,-10.0,337908.0294810154,3138997.5841351394,2345.678
6150.0,337959.428,3138994.497,-10.0,337956.90380545333,3138984.8208209043,2338.994
6200.0,338007.809,3138981.876,-10.0,338005.28480545327,3138972.1998209045,2337.678
6250.0,338056.19,3138969.255,-10.0,338053.66580545326,3138959.5788209043,2327.415
6300.0,338104.571,3138956.634,20.0,338109.4305604397,3138976.0346358744,2329.423
6350.0,338153.178,3138944.961,-10.0,338150.948225767,3138935.21276391,2338.99
6400.0,338202.037,3138934.34,20.0,338206.2855845835,3138953.8835290833,2332.548
6450.0,338250.896,3138923.718,20.0,338255.14458458335,3138943.2615290834,2329.375
6500.0,338299.755,3138913.097,20.0,338304.0036260998,3138932.640520058,2334.246
6550.0,338348.613,3138902.475,50.0,338358.74986105703,3138951.436658958,2335.26
6600.0,338397.67,3138892.825,20.0,338401.4713212048,3138912.460426074,2341.871
6650.0,338446.787,3138883.469,50.0,338456.1424905149,3138932.585950203,2346.418
6700.0,338495.904,3138874.114,140.0,338522.09937344166,3139011.6414605677,2346.83
6750.0,338545.021,3138864.758,200.0,338584.1453648623,3139060.893881659,2345.666
6800.0,338593.961,3138854.554,200.0,338636.5357792141,3139049.9699363383,2340.139
6850.0,338642.718,3138843.473,200.0,338687.04213427356,3139038.499590805,2338.823
6900.0,338691.474,3138832.392,200.0,338735.79813427356,3139027.4185908046,2328.916
6950.0,338740.231,3138821.311,200.0,338784.5551342736,3139016.337590805,2334.794
7000.0,338788.987,3138810.23,200.0,338874.18520347704,3138991.1754783196,2323.657
7050.0,338828.499,3138779.75,200.0,338951.36236770876,3138937.5618907916,2338.336
7100.0,338867.815,3138748.859,200.0,338991.37895707384,3138906.122945367,2339.491
7150.0,338907.131,3138717.968,200.0,339050.50111005665,3138857.4133711755,2322.354
7200.0,338935.073,3138679.708,200.0,339116.64680435025,3138763.558781593,2392.181
7250.0,338947.2,3138631.201,200.0,339141.22826473234,3138679.7090661847,2403.897
7300.0,338959.327,3138582.694,200.0,339153.35585296294,3138631.19971325,2357.03
7350.0,338971.453,3138534.186,200.0,339166.47536037926,3138578.528744075,2291.434
7400.0,338981.469,3138485.312,200.0,339179.19792435016,3138515.366491766,2281.647
7450.0,338986.444,3138435.56,200.0,339185.4515172482,3138455.4599517267,2301.633
7500.0,338991.419,3138385.808,200.0,339190.42651724815,3138405.707951727,2302.795
7550.0,338996.394,3138336.056,200.0,339195.6554320167,3138353.2281201556,2308.213
7600.0,339000.0,3138286.236,200.0,339199.8696258481,3138293.4562952397,2293.622
7650.0,339000.0,3138236.236,20.0,339020.0,3138236.236,2260.214
7700.0,339000.0,3138186.236,50.0,339050.0,3138186.236,2245.182
7750.0,339000.0,3138136.236,20.0,339019.9981208097,3138135.9618393155,2227.448
7800.0,338998.63,3138086.304,-10.0,338988.6501963937,3138086.939232225,2225.764
