i,j,x,y,terrain_z,chainage_m,distance_to_robust_low_track_m,robust_floor_z,height_above_robust_floor_m,erodible
166,112,342542.000000,3134652.000000,3311.32959,9100.000000,4322.594087,2163.078000,1148.251590,0
167,112,342606.000000,3134652.000000,3270.81616,9100.000000,4377.291626,2163.078000,1107.738160,0
168,112,342670.000000,3134652.000000,3232.33057,9100.000000,4432.238296,2163.078000,1069.252570,0
1,113,331982.000000,3134716.000000,3949.62427,12500.000000,5239.732046,2028.707000,1920.917270,0
2,113,332046.000000,3134716.000000,3995.59985,12500.000000,5176.055567,2028.707000,1966.892850,0
3,113,332110.000000,3134716.000000,4025.22363,12500.000000,5112.387168,2028.707000,1996.516630,0
4,113,332174.000000,3134716.000000,4033.27515,12500.000000,5048.727154,2028.707000,2004.568150,0
5,113,332238.000000,3134716.000000,3996.13696,12500.000000,4985.075847,2028.707000,1967.429960,0
6,113,332302.000000,3134716.000000,3987.70898,12500.000000,4921.433584,2028.707000,1959.001980,0
7,113,332366.000000,3134716.000000,4014.83081,12500.000000,4857.800721,2028.707000,1986.123810,0
8,113,332430.000000,3134716.000000,4046.22754,12500.000000,4794.177632,2028.707000,2017.520540,0
9,113,332494.000000,3134716.000000,4097.07324,12500.000000,4730.564711,2028.707000,2068.366240,0
10,113,332558.000000,3134716.000000,4133.146,12500.000000,4666.962375,2028.707000,2104.439000,0
11,113,332622.000000,3134716.000000,4109.52148,12500.000000,4603.371062,2028.707000,2080.814480,0
12,113,332686.000000,3134716.000000,4053.15112,12500.000000,4539.791234,2028.707000,2024.444120,0
13,113,332750.000000,3134716.000000,3993.08008,12500.000000,4476.223383,2028.707000,1964.373080,0
14,113,332814.000000,3134716.000000,3945.52612,12500.000000,4412.668025,2028.707000,1916.819120,0
15,113,332878.000000,3134716.000000,3900.05322,12500.000000,4349.125707,2028.707000,1871.346220,0
16,113,332942.000000,3134716.000000,3856.68237,12500.000000,4285.597011,2028.707000,1827.975370,0
17,113,333006.000000,3134716.000000,3812.62378,12500.000000,4222.082550,2028.707000,1783.916780,0
18,113,333070.000000,3134716.000000,3771.80518,12500.000000,4158.582978,2028.707000,1743.098180,0
19,113,333134.000000,3134716.000000,3739.08765,12500.000000,4095.098986,2028.707000,1710.380650,0
20,113,333198.000000,3134716.000000,3713.14282,12500.000000,4031.631311,2028.707000,1684.435820,0
21,113,333262.000000,3134716.000000,3688.49292,12500.000000,3968.180736,2028.707000,1659.785920,0
22,113,333326.000000,3134716.000000,3651.06396,12500.000000,3904.748093,2028.707000,1622.356960,0
23,113,333390.000000,3134716.000000,3607.4519,12500.000000,3841.334273,2028.707000,1578.744900,0
24,113,333454.000000,3134716.000000,3568.60059,12500.000000,3777.940222,2028.707000,1539.893590,0
25,113,333518.000000,3134716.000000,3534.16895,12500.000000,3714.566952,2028.707000,1505.461950,0
26,113,333582.000000,3134716.000000,3476.65283,12500.000000,3651.215546,2028.707000,1447.945830,0
27,113,333646.000000,3134716.000000,3405.63257,12500.000000,3587.887162,2028.707000,1376.925570,0
28,113,333710.000000,3134716.000000,3367.78394,12500.000000,3524.583040,2028.707000,1339.076940,0
29,113,333774.000000,3134716.000000,3375.10034,12500.000000,3461.304513,2028.707000,1346.393340,0
30,113,333838.000000,3134716.000000,3420.45703,12500.000000,3398.053009,2028.707000,1391.750030,0
31,113,333902.000000,3134716.000000,3420.17627,12500.000000,3334.830067,2028.707000,1391.469270,0
32,113,333966.000000,3134716.000000,3366.66406,12500.000000,3271.637342,2028.707000,1337.957060,0
33,113,334030.000000,3134716.000000,3315.20532,12500.000000,3208.476619,2028.707000,1286.498320,0
34,113,334094.000000,3134716.000000,3299.01587,12500.000000,3145.349828,2028.707000,1270.308870,0
35,113,334158.000000,3134716.000000,3343.37988,12500.000000,3082.259052,2028.707000,1314.672880,0
36,113,334222.000000,3134716.000000,3381.95361,12500.000000,3019.206549,2028.707000,1353.246610,0
37,113,334286.000000,3134716.000000,3409.42822,12500.000000,2956.194768,2028.707000,1380.721220,0
38,113,334350.000000,3134716.000000,3441.8584,12500.000000,2893.226370,2028.707000,1413.151400,0
39,113,334414.000000,3134716.000000,3449.11157,12500.000000,2830.304250,2028.707000,1420.404570,0
40,113,334478.000000,3134716.000000,3439.19995,12500.000000,2767.431566,2028.707000,1410.492950,0
41,113,334542.000000,3134716.000000,3415.7832,12500.000000,2704.611764,2028.707000,1387.076200,0
42,113,334606.000000,3134716.000000,3360.33154,12500.000000,2641.848617,2028.707000,1331.624540,0
43,113,334670.000000,3134716.000000,3289.60986,12500.000000,2579.146262,2028.707000,1260.902860,0
44,113,334734.000000,3134716.000000,3248.99634,12500.000000,2516.509241,2028.707000,1220.289340,0
45,113,334798.000000,3134716.000000,3248.55615,12500.000000,2453.942559,2028.707000,1219.849150,0
46,113,334862.000000,3134716.000000,3267.48389,12500.000000,2391.451736,2028.707000,1238.776890,0
47,113,334926.000000,3134716.000000,3246.12329,12500.000000,2329.042878,2028.707000,1217.416290,0
48,113,334990.000000,3134716.000000,3197.83032,12500.000000,2266.722755,2028.707000,1169.123320,0
49,113,335054.000000,3134716.000000,3173.28027,12500.000000,2204.498893,2028.707000,1144.573270,0
50,113,335118.000000,3134716.000000,3144.58398,12500.000000,2142.379680,2028.707000,1115.876980,0
51,113,335182.000000,3134716.000000,3126.89404,12300.000000,2080.219967,2076.894000,1050.000040,0
52,113,335246.000000,3134716.000000,3104.41187,12300.000000,2017.242410,2076.894000,1027.517870,0
53,113,335310.000000,3134716.000000,3028.4707,12300.000000,1954.331285,2076.894000,951.576700,0
54,113,335374.000000,3134716.000000,2954.28613,12300.000000,1891.493220,2076.894000,877.392130,0
55,113,335438.000000,3134716.000000,2925.59766,12300.000000,1828.735746,2076.894000,848.703660,0
56,113,335502.000000,3134716.000000,2927.87622,12300.000000,1766.067456,2076.894000,850.982220,0
57,113,335566.000000,3134716.000000,2904.84131,12300.000000,1703.498192,2076.894000,827.947310,0
58,113,335630.000000,3134716.000000,2873.34253,12300.000000,1641.039280,2076.894000,796.448530,0
59,113,335694.000000,3134716.000000,2823.38184,12300.000000,1578.703819,2076.894000,746.487840,0
60,113,335758.000000,3134716.000000,2772.90894,12300.000000,1516.507032,2076.894000,696.014940,0
61,113,335822.000000,3134716.000000,2745.07812,12300.000000,1454.466709,2076.894000,668.184120,0
62,113,335886.000000,3134716.000000,2725.15796,12300.000000,1392.603762,2076.894000,648.263960,0
63,113,335950.000000,3134716.000000,2717.71631,12300.000000,1330.942924,2076.894000,640.822310,0
64,113,336014.000000,3134716.000000,2698.96118,12300.000000,1269.513646,2076.894000,622.067180,0
65,113,336078.000000,3134716.000000,2676.82495,12300.000000,1208.351243,2076.894000,599.930950,0
66,113,336142.000000,3134716.000000,2652.9043,12300.000000,1147.498391,2076.894000,576.010300,0
67,113,336206.000000,3134716.000000,2607.04736,12300.000000,1087.007077,2076.894000,530.153360,0
68,113,336270.000000,3134716.000000,2554.52856,12300.000000,1026.941194,2076.894000,477.634560,0
69,113,336334.000000,3134716.000000,2512.52271,12300.000000,967.379990,2076.894000,435.628710,0
70,113,336398.000000,3134716.000000,2507.823,12300.000000,908.422740,2076.894000,430.929000,0
71,113,336462.000000,3134716.000000,2509.87085,12300.000000,850.195098,2076.894000,432.976850,0
72,113,336526.000000,3134716.000000,2483.94189,12300.000000,792.857827,2076.894000,407.047890,0
73,113,336590.000000,3134716.000000,2466.4375,12300.000000,736.618873,2076.894000,389.543500,0
74,113,336654.000000,3134716.000000,2449.25464,12300.000000,681.750096,2076.894000,372.360640,0
75,113,336718.000000,3134716.000000,2407.84131,12300.000000,628.610391,2076.894000,330.947310,0
76,113,336782.000000,3134716.000000,2350.79688,12300.000000,577.677118,2076.894000,273.902880,0
77,113,336846.000000,3134716.000000,2314.6333,11950.000000,516.902556,2073.376000,241.257300,0
78,113,336910.000000,3134716.000000,2289.29883,11950.000000,453.299249,2073.376000,215.922830,0
79,113,336974.000000,3134716.000000,2259.94043,11950.000000,389.825814,2073.376000,186.564430,0
80,113,337038.000000,3134716.000000,2246.08228,11950.000000,326.557991,2073.376000,172.706280,0
81,113,337102.000000,3134716.000000,2226.88843,11950.000000,263.643847,2073.376000,153.512430,0
82,113,337166.000000,3134716.000000,2195.17163,11950.000000,201.415079,2073.376000,121.795630,0
83,113,337230.000000,3134716.000000,2155.46313,11950.000000,140.783488,2073.376000,82.087130,0
84,113,337294.000000,3134716.000000,2122.36743,11948.063580,85.195144,2073.395403,48.972027,0
85,113,337358.000000,3134716.000000,2079.49707,11916.528666,34.448079,2073.711383,5.785687,1
86,113,337422.000000,3134716.000000,2067.17285,11880.800859,13.940917,2072.934706,-5.761856,1
87,113,337486.000000,3134716.000000,2085.80469,11850.000000,60.833018,2071.423000,14.381690,1
88,113,337550.000000,3134716.000000,2138.11743,11850.000000,119.704406,2071.423000,66.694430,0
89,113,337614.000000,3134716.000000,2192.68677,11705.913902,178.541537,2087.939735,104.747035,0
90,113,337678.000000,3134716.000000,2236.44702,11700.000000,219.262876,2088.265000,148.182020,0
91,113,337742.000000,3134716.000000,2279.65552,11700.000000,269.065436,2088.265000,191.390520,0
92,113,337806.000000,3134716.000000,2336.34326,11700.000000,323.895367,2088.265000,248.078260,0
93,113,337870.000000,3134716.000000,2415.60327,11700.000000,381.591678,2088.265000,327.338270,0
94,113,337934.000000,3134716.000000,2482.70923,11700.000000,441.030848,2088.265000,394.444230,0
95,113,337998.000000,3134716.000000,2552.02002,11700.000000,501.593669,2088.265000,463.755020,0
96,113,338062.000000,3134716.000000,2616.00659,11700.000000,562.917586,2088.265000,527.741590,0
97,113,338126.000000,3134716.000000,2677.6543,11700.000000,624.778528,2088.265000,589.389300,0
98,113,338190.000000,3134716.000000,2727.48193,11700.000000,687.031447,2088.265000,639.216930,0
99,113,338254.000000,3134716.000000,2761.81641,11700.000000,749.578687,2088.265000,673.551410,0
100,113,338318.000000,3134716.000000,2793.69897,11350.000000,806.611657,2115.223000,678.475970,0
101,113,338382.000000,3134716.000000,2822.37207,11350.000000,860.436839,2115.223000,707.149070,0
102,113,338446.000000,3134716.000000,2850.76831,11350.000000,915.572357,2115.223000,735.545310,0
103,113,338510.000000,3134716.000000,2886.93774,11350.000000,971.795210,2115.223000,771.714740,0
104,113,338574.000000,3134716.000000,2925.75806,11350.000000,1028.927168,2115.223000,810.535060,0
105,113,338638.000000,3134716.000000,2960.60815,10950.000000,1086.321918,2122.031000,838.577150,0
106,113,338702.000000,3134716.000000,2990.19507,10950.000000,1133.081642,2122.031000,868.164070,0
107,113,338766.000000,3134716.000000,2999.98267,10950.000000,1181.458719,2122.031000,877.951670,0
108,113,338830.000000,3134716.000000,3024.10132,10950.000000,1231.262523,2122.031000,902.070320,0
109,113,338894.000000,3134716.000000,3066.6731,10950.000000,1282.326829,2122.031000,944.642100,0
110,113,338958.000000,3134716.000000,3121.04688,10950.000000,1334.506948,2122.031000,999.015880,0
111,113,339022.000000,3134716.000000,3183.81909,10950.000000,1387.677012,2122.031000,1061.788090,0
112,113,339086.000000,3134716.000000,3242.86377,10950.000000,1441.727501,2122.031000,1120.832770,0
113,113,339150.000000,3134716.000000,3291.6748,10950.000000,1496.563024,2122.031000,1169.643800,0
114,113,339214.000000,3134716.000000,3344.40454,10550.000000,1549.618361,2157.175000,1187.229540,0
115,113,339278.000000,3134716.000000,3391.1897,10550.000000,1597.106025,2157.175000,1234.014700,0
116,113,339342.000000,3134716.000000,3433.49414,10550.000000,1645.712687,2157.175000,1276.319140,0
117,113,339406.000000,3134716.000000,3479.22583,10550.000000,1695.342102,2157.175000,1322.050830,0
118,113,339470.000000,3134716.000000,3536.64575,10550.000000,1745.907052,2157.175000,1379.470750,0
119,113,339534.000000,3134716.000000,3591.10742,10550.000000,1797.328581,2157.175000,1433.932420,0
120,113,339598.000000,3134716.000000,3651.69263,10550.000000,1849.535244,2157.175000,1494.517630,0
121,113,339662.000000,3134716.000000,3743.11865,10550.000000,1902.462408,2157.175000,1585.943650,0
122,113,339726.000000,3134716.000000,3811.12427,10550.000000,1956.051586,2157.175000,1653.949270,0
123,113,339790.000000,3134716.000000,3872.33838,10550.000000,2010.249835,2157.175000,1715.163380,0
124,113,339854.000000,3134716.000000,3937.3811,10550.000000,2065.009199,2157.175000,1780.206100,0
125,113,339918.000000,3134716.000000,3982.67554,10550.000000,2120.286203,2157.175000,1825.500540,0
126,113,339982.000000,3134716.000000,4023.48682,10550.000000,2176.041400,2157.175000,1866.311820,0
127,113,340046.000000,3134716.000000,4073.57617,10550.000000,2232.238959,2157.175000,1916.401170,0
128,113,340110.000000,3134716.000000,4119.83984,10550.000000,2288.846295,2157.175000,1962.664840,0
129,113,340174.000000,3134716.000000,4161.23145,10550.000000,2345.833744,2157.175000,2004.056450,0
130,113,340238.000000,3134716.000000,4198.43018,10550.000000,2403.174265,2157.175000,2041.255180,0
131,113,340302.000000,3134716.000000,4242.99512,10550.000000,2460.843177,2157.175000,2085.820120,0
132,113,340366.000000,3134716.000000,4301.08496,10550.000000,2518.817924,2157.175000,2143.909960,0
133,113,340430.000000,3134716.000000,4353.15381,10550.000000,2577.077866,2157.175000,2195.978810,0
134,113,340494.000000,3134716.000000,4387.18652,10550.000000,2635.604090,2157.175000,2230.011520,0
135,113,340558.000000,3134716.000000,4386.25195,10550.000000,2694.379244,2157.175000,2229.076950,0
136,113,340622.000000,3134716.000000,4349.61133,10550.000000,2753.387387,2157.175000,2192.436330,0
137,113,340686.000000,3134716.000000,4310.7915,10550.000000,2812.613855,2157.175000,2153.616500,0
138,113,340750.000000,3134716.000000,4274.18652,9300.000000,2862.571913,2143.854000,2130.332520,0
139,113,340814.000000,3134716.000000,4239.96924,9300.000000,2907.799082,2143.854000,2096.115240,0
140,113,340878.000000,3134716.000000,4207.7334,9300.000000,2953.720543,2143.854000,2063.879400,0
141,113,340942.000000,3134716.000000,4176.00391,9300.000000,3000.304416,2143.854000,2032.149910,0
142,113,341006.000000,3134716.000000,4144.88818,9300.000000,3047.520325,2143.854000,2001.034180,0
143,113,341070.000000,3134716.000000,4113.42041,9300.000000,3095.339348,2143.854000,1969.566410,0
144,113,341134.000000,3134716.000000,4082.8562,9300.000000,3143.733962,2143.854000,1939.002200,0
145,113,341198.000000,3134716.000000,4057.70947,9300.000000,3192.677993,2143.854000,1913.855470,0
146,113,341262.000000,3134716.000000,4034.2771,9300.000000,3242.146559,2143.854000,1890.423100,0
147,113,341326.000000,3134716.000000,4004.69189,9300.000000,3292.116015,2143.854000,1860.837890,0
148,113,341390.000000,3134716.000000,3962.77881,9300.000000,3342.563896,2143.854000,1818.924810,0
149,113,341454.000000,3134716.000000,3909.57739,9300.000000,3393.468866,2143.854000,1765.723390,0
150,113,341518.000000,3134716.000000,3867.38843,9300.000000,3444.810661,2143.854000,1723.534430,0
151,113,341582.000000,3134716.000000,3816.83911,9300.000000,3496.570039,2143.854000,1672.985110,0
152,113,341646.000000,3134716.000000,3780.56763,9300.000000,3548.728727,2143.854000,1636.713630,0
153,113,341710.000000,3134716.000000,3744.85645,9100.000000,3599.874295,2163.078000,1581.778450,0
154,113,341774.000000,3134716.000000,3707.38257,9100.000000,3650.816522,2163.078000,1544.304570,0
155,113,341838.000000,3134716.000000,3669.4519,9100.000000,3702.164179,2163.078000,1506.373900,0
156,113,341902.000000,3134716.000000,3633.20483,9100.000000,3753.900630,2163.078000,1470.126830,0
157,113,341966.000000,3134716.000000,3597.87158,9100.000000,3806.010021,2163.078000,1434.793580,0
158,113,342030.000000,3134716.000000,3562.57886,9100.000000,3858.477240,2163.078000,1399.500860,0
159,113,342094.000000,3134716.000000,3528.604,9100.000000,3911.287888,2163.078000,1365.526000,0
160,113,342158.000000,3134716.000000,3501.01196,9100.000000,3964.428241,2163.078000,1337.933960,0
161,113,342222.000000,3134716.000000,3472.34277,9100.000000,4017.885217,2163.078000,1309.264770,0
162,113,342286.000000,3134716.000000,3440.98535,9100.000000,4071.646344,2163.078000,1277.907350,0
163,113,342350.000000,3134716.000000,3409.94849,9100.000000,4125.699732,2163.078000,1246.870490,0
164,113,342414.000000,3134716.000000,3377.85986,9100.000000,4180.034045,2163.078000,1214.781860,0
165,113,342478.000000,3134716.000000,3341.27344,9100.000000,4234.638467,2163.078000,1178.195440,0
166,113,342542.000000,3134716.000000,3295.79907,9100.000000,4289.502685,2163.078000,1132.721070,0
167,113,342606.000000,3134716.000000,3255.90625,9100.000000,4344.616855,2163.078000,1092.828250,0
168,113,342670.000000,3134716.000000,3213.63452,9100.000000,4399.971585,2163.078000,1050.556520,0
1,114,331982.000000,3134780.000000,4008.95654,12500.000000,5246.506332,2028.707000,1980.249540,0
2,114,332046.000000,3134780.000000,4043.00098,12500.000000,5182.913082,2028.707000,2014.293980,0
3,114,332110.000000,3134780.000000,4074.18359,12500.000000,5119.329970,2028.707000,2045.476590,0
4,114,332174.000000,3134780.000000,4090.63647,12500.000000,5055.757378,2028.707000,2061.929470,0
5,114,332238.000000,3134780.000000,4069.67627,12500.000000,4992.195708,2028.707000,2040.969270,0
6,114,332302.000000,3134780.000000,4049.37451,12500.000000,4928.645383,2028.707000,2020.667510,0
7,114,332366.000000,3134780.000000,4072.10498,12500.000000,4865.106847,2028.707000,2043.397980,0
8,114,332430.000000,3134780.000000,4085.87231,12500.000000,4801.580568,2028.707000,2057.165310,0
9,114,332494.000000,3134780.000000,4079.71313,12500.000000,4738.067040,2028.707000,2051.006130,0
10,114,332558.000000,3134780.000000,4109.25098,12500.000000,4674.566782,2028.707000,2080.543980,0
11,114,332622.000000,3134780.000000,4099.00195,12500.000000,4611.080342,2028.707000,2070.294950,0
12,114,332686.000000,3134780.000000,4046.32422,12500.000000,4547.608299,2028.707000,2017.617220,0
13,114,332750.000000,3134780.000000,3986.20728,12500.000000,4484.151264,2028.707000,1957.500280,0
14,114,332814.000000,3134780.000000,3935.55981,12500.000000,4420.709885,2028.707000,1906.852810,0
15,114,332878.000000,3134780.000000,3886.5979,12500.000000,4357.284843,2028.707000,1857.890900,0
16,114,332942.000000,3134780.000000,3854.21509,12500.000000,4293.876865,2028.707000,1825.508090,0
17,114,333006.000000,3134780.000000,3829.32251,12500.000000,4230.486716,2028.707000,1800.615510,0
18,114,333070.000000,3134780.000000,3799.15845,12500.000000,4167.115210,2028.707000,1770.451450,0
19,114,333134.000000,3134780.000000,3765.08984,12500.000000,4103.763211,2028.707000,1736.382840,0
20,114,333198.000000,3134780.000000,3724.43701,12500.000000,4040.431637,2028.707000,1695.730010,0
21,114,333262.000000,3134780.000000,3699.41626,12500.000000,3977.121464,2028.707000,1670.709260,0
22,114,333326.000000,3134780.000000,3662.10156,12500.000000,3913.833729,2028.707000,1633.394560,0
23,114,333390.000000,3134780.000000,3612.59839,12500.000000,3850.569540,2028.707000,1583.891390,0
24,114,333454.000000,3134780.000000,3563.18433,12500.000000,3787.330076,2028.707000,1534.477330,0
25,114,333518.000000,3134780.000000,3520.16919,12500.000000,3724.116597,2028.707000,1491.462190,0
26,114,333582.000000,3134780.000000,3476.96655,12500.000000,3660.930449,2028.707000,1448.259550,0
27,114,333646.000000,3134780.000000,3424.03662,12500.000000,3597.773071,2028.707000,1395.329620,0
28,114,333710.000000,3134780.000000,3395.78467,12500.000000,3534.646007,2028.707000,1367.077670,0
29,114,333774.000000,3134780.000000,3417.49927,12500.000000,3471.550909,2028.707000,1388.792270,0
30,114,333838.000000,3134780.000000,3437.41284,12500.000000,3408.489554,2028.707000,1408.705840,0
31,114,333902.000000,3134780.000000,3427.05811,12500.000000,3345.463848,2028.707000,1398.351110,0
32,114,333966.000000,3134780.000000,3381.13672,12500.000000,3282.475846,2028.707000,1352.429720,0
33,114,334030.000000,3134780.000000,3336.06689,12500.000000,3219.527761,2028.707000,1307.359890,0
34,114,334094.000000,3134780.000000,3346.70142,12500.000000,3156.621980,2028.707000,1317.994420,0
35,114,334158.000000,3134780.000000,3397.31421,12500.000000,3093.761085,2028.707000,1368.607210,0
36,114,334222.000000,3134780.000000,3447.97192,12500.000000,3030.947867,2028.707000,1419.264920,0
37,114,334286.000000,3134780.000000,3502.37305,12500.000000,2968.185354,2028.707000,1473.666050,0
38,114,334350.000000,3134780.000000,3530.83398,12500.000000,2905.476831,2028.707000,1502.126980,0
39,114,334414.000000,3134780.000000,3538.63501,12500.000000,2842.825872,2028.707000,1509.928010,0
40,114,334478.000000,3134780.000000,3522.95337,12500.000000,2780.236368,2028.707000,1494.246370,0
41,114,334542.000000,3134780.000000,3484.45239,12500.000000,2717.712564,2028.707000,1455.745390,0
42,114,334606.000000,3134780.000000,3427.74243,12500.000000,2655.259103,2028.707000,1399.035430,0
43,114,334670.000000,3134780.000000,3361.34912,12500.000000,2592.881067,2028.707000,1332.642120,0
44,114,334734.000000,3134780.000000,3320.84448,12500.000000,2530.584033,2028.707000,1292.137480,0
45,114,334798.000000,3134780.000000,3309.89331,12500.000000,2468.374135,2028.707000,1281.186310,0
46,114,334862.000000,3134780.000000,3318.67554,12500.000000,2406.258131,2028.707000,1289.968540,0
47,114,334926.000000,3134780.000000,3303.63599,12300.000000,2343.545459,2076.894000,1226.741990,0
48,114,334990.000000,3134780.000000,3266.19116,12300.000000,2280.655420,2076.894000,1189.297160,0
49,114,335054.000000,3134780.000000,3235.0481,12300.000000,2217.828888,2076.894000,1158.154100,0
50,114,335118.000000,3134780.000000,3205.97192,12300.000000,2155.071415,2076.894000,1129.077920,0
51,114,335182.000000,3134780.000000,3186.94385,12300.000000,2092.389217,2076.894000,1110.049850,0
52,114,335246.000000,3134780.000000,3154.9248,12300.000000,2029.789266,2076.894000,1078.030800,0
53,114,335310.000000,3134780.000000,3070.4707,12300.000000,1967.279415,2076.894000,993.576700,0
54,114,335374.000000,3134780.000000,2987.63306,12300.000000,1904.868532,2076.894000,910.739060,0
55,114,335438.000000,3134780.000000,2957.10181,12300.000000,1842.566676,2076.894000,880.207810,0
56,114,335502.000000,3134780.000000,2966.54663,12300.000000,1780.385291,2076.894000,889.652630,0
57,114,335566.000000,3134780.000000,2959.11816,12300.000000,1718.337456,2076.894000,882.224160,0
58,114,335630.000000,3134780.000000,2942.95581,12300.000000,1656.438180,2076.894000,866.061810,0
59,114,335694.000000,3134780.000000,2907.32471,12300.000000,1594.704760,2076.894000,830.430710,0
60,114,335758.000000,3134780.000000,2853.35693,12300.000000,1533.157234,2076.894000,776.462930,0
61,114,335822.000000,3134780.000000,2819.76343,12300.000000,1471.818920,2076.894000,742.869430,0
62,114,335886.000000,3134780.000000,2819.02881,12300.000000,1410.717109,2076.894000,742.134810,0
63,114,335950.000000,3134780.000000,2803.24023,12300.000000,1349.883918,2076.894000,726.346230,0
64,114,336014.000000,3134780.000000,2778.74658,12300.000000,1289.357368,2076.894000,701.852580,0
65,114,336078.000000,3134780.000000,2747.02856,12300.000000,1229.182757,2076.894000,670.134560,0
66,114,336142.000000,3134780.000000,2725.96558,12300.000000,1169.414418,2076.894000,649.071580,0
67,114,336206.000000,3134780.000000,2657.59082,12300.000000,1110.117972,2076.894000,580.696820,0
68,114,336270.000000,3134780.000000,2568.53613,12300.000000,1051.373264,2076.894000,491.642130,0
69,114,336334.000000,3134780.000000,2525.82617,12300.000000,993.278194,2076.894000,448.932170,0
70,114,336398.000000,3134780.000000,2528.33057,12300.000000,935.953738,2076.894000,451.436570,0
71,114,336462.000000,3134780.000000,2531.2356,12300.000000,879.550584,2076.894000,454.341600,0
72,114,336526.000000,3134780.000000,2505.9563,12300.000000,824.257884,2076.894000,429.062300,0
73,114,336590.000000,3134780.000000,2479.52808,12300.000000,770.314799,2076.894000,402.634080,0
74,114,336654.000000,3134780.000000,2451.24536,11950.000000,715.854780,2073.376000,377.869360,0
75,114,336718.000000,3134780.000000,2411.02856,11950.000000,652.812394,2073.376000,337.652560,0
76,114,336782.000000,3134780.000000,2364.93213,11950.000000,589.976253,2073.376000,291.556130,0
77,114,336846.000000,3134780.000000,2317.7002,11950.000000,527.420074,2073.376000,244.324200,0
78,114,336910.000000,3134780.000000,2285.58203,11950.000000,465.256801,2073.376000,212.206030,0
79,114,336974.000000,3134780.000000,2257.20312,11950.000000,403.667992,2073.376000,183.827120,0
80,114,337038.000000,3134780.000000,2246.60596,11950.000000,342.963269,2073.376000,173.229960,0
81,114,337102.000000,3134780.000000,2224.5166,11950.000000,283.710698,2073.376000,151.140600,0
82,114,337166.000000,3134780.000000,2192.98145,11950.000000,227.050030,2073.376000,119.605450,0
83,114,337230.000000,3134780.000000,2158.76294,11938.561480,174.938817,2073.490614,85.272326,0
84,114,337294.000000,3134780.000000,2128.39233,11907.026566,124.191752,2073.806594,54.585736,0
85,114,337358.000000,3134780.000000,2089.9834,11880.013065,76.564884,2072.896041,17.087359,1
86,114,337422.000000,3134780.000000,2074.86353,11824.153629,18.829747,2074.654830,0.208700,1
87,114,337486.000000,3134780.000000,2079.72656,11812.324428,43.901036,2076.133953,3.592607,1
88,114,337550.000000,3134780.000000,2117.38525,11717.552334,89.566684,2087.299622,30.085628,0
89,114,337614.000000,3134780.000000,2170.38696,11700.000000,128.781803,2088.265000,82.121960,0
90,114,337678.000000,3134780.000000,2217.19629,11700.000000,180.866671,2088.265000,128.931290,0
91,114,337742.000000,3134780.000000,2258.5,11700.000000,238.815311,2088.265000,170.235000,0
92,114,337806.000000,3134780.000000,2309.80371,11700.000000,299.240293,2088.265000,221.538710,0
93,114,337870.000000,3134780.000000,2382.56128,11700.000000,360.899921,2088.265000,294.296280,0
94,114,337934.000000,3134780.000000,2462.76733,11700.000000,423.254950,2088.265000,374.502330,0
95,114,337998.000000,3134780.000000,2528.75781,11700.000000,486.037810,2088.265000,440.492810,0
96,114,338062.000000,3134780.000000,2589.31152,11700.000000,549.101769,2088.265000,501.046520,0
97,114,338126.000000,3134780.000000,2652.38037,11700.000000,612.359986,2088.265000,564.115370,0
98,114,338190.000000,3134780.000000,2701.46704,11350.000000,664.949599,2115.223000,586.244040,0
99,114,338254.000000,3134780.000000,2737.59473,11350.000000,717.985486,2115.223000,622.371730,0
100,114,338318.000000,3134780.000000,2758.52856,11350.000000,772.683859,2115.223000,643.305560,0
101,114,338382.000000,3134780.000000,2783.40918,11350.000000,828.715593,2115.223000,668.186180,0
102,114,338446.000000,3134780.000000,2815.46973,11350.000000,885.827704,2115.223000,700.246730,0
103,114,338510.000000,3134780.000000,2850.4978,11350.000000,943.824088,2115.223000,735.274800,0
104,114,338574.000000,3134780.000000,2885.16772,10950.000000,995.821830,2122.031000,763.136720,0
105,114,338638.000000,3134780.000000,2917.08008,10950.000000,1042.711760,2122.031000,795.049080,0
106,114,338702.000000,3134780.000000,2942.81689,10950.000000,1091.341610,2122.031000,820.785890,0
107,114,338766.000000,3134780.000000,2951.40552,10950.000000,1141.489031,2122.031000,829.374520,0
108,114,338830.000000,3134780.000000,2987.43726,10950.000000,1192.962658,2122.031000,865.406260,0
109,114,338894.000000,3134780.000000,3035.05127,10950.000000,1245.598089,2122.031000,913.020270,0
110,114,338958.000000,3134780.000000,3098.26904,10950.000000,1299.254131,2122.031000,976.238040,0
111,114,339022.000000,3134780.000000,3185.76318,10950.000000,1353.809438,2122.031000,1063.732180,0
112,114,339086.000000,3134780.000000,3244.54565,10950.000000,1409.159569,2122.031000,1122.514650,0
113,114,339150.000000,3134780.000000,3290.27539,10550.000000,1459.174135,2157.175000,1133.100390,0
114,114,339214.000000,3134780.000000,3333.73682,10550.000000,1506.793864,2157.175000,1176.561820,0
115,114,339278.000000,3134780.000000,3374.2124,10550.000000,1555.589388,2157.175000,1217.037400,0
116,114,339342.000000,3134780.000000,3420.5249,10550.000000,1605.453498,2157.175000,1263.349900,0
117,114,339406.000000,3134780.000000,3474.35522,10550.000000,1656.289687,2157.175000,1317.180220,0
