method,scenario_id,time_s,budget,selected_patch_ids,budget_fraction,budget_max_count,pre_refresh_candidate_count,candidate_count,selected_count,actual_active_fraction,mean_selected_support_risk_rank,first_pass_count,second_pass_count,selected_patch_consecutive_overlap_count,selected_patch_consecutive_overlap_fraction,support_cell_count,support_fraction,blocked_local_change_cell_count,blocked_local_change_fraction,blocked_wet_creation_count,raw_local_new_wet_fraction,depth_guard_activation_fraction,depth_guard_mean_abs_clip_m,depth_guard_max_abs_clip_m,global_forward_runtime_ms,roi_scoring_runtime_ms,local_correction_runtime_ms,support_guard_runtime_ms,depth_guard_runtime_ms
SupportRisk_DepthGuard_B10,JILONG_EI_0009,10,B10,78;219;57;106;84;217;4;128;13;50;119;251;10;156;158;213;177;170;215,0.1,19,115,115,19,0.0778384421591074,0.8311212814645309,19,0,0,0.0,7992,0.0611987043517547,7125,0.7009345794392523,428,0.0032774080909097,0.0084385600845387,0.0002565414470154,1.0770862102508545,312.970500002848,13.656299997819588,124.83860000793356,44.99260000011418,15.042800005176105
SupportRisk_DepthGuard_B10,JILONG_EI_0009,20,B10,219;57;217;106;84;13;4;50;128;119;251;77;10;156;177;158;213;206;185,0.1,19,114,114,19,0.0630211882901578,0.8407202216066484,19,0,16,0.8421052631578947,8036,0.0615356341554931,7104,0.86318347509113,339,0.0025958909878934,0.0099853741835195,0.0114233270287513,16.04883575439453,53.36779999197461,2.05719999212306,70.18199999583885,1.7511000041849911,1.2869000056525692
SupportRisk_DepthGuard_B10,JILONG_EI_0009,30,B10,219;57;217;106;84;13;77;50;4;119;112;251;10;156;158;177;213;206;46,0.1,19,115,115,19,0.0573546415909212,0.8430205949656752,19,0,17,0.8947368421052632,8612,0.0659463515862502,5976,0.7978638184245661,132,0.0010107894112151,0.0098705117504269,0.0331844799220562,33.643558502197266,54.71850000321865,1.9291000062366948,70.31530000676867,1.6862999909790233,1.3662999990629032
SupportRisk_DepthGuard_B10,JILONG_EI_0009,40,B10,219;57;217;106;84;13;4;50;119;112;77;251;10;156;192;158;178;213;206,0.1,19,115,115,19,0.0579442687474634,0.8443935926773456,19,0,17,0.8947368421052632,9065,0.0694151970656477,5797,0.7660895995771111,58,0.0004441347412915,0.0143807766231976,0.0503455102443695,27.322437286376957,53.055399999720976,1.8962000031024215,70.76909999886993,1.7329999973298982,1.6983000095933676
SupportRisk_DepthGuard_B10,JILONG_EI_0009,50,B10,219;57;217;106;84;13;50;4;119;61;112;251;10;156;158;177;213;185;133,0.1,19,119,119,19,0.0820117772281397,0.8452012383900929,19,0,15,0.7894736842105263,9401,0.0719881155669226,9305,0.8688141923436041,640,0.0049007971452856,0.0134925071406145,0.0264233741909265,24.35956573486328,52.770499998587184,1.8991999968420716,72.92330000200309,2.2775000106776133,1.3710000057471916
SupportRisk_DepthGuard_B10,JILONG_EI_0009,60,B10,219;57;217;106;84;13;50;4;119;112;61;251;10;156;192;158;178;213;185,0.1,19,118,118,19,0.0668422785643727,0.8541480820695808,19,0,17,0.8947368421052632,9777,0.074867333889778,7119,0.8155573376102646,475,0.0036373103812667,0.0146794189492384,0.0416261926293373,30.792818069458008,54.0811999962898,1.924500000313856,73.2379000110086,1.6966999974101782,1.4608999917982146
SupportRisk_DepthGuard_B10,JILONG_EI_0009,70,B10,219;58;217;106;84;4;13;50;112;60;119;251;10;156;192;158;178;46;186,0.1,19,118,118,19,0.040737876270187,0.8465655664585192,19,0,15,0.7894736842105263,10342,0.0791938188696005,4665,0.8768796992481203,412,0.0031548881622776,0.0092732270983452,0.0161424186080694,30.0781364440918,56.263400008901954,1.8884000019170344,73.73040000675246,2.198100002715364,2.0377000037115067
SupportRisk_DepthGuard_B10,JILONG_EI_0009,80,B10,219;58;217;106;44;84;50;112;4;119;13;251;10;156;192;174;46;178;186,0.1,19,119,119,19,0.0505930730295349,0.848297213622291,19,0,17,0.8947368421052632,11485,0.0879463362712591,4866,0.7364915998183744,1127,0.0086299974730264,0.0149474312931212,0.0304752681404352,18.308835983276367,55.32189999939874,1.858799994806759,73.2642999937525,1.6826999926706776,1.287099992623553
SupportRisk_DepthGuard_B10,JILONG_EI_0009,90,B10,219;58;106;217;84;44;4;50;112;119;251;13;10;156;192;158;178;185;213,0.1,19,118,118,19,0.0676999180647977,0.8322925958965209,19,0,16,0.8421052631578947,12615,0.0965993062309041,6333,0.7163216830675263,661,0.0050616045516153,0.0203995681172515,0.032851692289114,20.819494247436523,54.296999995131046,1.8438999977661297,72.64900000882335,1.9554000027710567,1.344999996945262
SupportRisk_DepthGuard_B10,JILONG_EI_0009,100,B10,219;58;106;217;13;84;4;112;119;50;251;10;156;192;61;158;185;178;213,0.1,19,116,116,19,0.0664211163096997,0.8312159709618875,19,0,18,0.9473684210526316,12995,0.0995091545359174,6809,0.7849896241641687,703,0.0053832193642747,0.0185770841788484,0.0321755371987819,13.08440399169922,54.15029999858234,1.8263999954797328,72.48649999382906,1.7081999976653606,1.278200012166053
SupportRisk_DepthGuard_B10,JILONG_EI_0009,110,B10,219;57;106;217;13;84;112;4;119;50;251;10;156;177;158;185;213;61;88,0.1,19,119,119,19,0.0662985963810676,0.8213180008845643,19,0,16,0.8421052631578947,13146,0.1006654363623833,6879,0.7945252945252945,678,0.0051917819757869,0.0191284238576931,0.0253732893615961,13.634608268737791,55.022999993525445,1.954699997440912,73.49960001010913,1.9412999972701075,1.4492000045720488
SupportRisk_DepthGuard_B10,JILONG_EI_0009,120,B10,219;58;106;217;84;4;112;104;50;29;251;10;134;174;156;192;178;185;61,0.1,19,116,116,19,0.0590928930783897,0.8452813067150635,19,0,12,0.631578947368421,13214,0.1011861460590699,6064,0.7857975897369444,783,0.0059958190074354,0.0191437388487721,0.031107610091567,14.047080039978027,54.56920000142418,1.9335999968461688,74.76850000966806,1.917500005220063,1.280700002098456
SupportRisk_DepthGuard_B10,JILONG_EI_0009,130,B10,219;58;106;217;84;4;112;104;50;27;13;251;134;156;174;177;185;61;102,0.1,19,115,115,19,0.0843473133676899,0.843020594965675,19,0,15,0.7894736842105263,13361,0.1023117979033777,8733,0.792827961870177,2071,0.0158586732623228,0.0226049268326301,0.0617182292044162,37.379390716552734,54.710999989765696,1.812600006815046,72.92210000741761,1.6918000037549064,1.2907999916933477
SupportRisk_DepthGuard_B10,JILONG_EI_0009,140,B10,219;58;217;106;84;4;112;104;134;50;251;192;29;27;156;174;60;178;185,0.1,19,115,115,19,0.0647977272553238,0.8475972540045768,19,0,15,0.7894736842105263,13508,0.1034374497476855,6794,0.8028834790829591,991,0.0075885780796532,0.0179108820669111,0.0355921052396297,24.200443267822266,54.24620000121649,1.80460000410676,73.87320000270847,1.9515999883878976,1.3212000048952175
SupportRisk_DepthGuard_B10,JILONG_EI_0009,150,B10,219;58;217;106;84;4;112;134;29;50;104;251;192;174;10;156;178;185;213,0.1,19,115,115,19,0.0445359940577834,0.8475972540045768,19,0,17,0.8947368421052632,13569,0.1039045569755955,5129,0.8818775790921596,29,0.0002220673706457,0.0121524454212005,0.000248601543717,0.2171273231506347,54.8698000056902,1.8089999939547847,72.77100000646897,2.2277000098256394,1.3586999994004143
SupportRisk_DepthGuard_B10,JILONG_EI_0009,160,B10,219;58;217;106;4;112;134;84;192;104;26;50;251;29;174;156;178;60;185,0.1,19,117,117,19,0.0672710983145852,0.8551506972559604,19,0,17,0.8947368421052632,13886,0.1063319830616198,7466,0.8498577120091064,2047,0.0156748933693746,0.0155140859630449,0.0230603516101837,26.60897445678711,55.119199998443946,1.8456999969203025,72.26420000370126,1.7112000059569257,1.6161000094143674
SupportRisk_DepthGuard_B10,JILONG_EI_0009,170,B10,58;219;217;90;4;112;192;13;84;134;104;50;26;251;174;156;178;186;60,0.1,19,117,117,19,0.0587406482835723,0.857399910031489,19,0,16,0.8421052631578947,14073,0.107763934727508,6212,0.809803154738626,1578,0.0120835279613449,0.0168464901869194,0.0300844851881265,26.41432762145996,54.85369999951217,1.7920999962370845,72.94830000319052,1.7846999980974942,1.5201999922282994
