path_order,x,y,terrain_z,downstream_progress_m,running_min_z,adverse_rise_m
0,335758.0,3141052.0,2678.3759765625,0.0,2678.3759765625,0.0
1,335758.0,3140988.0,2682.525634765625,57.82935716389883,2678.3759765625,4.149658203125
2,335694.0,3140924.0,2691.319580078125,88.2403728387465,2678.3759765625,12.943603515625
3,335694.0,3140860.0,2713.403076171875,146.06973000264531,2678.3759765625,35.027099609375
4,335694.0,3140796.0,2728.287353515625,203.89908716654415,2678.3759765625,49.911376953125
5,335694.0,3140732.0,2735.633544921875,261.728444330443,2678.3759765625,57.257568359375
6,335694.0,3140668.0,2743.1240234375,319.5578014943418,2678.3759765625,64.748046875
7,335694.0,3140604.0,2754.376953125,377.38715865824065,2678.3759765625,76.0009765625
8,335694.0,3140540.0,2754.4248046875,435.21651582213946,2678.3759765625,76.048828125
9,335758.0,3140476.0,2756.521484375,520.4642144750894,2678.3759765625,78.1455078125
10,335822.0,3140412.0,2775.650390625,605.7119131280394,2678.3759765625,97.2744140625
11,335886.0,3140348.0,2773.055908203125,690.9596117809895,2678.3759765625,94.679931640625
12,335950.0,3140284.0,2768.629150390625,776.2073104339394,2678.3759765625,90.253173828125
13,336014.0,3140220.0,2762.6572265625,861.4550090868894,2678.3759765625,84.28125
14,336078.0,3140156.0,2766.916259765625,946.7027077398393,2678.3759765625,88.540283203125
15,336142.0,3140092.0,2768.017578125,1031.9504063927893,2678.3759765625,89.6416015625
16,336206.0,3140028.0,2763.56982421875,1117.1981050457393,2678.3759765625,85.19384765625
17,336270.0,3139964.0,2750.181640625,1202.4458036986894,2678.3759765625,71.8056640625
18,336334.0,3139900.0,2737.961669921875,1287.6935023516394,2678.3759765625,59.585693359375
19,336398.0,3139836.0,2730.77783203125,1372.9412010045892,2678.3759765625,52.40185546875
20,336462.0,3139772.0,2715.892822265625,1458.1888996575392,2678.3759765625,37.516845703125
21,336526.0,3139708.0,2694.195556640625,1543.4365983104892,2678.3759765625,15.819580078125
22,336590.0,3139644.0,2654.105224609375,1628.6842969634392,2654.105224609375,0.0
23,336654.0,3139580.0,2615.71630859375,1713.9319956163893,2615.71630859375,0.0
24,336718.0,3139516.0,2581.05322265625,1799.179694269339,2581.05322265625,0.0
25,336718.0,3139452.0,2571.863525390625,1857.009051433238,2571.863525390625,0.0
