time_s,wet_volume_m3,moving_volume_gt_05_m3,moving_volume_gt_2_m3,com_x_m,com_y_m,com_elevation_m,mean_speed_moving_ms,p90_speed_ms,p99_speed_ms,max_depth_m,wet_area_m2,area_h_gt_1_m2,area_h_gt_3_m2,potential_energy_proxy,kinetic_energy_proxy,river_front_m,d8_front_m,wet_median_river_offset_m,wet_median_d8_offset_m,wet_fraction_river_gt_400
100.0,794338.9187458437,785251.5532009468,727234.3391600345,334546.79788293416,3142867.3909594286,2729.667922978826,4.018948396905675,7.865926126121272,12.592301394034092,10.59743010328927,671744.0,188416.0,77824.0,44519065864302.055,34153091080.362244,1349.6505741527242,1758.1160159025374,209.27140615383112,163.1686244349691,0.16463414634146342
110.0,779523.3353177891,768594.6186959407,713714.926356657,334561.1179729744,3142832.1007479364,2727.4810594887185,4.0955365961702315,7.654073278280605,11.839747384970897,10.51474707077748,684032.0,167936.0,90112.0,43656690364826.375,29446228745.020447,1403.4903223947208,1989.8805178903544,210.12957271137023,163.1686244349691,0.17365269461077845
120.0,769480.3235145126,756949.5349795884,729133.1063820834,334565.97463531024,3142799.020651155,2725.6300653249937,3.9591238733142977,7.365865485869484,11.528800013349652,10.85027837093042,684032.0,151552.0,90112.0,43064585069352.81,27587775503.35258,1403.4903223947208,2035.1353518862936,217.55465674510677,163.1686244349691,0.18562874251497005
130.0,760956.8167140819,725378.5367304995,714174.3547763372,334568.8268737155,3142766.796794993,2723.8685636321666,3.8407581812211187,7.411724030246392,12.129980392077163,10.48079398860121,696320.0,163840.0,98304.0,42563565252546.85,28087286054.934223,1491.9318265060142,2080.390185882233,223.39936526623427,161.58431221748455,0.18823529411764706
140.0,753580.2488609292,716986.8307901894,653085.750485531,334572.9668017963,3142732.6511575775,2722.0357212605404,4.164930951715183,7.714660126701179,13.50119299045606,9.758992534560173,692224.0,163840.0,94208.0,42123560203988.67,32754111944.558266,1545.7715747480108,2125.6450198781718,233.6570714072905,163.1686244349691,0.1952662721893491
150.0,749216.6133713756,688492.5424484949,649622.8672690456,334576.30003618577,3142699.8477316196,2720.404346689895,4.485379514276224,7.758605957186298,12.701363861878116,8.893885927212635,688128.0,163840.0,110592.0,41856533803254.336,32316132102.33772,1545.7715747480108,2125.6450198781718,237.60801605719365,160.0,0.20833333333333334
160.0,747971.6561181452,637709.2505638921,610735.0718050337,334578.23319448356,3142670.083235619,2719.141752062802,4.54833327068933,7.091213674290238,12.56799459136272,9.132774080360578,692224.0,176128.0,102400.0,41770157157141.766,30140761462.434925,1634.2130788593045,2216.1546878700497,243.7497461890154,160.0,0.20710059171597633
170.0,745465.3950891424,634609.7299547617,585609.0093298139,334584.3915351813,3142643.8286693743,2717.7829005667827,4.5502620549454535,7.057788880022977,12.532876466313294,9.780574840283471,675840.0,172032.0,102400.0,41607611245940.16,26704217635.768433,1634.2130788593045,2216.1546878700497,244.0942418548349,160.0,0.21212121212121213
180.0,741519.3210722128,614766.3104341872,577634.1687561334,334593.3571375109,3142616.2162843263,2716.300051458349,4.512238824079627,6.19779053300231,11.487649971208995,9.77907324636481,679936.0,176128.0,102400.0,41364691882902.06,22520284962.570442,1722.064324071833,2306.6643558619276,260.9660742420114,160.0,0.22289156626506024
190.0,738995.666053928,612509.3485841071,543571.1750307614,334600.10895098845,3142593.191802299,2715.1062814563475,4.230524183199047,6.4185820884014815,11.019972440827553,9.562469500131613,675840.0,172032.0,106496.0,41207225572043.63,18881047077.728504,1722.064324071833,2306.6643558619276,258.944409922308,160.0,0.22424242424242424
200.0,738267.5716632976,569523.2527622762,470624.2317059561,334603.47746093845,3142574.5151202283,2714.0739541644657,4.273045292561003,6.343315263708026,10.87653673258904,9.545832554264406,659456.0,176128.0,102400.0,41149671863176.914,17292124189.559948,1722.064324071833,2306.6643558619276,264.0035400302031,160.0,0.22981366459627328
210.0,741069.1936685747,540295.7758128134,402459.1348037513,334603.4459165926,3142561.2162891794,2713.413165177103,4.0773018109491055,5.896882002859908,10.879628656419065,9.449384562671048,647168.0,167936.0,102400.0,41297616797429.39,14131145779.777096,1722.064324071833,2306.6643558619276,264.0092975897775,163.1686244349691,0.23417721518987342
220.0,740823.2070450375,504666.5838674036,321328.1986214447,334605.26252997504,3142545.7605395424,2712.6617829980746,4.101877693313958,5.43538520562773,10.207886441350068,10.21024750873478,630784.0,167936.0,98304.0,41270996117868.375,11759812503.809105,1722.064324071833,2306.6643558619276,267.60172247156004,161.58431221748455,0.23376623376623376
230.0,739968.391476594,469002.23248302937,288163.19114859664,334608.17794198956,3142529.492883371,2711.972369207109,3.8536316239870874,4.933288540336746,10.348991997461658,11.06266147369016,614400.0,172032.0,90112.0,41211530629719.25,10134535859.112553,1722.064324071833,2306.6643558619276,267.60172247156004,160.0,0.23333333333333334
240.0,739453.636479534,385959.21560046676,289533.621894658,334608.75957597,3142516.1484590513,2711.400072267557,3.854352426606204,4.686766662129908,10.329661997414401,11.10949870683605,602112.0,167936.0,86016.0,41173726628309.52,8722105778.830954,1722.064324071833,2306.6643558619276,271.1883897937683,160.0,0.23129251700680273
250.0,739153.2898722907,373153.81619388034,277240.56304882007,334610.40412762377,3142503.138109772,2710.779256545335,3.5510688305643288,4.265737901765174,9.803121413371217,11.28755747845274,598016.0,167936.0,86016.0,41149743326140.24,7223671694.388471,1722.064324071833,2306.6643558619276,271.661049725764,160.0,0.2328767123287671
260.0,739055.8859062009,385131.7682879502,242723.55924281693,334611.33976354345,3142492.4333389397,2710.3638063525045,3.8570736025446455,4.107155381636457,9.018209837840999,11.29354907568773,593920.0,167936.0,90112.0,41139662644417.15,7087944409.709791,1722.064324071833,2306.6643558619276,271.1883897937683,160.0,0.23448275862068965
270.0,739003.8532440503,378288.7255463125,231185.1485996869,334612.71318956406,3142481.655102084,2709.87328240499,3.818354983732659,4.121460772276781,9.048908650805725,11.39584613476636,581632.0,163840.0,77824.0,41128198813732.695,6247544897.1231165,1722.064324071833,2306.6643558619276,275.07625452788375,160.0,0.23943661971830985
280.0,738960.4533762705,341976.3112150618,215521.97313829922,334613.45102502714,3142472.1593325064,2709.5246962863703,3.8997471420260488,4.231446693360572,8.756826837199268,11.62106345106815,577536.0,159744.0,81920.0,41121652609851.73,6281584815.185619,1722.064324071833,2306.6643558619276,278.0187993980079,160.0,0.24113475177304963
290.0,738921.2669912927,349970.0146483464,205840.0253641258,334614.4935671104,3142463.118926803,2709.108699930777,3.6139933531768476,3.846387028855969,8.608611859978035,11.92180499473962,565248.0,151552.0,77824.0,41111333520429.055,5265227631.014756,1722.064324071833,2306.6643558619276,278.0388551981538,161.58431221748455,0.2463768115942029
300.0,740785.1765187522,312044.99425007624,170514.15837850262,334613.62324267573,3142457.519541284,2708.859100266953,3.500722290846377,3.634282845281461,8.107065643127825,12.48487147588978,561152.0,155648.0,81920.0,41213822833846.21,4810402831.465289,1722.064324071833,2306.6643558619276,278.0589109982996,163.1686244349691,0.24817518248175183
310.0,740749.2064896073,307876.50482259755,148917.34111301278,334614.41512948956,3142449.6353222877,2708.519860607793,3.6379278185186568,3.7759490614934945,8.827493776533213,12.7804996723329,561152.0,143360.0,81920.0,41208828375792.125,4708815565.783034,1722.064324071833,2306.6643558619276,278.0589109982996,163.1686244349691,0.24817518248175183
320.0,740712.0926270338,273578.6960369456,130097.20069429035,334614.9837608899,3142443.135403698,2708.226800220017,3.2535539202123873,3.3162319413962242,7.827542446900361,13.01029914332123,561152.0,139264.0,86016.0,41204388935359.555,3701325448.175873,1722.064324071833,2306.6643558619276,278.0589109982996,163.1686244349691,0.24817518248175183
330.0,740680.8893780197,234400.87627009794,116287.7198840785,334615.5679647656,3142437.694933956,2707.978739285876,3.167354898103992,3.3034572307475787,7.954713575626781,13.46166171793323,557056.0,143360.0,86016.0,41199665423402.8,3956862834.5303354,1722.064324071833,2306.6643558619276,278.20520652830606,163.1686244349691,0.25
340.0,740652.5238029682,217313.1408388486,116242.8976831572,334615.73018688883,3142433.0233679386,2707.7643345897545,3.145681294528758,3.323556610779239,7.627531043014085,13.74763926403311,544768.0,139264.0,86016.0,41193219049749.42,3560799398.9066005,1722.064324071833,2306.6643558619276,278.3515020583125,163.1686244349691,0.2556390977443609
350.0,740625.3887654005,200158.88191672578,107291.0676935173,334615.8525405342,3142429.1308519556,2707.588466092976,3.268729390680635,3.0605496913859374,8.529394324124505,13.87782547577001,532480.0,139264.0,86016.0,41187496614639.64,3978237076.847897,1722.064324071833,2306.6643558619276,290.3234496199752,172.09398020936266,0.26153846153846155
360.0,740599.8299353694,198461.40133602425,106321.43530763262,334615.8566070313,3142425.714358905,2707.453866610065,3.3012828058353563,3.089276482134223,8.772402084015932,13.91360373320473,528384.0,135168.0,86016.0,41185342142463.19,3602547561.4939218,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.26356589147286824
370.0,740576.9204909554,196266.95850869647,103733.42736294106,334615.6681764729,3142422.567015954,2707.296216590121,3.2864754447907507,3.0266258397746753,8.94641611193012,13.91360373320473,528384.0,139264.0,86016.0,41183759617463.14,3539985546.1004796,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.26356589147286824
380.0,740555.0914024048,195970.61961907402,105111.17904672882,334615.7792032926,3142419.5099287303,2707.142505451492,3.13261061428492,3.0036769288911853,7.406855753198425,13.91360373320473,524288.0,139264.0,86016.0,41180993243716.58,3288942575.7106066,1722.064324071833,2306.6643558619276,290.3234496199752,172.09398020936266,0.265625
390.0,740530.8576281549,195898.41388613448,104800.98906704277,334616.0195451009,3142416.5168952844,2707.0043798948836,3.172227641425693,2.957914348381438,7.934414057561522,13.91360373320473,520192.0,135168.0,86016.0,41178232564080.11,3522766472.707081,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.2677165354330709
400.0,740512.0575269756,182702.30836055256,114839.71644114371,334615.8155475955,3142414.053739292,2706.906306935393,3.347537013532272,2.988626962797833,9.015332651216042,13.91360373320473,516096.0,139264.0,86016.0,41176536502753.38,3644693226.388402,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
410.0,740489.4724198572,176721.01133914862,103386.49008841094,334615.6528749169,3142411.956297496,2706.8080251970796,3.5797961501138804,2.754414908642537,10.193300333339105,13.91360373320473,516096.0,131072.0,86016.0,41175659018083.21,3251249357.331066,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
420.0,740470.8703080296,177566.14438113268,90990.20429491451,334615.96105847595,3142409.1545557617,2706.6631568051657,3.0902616994329772,2.874805999485381,7.092021074336238,13.98620788583569,516096.0,131072.0,86016.0,41174105336616.375,2447046229.6567826,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
430.0,740449.1857063224,177153.75945776567,85377.65950709274,334616.3761771644,3142406.568210432,2706.5270368349934,3.0544523287401164,2.860339746400496,7.442521324507663,14.15326273019877,516096.0,126976.0,86016.0,41172338171750.36,2487757411.520339,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
440.0,740432.3445990656,175688.8066289677,89391.63734712472,334616.759969243,3142404.2996587707,2706.3988056996527,3.077876674919134,2.9158040421200537,6.996374002491812,14.16606845460057,516096.0,122880.0,86016.0,41170723835557.42,2394978657.478718,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
450.0,740415.7846699948,173985.4988593503,82988.79898632136,334617.12915889325,3142402.3931204355,2706.3222511716526,3.1856959064883634,2.83339217183316,9.156663508210118,14.16606845460057,520192.0,118784.0,86016.0,41171033552413.54,2632417225.039237,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.2677165354330709
460.0,740395.1130348142,169998.1575528138,102608.9701839737,334617.1962139064,3142401.1570194145,2706.281435129027,3.32299180951979,2.787640020446867,10.041710804929474,14.16606845460057,520192.0,114688.0,86016.0,41170600237376.37,2671151536.577804,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.2677165354330709
470.0,740379.555851389,169132.85000090222,79313.95443908748,334617.1949877107,3142399.5933821755,2706.1860560443565,3.0208320437238516,2.82733917385278,7.627625196086031,14.16606845460057,520192.0,110592.0,86016.0,41169432890567.59,1797061838.0478027,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.2677165354330709
480.0,740363.9489310695,135967.78299563343,86764.70327143403,334617.51949814416,3142398.064601893,2706.082395765358,3.081529567316913,2.8233291181836013,6.851082976172855,14.16606845460057,520192.0,110592.0,86016.0,41168195710298.766,1763888513.187187,1722.064324071833,2306.6643558619276,292.53091490021757,181.01933598375618,0.2677165354330709
490.0,740348.8027218444,158032.1341965533,82209.89853927385,334617.7261119027,3142396.320102861,2705.9964767117017,3.1053583939726783,2.68465704817026,7.740815512681918,14.16606845460057,516096.0,110592.0,86016.0,41166174928686.98,1873259140.134957,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
500.0,740329.6045364097,134556.98856132763,88012.81238055692,334618.1309094929,3142394.804487824,2705.9079387415945,3.195636819464185,2.7547824674448975,7.1419105171595065,14.16606845460057,516096.0,110592.0,86016.0,41165003100592.97,2058138514.7027473,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
510.0,740315.2631623661,157574.34875716548,88443.92795442308,334618.2574046977,3142393.3740651733,2705.8764361806193,3.3018936922256925,2.516968133457049,8.831120215711852,14.16606845460057,516096.0,110592.0,86016.0,41165222511114.37,2362912914.746112,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
520.0,740301.4854919214,152892.83694817987,98904.21589526087,334617.79421351943,3142392.2734763524,2705.85370890992,3.4710162290956523,2.732688745843484,10.395374001679574,14.29409639521251,516096.0,106496.0,86016.0,41165346792443.74,2628417638.70364,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
530.0,740287.7275853663,146441.6044528076,80944.12400503513,334618.30706692673,3142390.9493652987,2705.7912848699475,3.047145104513729,2.37035952686022,7.168515674236445,13.71355147912597,516096.0,106496.0,86016.0,41164734222957.555,1586553780.9770272,1722.064324071833,2306.6643558619276,293.40617455339077,181.01933598375618,0.2698412698412698
540.0,740266.1164321413,111850.29913951368,81980.9777811806,334618.56778857025,3142389.746384419,2705.7078129783545,3.211548454013796,2.5086590884009587,7.718211412717664,14.14621662790756,512000.0,106496.0,90112.0,41162465141940.25,1721985792.115762,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
550.0,740252.7030776629,111705.89038743201,82162.07760814621,334618.62264979334,3142388.339028101,2705.6528128474915,3.1894062062356405,2.4056524875297858,7.478581720712539,14.24826939255343,512000.0,106496.0,90112.0,41161928586892.04,1669519621.5993776,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
560.0,740239.6916110642,112124.88247568873,78833.5873304559,334618.8843164456,3142387.160508015,2705.604569970693,3.124543919964742,2.177994667962852,7.731691299777332,14.33013434150907,512000.0,106496.0,90112.0,41161458209102.94,1687942503.1629276,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
570.0,740227.0384843289,112840.58663513212,83737.92722569747,334618.8978023302,3142386.161324597,2705.5503291196524,3.0488919912431887,2.3977466950534683,7.116845408962807,14.33013434150907,512000.0,106496.0,90112.0,41160866134015.234,1699512303.2532082,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
580.0,740214.7119981343,113029.98591916429,78759.24511944153,334618.868919999,3142385.1263425867,2705.5049891656627,3.011355135876881,2.17599831804743,7.6796180171713315,14.33013434150907,512000.0,106496.0,90112.0,41160375896708.72,1717825270.1171856,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
590.0,740202.7181497759,112847.256837722,82829.56524243804,334618.81662204233,3142384.3116764952,2705.4506943127985,3.0943160472470375,2.2195946089695813,7.103552236730393,14.33013434150907,512000.0,106496.0,94208.0,41159726494464.86,1803731132.8801646,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
600.0,740190.8189161576,113096.61543698056,83211.0128472701,334618.7317875657,3142383.366241259,2705.4139286046643,2.954849378636863,2.170514775440855,6.995819968593647,14.33013434150907,512000.0,106496.0,90112.0,41159342384227.72,1661816764.7066865,1722.064324071833,2306.6643558619276,294.28143420656403,181.01933598375618,0.272
