time_s,wet_volume_m3,moving_volume_gt_05_m3,moving_volume_gt_2_m3,com_x_m,com_y_m,com_elevation_m,mean_speed_moving_ms,p90_speed_ms,p99_speed_ms,max_depth_m,wet_area_m2,area_h_gt_1_m2,area_h_gt_3_m2,potential_energy_proxy,kinetic_energy_proxy,river_front_m,d8_front_m,wet_median_river_offset_m,wet_median_d8_offset_m,wet_fraction_river_gt_400
0.0,1000000.000385024,1000000.000385024,1000000.000385024,334051.9444320187,3143391.64493971,2823.8634662378486,8.000078079618971,8.000078079618975,8.000078079618975,10.47281395,249856.0,200704.0,131072.0,57952794485448.8,66945306772.65555,349.74502203453477,490.03867196751236,146.46456743295929,163.1686244349691,0.0
10.0,934167.9369022129,909510.6221278723,907731.1195558442,333986.42480616557,3143257.707044032,2772.7442221188935,15.423618684736498,29.563180014904596,30.177685876403242,24.5600936504415,389120.0,131072.0,73728.0,53158577694261.61,269367873819.77686,473.9142815661385,625.8031739553295,209.3948219879439,163.1686244349691,0.05263157894736842
20.0,883505.6374159212,803867.3892972243,801228.8388959533,334036.77380946145,3143217.824776479,2760.2361890851134,8.684964599527204,16.489088883970602,22.68611259737621,22.60103720686872,425984.0,147456.0,98304.0,50049678686004.29,113930793548.19933,620.358793198952,857.5676759431467,210.37362341188816,172.09398020936266,0.0673076923076923
30.0,863936.6267600989,851902.7853915959,703083.1321463698,334089.09723575396,3143186.792262082,2753.9203868241893,7.522067288131733,16.980755466124695,20.7165985574254,21.33228373731772,495616.0,143360.0,86016.0,48831706238205.97,120647457455.10527,815.6181420427032,1081.5676759431467,203.18138629081537,163.1686244349691,0.09917355371900827
40.0,839244.5415622646,828615.1750288665,739619.5878710569,334154.1909720978,3143140.6735980404,2750.8663055899187,7.000571935090678,15.54924464130906,22.02726748661873,20.13091598453001,540672.0,163840.0,102400.0,47384469211130.26,115901229211.01117,934.29635171335,1172.0773439350248,202.9429374842245,163.1686244349691,0.12878787878787878
50.0,818794.1939580025,808766.5766056288,752228.3049203668,334220.3076000571,3143097.642289602,2747.118431379278,6.514426800603605,14.710973690747295,20.255065065645173,19.16673750414854,557056.0,167936.0,102400.0,46169896435156.79,103426318683.98067,1041.9758481973429,1204.0773439350248,206.28810413937964,163.1686244349691,0.14705882352941177
60.0,804542.8424586386,794509.8330183297,739577.2789676321,334284.4665561156,3143063.4510537144,2743.970214952093,6.184645201921676,14.414729212617267,19.621022419001875,18.00392190723891,585728.0,172032.0,102400.0,45315813491675.13,90538891778.9865,1095.8155964393395,1236.0773439350248,209.3948219879439,181.01933598375618,0.16783216783216784
70.0,794889.9128626611,785431.5200661346,771166.8544026891,334342.99488656013,3143029.6737550697,2741.5805496051075,5.69465364797683,13.998141503618783,18.499322664753137,17.08607112747267,610304.0,180224.0,90112.0,44736665911055.55,78018310070.18898,1149.655344681336,1281.3321779309638,202.70448867763366,163.1686244349691,0.16778523489932887
80.0,788592.9249997875,776002.9931660208,666945.7218896582,334391.7076689185,3142996.1399591155,2739.36075396613,5.403264449402999,13.24605392749818,17.296510953015005,16.00434465887922,638976.0,176128.0,90112.0,44350106762503.875,66557781670.71083,1168.8933370540353,1326.587011926903,201.36099153367627,163.1686244349691,0.1794871794871795
90.0,787332.0689925698,678735.6160485888,670352.4493025284,334427.21900615713,3142968.4833391937,2737.498270745561,5.399091454251981,12.402168852051483,16.19210011118989,13.81292558332207,643072.0,176128.0,86016.0,44250725536338.64,53381956013.35611,1168.8933370540353,1371.841845922842,200.01749438971885,163.1686244349691,0.17834394904458598
100.0,785290.4563229405,673663.5360297329,652353.4100858044,334455.5418430272,3142943.018792731,2735.642348367365,4.68105984453697,11.276530110113194,14.571643014627018,13.39672249322988,651264.0,167936.0,86016.0,44108815368808.05,40395302907.1529,1188.1313294267347,1462.35151391472,203.18138629081537,163.1686244349691,0.18238993710691823
110.0,781903.1902148175,673015.9288672943,667723.3374880851,334476.49419611134,3142919.3713680212,2734.123784170671,4.523878310313896,9.133824348392658,13.567402480964425,13.21257693817045,655360.0,163840.0,90112.0,43894807387366.516,31764685175.01017,1295.8108259107278,1571.6063479106592,209.76219734965707,163.1686244349691,0.1875
120.0,783799.5346476447,671744.0679697435,664016.5219051084,334486.50793638837,3142899.119165916,2732.888965077707,3.9559701237046077,7.666692001482846,12.110127523605918,12.9719132102983,667648.0,147456.0,90112.0,43984871927775.71,24341327602.775787,1349.6505741527242,1758.1160159025374,210.12957271137023,163.1686244349691,0.18404907975460122
130.0,781167.7000729368,663815.9434007914,602346.0648895927,334495.0890723998,3142877.2884027706,2731.491810689714,3.955565597295751,7.407588780960262,11.190832112459482,13.22457007802636,679936.0,147456.0,94208.0,43816487366622.7,22294797746.135,1403.4903223947208,1989.8805178903544,214.08616542875643,163.1686244349691,0.1927710843373494
140.0,779924.8170281085,661052.6222850266,605788.5731884312,334498.601667132,3142855.9611357227,2730.1156558693474,4.0787494475868815,7.279042471264142,11.202203086868163,13.46795037121705,679936.0,159744.0,98304.0,43725988457386.05,21578706178.473072,1403.4903223947208,2035.1353518862936,223.39936526623427,163.1686244349691,0.20481927710843373
150.0,778067.4668813588,627058.8098985992,598363.3967959334,334500.6087092308,3142835.2019234565,2728.8484561438986,4.07957275601802,6.95173663537471,11.63317585231005,13.37831970833837,679936.0,167936.0,106496.0,43601016441522.77,21214979853.218807,1491.9318265060142,2080.390185882233,229.22401798721594,163.1686244349691,0.21084337349397592
160.0,777113.4334485503,657475.3616524941,595176.1420606575,334503.15210374736,3142814.3055741624,2727.58772386859,4.103080984354965,6.859349624117199,11.129418008071339,13.43758354473423,667648.0,172032.0,102400.0,43526361151097.48,21977348484.80395,1545.7715747480108,2125.6450198781718,233.6570714072905,163.1686244349691,0.2147239263803681
170.0,780097.4787038965,638108.208758231,579924.5327712679,334504.0659053958,3142796.3370302627,2726.5453952788876,4.352353773143282,6.9978536234226425,11.557669930043895,13.38652679641144,659456.0,167936.0,102400.0,43680292187079.38,20921111180.131443,1545.7715747480108,2125.6450198781718,236.38397764819896,163.1686244349691,0.2236024844720497
180.0,779675.87618783,611157.775987965,588792.7694058279,334507.8752512467,3142777.0446283934,2725.385809711952,4.5593778094632915,6.589357718232777,10.931385912440298,13.1097985261607,634880.0,167936.0,102400.0,43635561951918.08,19840925516.504227,1545.7715747480108,2125.6450198781718,244.0942418548349,181.01933598375618,0.23225806451612904
190.0,779336.0564845144,610822.3527230613,568904.4378180003,334512.72554100986,3142757.1525154877,2724.3752405623322,4.8447672404671245,6.864484365917024,10.032870017345731,12.87304949054155,622592.0,167936.0,106496.0,43598390708139.625,18445388211.3526,1545.7715747480108,2125.6450198781718,252.81960732577141,163.1686244349691,0.24342105263157895
200.0,779017.4651328592,584282.0938520777,576013.5470616522,334518.2930762602,3142738.226084672,2723.3727411402883,4.43462440514575,6.855132486337618,9.666367877216064,12.84554553044551,622592.0,176128.0,102400.0,43567783617114.28,18139760452.401066,1634.2130788593045,2216.1546878700497,259.06171439658726,163.1686244349691,0.24342105263157895
210.0,778819.5386759038,581887.7169973181,545826.3966928401,334523.8893131939,3142718.088539816,2722.442497350677,4.648687001021483,6.878222727913696,9.693018601589445,12.95640472295549,622592.0,180224.0,110592.0,43545317511125.92,17120212268.750645,1634.2130788593045,2216.1546878700497,259.06171439658726,163.1686244349691,0.24342105263157895
220.0,778679.5586236807,552919.3070479159,521916.4939151584,334528.38248104154,3142699.7458250113,2721.4030002158865,4.517508863031866,6.065631901658674,9.44900058701243,12.81744914507365,622592.0,180224.0,118784.0,43521879627365.01,14898149235.50642,1722.064324071833,2306.6643558619276,268.0743824035557,163.1686244349691,0.25
230.0,778483.860445184,523628.9809392368,469493.4403771001,334532.40918253176,3142681.898478544,2720.4531667352708,4.4586097019453605,6.17627750044973,8.923856619354652,12.79891600159679,618496.0,180224.0,110592.0,43496820639673.76,13561691586.954723,1722.064324071833,2306.6643558619276,272.1337096577596,163.1686244349691,0.25165562913907286
240.0,778308.7818206456,522962.56076422933,465712.77601177344,334536.41091788973,3142664.834856455,2719.5999065788687,4.518024346062763,6.330340862123014,10.034287083979821,12.78387702707879,610304.0,176128.0,110592.0,43472425489968.11,13009519947.735039,1722.064324071833,2306.6643558619276,275.86333265261214,163.1686244349691,0.26174496644295303
250.0,778150.1705119405,506148.08468536875,423007.963688751,334539.9032862301,3142648.4572638744,2718.8583965413986,4.324093063003194,5.62039375824197,9.132134002445964,12.77632400525557,589824.0,176128.0,110592.0,43449714985829.83,11266041981.580482,1722.064324071833,2306.6643558619276,278.18515072816024,163.1686244349691,0.2708333333333333
260.0,778026.1304248733,516880.5003216036,366860.5743838916,334542.94727786887,3142633.9613138675,2718.093033254586,4.0860654836191905,5.410057068639807,9.193333447687767,12.76831757500283,577536.0,184320.0,102400.0,43430221196259.836,9861543661.127853,1722.064324071833,2306.6643558619276,288.1159843397328,163.1686244349691,0.2765957446808511
270.0,777904.3454539856,489894.26668601885,313624.29100511497,334546.5053989941,3142620.0495178867,2717.473189559033,3.8146401975325097,4.623923086497032,8.91941819514233,12.75939629406109,565248.0,180224.0,106496.0,43412621607622.58,7684889527.744284,1722.064324071833,2306.6643558619276,291.19870927314844,163.1686244349691,0.2826086956521739
280.0,777848.8176168936,459221.29481403925,241690.72914554214,334550.2662234288,3142608.1341794236,2716.874933390518,3.6660967973007805,4.723201457032144,8.03562792251832,12.74910009320225,565248.0,176128.0,90112.0,43402222778788.66,6978897508.492701,1722.064324071833,2306.6643558619276,291.19870927314844,163.1686244349691,0.2826086956521739
290.0,777793.7741212414,456903.0299379742,233508.925564068,334553.55337021704,3142596.534971847,2716.409415581149,3.358907430438427,4.727173530734664,9.88445333136813,12.75050628217204,561152.0,176128.0,94208.0,43392811579971.32,6151710123.827624,1722.064324071833,2306.6643558619276,294.28143420656403,163.1686244349691,0.2846715328467153
300.0,777863.9396646976,358783.07813137624,219962.94286986196,334556.07727995055,3142587.130428274,2715.9200712658067,3.5073949817517955,4.4127095192023855,7.292900533004017,12.87722287857097,557056.0,172032.0,86016.0,43389765698548.71,5634272301.998413,1722.064324071833,2306.6643558619276,295.9354643187879,163.1686244349691,0.2867647058823529
310.0,777877.4378992219,373877.5599652469,186810.49384207066,334558.2402975549,3142578.1005743523,2715.5670208727583,3.197502647293672,4.698925988461852,10.064258285792715,12.73952564994879,552960.0,159744.0,90112.0,43385690113649.664,5276103102.997929,1722.064324071833,2306.6643558619276,297.5894944310119,163.1686244349691,0.28888888888888886
320.0,777846.0703689543,336811.8737215544,182156.10002700565,334560.162076959,3142570.313961822,2715.1747184113624,3.442722895256516,4.445592096840355,7.516879202842686,12.73045862820364,544768.0,163840.0,86016.0,43377430318489.41,5167464912.759384,1722.064324071833,2306.6643558619276,300.3341630995093,163.1686244349691,0.2932330827067669
330.0,777806.3963097258,334161.8383598419,174053.01248654528,334561.3287482563,3142562.480073432,2714.8604168531733,3.09086709274126,4.1340860321473585,8.851463546919483,12.41581361628398,524288.0,163840.0,86016.0,43366920621529.445,5090519979.874961,1722.064324071833,2306.6643558619276,321.3487717982987,181.01933598375618,0.3046875
340.0,777771.4814273135,313825.55649280024,172486.31530609174,334562.3492532542,3142555.592688696,2714.538872637375,3.2153968972490565,4.60178689830193,7.943453527431707,11.85314115072966,520192.0,159744.0,86016.0,43361376216902.95,4837920617.563367,1722.064324071833,2306.6643558619276,323.28899102138826,181.01933598375618,0.30708661417322836
350.0,777741.7826173863,308822.78972727584,168144.34179153666,334563.6510214472,3142548.845280535,2714.2543559347805,3.6149631439595713,4.3365579903335,9.572407118688918,11.58193056225954,507904.0,155648.0,86016.0,43354988369016.36,5137704853.033292,1722.064324071833,2306.6643558619276,325.4571698564623,181.01933598375618,0.31451612903225806
360.0,777710.948284345,306840.4616915608,151033.14535892598,334564.6448010412,3142542.521430877,2713.9547023821983,3.2361804326649017,4.020771429094303,7.968258484243395,11.77257384626979,491520.0,155648.0,86016.0,43346442193898.484,4156571701.6206555,1722.064324071833,2306.6643558619276,330.1024090259209,181.01933598375618,0.325
370.0,777683.7810611518,303067.4456661564,101072.99998335965,334565.51371446415,3142536.5563055025,2713.679561437822,3.353165807880324,4.177712042533527,9.524575442259783,11.94664574614655,491520.0,147456.0,86016.0,43342766980599.61,4539219017.098629,1722.064324071833,2306.6643558619276,330.1024090259209,181.01933598375618,0.325
380.0,777658.3399614709,280480.8481793625,91195.39615185146,334566.3810214125,3142531.036862468,2713.4393812863245,3.342628451990064,4.047025707203973,7.902194278096896,12.1084376746852,487424.0,151552.0,86016.0,43338365307003.664,3884031147.2307253,1722.064324071833,2306.6643558619276,332.191250300309,181.01933598375618,0.3277310924369748
390.0,777632.7807615185,276982.5787530163,95132.19891717573,334567.16965489706,3142526.159405364,2713.198673725972,3.3734047920986514,4.130835309903517,9.547965826680525,12.30683978179381,479232.0,147456.0,90112.0,43332832078484.83,4277556392.073305,1722.064324071833,2306.6643558619276,328.01356775153283,181.01933598375618,0.3247863247863248
