time_s,wet_volume_m3,moving_volume_gt_05_m3,moving_volume_gt_2_m3,com_x_m,com_y_m,com_elevation_m,mean_speed_moving_ms,p90_speed_ms,p99_speed_ms,max_depth_m,wet_area_m2,area_h_gt_1_m2,area_h_gt_3_m2,potential_energy_proxy,kinetic_energy_proxy,river_front_m,d8_front_m,wet_median_river_offset_m,wet_median_d8_offset_m,wet_fraction_river_gt_400
0.0,2999999.9888179204,2999999.9888179204,2999999.9888179204,334051.9444320273,3143391.644939768,2823.8634662605227,8.000078079618971,8.000078079618973,8.000078079618975,31.41844175,249856.0,233472.0,200704.0,173858382742769.97,200835919492.05222,349.74502203453477,490.03867196751236,146.46456743295929,163.1686244349691,0.0
10.0,2752043.778778941,2558977.748025168,2539857.4535040823,333996.59121065406,3143258.45079511,2775.813843559613,15.743854644752023,29.614483815849592,31.218546029573268,46.01851893044127,438272.0,294912.0,176128.0,156774105896904.78,705810539739.6975,571.5439559880141,716.3128419472076,221.81898975362526,135.7645019878171,0.037383177570093455
20.0,2494315.577106092,2214876.0491755595,2211767.9871389046,334063.6210573435,3143189.0549678137,2766.274776064267,12.820384440198923,23.41715316320504,27.790655260092773,35.46078442996424,528384.0,266240.0,200704.0,141606665747429.34,594690106077.3518,759.3782207980288,985.5676759431467,229.20396218707006,135.7645019878171,0.10852713178294573
30.0,2318718.0129084904,2182128.077308873,2056251.25706733,334166.47620689,3143133.4251788394,2756.6510285362774,11.792084077988683,23.426195775198757,27.71424193916688,29.3531989339371,610304.0,274432.0,208896.0,131180894334256.67,706433363834.2758,988.1360999553465,1172.0773439350248,221.81898975362526,160.0,0.14093959731543623
40.0,2182609.627751246,2052433.5683238262,1856175.4546966928,334297.7918039369,3143076.3892181856,2752.817386478524,10.5334794951161,20.35969061343526,27.103723007177503,24.59755693502871,688128.0,290816.0,208896.0,123313303950623.97,622598755761.9501,1130.4173523086365,1236.0773439350248,210.37362341188816,163.1686244349691,0.16666666666666666
50.0,2116712.2313379836,1991604.8732457333,1824965.5158354666,334406.3066932708,3143025.345775322,2750.7896272952657,8.778206488812012,18.335736179081877,22.939838118210794,25.56033291701821,733184.0,303104.0,221184.0,119505824000212.98,408614414234.8824,1218.8588564199301,1281.3321779309638,203.18138629081537,163.1686244349691,0.16759776536312848
60.0,2072138.2352580018,1949495.4917526357,1733670.7535977333,334467.6197973195,3142973.048998214,2745.896771541636,8.156187517001177,17.47695139470254,21.167226601124508,24.81438107820804,770048.0,311296.0,208896.0,116784947442798.88,338818498930.8603,1218.8588564199301,1417.096679918781,209.27140615383112,163.1686244349691,0.18085106382978725
70.0,2039252.7554963403,1842059.639047561,1697421.8837643217,334501.461800304,3142917.0164187895,2742.1416109819124,7.835859610626627,16.342889343420747,21.257718258974002,20.58828174553524,823296.0,327680.0,221184.0,114776220414287.89,291095188835.654,1349.6505741527242,1758.1160159025374,224.511753816316,163.1686244349691,0.18407960199004975
80.0,2013565.242953789,1820347.899856865,1642890.2242228054,334525.07424790686,3142862.0774765178,2738.7026660054044,7.350363922080916,15.73608350569579,21.266381651041314,17.91640584500533,864256.0,344064.0,225280.0,113190880680877.0,254228779965.31793,1438.0920782640178,2035.1353518862936,236.38397764819896,163.1686244349691,0.2132701421800948
90.0,1992729.6460280297,1854554.332757784,1687811.571905565,334541.0919605771,3142811.2552135433,2736.016107202614,6.6040143739333095,14.052478865421353,20.452472146366368,17.06724866412242,880640.0,319488.0,225280.0,111914245525901.31,199230901129.33698,1545.7715747480108,2125.6450198781718,243.7497461890154,163.1686244349691,0.22325581395348837
100.0,1974796.162023519,1850507.2783073361,1696588.4205523655,334555.6987963187,3142766.2251855936,2732.96725827444,6.078379194713727,12.274419893557,18.653628585911235,16.6783846202178,892928.0,319488.0,225280.0,110786870314700.5,169212680405.90997,1634.2130788593045,2216.1546878700497,252.81960732577141,163.1686244349691,0.22935779816513763
