time_s,wet_volume_m3,moving_volume_gt_05_m3,moving_volume_gt_2_m3,com_x_m,com_y_m,com_elevation_m,mean_speed_moving_ms,p90_speed_ms,p99_speed_ms,max_depth_m,wet_area_m2,area_h_gt_1_m2,area_h_gt_3_m2,potential_energy_proxy,kinetic_energy_proxy,river_front_m,d8_front_m,wet_median_river_offset_m,wet_median_d8_offset_m,wet_fraction_river_gt_400
0.0,2999999.9888179204,2999999.9888179204,2999999.9888179204,334051.9444320273,3143391.644939768,2823.8634662605227,15.00014639928557,15.000146399285576,15.000146399285578,31.41844175,249856.0,233472.0,200704.0,173858382742769.97,706063779464.2462,349.74502203453477,490.03867196751236,146.46456743295929,163.1686244349691,0.0
10.0,2795417.9890038436,2741116.230738025,2733192.104011834,334011.84153333865,3143207.8989030537,2774.8255429493,16.684085330012632,30.608856664351812,31.421657862974,40.45187350194375,475136.0,319488.0,192512.0,159188321351800.47,1069110203076.8024,612.9337091652154,793.5676759431467,219.686823249366,149.46656321139312,0.034482758620689655
20.0,2611515.721801787,2567924.7616419042,2432132.9004432284,334102.97135422856,3143116.1954600643,2760.9571717589047,12.785963904857972,25.6298657698036,29.48569126363573,33.10673515440499,610304.0,258048.0,188416.0,147977571888661.22,867895758202.514,857.0078952199045,1081.5676759431467,229.20396218707006,135.7645019878171,0.11409395973154363
30.0,2508155.0785381016,2476615.9201916712,2368326.9690845376,334232.2900903254,3143072.0588481915,2747.7709708343727,11.02846470084293,23.5746276229634,29.691838197216775,27.33910921163372,704512.0,262144.0,200704.0,141442945825241.06,969830634866.7854,1022.7378558246436,1172.0773439350248,223.2658719592186,163.1686244349691,0.1511627906976744
40.0,2409272.5664338847,2382789.8014921807,2275055.348292099,334383.44937472435,3143020.73800676,2746.280220459811,9.207845456334278,19.71457496885633,26.321157006825434,23.62994209309836,815104.0,286720.0,212992.0,135798052883495.28,756485452629.293,1165.0191081779335,1236.0773439350248,221.81898975362526,181.01933598375618,0.1708542713567839
50.0,2357091.201130009,2332195.9942467944,2250258.4831384053,334491.8344657404,3142966.8380894265,2744.878718872871,7.603106978672575,17.136447001662287,22.164850269241658,28.09316948859444,913408.0,311296.0,217088.0,132792142815699.53,472024990681.448,1272.6986046619265,1281.3321779309638,224.71275416481197,186.59046063504962,0.17937219730941703
60.0,2322724.693560242,2298300.4935862487,2208455.8658453096,334534.43202377495,3142909.5124330376,2737.7860775278145,7.673227003527231,17.428075467471487,23.15820121295118,27.91986942656251,970752.0,331776.0,217088.0,130518828792924.39,451320006368.5983,1361.1401087732202,1571.6063479106592,224.9797407788433,186.59046063504962,0.18143459915611815
70.0,2297353.5153801264,2270828.224208273,2186124.189604973,334554.6050426925,3142850.501525871,2732.9039234876595,6.801426943639034,16.32165054936321,22.16438857808121,23.0929812105461,1069056.0,307200.0,221184.0,128868651042694.78,357726411508.1915,1414.9798570152166,1989.8805178903544,236.93375911285133,224.0,0.19923371647509577
80.0,2281341.7909778124,2119450.1612673122,1919394.4090467202,334567.31129889545,3142788.3831732916,2729.6484998801,5.999958823114416,14.85595277683337,22.178861173028512,21.34620565767949,1134592.0,319488.0,237568.0,127826514982684.3,302825507550.6344,1545.7715747480108,2125.6450198781718,249.76913421440014,226.27416997969522,0.20938628158844766
90.0,2273208.589245776,2165682.261832117,1977190.7316195692,334576.698600967,3142731.507032072,2726.4240313347186,5.511878850721839,13.50300282869304,20.56456132823091,19.18720955042279,1167360.0,327680.0,237568.0,127227905969920.25,256027806872.9351,1634.2130788593045,2216.1546878700497,254.11988876297136,226.27416997969522,0.22105263157894736
