time_s,wet_volume_m3,moving_volume_gt_05_m3,moving_volume_gt_2_m3,com_x_m,com_y_m,com_elevation_m,mean_speed_moving_ms,p90_speed_ms,p99_speed_ms,max_depth_m,wet_area_m2,area_h_gt_1_m2,area_h_gt_3_m2,potential_energy_proxy,kinetic_energy_proxy,river_front_m,d8_front_m,wet_median_river_offset_m,wet_median_d8_offset_m,wet_fraction_river_gt_400
0.0,2999999.9888179204,2999999.9888179204,2999999.9888179204,334051.9444320273,3143391.644939768,2823.8634662605227,25.000243998809296,25.000243998809292,25.000243998809296,31.41844175,249856.0,233472.0,200704.0,173858382742769.97,1961288276289.5725,349.74502203453477,490.03867196751236,146.46456743295929,163.1686244349691,0.0
10.0,2903728.6507310467,2903596.5133369365,2901202.700750909,334042.3180439679,3143140.936875136,2772.360125583032,18.303161189098695,31.2116053756376,32.36280520553184,39.28813709491676,528384.0,307200.0,192512.0,165210652695481.06,1632020228630.8794,661.7485463761533,857.5676759431467,210.6176741124061,163.1686244349691,0.046511627906976744
20.0,2859781.3663016935,2859323.7859571395,2851651.3344342825,334155.72054476105,3143025.9241575897,2761.599977235725,13.46932820346724,27.92668339922376,30.27757852123723,28.68757411642009,684032.0,311296.0,208896.0,162079515218331.3,1321475102361.7634,898.3976483971056,1126.8225099390856,224.9797407788433,163.1686244349691,0.1437125748502994
30.0,2826225.2522648876,2825609.2260327535,2819185.317977746,334312.2042128508,3143008.383995562,2743.3423860373264,11.726111366604428,25.405392231614364,30.19569039789664,26.2231239679318,798720.0,274432.0,196608.0,159125755244908.28,1343830071796.7441,1076.57760406664,1204.0773439350248,210.6176741124061,163.1686244349691,0.15897435897435896
40.0,2771207.3217908526,2769442.676801645,2753360.7081213947,334475.81108734675,3142976.7022856725,2745.1336863738165,8.760553392861386,19.210705501606924,26.9238644577488,24.09028516566352,925696.0,299008.0,221184.0,156134210792715.16,869630154145.8561,1165.0191081779335,1326.587011926903,223.2658719592186,181.01933598375618,0.17699115044247787
50.0,2745442.0031399485,2741937.5991656478,2721093.568972999,334567.6055017461,3142921.5627500215,2743.887144403455,7.324510018029221,16.706414492734712,21.47622253230666,32.25848069240864,1064960.0,368640.0,245760.0,154617930775691.38,509175935060.85815,1326.5383529039232,1326.587011926903,219.73732244674272,186.59046063504962,0.18461538461538463
60.0,2722986.970828756,2718433.8595946487,2700916.6258208714,334583.393164191,3142855.4935115986,2736.0747158029744,7.700012134400099,18.448325678158422,24.866211069442816,28.02609068270824,1196032.0,393216.0,253952.0,152923073391049.2,585530367752.9136,1434.217849387916,1571.6063479106592,224.612253990564,226.27416997969522,0.1815068493150685
70.0,2715418.325782545,2707929.691611698,2528589.0213131728,334583.2690902135,3142789.363594652,2730.245477615094,7.028184945047773,16.442336769408396,25.967031495243987,26.23017646243406,1314816.0,344064.0,233472.0,152178664160035.88,529629866572.98596,1503.4213611265104,2035.1353518862936,233.6570714072905,226.27416997969522,0.20249221183800623
80.0,2708625.261534946,2606521.855837636,2332458.074036529,334590.8070603953,3142719.479709864,2727.4167251605445,6.164789532274737,14.517364699842906,23.266675865186375,23.67206510101087,1372160.0,339968.0,258048.0,151646782445680.3,409118409754.09607,1576.4991017412062,2125.6450198781718,236.6691578210984,226.27416997969522,0.21194029850746268
90.0,2707938.2202035277,2607157.0977013498,2390257.5216515204,334607.74277619395,3142664.3198496765,2723.8982285832717,5.978605794942738,13.910263558539542,21.857293523841385,21.54513878236087,1462272.0,364544.0,258048.0,151427327103641.94,369252088980.53973,1722.064324071833,2306.6643558619276,243.7497461890154,226.27416997969522,0.22128851540616246
100.0,2706646.634074035,2505866.700013827,2375454.350393417,334632.96898962854,3142615.0609428077,2720.858091833365,5.880629381253153,13.376247036569229,20.17336545340801,20.27905790955329,1523712.0,364544.0,253952.0,151191708607990.53,323607214811.4806,1845.2275370078976,2442.4288578497444,243.92199402192517,234.98945468367015,0.21236559139784947
110.0,2702473.21756348,2505957.3774782196,2379298.9833336743,334650.0680504109,3142559.8403577716,2717.259482313025,5.504327233746263,11.55846118503427,19.729929103281414,19.09586205474021,1560576.0,372736.0,258048.0,150766301387840.1,278429031980.831,2022.1735499352526,2578.1933598375613,251.5193258885715,243.70473938764508,0.2125984251968504
120.0,2693966.0254287655,2508449.9006659044,2370397.253487404,334667.7126589356,3142510.472456627,2714.6312183702753,5.474282660203123,10.865388014831618,18.877859490036947,19.45384631937219,1601536.0,385024.0,262144.0,150151896051361.7,229160770878.5794,2112.945193296705,2796.703027829439,251.5193258885715,243.70473938764508,0.20971867007672634
130.0,2688984.068385794,2476023.1896958053,2307934.2221861714,334688.28943900304,3142466.5294782827,2712.251891411764,5.520456696088626,10.72349309521034,17.786086513397684,20.32345685801484,1638400.0,368640.0,274432.0,149752865145276.6,223292414825.74213,2178.5659975030417,2841.957861825378,251.55427027977902,243.70473938764508,0.21
140.0,2694102.364924141,2409332.814809796,2314981.4015183845,334707.76840346254,3142422.886336042,2709.8225279985472,5.470845367747808,10.760699091421506,17.540880213315656,19.87324914443206,1679360.0,376832.0,274432.0,149917903703258.78,222378128366.00467,2261.329566340134,2932.467529817256,246.09423798020083,243.70473938764508,0.2048780487804878
150.0,2693598.42004959,2382191.382982067,2295900.6810737,334729.9616620176,3142378.4004798867,2707.370691046284,5.40965797877889,10.068878643601924,18.326451637779154,20.66683625927002,1695744.0,372736.0,282624.0,149760925478555.6,210317060763.43387,2351.5329435055064,3022.977197809134,242.27886708898424,243.70473938764508,0.20048309178743962
160.0,2696328.51873317,2378784.9865248334,2296719.8869051016,334754.16416462,3142336.648137009,2705.0237286165134,5.3903763798756845,9.591754065645164,17.671547571934994,20.94604361322108,1712128.0,389120.0,278528.0,149787557754676.66,199019525721.98462,2392.9147279240524,3068.232031805073,239.18839156980266,243.70473938764508,0.19617224880382775
170.0,2696421.43684021,2387147.8842685646,2318938.905102321,334778.6221600959,3142295.1918753777,2702.868216206481,5.825634470652641,9.766982289831391,17.714837093979543,20.43852160688959,1712128.0,376832.0,286720.0,149676661524133.84,203785243182.33136,2434.296512342599,3113.486865801012,239.85271307961506,243.70473938764508,0.19617224880382775
180.0,2696164.451334369,2393888.610061525,2336317.9951339513,334805.54768489377,3142254.7073261337,2700.6804119441836,5.911593810413103,9.563035923372416,17.942461407093845,20.16628935763924,1708032.0,372736.0,282624.0,149545085698285.12,208358919033.91235,2483.118105089425,3158.741699796951,238.5468742932889,243.70473938764508,0.19184652278177458
190.0,2695986.474693631,2400471.564120857,2297387.696217461,334834.2253668559,3142215.898630011,2698.662735084966,5.840137119855437,9.073032547980858,17.754852101013753,19.76609462637204,1708032.0,372736.0,282624.0,149424417447639.88,198036393806.92584,2565.881673926517,3313.2513677888287,236.93375911285133,271.5290039756343,0.19424460431654678
200.0,2697947.257876913,2407992.0696349056,2309658.188254497,334862.39340322034,3142180.005319776,2696.9082128487175,5.758943577743757,8.57817473350478,17.54781979596596,19.44711309138431,1708032.0,385024.0,290816.0,149439030798926.9,176245931396.94745,2648.6452427636095,3358.5062017847677,236.00128843681196,271.5290039756343,0.19184652278177458
210.0,2702827.5525723156,2380699.5129569536,2227835.5046982076,334889.1662293696,3142147.3849089798,2695.3154915300497,5.591817492580434,8.341961231413427,17.311177040460247,19.54345818606965,1683456.0,385024.0,282624.0,149624867146291.75,156431478479.79977,2648.6452427636095,3358.5062017847677,233.6570714072905,271.5290039756343,0.1897810218978102
220.0,2703926.0645437073,2387592.2559844437,2132717.781554121,334913.2571979762,3142116.9777317066,2693.8188796338745,5.411682881635319,7.949634442123432,17.11537804423896,19.29560863871165,1671168.0,376832.0,286720.0,149605768422946.44,133268898001.55742,2690.0270271821555,3358.5062017847677,233.35830082202006,271.5290039756343,0.18872549019607843
230.0,2705233.4854226154,2389861.3834220963,2071363.0126423652,334933.3316801709,3142090.9382104543,2692.5713796209407,5.531718875956482,8.223432971422744,16.523582665788975,19.31177159448527,1634304.0,380928.0,282624.0,149607235265974.12,110976096883.25673,2690.0270271821555,3358.5062017847677,233.6570714072905,271.5290039756343,0.18796992481203006
240.0,2705145.0267283954,2394623.7574927183,1566830.7674654375,334950.2903613188,3142068.820770347,2691.43551357479,5.312267663688393,7.834813235255884,16.402906610399782,19.42947857676971,1585152.0,364544.0,286720.0,149534855247182.9,91932885306.79008,2690.0270271821555,3358.5062017847677,238.5468742932889,271.5290039756343,0.19121447028423771
250.0,2705046.722015286,2322356.661337503,1299464.5862336776,334964.1436711053,3142049.508703549,2690.450014535001,5.255975171280734,7.160526823127564,16.068639757742137,19.23339854372664,1572864.0,360448.0,270336.0,149480858553402.1,76006691820.51,2690.0270271821555,3358.5062017847677,239.18839156980266,271.5290039756343,0.19270833333333334
