case,runtime_s,target_volume_m3,final_model_volume_m3,relative_injected_volume_error,max_chainage_m,s4_reached,max_depth_m,max_speed_ms,p99_wet_speed_ms
C1,66,1000000.0,998464.7691029343,-0.0015352308970657178,1180.563896594787,False,43.17256208376372,20.278231722241507,20.207922112431383
C2,70,1000000.0,999996.209673816,-3.7903261840110644e-06,232.60774669309407,False,51.96526287234244,2.0337582007948782,1.9524078727630831
C3,72,2000000.0,1998493.1780926522,-0.0007534109536738834,1270.0210908017134,False,69.96686096370287,19.442204069762802,19.301291146736382
C4,73,2000000.0,1998148.5487180431,-0.0009257256409784313,1270.0210908017134,False,71.83208107527277,19.75833184259902,19.555360848301962
C5,70,3000000.0,2998268.351362325,-0.0005772162125584049,1270.0210908017134,False,91.95267239930594,20.265498642211337,19.713946831752796
C6,68,3000000.0,2998720.7149377135,-0.00042642835409551237,1270.0210908017134,False,91.46591277354116,19.986696740124728,19.98603443002925
