case,time_s,cell_id,h,speed,terrain_z
C6,450,3,52.23756373265695,0.0,2807.7353515625
C6,480,1,83.12003166156745,0.0,2773.6123046875
C6,480,2,61.63844494794351,0.0,2783.94091796875
C6,480,3,52.23756373265695,0.0,2807.7353515625
C6,510,1,83.12003166156745,0.0,2773.6123046875
C6,510,2,61.63844494794351,0.0,2783.94091796875
C6,510,3,52.23756373265695,0.0,2807.7353515625
C6,540,1,83.12003166156745,0.0,2773.6123046875
C6,540,2,61.63844494794351,0.0,2783.94091796875
C6,540,3,52.23756373265695,0.0,2807.7353515625
C6,570,1,83.12003166156745,0.0,2773.6123046875
C6,570,2,61.63844494794351,0.0,2783.94091796875
C6,570,3,52.23756373265695,0.0,2807.7353515625
C6,600,1,83.12003166156745,0.0,2773.6123046875
C6,600,2,61.63844494794351,0.0,2783.94091796875
C6,600,3,52.23756373265695,0.0,2807.7353515625
C6,630,1,83.12003166156745,0.0,2773.6123046875
C6,630,2,61.63844494794351,0.0,2783.94091796875
C6,630,3,52.23756373265695,0.0,2807.7353515625
C6,660,1,83.12003166156745,0.0,2773.6123046875
C6,660,2,61.63844494794351,0.0,2783.94091796875
C6,660,3,52.23756373265695,0.0,2807.7353515625
C6,690,1,83.12003166156745,0.0,2773.6123046875
C6,690,2,61.63844494794351,0.0,2783.94091796875
C6,690,3,52.23756373265695,0.0,2807.7353515625
C6,720,1,83.12003166156745,0.0,2773.6123046875
C6,720,2,61.63844494794351,0.0,2783.94091796875
C6,720,3,52.23756373265695,0.0,2807.7353515625
C6,750,1,83.12003166156745,0.0,2773.6123046875
C6,750,2,61.63844494794351,0.0,2783.94091796875
C6,750,3,52.23756373265695,0.0,2807.7353515625
C6,780,1,83.12003166156745,0.0,2773.6123046875
C6,780,2,61.63844494794351,0.0,2783.94091796875
C6,780,3,52.23756373265695,0.0,2807.7353515625
C6,810,1,83.12003166156745,0.0,2773.6123046875
C6,810,2,61.63844494794351,0.0,2783.94091796875
C6,810,3,52.23756373265695,0.0,2807.7353515625
C6,840,1,83.12003166156745,0.0,2773.6123046875
C6,840,2,61.63844494794351,0.0,2783.94091796875
C6,840,3,52.23756373265695,0.0,2807.7353515625
C6,870,1,83.12003166156745,0.0,2773.6123046875
C6,870,2,61.63844494794351,0.0,2783.94091796875
C6,870,3,52.23756373265695,0.0,2807.7353515625
C6,900,1,83.12003166156745,0.0,2773.6123046875
C6,900,2,61.63844494794351,0.0,2783.94091796875
C6,900,3,52.23756373265695,0.0,2807.7353515625
