time_s,unrestricted_max_projected_chainage_m,max_depth_m,max_speed_ms,p99_wet_speed_ms,entrained_volume_m3,total_wet_volume_m3
0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,509.8942387048844,14.26363593552869,14.795896760910749,14.589494551157594,11877.235502103214,511762.93760620966
60.0,875.1588875835486,36.06239991090028,21.09475023302609,20.2619990769559,72625.57392390614,1571962.1981660835
90.0,1090.6716099003097,37.37432092881446,18.366880867791394,18.364019802938714,123327.02250030791,2122224.0756300464
120.0,1270.0175613751662,28.605022072837,18.598525163856177,18.249020409737618,158595.13910279606,2157077.437985016
150.0,1460.6503517473525,24.55576349012472,19.408868543983605,19.064966787751967,205575.2697957604,2202440.056593554
180.0,1600.323858011462,23.07922543310224,19.232312415854643,19.2232392100464,259163.6918466594,2254038.401809534
210.0,1815.4292475770383,21.54472593207585,18.899106283907983,18.740021432604,313740.63131698454,2305542.8279462196
240.0,2031.7546722258878,21.54472593207585,18.765445562230756,18.233645761319448,366574.70537142566,2358388.931483184
270.0,2308.592892132688,20.68358320440737,18.70407465125316,17.851635232075438,425452.59012691164,2412238.0000566356
300.0,2392.4232180611207,20.68358320440737,18.595188279542725,17.797260924138772,454963.1420864284,2467029.3119567526
330.0,2466.1340059864087,20.68358320440737,18.242064718241302,18.0062673925717,512662.91543962556,2518773.7913297038
360.0,2503.9845115837525,20.68358320440737,18.217185455337432,17.840238521463068,561436.8728493823,2564636.089189972
390.0,2541.8307997294078,20.68358320440737,18.31028308033088,17.77578174942718,608262.5145480604,2604386.229287318
420.0,2541.8307997294078,20.68358320440737,18.43233668882728,17.463017534903155,625662.3794374415,2641058.346907017
450.0,2579.675726414622,20.68358320440737,18.461405467326326,17.48906640155544,653498.7180975085,2676755.0077879746
480.0,2614.4090852927006,20.68358320440737,18.46796480641523,17.487146376969843,697146.6244003822,2711433.3685875395
510.0,2614.4090852927006,20.68358320440737,18.503273162908158,17.558152267612257,727992.5991764194,2742198.7307332125
540.0,2614.4090852927006,20.68358320440737,18.12741651047085,16.93180234162513,760306.4397545576,2766883.5843107933
570.0,2614.4090852927006,20.68358320440737,17.913182686247637,16.253691081624275,790199.4979470449,2788558.2913481556
600.0,2653.136256982537,21.08517749175167,17.501571444332846,15.76446206000095,800928.2262623585,2808577.1210628254
630.0,2753.0878179323568,21.61545355785293,17.13459266810412,15.782817426375438,826142.0631825014,2825252.4909890387
660.0,2753.0878179323568,22.04845176974139,16.76866883385545,15.123309510641764,851139.6465582309,2841518.2985222666
690.0,2812.152623787796,22.40610454894486,16.533861658111466,14.964116434743586,877370.4207697951,2858593.000490367
720.0,2812.152623787796,22.79344542613285,15.534191266300608,12.979732014127269,892255.9136718785,2874345.777068576
750.0,2812.152623787796,23.08712808549193,15.19689885325771,12.812047356415265,917107.121882642,2890300.0108817723
780.0,2918.0859963106686,23.34716571214003,14.80780845659589,12.57163578950237,907195.3608574689,2903656.593732615
810.0,2918.0859963106686,23.55132621468158,14.483860292463447,12.749218340866072,926106.1776653946,2914756.8172229193
840.0,2918.0859963106686,23.71955646501891,13.943804688261038,12.36797512382897,917346.729817258,2925028.444496452
870.0,2918.0859963106686,23.83736570435783,13.763050182432805,12.318450931474278,929536.4486392067,2935426.161108658
900.0,2933.4641706042867,23.90063773022884,13.623585756519935,11.924109665923275,946524.3844723396,2944927.012190648
