case,time_s,depth_threshold_m,max_chainage_128m,max_chainage_256m,max_chainage_512m,max_chainage_1000m,max_chainage_unrestricted,max_lateral_distance_m,max_euclidean_distance_from_S0_m
C4,390,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,420,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,420,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,420,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,420,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,450,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,450,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,450,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,450,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,480,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,480,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,480,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,480,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,510,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,510,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,510,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,510,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,540,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,540,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,540,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,540,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,570,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,570,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,570,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,570,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,600,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,600,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,600,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,600,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,630,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,630,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,630,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,630,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,660,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,660,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,660,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,660,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,690,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,690,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,690,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,690,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,720,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,720,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,720,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,720,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,750,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,750,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,750,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,750,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,780,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,780,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,780,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,780,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,810,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,810,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,810,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,810,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,840,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,840,0.01,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,180.37990011567342,604.9185510107419
C4,840,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,840,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,870,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,870,0.01,145.06328219628386,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,180.37990011567342,453.63441765453564
C4,870,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,870,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,900,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C4,900,0.01,145.06328219628386,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,180.37990011567342,453.63441765453564
C4,900,0.05,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C4,900,0.1,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,117.55037354150878,180.37990011567342,185.52186843805288
C5,30,0.001,464.2049056638914,509.4597396598304,509.4597396598304,509.4597396598304,509.4597396598304,256.6147115562749,538.1316197583781
C5,30,0.01,464.2049056638914,509.4597396598304,509.4597396598304,509.4597396598304,509.4597396598304,256.6147115562749,538.1316197583781
C5,30,0.05,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,256.6147115562749,481.3175578216004
C5,30,0.1,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,464.2049056638914,256.6147115562749,481.3175578216004
C5,60,0.001,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,302.64170234784234,875.3568043982187
C5,60,0.01,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,302.64170234784234,875.3568043982187
C5,60,0.05,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,302.64170234784234,826.452133169055
C5,60,0.1,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,256.6147115562749,826.452133169055
C5,90,0.001,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,302.64170234784234,1051.2626159728686
C5,90,0.01,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,302.64170234784234,1051.2626159728686
C5,90,0.05,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,253.69656273971458,1051.2626159728686
C5,90,0.1,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,253.69656273971458,1051.2626159728686
C5,120,0.001,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,302.64170234784234,1104.3933984719354
C5,120,0.01,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,302.64170234784234,1104.3933984719354
C5,120,0.05,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,253.69656273971458,1104.3933984719354
C5,120,0.1,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,1110.6609502151668,253.69656273971458,1104.3933984719354
C5,150,0.001,1110.6609502151668,1180.563896594787,1283.7837360643173,1283.7837360643173,1283.7837360643173,325.68009765959096,1283.223506201283
C5,150,0.01,1110.6609502151668,1180.563896594787,1232.1738163295522,1232.1738163295522,1232.1738163295522,302.64170234784234,1227.527400163063
C5,150,0.05,1110.6609502151668,1180.563896594787,1232.1738163295522,1232.1738163295522,1232.1738163295522,286.73502682748074,1227.527400163063
C5,150,0.1,1110.6609502151668,1180.563896594787,1180.563896594787,1180.563896594787,1180.563896594787,286.73502682748074,1172.6791843614615
C5,180,0.001,1110.6609502151668,1270.0210908017134,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C5,180,0.01,1110.6609502151668,1270.0210908017134,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C5,180,0.05,1110.6609502151668,1218.411171066948,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C5,180,0.1,1110.6609502151668,1218.411171066948,1370.698065727749,1370.698065727749,1370.698065727749,415.1372918665172,1396.7521842833703
C5,210,0.001,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C5,210,0.01,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C5,210,0.05,1110.6609502151668,1270.0210908017134,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C5,210,0.1,1110.6609502151668,1218.411171066948,1410.6785487712323,1410.6785487712323,1410.6785487712323,415.1372918665172,1426.2338766439907
C5,240,0.001,1110.6609502151668,1270.0210908017134,1500.6346356190693,1500.6346356190693,1500.6346356190693,415.1372918665172,1513.2668390571282
C5,240,0.01,1110.6609502151668,1270.0210908017134,1500.6346356190693,1500.6346356190693,1500.6346356190693,415.1372918665172,1513.2668390571282
C5,240,0.05,1110.6609502151668,1180.563896594787,1500.6346356190693,1500.6346356190693,1500.6346356190693,415.1372918665172,1513.2668390571282
C5,240,0.1,1110.6609502151668,1180.563896594787,1460.654152575586,1460.654152575586,1460.654152575586,415.1372918665172,1482.7535599698865
C5,270,0.001,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C5,270,0.01,1110.6609502151668,1270.0210908017134,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C5,270,0.05,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C5,270,0.1,1110.6609502151668,1180.563896594787,1540.9274661863296,1540.9274661863296,1540.9274661863296,418.8580293852415,1569.2621116009836
C5,300,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C5,300,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,418.8580293852415,1656.1983668055539
C5,300,0.05,1110.6609502151668,1180.563896594787,1555.0696018100607,1555.0696018100607,1555.0696018100607,418.8580293852415,1625.8482781682933
C5,300,0.1,1110.6609502151668,1180.563896594787,1555.0696018100607,1555.0696018100607,1555.0696018100607,418.8580293852415,1625.8482781682933
C5,330,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,330,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,330,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,330,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,360,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,360,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,360,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,360,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,390,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,390,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,390,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,390,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,420,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,420,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,420,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,420,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,450,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,450,0.01,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,450,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,450,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,480,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,480,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,480,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,480,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,510,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,510,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,510,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,510,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,540,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,540,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,540,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,540,0.1,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,570,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,570,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,570,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,570,0.1,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,216.8858065036402,657.2955971808738
C5,600,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,600,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,600,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,600,0.1,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,216.8858065036402,657.2955971808738
C5,630,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,630,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,630,0.05,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,649.3568221216583,216.8858065036402,657.2955971808738
C5,630,0.1,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,660,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,660,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,660,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,660,0.1,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,690,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,690,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,690,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,690,0.1,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,720,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,720,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,720,0.05,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,720,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,750,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,750,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,750,0.05,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,750,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,780,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,780,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,780,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,780,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,810,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,810,0.01,1110.6609502151668,1180.563896594787,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,810,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,810,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,840,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,840,0.01,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,840,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,840,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,870,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,870,0.01,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,216.8858065036402,604.9185510107419
C5,870,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,870,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,900,0.001,1110.6609502151668,1270.0210908017134,1600.3244358059997,1600.3244358059997,1600.3244358059997,428.8531501461122,1656.1983668055539
C5,900,0.01,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,900,0.05,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C5,900,0.1,188.83551444468895,418.95007166795233,418.95007166795233,418.95007166795233,418.95007166795233,216.8858065036402,453.63441765453564
C6,30,0.001,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C6,30,0.01,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C6,30,0.05,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C6,30,0.1,188.83551444468895,323.0703600064646,323.0703600064646,323.0703600064646,323.0703600064646,209.9243304913095,371.976786342594
C6,60,0.001,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,256.6147115562749,604.9185510107419
C6,60,0.01,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,602.5692849541147,256.6147115562749,604.9185510107419
C6,60,0.05,558.900916931074,558.900916931074,558.900916931074,558.900916931074,558.900916931074,256.6147115562749,568.911281985474
C6,60,0.1,558.900916931074,558.900916931074,558.900916931074,558.900916931074,558.900916931074,256.6147115562749,568.911281985474
C6,90,0.001,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,256.6147115562749,875.3568043982187
C6,90,0.01,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,875.1598858206247,256.6147115562749,875.3568043982187
C6,90,0.05,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,256.6147115562749,826.452133169055
C6,90,0.1,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,828.4695047556593,256.6147115562749,826.452133169055
C6,120,0.001,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
C6,120,0.01,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,1050.6902256499422,256.6147115562749,1051.2626159728686
