time_s,front_distance_m,remaining_distance_m
0.0,0.0,17624.0
10.0,68.39275752740109,17555.607242472597
20.0,163.19652830042128,17460.80347169958
30.0,305.4021844599515,17318.597815540048
40.0,447.60784061948175,17176.392159380517
50.0,630.0052181567497,16993.994781843252
60.0,761.3956283031214,16862.604371696878
70.0,878.3657104319483,16745.63428956805
80.0,1013.3762044637753,16610.623795536223
90.0,1116.0578594814672,16507.94214051853
100.0,1209.398941410933,16414.601058589065
110.0,1278.4803928921294,16345.51960710787
120.0,1321.4211695168513,16302.57883048315
130.0,1349.4428887815297,16274.55711121847
140.0,1375.5835636380039,16248.416436361997
150.0,1418.524340262726,16205.475659737274
160.0,1444.6650151191998,16179.3349848808
170.0,1444.6650151191998,16179.3349848808
180.0,1444.6650151191998,16179.3349848808
190.0,1444.6650151191998,16179.3349848808
200.0,1444.6650151191998,16179.3349848808
210.0,1444.6650151191998,16179.3349848808
220.0,1444.6650151191998,16179.3349848808
230.0,1444.6650151191998,16179.3349848808
240.0,1444.6650151191998,16179.3349848808
250.0,1470.805689975674,16153.194310024326
260.0,1470.805689975674,16153.194310024326
270.0,1470.805689975674,16153.194310024326
280.0,1470.805689975674,16153.194310024326
290.0,1470.805689975674,16153.194310024326
300.0,1470.805689975674,16153.194310024326
310.0,1470.805689975674,16153.194310024326
320.0,1470.805689975674,16153.194310024326
330.0,1470.805689975674,16153.194310024326
340.0,1470.805689975674,16153.194310024326
350.0,1470.805689975674,16153.194310024326
360.0,1470.805689975674,16153.194310024326
370.0,1470.805689975674,16153.194310024326
380.0,1470.805689975674,16153.194310024326
390.0,1470.805689975674,16153.194310024326
400.0,1470.805689975674,16153.194310024326
410.0,1470.805689975674,16153.194310024326
420.0,1470.805689975674,16153.194310024326
430.0,1470.805689975674,16153.194310024326
440.0,1470.805689975674,16153.194310024326
450.0,1470.805689975674,16153.194310024326
460.0,1470.805689975674,16153.194310024326
470.0,1470.805689975674,16153.194310024326
480.0,1470.805689975674,16153.194310024326
490.0,1470.805689975674,16153.194310024326
500.0,1470.805689975674,16153.194310024326
510.0,1470.805689975674,16153.194310024326
520.0,1470.805689975674,16153.194310024326
530.0,1470.805689975674,16153.194310024326
540.0,1470.805689975674,16153.194310024326
550.0,1470.805689975674,16153.194310024326
560.0,1470.805689975674,16153.194310024326
570.0,1470.805689975674,16153.194310024326
580.0,1470.805689975674,16153.194310024326
590.0,1470.805689975674,16153.194310024326
600.0,1470.805689975674,16153.194310024326
