method,scenario_id,time_s,total_normalized_error,top1_fraction,top5_fraction,top10_fraction,top20_fraction,top30_fraction,top50_fraction
OraclePerfect_B05,JILONG_EI_0009,10,22.92501449584961,0.9893988673014942,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,20,39.03642272949219,0.9942993031034411,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,30,77.288818359375,0.996182312590541,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,40,176.18487548828125,0.9917549818849452,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,50,240.38986206054688,0.921095105850343,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,60,277.40606689453125,0.8831684513389324,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,70,343.23138427734375,0.8579990794890467,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,80,432.48712158203125,0.7941142240720682,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,90,497.5650939941406,0.6688851149494948,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,100,534.4403076171875,0.6764126426888684,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,110,576.9852294921875,0.6597355331845076,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,120,616.2451782226562,0.6849864015326568,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,130,608.4926147460938,0.689579583649047,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,140,632.9321899414062,0.7086299780978742,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,150,626.1924438476562,0.6991816118790889,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,160,641.6165771484375,0.6995022896962209,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,170,691.304931640625,0.7012240276797088,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,180,733.9252319335938,0.7029423044210652,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,190,753.698974609375,0.7165336548776268,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,200,768.8605346679688,0.7447750213437113,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,210,788.0693969726562,0.7747751272847463,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,220,791.135009765625,0.79538016655547,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,230,840.102783203125,0.8220015476959021,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,240,889.7750244140625,0.823186075009655,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,250,927.139892578125,0.7774810027326897,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,260,962.0987548828125,0.7445939373474552,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,270,984.929931640625,0.7550176102965117,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,280,994.513916015625,0.7618212310368792,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,290,998.1694946289062,0.7542509151265271,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,300,1009.0003662109375,0.7359458357056887,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,310,1022.586669921875,0.7097619272802352,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,320,1033.7784423828125,0.6794684858168053,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,330,1035.288330078125,0.6586454906661028,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,340,1037.6153564453125,0.684857425248873,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,350,1045.890869140625,0.6974031617734655,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,360,1046.343505859375,0.6927201954423344,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,370,1048.280517578125,0.676137783333149,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,380,1055.5665283203125,0.6530579704904409,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,390,1058.5380859375,0.6275102944592896,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,400,1059.4150390625,0.6006126437966383,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,410,1047.597412109375,0.5802740270389066,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,420,1037.8798828125,0.5700889796860115,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,430,1029.54248046875,0.5677680944811189,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,440,1027.147216796875,0.5627937799763878,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,450,1019.416748046875,0.5566119716476964,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,460,1010.6279296875,0.5550897901529863,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,470,1004.806884765625,0.5581658216779463,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,480,999.6475219726562,0.5611421230678884,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,490,995.77294921875,0.562228939595335,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,500,994.348388671875,0.5646200655842765,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,510,993.41455078125,0.5636697717260092,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,520,993.650634765625,0.5636211769154811,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,530,995.3486328125,0.5626978211500026,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,540,996.0361328125,0.5648145598448279,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,550,995.74853515625,0.5652044417108925,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,560,992.6343994140625,0.5654602558809659,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,570,988.7445068359375,0.5644560569341529,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,580,986.90185546875,0.5627825431767036,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,590,986.28662109375,0.5606150579882319,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,600,985.7735595703125,0.5572063884904619,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,610,985.4077758789062,0.5518416431978044,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,620,985.1158447265625,0.5471123540000389,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,630,983.4487915039062,0.541627139468435,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,640,983.5526123046875,0.5381988964453429,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,650,981.6241455078125,0.5355004611457838,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,660,980.7808837890625,0.5344954605897754,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,670,982.5287475585938,0.5324813281943069,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,680,983.94091796875,0.5312207551558622,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,690,986.90771484375,0.5315801769456083,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,700,988.7362670898438,0.5354496315688976,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,710,993.0949096679688,0.5369887115180948,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,720,994.5564575195312,0.5382166758735044,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,730,995.3565673828125,0.5421564073852772,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,740,997.3668212890625,0.5440015536573899,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,750,999.8740234375,0.546852150624177,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,760,1003.4736328125,0.5471858368718194,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,770,1009.29638671875,0.5468635295771173,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,780,1014.2388916015625,0.5473244285424891,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,790,1019.7430419921875,0.5473736467351978,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,800,1023.302490234375,0.5472243242846624,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,810,1028.812744140625,0.5475259161707999,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,820,1033.5020751953125,0.5465089867455368,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,830,1038.7176513671875,0.5471264795066431,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,840,1043.366943359375,0.5473870339410883,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,850,1046.1259765625,0.5465405346897777,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,860,1050.6983642578125,0.5468099529304363,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,870,1054.829345703125,0.5454754859334229,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,880,1058.996826171875,0.5446827217149831,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,890,1064.3017578125,0.5429312529415101,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,900,1070.0828857421875,0.5412847264516056,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,910,1074.7490234375,0.5376825429549548,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,920,1079.907470703125,0.5332158701038977,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,930,1086.170166015625,0.5308050462427236,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,940,1089.5947265625,0.5282190187987678,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,950,1096.0062255859375,0.5261600943406012,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,960,1098.000732421875,0.5231822048239156,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,970,1101.97216796875,0.5196325348822312,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,980,1106.2646484375,0.5172095821403744,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,990,1110.2056884765625,0.5161605263810739,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1000,1111.034423828125,0.5123737378004476,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1010,1116.625244140625,0.5101864173040267,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1020,1119.5762939453125,0.5073438859643713,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1030,1122.9156494140625,0.5053253114073062,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1040,1126.5205078125,0.5037839683824936,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1050,1129.758056640625,0.5012258892728804,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1060,1133.7198486328125,0.4993613644903495,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1070,1134.419189453125,0.4958039558275739,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1080,1138.9381103515625,0.49377187198365,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1090,1143.156494140625,0.493071882406177,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1100,1147.321533203125,0.4917595988915553,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1110,1149.4771728515625,0.4898488392848836,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1120,1152.4219970703125,0.488652182971515,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1130,1151.509033203125,0.4852149682979784,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1140,1156.7996826171875,0.48453397198753634,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1150,1157.744384765625,0.48186113185053375,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1160,1162.8267822265625,0.48162105492115376,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1170,1166.290771484375,0.48085930572701246,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1180,1168.77197265625,0.47977419508704605,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1190,1170.89990234375,0.4786147864125244,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1200,1172.9345703125,0.47674441579439547,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1210,1174.128173828125,0.4752039508530012,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1220,1175.7437744140625,0.47333117375537875,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1230,1176.72412109375,0.470706948943072,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1240,1178.3955078125,0.46903619484703535,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1250,1178.9725341796875,0.4670386449397049,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1260,1182.7626953125,0.4664920586214017,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1270,1184.5277099609375,0.46577231970600547,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1280,1185.5360107421875,0.4629729099057194,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1290,1188.92236328125,0.46153877064632054,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1300,1188.3580322265625,0.45743919455610943,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1310,1193.601806640625,0.455540144782436,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1320,1193.211669921875,0.4505836181315002,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1330,1198.09912109375,0.44832937152177543,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1340,1200.78662109375,0.4457893853426025,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1350,1204.9296875,0.44400256971795854,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1360,1209.870849609375,0.4419959248217362,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1370,1212.3172607421875,0.4393264537247817,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1380,1215.3902587890625,0.4375524944608632,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1390,1216.21630859375,0.4320606170629534,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1400,1217.9444580078125,0.42802297812787365,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1410,1219.2493896484375,0.422678040779178,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1420,1223.7071533203125,0.4207574744027188,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1430,1228.089111328125,0.4194751802483018,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0009,1440,1228.4215087890625,0.41393251167095735,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,10,23.626689910888672,0.9959323435292468,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,20,43.82085037231445,0.9972769708918124,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,30,90.84944152832031,0.9981539975206879,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,40,173.59625244140625,0.9978052866493589,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,50,228.09815979003906,0.9173500345090052,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,60,256.2827453613281,0.8785154415957315,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,70,298.8741760253906,0.8652044170804052,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,80,364.86669921875,0.7752336743273635,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,90,425.57696533203125,0.6600531623719743,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,100,460.73016357421875,0.6842352048527497,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,110,488.00811767578125,0.6833203475960253,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,120,517.07373046875,0.6932756872377652,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,130,518.8403930664062,0.6979874476310345,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,140,542.1377563476562,0.7140855654998053,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,150,552.43896484375,0.7103421773742452,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,160,586.2516479492188,0.7115721210628908,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,170,632.134033203125,0.7162892586949232,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,180,666.9632568359375,0.7159462819345404,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,190,686.6669311523438,0.724901239478198,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,200,705.0829467773438,0.7483933834110307,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,210,718.79541015625,0.7738054707408345,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,220,723.951904296875,0.7990390521876392,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,230,741.8966674804688,0.817924543555453,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,240,777.47265625,0.8345964522667372,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,250,818.8702392578125,0.8216393797786519,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,260,852.6220703125,0.7824447932908906,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,270,874.3041381835938,0.7430274634223084,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,280,881.7303466796875,0.7439689361556414,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,290,884.3552856445312,0.7473688324565558,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,300,890.87109375,0.7501350515830183,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,310,895.7955322265625,0.7402567831705714,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,320,900.6402587890625,0.7174118393430108,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,330,901.3746337890625,0.6811332159966378,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,340,902.76513671875,0.6560757347349895,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,350,905.0857543945312,0.6764776384097492,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,360,903.5823364257812,0.6953942559411963,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,370,904.9900512695312,0.7065323277654743,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,380,908.48779296875,0.6961185553893018,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,390,913.170166015625,0.6729292201466948,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,400,917.705322265625,0.6450766562783686,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,410,917.87060546875,0.6182483326891364,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,420,915.4313354492188,0.5934405552746557,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,430,913.778564453125,0.5712849443708999,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,440,915.4133911132812,0.5678782184695353,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,450,911.02490234375,0.5632196214037167,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,460,906.7376098632812,0.5597889018131477,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,470,905.2407836914062,0.5616005632725954,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,480,899.5762329101562,0.5643094575380432,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,490,890.3692626953125,0.5652611025695372,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,500,887.4613037109375,0.5680551891383625,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,510,885.300537109375,0.5695742257146372,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,520,884.3720703125,0.5701402827922052,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,530,887.1546630859375,0.5708256011216921,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,540,887.0305786132812,0.5710290387968349,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,550,890.210205078125,0.5707629145710738,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,560,890.9705810546875,0.5694088460717829,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,570,889.3956298828125,0.5679293286080841,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,580,888.13330078125,0.5651431390313971,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,590,888.708251953125,0.5605919266570948,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,600,889.801513671875,0.55482507056682,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,610,890.2775268554688,0.5499491087145258,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,620,888.9067993164062,0.5452713478115796,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,630,892.6625366210938,0.5432275125553586,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,640,892.4417724609375,0.5422239114177112,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,650,892.1707763671875,0.5413120738055223,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,660,891.7737426757812,0.5407316274195947,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,670,893.6448974609375,0.5389600778259585,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,680,894.0454711914062,0.5367403922133385,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,690,894.2826538085938,0.5366287078108609,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,700,897.7460327148438,0.5364320288726305,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,710,897.9818115234375,0.5354153918755977,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,720,898.4814453125,0.5351824187837907,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,730,900.94921875,0.5351683367983325,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,740,902.5947265625,0.5379918301932164,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,750,905.779296875,0.5384089105003844,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,760,909.9669189453125,0.5388631078465708,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,770,913.937744140625,0.5388982934414042,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,780,918.5931396484375,0.5394113447942848,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,790,922.5653076171875,0.539026903654521,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,800,925.8253784179688,0.5403220510873393,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,810,929.49169921875,0.5400570612771951,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,820,934.88720703125,0.5412345502803481,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,830,939.389404296875,0.5428389867459703,1.0,1.0,1.0,1.0,1.0
OraclePerfect_B05,JILONG_EI_0019,840,944.564453125,0.5442054501126652,1.0,1.0,1.0,1.0,1.0
