budget,change_region_h_rel_l2,change_region_momentum_rel_l2,false_positive_wet_fraction,mixture_volume_relative_error,debris_front_mae_km,peak_Q_relative_error,mean_wet_iou
B10,0.6575988891633059,0.5577568504129401,-0.3180873641116566,0.37322739495960155,-0.570351007388626,0.11443854167379577,-0.21326184506884666
B20,0.6031011840934111,0.3381900229301364,-0.40793111439299085,-1.8467956093260407,-0.536459530151843,-2.9393444002747664,-0.2933263248534495
