method,budget_fraction,trajectory_h_rel_l2,trajectory_momentum_rel_l2,mixture_volume_relative_error,debris_front_mae_km,mean_wet_iou,false_positive_wet_fraction,case_wall_runtime_seconds
RiskTemporal_B05,0.05,1.10248369495724,3.111187500811483,0.1548345173467873,11.477205219670076,0.3584864780230473,0.5741961742965839,18.817510810001117
RiskTemporal_B10,0.1,1.0856831233985604,2.108972257671314,0.1432380069582583,11.289820888013722,0.3591567346199174,0.5503449442773054,25.48300862499964
RiskTemporal_B20,0.2,1.8968993242477552,1.2984801742834031,0.295176098428376,13.157746302754692,0.3940716163114888,0.4211070063266269,35.232675954998555
