checkpoint_update,patch_type,sample_count,positive_improvement_rate,strong_positive_rate,harmful_rate,severely_harmful_rate,mean_relative_improvement,median_relative_improvement,fp_reduction
4000,FALSE_POSITIVE_WET,192,0.8958333333333334,0.671875,0.08333333333333333,0.03125,0.2593914765569473,0.273614145347699,-6.997064294183256
4000,HIGH_ERROR,192,0.5104166666666666,0.390625,0.4427083333333333,0.3541666666666667,-0.4637906109674863,0.011054576036540645,-9.369791666666666
4000,RANDOM,192,0.5833333333333334,0.4739583333333333,0.3854166666666667,0.328125,-0.8152275287813687,0.1710907072337362,-21.948150373931625
