distance_from_source_m,x,y,native_z,z32,z64
6240.0,351791.609257,3133726.6361655304,3116.076416015625,3116.076416015625,3116.076416015625
6260.0,351781.3624088375,3133743.4534844207,3109.714599609375,3109.714599609375,3109.714599609375
6280.0,351770.03149631555,3133759.9340918553,3109.714599609375,3109.714599609375,3109.714599609375
6300.0,351758.70058379363,3133776.4146992904,3107.608154296875,3107.608154296875,3107.608154296875
6320.0,351747.3696712717,3133792.895306725,3101.24658203125,3101.24658203125,3101.24658203125
6340.0,351736.0387587498,3133809.37591416,3101.24658203125,3101.24658203125,3101.24658203125
6360.0,351724.70784622786,3133825.856521595,3096.00830078125,3096.00830078125,3096.00830078125
6380.0,351713.376933706,3133842.3371290294,3096.00830078125,3096.00830078125,3096.00830078125
6400.0,351702.04602118407,3133858.8177364646,3092.618408203125,3092.618408203125,3092.618408203125
6420.0,351690.71510866215,3133875.298343899,3092.618408203125,3092.618408203125,3092.618408203125
6440.0,351679.3841961402,3133891.778951334,3089.211181640625,3089.211181640625,3089.211181640625
6460.0,351668.0532836183,3133908.259558769,3090.272216796875,3090.272216796875,3090.272216796875
6480.0,351656.7223710964,3133924.7401662036,3087.90625,3087.90625,3087.90625
6500.0,351645.39145857445,3133941.2207736387,3089.4072265625,3089.4072265625,3089.4072265625
6520.0,351634.0605460526,3133957.7013810733,3080.70166015625,3080.70166015625,3080.70166015625
6540.0,351622.72963353066,3133974.181988508,3079.30859375,3079.30859375,3079.30859375
6560.0,351611.39872100874,3133990.662595943,3072.211181640625,3072.211181640625,3072.211181640625
6580.0,351600.0678084868,3134007.1432033777,3071.14208984375,3071.14208984375,3071.14208984375
6600.0,351588.7368959649,3134023.623810813,3071.14208984375,3071.14208984375,3071.14208984375
6620.0,351577.40598344296,3134040.1044182475,3062.183837890625,3062.183837890625,3062.183837890625
6640.0,351566.07507092104,3134056.585025682,3060.005615234375,3060.005615234375,3060.005615234375
6660.0,351554.7441583992,3134073.065633117,3052.49462890625,3052.49462890625,3052.49462890625
6680.0,351543.41324587725,3134089.546240552,3051.888427734375,3051.888427734375,3051.888427734375
6700.0,351532.0823333553,3134106.0268479865,3051.888427734375,3051.888427734375,3051.888427734375
6720.0,351520.7514208334,3134122.5074554216,3047.73193359375,3047.73193359375,3047.73193359375
6740.0,351509.4205083115,3134138.9880628563,3047.73193359375,3047.73193359375,3047.73193359375
6760.0,351498.08959578956,3134155.4686702914,3038.97802734375,3038.97802734375,3038.97802734375
6780.0,351486.75868326763,3134171.949277726,3034.438232421875,3034.438232421875,3034.438232421875
6800.0,351475.42777074577,3134188.4298851606,3034.438232421875,3034.438232421875,3034.438232421875
6820.0,351464.09685822384,3134204.9104925958,3027.363037109375,3027.363037109375,3027.363037109375
6840.0,351462.7129810211,3134224.245258438,3027.363037109375,3027.363037109375,3027.363037109375
6860.0,351463.58172550914,3134244.226381605,3024.71630859375,3024.71630859375,3024.71630859375
6880.0,351464.4504699972,3134264.207504772,3023.23046875,3023.23046875,3023.23046875
6900.0,351465.31921448524,3134284.1886279387,3023.23046875,3023.23046875,3023.23046875
6920.0,351466.1879589733,3134304.169751106,3021.786376953125,3021.786376953125,3021.786376953125
6940.0,351467.0567034613,3134324.150874273,3020.158935546875,3020.158935546875,3020.158935546875
6960.0,351467.9254479493,3134344.13199744,3020.158935546875,3020.158935546875,3020.158935546875
6980.0,351468.7941924374,3134364.113120607,3018.820556640625,3018.820556640625,3018.820556640625
7000.0,351469.6629369254,3134384.0942437737,3015.66552734375,3015.66552734375,3015.66552734375
7020.0,351470.5316814135,3134404.075366941,3007.363037109375,3007.363037109375,3007.363037109375
7040.0,351471.4004259015,3134424.056490108,3013.06103515625,3013.06103515625,3013.06103515625
7060.0,351472.26917038957,3134444.037613275,2999.26123046875,2999.26123046875,2999.26123046875
7080.0,351473.1379148776,3134464.018736442,2989.41845703125,2989.41845703125,2989.41845703125
7100.0,351474.00665936567,3134483.9998596087,2989.41845703125,2989.41845703125,2989.41845703125
7120.0,351474.87540385366,3134503.980982776,2984.10107421875,2984.10107421875,2984.10107421875
7140.0,351475.7441483417,3134523.962105943,2976.860107421875,2976.860107421875,2976.860107421875
7160.0,351476.61289282975,3134543.94322911,2976.860107421875,2976.860107421875,2976.860107421875
7180.0,351477.4816373178,3134563.9243522766,2968.628662109375,2968.628662109375,2968.628662109375
7200.0,351478.35038180585,3134583.9054754437,2962.7578125,2962.7578125,2962.7578125
7220.0,351479.2191262939,3134603.886598611,2962.7578125,2962.7578125,2962.7578125
7240.0,351480.08787078195,3134623.867721778,2961.5380859375,2961.5380859375,2961.5380859375
7260.0,351480.95661527,3134643.848844945,2961.630126953125,2961.630126953125,2961.630126953125
7280.0,351481.825359758,3134663.8299681116,2959.062744140625,2959.062744140625,2959.062744140625
7300.0,351482.69410424604,3134683.8110912787,2959.062744140625,2959.062744140625,2959.062744140625
7320.0,351483.5628487341,3134703.792214446,2955.59326171875,2955.59326171875,2955.59326171875
7340.0,351484.43159322214,3134723.773337613,2952.92236328125,2952.92236328125,2952.92236328125
7360.0,351485.3003377102,3134743.75446078,2952.92236328125,2952.92236328125,2952.92236328125
7380.0,351486.16908219823,3134763.7355839466,2949.618896484375,2949.618896484375,2949.618896484375
7400.0,351487.0378266863,3134783.7167071137,2945.362060546875,2945.362060546875,2945.362060546875
7420.0,351487.90657117433,3134803.6978302808,2945.362060546875,2945.362060546875,2945.362060546875
7440.0,351488.7753156624,3134823.678953448,2940.423828125,2940.423828125,2940.423828125
7460.0,351489.6440601504,3134843.660076615,2934.44970703125,2934.44970703125,2934.44970703125
7480.0,351490.5128046384,3134863.6411997816,2934.44970703125,2934.44970703125,2934.44970703125
7500.0,351491.38154912647,3134883.6223229486,2929.11962890625,2929.11962890625,2929.11962890625
7520.0,351487.3668212002,3134901.703749056,2922.31201171875,2922.31201171875,2922.31201171875
7540.0,351473.2241526551,3134915.8453517384,2922.31201171875,2922.31201171875,2922.31201171875
7560.0,351459.08148411004,3134929.986954421,2917.729248046875,2917.729248046875,2917.729248046875
7580.0,351444.93881556496,3134944.1285571028,2917.729248046875,2917.729248046875,2917.729248046875
7600.0,351430.7961470199,3134958.270159785,2907.969482421875,2907.969482421875,2907.969482421875
7620.0,351416.6534784748,3134972.4117624676,2907.969482421875,2907.969482421875,2907.969482421875
7640.0,351402.51080992975,3134986.55336515,2891.41552734375,2891.41552734375,2891.41552734375
7660.0,351388.3681413847,3135000.6949678324,2891.41552734375,2891.41552734375,2891.41552734375
7680.0,351374.2254728396,3135014.8365705144,2882.26611328125,2882.26611328125,2882.26611328125
7700.0,351355.1011852634,3135016.95084,2882.26611328125,2882.26611328125,2882.26611328125
7720.0,351335.1011852634,3135016.95084,2876.43359375,2876.43359375,2876.43359375
7740.0,351315.1011852634,3135016.95084,2874.69384765625,2874.69384765625,2874.69384765625
7760.0,351295.1011852634,3135016.95084,2873.2138671875,2873.2138671875,2873.2138671875
7780.0,351275.1011852634,3135016.95084,2873.2138671875,2873.2138671875,2873.2138671875
7800.0,351255.1011852634,3135016.95084,2870.730712890625,2870.730712890625,2870.730712890625
7820.0,351235.1011852634,3135016.95084,2867.0703125,2867.0703125,2867.0703125
7840.0,351215.1011852634,3135016.95084,2867.0703125,2867.0703125,2867.0703125
7860.0,351195.1011852634,3135016.95084,2862.248779296875,2862.248779296875,2862.248779296875
7880.0,351175.1011852634,3135016.95084,2857.633056640625,2857.633056640625,2857.633056640625
7900.0,351155.1011852634,3135016.95084,2857.633056640625,2857.633056640625,2857.633056640625
7920.0,351135.1011852634,3135016.95084,2856.382080078125,2856.382080078125,2856.382080078125
7940.0,351115.1011852634,3135016.95084,2854.307861328125,2854.307861328125,2854.307861328125
7960.0,351095.1011852634,3135016.95084,2854.307861328125,2854.307861328125,2854.307861328125
7980.0,351075.1011852634,3135016.95084,2849.80859375,2849.80859375,2849.80859375
8000.0,351055.1011852634,3135016.95084,2843.5302734375,2843.5302734375,2843.5302734375
8020.0,351035.1011852634,3135016.95084,2840.722900390625,2840.722900390625,2840.722900390625
8040.0,351015.1011852634,3135016.95084,2840.722900390625,2840.722900390625,2840.722900390625
8060.0,350995.1011852634,3135016.95084,2839.020263671875,2839.020263671875,2839.020263671875
8080.0,350975.1011852634,3135016.95084,2832.1337890625,2832.1337890625,2832.1337890625
8100.0,350955.1011852634,3135016.95084,2832.1337890625,2832.1337890625,2832.1337890625
8120.0,350935.1011852634,3135016.95084,2827.8134765625,2827.8134765625,2827.8134765625
8140.0,350915.1011852634,3135016.95084,2825.195068359375,2825.195068359375,2825.195068359375
8160.0,350895.1011852634,3135016.95084,2825.195068359375,2825.195068359375,2825.195068359375
8180.0,350875.1011852634,3135016.95084,2823.48681640625,2823.48681640625,2823.48681640625
8200.0,350855.1011852634,3135016.95084,2822.272705078125,2822.272705078125,2822.272705078125
8220.0,350835.1011852634,3135016.95084,2822.272705078125,2822.272705078125,2822.272705078125
8240.0,350815.1011852634,3135016.95084,2820.403564453125,2820.403564453125,2820.403564453125
8260.0,350795.1011852634,3135016.95084,2816.740966796875,2816.740966796875,2816.740966796875
8280.0,350775.1011852634,3135016.95084,2816.740966796875,2816.740966796875,2816.740966796875
8300.0,350755.1011852634,3135016.95084,2819.73486328125,2819.73486328125,2819.73486328125
8320.0,350735.1011852634,3135016.95084,2827.2763671875,2827.2763671875,2827.2763671875
8340.0,350715.1011852634,3135016.95084,2821.4208984375,2821.4208984375,2821.4208984375
8360.0,350695.1011852634,3135016.95084,2821.4208984375,2821.4208984375,2821.4208984375
8380.0,350675.1011852634,3135016.95084,2813.08837890625,2813.08837890625,2813.08837890625
8400.0,350655.1011852634,3135016.95084,2815.052978515625,2815.052978515625,2815.052978515625
8420.0,350635.1011852634,3135016.95084,2815.052978515625,2815.052978515625,2815.052978515625
8440.0,350615.1011852634,3135016.95084,2812.81591796875,2812.81591796875,2812.81591796875
8460.0,350595.1011852634,3135016.95084,2805.80078125,2805.80078125,2805.80078125
8480.0,350575.1011852634,3135016.95084,2805.80078125,2805.80078125,2805.80078125
8500.0,350555.1011852634,3135016.95084,2803.806640625,2803.806640625,2803.806640625
8520.0,350535.1011852634,3135016.95084,2804.764404296875,2804.764404296875,2804.764404296875
8540.0,350515.1011852634,3135016.95084,2804.764404296875,2804.764404296875,2804.764404296875
8560.0,350495.1011852634,3135016.95084,2806.89599609375,2806.89599609375,2806.89599609375
8580.0,350475.1011852634,3135016.95084,2807.121337890625,2807.121337890625,2807.121337890625
8600.0,350458.13720487145,3135026.978550852,2807.121337890625,2807.121337890625,2807.121337890625
8620.0,350441.4959416984,3135038.0721688373,2805.963623046875,2805.963623046875,2805.963623046875
8640.0,350424.85467852536,3135049.1657868223,2792.953125,2792.953125,2792.953125
8660.0,350408.2134153523,3135060.259404808,2792.953125,2792.953125,2792.953125
8680.0,350391.5721521792,3135071.3530227933,2783.14111328125,2783.14111328125,2783.14111328125
8700.0,350373.24457709136,3135076.876898,2783.14111328125,2783.14111328125,2783.14111328125
8720.0,350353.24457709136,3135076.876898,2782.399169921875,2782.399169921875,2782.399169921875
8740.0,350333.24457709136,3135076.876898,2776.57958984375,2776.57958984375,2776.57958984375
8760.0,350313.24457709136,3135076.876898,2776.57958984375,2776.57958984375,2776.57958984375
8780.0,350293.24457709136,3135076.876898,2770.890380859375,2770.890380859375,2770.890380859375
8800.0,350273.24457709136,3135076.876898,2767.950439453125,2767.950439453125,2767.950439453125
8820.0,350253.24457709136,3135076.876898,2767.950439453125,2767.950439453125,2767.950439453125
8840.0,350233.24457709136,3135076.876898,2768.4794921875,2768.4794921875,2768.4794921875
8860.0,350213.24457709136,3135076.876898,2768.769287109375,2768.769287109375,2768.769287109375
8880.0,350193.24457709136,3135076.876898,2768.769287109375,2768.769287109375,2768.769287109375
8900.0,350173.30885797896,3135077.0601573656,2767.08837890625,2767.08837890625,2767.08837890625
8920.0,350157.6911142907,3135089.5535989287,2767.3447265625,2767.3447265625,2767.3447265625
8940.0,350142.07337060245,3135102.047040492,2751.639404296875,2751.639404296875,2751.639404296875
8960.0,350126.45562691416,3135114.540482055,2752.5703125,2752.5703125,2752.5703125
8980.0,350110.83788322593,3135127.033923618,2752.5703125,2752.5703125,2752.5703125
9000.0,350095.2201395377,3135139.5273651807,2753.27587890625,2753.27587890625,2753.27587890625
9020.0,350079.6023958494,3135152.0208067438,2753.27587890625,2753.27587890625,2753.27587890625
9040.0,350063.9846521612,3135164.514248307,2755.343017578125,2755.343017578125,2755.343017578125
9060.0,350048.3669084729,3135177.00768987,2755.343017578125,2755.343017578125,2755.343017578125
9080.0,350032.7491647847,3135189.5011314326,2754.225341796875,2754.225341796875,2754.225341796875
9100.0,350015.3359856301,3135197.659698441,2742.789306640625,2742.789306640625,2742.789306640625
9120.0,349995.45826425723,3135199.8679088075,2742.789306640625,2742.789306640625,2742.789306640625
9140.0,349975.5805428844,3135202.0761191742,2737.5,2737.5,2737.5
9160.0,349955.70282151154,3135204.2843295406,2734.823486328125,2734.823486328125,2734.823486328125
9180.0,349935.82510013867,3135206.492539907,2734.823486328125,2734.823486328125,2734.823486328125
9200.0,349915.9473787658,3135208.7007502737,2731.526123046875,2731.526123046875,2731.526123046875
9220.0,349896.0696573929,3135210.90896064,2727.43896484375,2727.43896484375,2727.43896484375
9240.0,349876.1919360201,3135213.1171710067,2727.43896484375,2727.43896484375,2727.43896484375
9260.0,349856.3142146472,3135215.325381373,2725.893310546875,2725.893310546875,2725.893310546875
9280.0,349836.43649327435,3135217.53359174,2719.5390625,2719.5390625,2719.5390625
9300.0,349816.5587719015,3135219.741802106,2719.5390625,2719.5390625,2719.5390625
9320.0,349796.68105052866,3135221.950012473,2714.6708984375,2714.6708984375,2714.6708984375
9340.0,349776.8033291558,3135224.1582228392,2706.2607421875,2706.2607421875,2706.2607421875
9360.0,349756.9256077829,3135226.366433206,2699.9658203125,2699.9658203125,2699.9658203125
9380.0,349741.9496204141,3135238.7734251665,2699.9658203125,2699.9658203125,2699.9658203125
9400.0,349727.8076624089,3135252.9157384066,2690.26025390625,2690.26025390625,2690.26025390625
9420.0,349713.6657044037,3135267.0580516467,2690.26025390625,2690.26025390625,2690.26025390625
9440.0,349699.52374639857,3135281.200364887,2685.693603515625,2685.693603515625,2685.693603515625
9460.0,349685.38178839337,3135295.342678127,2684.2890625,2684.2890625,2684.2890625
9480.0,349671.23983038816,3135309.484991367,2684.631591796875,2684.631591796875,2684.631591796875
9500.0,349654.1791990438,3135316.581129,2681.020263671875,2681.020263671875,2681.020263671875
9520.0,349634.1791990438,3135316.581129,2678.167724609375,2678.167724609375,2678.167724609375
9540.0,349614.1791990438,3135316.581129,2678.167724609375,2678.167724609375,2678.167724609375
9560.0,349594.1791990438,3135316.581129,2676.164306640625,2676.164306640625,2676.164306640625
9580.0,349574.1791990438,3135316.581129,2675.7890625,2675.7890625,2675.7890625
9600.0,349554.1791990438,3135316.581129,2675.7890625,2675.7890625,2675.7890625
9620.0,349534.1791990438,3135316.581129,2674.882080078125,2674.882080078125,2674.882080078125
9640.0,349514.1913064018,3135316.638185615,2674.1455078125,2674.1455078125,2674.1455078125
9660.0,349495.91483560513,3135324.7604153105,2674.1455078125,2674.1455078125,2674.1455078125
9680.0,349477.63836480846,3135332.8826450054,2668.012939453125,2668.012939453125,2668.012939453125
9700.0,349459.36189401185,3135341.0048747,2665.47998046875,2665.47998046875,2665.47998046875
9720.0,349441.0854232152,3135349.1271043955,2665.47998046875,2665.47998046875,2665.47998046875
9740.0,349422.8089524185,3135357.2493340904,2661.794921875,2661.794921875,2661.794921875
9760.0,349404.53248162183,3135365.3715637857,2659.22216796875,2659.22216796875,2659.22216796875
9780.0,349386.25601082516,3135373.4937934806,2659.22216796875,2659.22216796875,2659.22216796875
9800.0,349367.97954002855,3135381.6160231754,2656.1064453125,2656.1064453125,2656.1064453125
9820.0,349349.7030692319,3135389.7382528707,2659.411865234375,2659.411865234375,2659.411865234375
9840.0,349331.4265984352,3135397.8604825656,2659.411865234375,2659.411865234375,2659.411865234375
9860.0,349313.15012763854,3135405.982712261,2654.31103515625,2654.31103515625,2654.31103515625
9880.0,349294.87365684187,3135414.104941956,2654.31103515625,2654.31103515625,2654.31103515625
9900.0,349276.59718604526,3135422.2271716506,2652.522705078125,2652.522705078125,2652.522705078125
9920.0,349258.3207152486,3135430.349401346,2646.9833984375,2646.9833984375,2646.9833984375
9940.0,349239.61074242316,3135436.428728,2646.9833984375,2646.9833984375,2646.9833984375
9960.0,349219.61074242316,3135436.428728,2642.272705078125,2642.272705078125,2642.272705078125
9980.0,349199.61074242316,3135436.428728,2638.880126953125,2638.880126953125,2638.880126953125
10000.0,349179.61074242316,3135436.428728,2638.880126953125,2638.880126953125,2638.880126953125
10020.0,349159.61074242316,3135436.428728,2636.573974609375,2636.573974609375,2636.573974609375
10040.0,349139.61074242316,3135436.428728,2636.767822265625,2636.767822265625,2636.767822265625
10060.0,349119.61074242316,3135436.428728,2636.767822265625,2636.767822265625,2636.767822265625
10080.0,349099.61074242316,3135436.428728,2637.341064453125,2637.341064453125,2637.341064453125
10100.0,349079.61074242316,3135436.428728,2639.10693359375,2639.10693359375,2639.10693359375
10120.0,349059.61074242316,3135436.428728,2643.167236328125,2643.167236328125,2643.167236328125
10140.0,349039.61074242316,3135436.428728,2643.167236328125,2643.167236328125,2643.167236328125
10160.0,349019.61074242316,3135436.428728,2640.729736328125,2640.729736328125,2640.729736328125
10180.0,348999.61074242316,3135436.428728,2638.5654296875,2638.5654296875,2638.5654296875
10200.0,348979.61074242316,3135436.428728,2638.5654296875,2638.5654296875,2638.5654296875
10220.0,348959.61074242316,3135436.428728,2633.91845703125,2633.91845703125,2633.91845703125
10240.0,348939.61074242316,3135436.428728,2623.330322265625,2623.330322265625,2623.330322265625
10260.0,348919.61074242316,3135436.428728,2623.330322265625,2623.330322265625,2623.330322265625
10280.0,348899.61074242316,3135436.428728,2616.812255859375,2616.812255859375,2616.812255859375
10300.0,348879.61074242316,3135436.428728,2610.4755859375,2610.4755859375,2610.4755859375
10320.0,348859.61074242316,3135436.428728,2610.4755859375,2610.4755859375,2610.4755859375
10340.0,348839.61074242316,3135436.428728,2607.779296875,2607.779296875,2607.779296875
10360.0,348819.61074242316,3135436.428728,2604.110595703125,2604.110595703125,2604.110595703125
10380.0,348799.61074242316,3135436.428728,2604.110595703125,2604.110595703125,2604.110595703125
10400.0,348779.61074242316,3135436.428728,2603.541259765625,2603.541259765625,2603.541259765625
10420.0,348759.61074242316,3135436.428728,2606.5390625,2606.5390625,2606.5390625
10440.0,348739.61074242316,3135436.428728,2610.003173828125,2610.003173828125,2610.003173828125
10460.0,348719.61074242316,3135436.428728,2610.003173828125,2610.003173828125,2610.003173828125
10480.0,348699.61074242316,3135436.428728,2612.709716796875,2612.709716796875,2612.709716796875
10500.0,348679.61074242316,3135436.428728,2615.931884765625,2615.931884765625,2615.931884765625
10520.0,348659.61074242316,3135436.428728,2615.931884765625,2615.931884765625,2615.931884765625
10540.0,348639.61074242316,3135436.428728,2614.099609375,2614.099609375,2614.099609375
10560.0,348619.61074242316,3135436.428728,2607.21484375,2607.21484375,2607.21484375
10580.0,348599.61074242316,3135436.428728,2607.21484375,2607.21484375,2607.21484375
10600.0,348579.61074242316,3135436.428728,2600.874267578125,2600.874267578125,2600.874267578125
10620.0,348559.61074242316,3135436.428728,2598.370361328125,2598.370361328125,2598.370361328125
10640.0,348539.61074242316,3135436.428728,2598.370361328125,2598.370361328125,2598.370361328125
10660.0,348519.61074242316,3135436.428728,2595.323974609375,2595.323974609375,2595.323974609375
10680.0,348499.61074242316,3135436.428728,2589.18505859375,2589.18505859375,2589.18505859375
10700.0,348479.61074242316,3135436.428728,2589.18505859375,2589.18505859375,2589.18505859375
10720.0,348461.3556542441,3135432.2160259774,2584.666748046875,2584.666748046875,2584.666748046875
10740.0,348447.21325219166,3135418.0741567872,2573.848388671875,2573.848388671875,2573.848388671875
10760.0,348433.07085013925,3135403.9322875976,2573.848388671875,2573.848388671875,2573.848388671875
10780.0,348418.92844808684,3135389.7904184074,2580.9873046875,2580.9873046875,2580.9873046875
10800.0,348404.43319457787,3135376.455342159,2565.26318359375,2565.26318359375,2565.26318359375
10820.0,348384.44855189015,3135375.671724494,2566.71630859375,2566.71630859375,2566.71630859375
10840.0,348364.46390920243,3135374.888106829,2566.71630859375,2566.71630859375,2566.71630859375
10860.0,348344.47926651477,3135374.104489164,2566.066162109375,2566.066162109375,2566.066162109375
10880.0,348324.49462382705,3135373.320871499,2564.01025390625,2564.01025390625,2564.01025390625
10900.0,348304.5099811394,3135372.537253834,2563.370849609375,2563.370849609375,2563.370849609375
10920.0,348284.52533845167,3135371.753636169,2563.370849609375,2563.370849609375,2563.370849609375
10940.0,348264.54069576395,3135370.9700185037,2562.62060546875,2562.62060546875,2562.62060546875
10960.0,348244.5560530763,3135370.1864008387,2559.931640625,2559.931640625,2559.931640625
10980.0,348224.57141038857,3135369.4027831736,2559.931640625,2559.931640625,2559.931640625
11000.0,348204.58676770085,3135368.6191655085,2558.10400390625,2558.10400390625,2558.10400390625
11020.0,348184.6021250132,3135367.8355478435,2558.147705078125,2558.147705078125,2558.147705078125
11040.0,348164.61748232547,3135367.0519301784,2558.147705078125,2558.147705078125,2558.147705078125
11060.0,348144.63283963775,3135366.268312513,2553.583740234375,2553.583740234375,2553.583740234375
11080.0,348124.6481969501,3135365.484694848,2547.694580078125,2547.694580078125,2547.694580078125
11100.0,348104.66355426237,3135364.701077183,2547.694580078125,2547.694580078125,2547.694580078125
11120.0,348084.67891157465,3135363.9174595177,2543.008056640625,2543.008056640625,2543.008056640625
11140.0,348064.694268887,3135363.1338418527,2539.57470703125,2539.57470703125,2539.57470703125
11160.0,348044.70962619927,3135362.3502241876,2539.57470703125,2539.57470703125,2539.57470703125
11180.0,348024.72498351155,3135361.5666065225,2543.073486328125,2543.073486328125,2543.073486328125
11200.0,348004.7403408239,3135360.7829888575,2542.152587890625,2542.152587890625,2542.152587890625
11220.0,347984.75569813617,3135359.9993711924,2523.630126953125,2523.630126953125,2523.630126953125
11240.0,347964.7710554485,3135359.2157535274,2523.630126953125,2523.630126953125,2523.630126953125
11260.0,347944.7864127608,3135358.4321358623,2517.681396484375,2517.681396484375,2517.681396484375
11280.0,347924.80177007307,3135357.6485181972,2511.9970703125,2511.9970703125,2511.9970703125
11300.0,347904.8171273854,3135356.864900532,2511.9970703125,2511.9970703125,2511.9970703125
11320.0,347884.8324846977,3135356.081282867,2506.231689453125,2506.231689453125,2506.231689453125
11340.0,347864.84784201,3135355.297665202,2499.2705078125,2499.2705078125,2499.2705078125
11360.0,347844.8631993223,3135354.514047537,2499.2705078125,2499.2705078125,2499.2705078125
11380.0,347824.8785566346,3135353.730429872,2483.83837890625,2483.83837890625,2483.83837890625
11400.0,347804.8939139469,3135352.946812207,2472.4951171875,2472.4951171875,2472.4951171875
11420.0,347784.9092712592,3135352.163194542,2472.4951171875,2472.4951171875,2472.4951171875
11440.0,347764.9246285715,3135351.3795768768,2463.78369140625,2463.78369140625,2463.78369140625
11460.0,347744.9399858838,3135350.5959592117,2454.8955078125,2454.8955078125,2454.8955078125
11480.0,347724.9553431961,3135349.8123415466,2454.8955078125,2454.8955078125,2454.8955078125
11500.0,347704.9707005084,3135349.0287238816,2450.878662109375,2450.878662109375,2450.878662109375
11520.0,347684.98605782073,3135348.2451062165,2447.776611328125,2447.776611328125,2447.776611328125
11540.0,347665.001415133,3135347.4614885515,2446.732421875,2446.732421875,2446.732421875
11560.0,347645.0167724453,3135346.6778708864,2446.732421875,2446.732421875,2446.732421875
11580.0,347625.03212975763,3135345.8942532213,2451.1552734375,2451.1552734375,2451.1552734375
11600.0,347605.0474870699,3135345.1106355563,2458.770263671875,2458.770263671875,2458.770263671875
11620.0,347585.0628443822,3135344.327017891,2458.770263671875,2458.770263671875,2458.770263671875
11640.0,347565.07820169453,3135343.543400226,2461.906005859375,2461.906005859375,2461.906005859375
11660.0,347545.0935590068,3135342.759782561,2456.310791015625,2456.310791015625,2456.310791015625
11680.0,347525.1089163191,3135341.976164896,2456.310791015625,2456.310791015625,2456.310791015625
11700.0,347505.12427363143,3135341.192547231,2444.44921875,2444.44921875,2444.44921875
11720.0,347485.1396309437,3135340.408929566,2440.072265625,2440.072265625,2440.072265625
11740.0,347465.154988256,3135339.625311901,2440.072265625,2440.072265625,2440.072265625
11760.0,347445.17034556833,3135338.8416942353,2438.038818359375,2438.038818359375,2438.038818359375
11780.0,347425.1857028806,3135338.0580765703,2435.27880859375,2435.27880859375,2435.27880859375
11800.0,347405.20106019295,3135337.274458905,2435.27880859375,2435.27880859375,2435.27880859375
11820.0,347385.21641750523,3135336.49084124,2429.757080078125,2429.757080078125,2429.757080078125
11840.0,347365.2317748175,3135335.707223575,2422.82470703125,2422.82470703125,2422.82470703125
11860.0,347345.24713212985,3135334.92360591,2420.342041015625,2420.342041015625,2420.342041015625
11880.0,347325.26248944213,3135334.139988245,2420.342041015625,2420.342041015625,2420.342041015625
11900.0,347305.2778467544,3135333.35637058,2419.601318359375,2419.601318359375,2419.601318359375
11920.0,347285.29320406675,3135332.572752915,2418.98876953125,2418.98876953125,2418.98876953125
11940.0,347265.30856137903,3135331.78913525,2418.98876953125,2418.98876953125,2418.98876953125
11960.0,347245.3239186913,3135331.0055175847,2403.595947265625,2403.595947265625,2403.595947265625
11980.0,347225.33927600365,3135330.2218999197,2399.1259765625,2399.1259765625,2399.1259765625
12000.0,347205.35463331593,3135329.4382822546,2399.1259765625,2399.1259765625,2399.1259765625
12020.0,347185.3699906282,3135328.6546645896,2396.27099609375,2396.27099609375,2396.27099609375
12040.0,347165.38534794055,3135327.8710469245,2391.521728515625,2391.521728515625,2391.521728515625
12060.0,347145.40070525283,3135327.0874292594,2391.521728515625,2391.521728515625,2391.521728515625
12080.0,347125.4160625651,3135326.3038115944,2388.42578125,2388.42578125,2388.42578125
12100.0,347105.43141987745,3135325.5201939293,2386.56689453125,2386.56689453125,2386.56689453125
12120.0,347085.44677718973,3135324.7365762643,2386.56689453125,2386.56689453125,2386.56689453125
12140.0,347065.4621345021,3135323.952958599,2382.338623046875,2382.338623046875,2382.338623046875
12160.0,347045.47749181435,3135323.169340934,2378.215576171875,2378.215576171875,2378.215576171875
12180.0,347025.49284912663,3135322.385723269,2376.375732421875,2376.375732421875,2376.375732421875
12200.0,347005.508206439,3135321.602105604,2376.375732421875,2376.375732421875,2376.375732421875
12220.0,346985.52356375125,3135320.818487939,2375.842529296875,2375.842529296875,2375.842529296875
12240.0,346965.53892106353,3135320.034870274,2374.713623046875,2374.713623046875,2374.713623046875
12260.0,346945.5542783759,3135319.251252609,2374.713623046875,2374.713623046875,2374.713623046875
12280.0,346925.56963568815,3135318.467634944,2371.33203125,2371.33203125,2371.33203125
12300.0,346905.58499300043,3135317.6840172787,2371.2783203125,2371.2783203125,2371.2783203125
12320.0,346885.6003503128,3135316.9003996137,2371.2783203125,2371.2783203125,2371.2783203125
12340.0,346867.09791344474,3135310.8257802413,2375.18994140625,2375.18994140625,2375.18994140625
12360.0,346849.6145952718,3135301.113232395,2373.56005859375,2373.56005859375,2373.56005859375
12380.0,346832.13127709884,3135291.400684549,2373.56005859375,2373.56005859375,2373.56005859375
12400.0,346814.6479589259,3135281.688136703,2378.03125,2378.03125,2378.03125
12420.0,346797.164640753,3135271.9755888567,2378.1396484375,2378.1396484375,2378.1396484375
12440.0,346779.6813225801,3135262.2630410106,2376.572509765625,2376.572509765625,2376.572509765625
12460.0,346762.19800440717,3135252.5504931645,2375.329345703125,2375.329345703125,2375.329345703125
12480.0,346744.71468623425,3135242.837945318,2375.847900390625,2375.847900390625,2375.847900390625
